Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Ascot Vale,30 Rothwell St,3,h,940000,S,Nelson,3/12/2016,5.9,3032,3,1,2,298,108,1920,Moonee Valley City Council,-37.7777,144.9195,Western Metropolitan,6567
Ascot Vale,9/5 Rothwell St,2,u,467000,SP,Brad,3/12/2016,5.9,3032,2,1,1,0,62,1980,Moonee Valley City Council,-37.7761,144.9201,Western Metropolitan,6567
Ascot Vale,7 Francis St,3,h,1380000,SP,Nelson,4/03/2017,5.9,3032,3,2,2,277,174,1910,Moonee Valley City Council,-37.7777,144.9221,Western Metropolitan,6567
Ascot Vale,2/21 Harold St,2,u,490000,VB,Jellis,4/03/2017,5.9,3032,2,1,1,423,62,1970,Moonee Valley City Council,-37.7736,144.9015,Western Metropolitan,6567
Ascot Vale,44 The Parade,4,h,1850000,S,Brad,4/03/2017,5.9,3032,4,3,1,478,270,1900,Moonee Valley City Council,-37.7729,144.9179,Western Metropolitan,6567
Ascot Vale,98 Epsom Rd,3,h,971000,SP,Nelson,4/06/2016,5.9,3032,3,2,2,285,128,1900,Moonee Valley City Council,-37.775,144.9091,Western Metropolitan,6567
Ascot Vale,8 Geddes St,2,h,710000,PI,Nelson,4/06/2016,5.9,3032,2,1,1,214,77,1890,Moonee Valley City Council,-37.7776,144.9142,Western Metropolitan,6567
Ascot Vale,75 Maribyrnong Rd,6,h,2425000,PI,Brad,4/06/2016,5.9,3032,6,3,2,1014,435,1887,Moonee Valley City Council,-37.7721,144.9184,Western Metropolitan,6567
Ascot Vale,119 Roseberry St,2,h,750000,SP,Maddison,4/06/2016,5.9,3032,2,1,1,226,92,1920,Moonee Valley City Council,-37.7745,144.9093,Western Metropolitan,6567
Ascot Vale,10 Fenton St,2,h,1053000,S,Nelson,6/08/2016,5.9,3032,2,1,1,269,109,1900,Moonee Valley City Council,-37.7748,144.929,Western Metropolitan,6567
Ascot Vale,10 McCully St,3,h,1377000,S,Nelson,6/08/2016,5.9,3032,3,1,1,417,168,1900,Moonee Valley City Council,-37.7756,144.9208,Western Metropolitan,6567
Ascot Vale,120 Epsom Rd,3,h,970000,S,Brad,7/05/2016,5.9,3032,3,1,2,350,125,1904,Moonee Valley City Council,-37.7759,144.91,Western Metropolitan,6567
Ascot Vale,63 Kent St,2,h,751000,PI,Nelson,7/05/2016,5.9,3032,2,1,1,118,79,1890,Moonee Valley City Council,-37.7807,144.9288,Western Metropolitan,6567
Ascot Vale,4 The Parade,2,h,950000,SP,Raine,7/05/2016,5.9,3032,2,1,1,173,102,1900,Moonee Valley City Council,-37.7731,144.9206,Western Metropolitan,6567
Ascot Vale,1/17 Epsom Rd,2,u,685000,S,Brad,7/11/2016,5.9,3032,2,1,2,228,90,1995,Moonee Valley City Council,-37.7718,144.9066,Western Metropolitan,6567
Ascot Vale,41 Monash St,3,h,1230000,S,Nelson,8/10/2016,5.9,3032,4,1,2,594,148,1960,Moonee Valley City Council,-37.7819,144.9064,Western Metropolitan,6567
Ascot Vale,51 Francis St,2,h,770000,PI,Nelson,10/09/2016,5.9,3032,2,1,1,226,87,1900,Moonee Valley City Council,-37.7774,144.9186,Western Metropolitan,6567
Ascot Vale,12 Mirams St,4,h,890000,SP,Raine,10/12/2016,5.9,3032,4,1,1,300,185,1890,Moonee Valley City Council,-37.7766,144.9143,Western Metropolitan,6567
Ascot Vale,78 The Parade,3,h,1440000,S,Nelson,11/02/2017,5.9,3032,3,1,1,487,131,1900,Moonee Valley City Council,-37.7725,144.9146,Western Metropolitan,6567
Ascot Vale,26 Newsom St,3,h,1000000,PI,Brad,12/11/2016,5.9,3032,3,2,2,440,120,1955,Moonee Valley City Council,-37.7746,144.9031,Western Metropolitan,6567
Ascot Vale,8 Pentland St,3,h,1435000,S,Nelson,12/11/2016,5.9,3032,3,2,2,532,147,1950,Moonee Valley City Council,-37.7737,144.904,Western Metropolitan,6567
Ascot Vale,8/129 The Parade,1,u,390000,S,Alexkarbon,12/11/2016,5.9,3032,1,1,1,0,58,1972,Moonee Valley City Council,-37.7723,144.9094,Western Metropolitan,6567
Ascot Vale,52 Monash St,3,h,1425000,PI,Jellis,13/08/2016,5.9,3032,3,2,2,495,139,1920,Moonee Valley City Council,-37.7821,144.9055,Western Metropolitan,6567
Ascot Vale,58 Fenton St,4,h,1340000,S,Nelson,14/05/2016,5.9,3032,3,2,2,683,232,1978,Moonee Valley City Council,-37.775,144.93200000000002,Western Metropolitan,6567
Ascot Vale,70 Munro St,3,h,955000,S,Brad,14/05/2016,5.9,3032,3,1,1,263,117,1910,Moonee Valley City Council,-37.7753,144.9116,Western Metropolitan,6567
Ascot Vale,125 Epsom Rd,4,h,1100000,VB,Nelson,15/10/2016,5.9,3032,4,2,5,559,195,1920,Moonee Valley City Council,-37.7791,144.9136,Western Metropolitan,6567
Ascot Vale,3/28 Ormond Rd,2,u,432000,S,Biggin,15/10/2016,5.9,3032,2,1,1,0,62,1978,Moonee Valley City Council,-37.773,144.9303,Western Metropolitan,6567
Ascot Vale,7 Angler Pde,4,h,1640000,S,Raine,16/04/2016,5.9,3032,4,3,2,562,204,1890,Moonee Valley City Council,-37.782,144.903,Western Metropolitan,6567
Ascot Vale,26 Ayr St,6,h,1430000,S,Nelson,16/04/2016,5.9,3032,4,2,1,461,286,1900,Moonee Valley City Council,-37.78,144.9295,Western Metropolitan,6567
Ascot Vale,2/127 Epsom Rd,2,u,610000,SP,Brad,16/04/2016,5.9,3032,2,1,1,301,104,1995,Moonee Valley City Council,-37.7791,144.914,Western Metropolitan,6567
Ascot Vale,57 The Parade,3,h,940000,S,Nelson,16/04/2016,5.9,3032,3,3,1,491,127,1950,Moonee Valley City Council,-37.7727,144.9136,Western Metropolitan,6567
Ascot Vale,62 Mirams St,3,h,890000,SP,Brad,16/07/2016,5.9,3032,3,1,1,242,110,1920,Moonee Valley City Council,-37.7765,144.9114,Western Metropolitan,6567
Ascot Vale,67 Hurtle St,3,h,1180000,SP,Brad,17/09/2016,5.9,3032,3,2,2,617,149,1930,Moonee Valley City Council,-37.7742,144.906,Western Metropolitan,6567
Ascot Vale,95 Walter St,4,h,1480000,S,Raine,17/09/2016,5.9,3032,4,2,2,597,180,1939,Moonee Valley City Council,-37.7757,144.9088,Western Metropolitan,6567
Ascot Vale,3/8 Walter St,2,t,865000,SP,Nelson,18/03/2017,5.9,3032,2,2,1,146,132,2015,Moonee Valley City Council,-37.7713,144.9038,Western Metropolitan,6567
Ascot Vale,12/9 Milton St,2,u,442000,S,Alexkarbon,18/06/2016,5.9,3032,2,1,1,0,62,1975,Moonee Valley City Council,-37.7733,144.9219,Western Metropolitan,6567
Ascot Vale,21A Geddes St,3,h,1037500,S,Alexkarbon,19/11/2016,5.9,3032,3,1,2,506,110,1920,Moonee Valley City Council,-37.7779,144.9133,Western Metropolitan,6567
Ascot Vale,1/20 Newsom St,3,t,1050000,S,Jellis,19/11/2016,5.9,3032,3,2,2,318,160,2013,Moonee Valley City Council,-37.7744,144.9035,Western Metropolitan,6567
Ascot Vale,4/27 Roseberry St,2,u,440000,S,McDonald,19/11/2016,5.9,3032,2,1,1,0,65,1970,Moonee Valley City Council,-37.7749,144.9137,Western Metropolitan,6567
Ascot Vale,43 Bloomfield Rd,4,h,1430000,S,Nelson,22/05/2016,5.9,3032,4,2,0,418,158,1900,Moonee Valley City Council,-37.7766,144.9187,Western Metropolitan,6567
Ascot Vale,21 Middle St,3,h,1130000,S,Nelson,23/04/2016,5.9,3032,3,2,1,272,157,1900,Moonee Valley City Council,-37.7774,144.928,Western Metropolitan,6567
Ascot Vale,78 Francis St,3,h,1135000,S,Brad,24/09/2016,5.9,3032,3,1,1,296,104,1910,Moonee Valley City Council,-37.777,144.9176,Western Metropolitan,6567
Ascot Vale,25 Geddes St,4,h,950000,PI,Nelson,24/09/2016,5.9,3032,4,2,1,298,147,1920,Moonee Valley City Council,-37.7778,144.9131,Western Metropolitan,6567
Ascot Vale,18/54 Epsom Rd,2,u,390000,PI,Jellis,25/02/2017,5.9,3032,2,1,1,1957,69,2012,Moonee Valley City Council,-37.7731,144.9074,Western Metropolitan,6567
Ascot Vale,15 Mirams St,4,h,1345000,S,Jellis,25/02/2017,5.9,3032,4,1,1,552,155,1920,Moonee Valley City Council,-37.7769,144.9138,Western Metropolitan,6567
Ascot Vale,44 Walter St,3,h,1381500,S,Barry,25/02/2017,5.9,3032,3,2,2,416,168,1900,Moonee Valley City Council,-37.7727,144.9055,Western Metropolitan,6567
Ascot Vale,25 Dalgety Dr,3,h,940000,S,Jellis,26/07/2016,5.9,3032,3,2,2,285,172,2011,Moonee Valley City Council,-37.7778,144.9061,Western Metropolitan,6567
Ascot Vale,7 Dalgety Dr,3,h,995000,S,Nelson,26/07/2016,5.9,3032,3,2,1,314,177,2010,Moonee Valley City Council,-37.7778,144.9042,Western Metropolitan,6567
Ascot Vale,6 Waller Ct,3,h,786000,S,Brad,26/07/2016,5.9,3032,3,2,1,576,120,1940,Moonee Valley City Council,-37.7816,144.9217,Western Metropolitan,6567
Ascot Vale,17 Ascot St,2,h,705000,PI,Nelson,27/06/2016,5.9,3032,2,1,3,252,108,1910,Moonee Valley City Council,-37.7825,144.9206,Western Metropolitan,6567
Ascot Vale,73 Kent St,2,h,760000,PI,Nelson,27/06/2016,5.9,3032,2,1,1,124,77,1900,Moonee Valley City Council,-37.7807,144.9285,Western Metropolitan,6567
Ascot Vale,1 East St,3,t,1000000,S,Nelson,27/11/2016,5.9,3032,3,2,2,200,144,2003,Moonee Valley City Council,-37.7766,144.9277,Western Metropolitan,6567
Ascot Vale,1 Bloomfield Rd,3,h,1305000,S,Barry,28/05/2016,5.9,3032,2,1,1,278,166,1900,Moonee Valley City Council,-37.7768,144.9223,Western Metropolitan,6567
Ascot Vale,58 Bloomfield Rd,3,h,1215000,S,Stockdale,28/08/2016,5.9,3032,3,1,1,452,175,1960,Moonee Valley City Council,-37.7762,144.9174,Western Metropolitan,6567
Ascot Vale,1/91 Epsom Rd,2,u,545000,S,Nelson,28/08/2016,5.9,3032,2,1,2,194,71,1900,Moonee Valley City Council,-37.7772,144.9118,Western Metropolitan,6567
Ascot Vale,5 Doncaster St,4,h,1705000,S,Jellis,30/07/2016,5.9,3032,4,2,4,598,273,2012,Moonee Valley City Council,-37.7774,144.9104,Western Metropolitan,6567
Ashburton,61 Dent St,4,h,2650000,S,Marshall,3/09/2016,11.0,3147,4,3,2,753,399,2015,Boroondara City Council,-37.8669,145.0767,Southern Metropolitan,3052
Ashburton,69 Albion Rd,3,h,1670000,S,Jellis,3/12/2016,11.0,3147,3,2,2,599,220,1930,Boroondara City Council,-37.8673,145.0688,Southern Metropolitan,3052
Ashburton,3/39 Solway St,3,t,2050000,S,Fletchers,3/12/2016,11.0,3147,3,3,4,310,315,2014,Boroondara City Council,-37.874,145.0714,Southern Metropolitan,3052
Ashburton,3 Dunlop St,3,h,1555000,S,Jellis,4/06/2016,11.0,3147,3,2,2,731,149,1935,Boroondara City Council,-37.8666,145.0676,Southern Metropolitan,3052
Ashburton,16a Nicholas St,3,h,1100000,PI,Marshall,8/10/2016,11.0,3147,3,3,2,276,178,2004,Boroondara City Council,-37.8699,145.0778,Southern Metropolitan,3052
Ashburton,5 Nicholas St,3,h,1337000,S,Buxton,8/10/2016,11.0,3147,3,1,2,583,112,1950,Boroondara City Council,-37.8685,145.0786,Southern Metropolitan,3052
Ashburton,115 Ashburn Gr,8,h,2950000,S,hockingstuart,10/09/2016,11.0,3147,9,7,4,1472,618,2009,Boroondara City Council,-37.8729,145.0788,Southern Metropolitan,3052
Ashburton,1/1 Nairn St,3,h,1518000,S,Jellis,10/09/2016,11.0,3147,3,2,2,516,145,1920,Boroondara City Council,-37.8675,145.0668,Southern Metropolitan,3052
Ashburton,9 Gona Ct,3,h,1710000,S,hockingstuart,10/12/2016,11.0,3147,3,1,2,806,101,1950,Boroondara City Council,-37.8695,145.084,Southern Metropolitan,3052
Ashburton,45 Yuile St,3,h,1655000,S,Jellis,10/12/2016,11.0,3147,3,1,3,780,152,1940,Boroondara City Council,-37.8599,145.0815,Southern Metropolitan,3052
Ashburton,47 Yuile St,4,h,1550000,VB,Marshall,12/11/2016,11.0,3147,4,2,2,780,180,1938,Boroondara City Council,-37.86,145.0817,Southern Metropolitan,3052
Ashburton,6a Glen Rd,3,h,1662000,S,Jellis,14/05/2016,11.0,3147,3,2,2,351,228,2006,Boroondara City Council,-37.8742,145.07,Southern Metropolitan,3052
Ashburton,18 Glen Rd,3,h,1665000,S,Jellis,15/10/2016,11.0,3147,3,2,3,702,145,1945,Boroondara City Council,-37.8737,145.0695,Southern Metropolitan,3052
Ashburton,29A Yuile St,5,h,3510000,S,Jellis,18/03/2017,11.0,3147,5,5,2,755,444,2015,Boroondara City Council,-37.8598,145.0796,Southern Metropolitan,3052
Ashburton,2/17 Ashburn Gr,3,t,900000,S,Jellis,19/11/2016,11.0,3147,3,2,2,153,110,1990,Boroondara City Council,-37.8655,145.0808,Southern Metropolitan,3052
Ashburton,15 Comas Gr,5,h,2752000,S,Jellis,22/08/2016,11.0,3147,6,4,2,1075,390,2010,Boroondara City Council,-37.8714,145.07299999999998,Southern Metropolitan,3052
Ashburton,3 Mustang Ct,3,h,1500000,VB,Jellis,22/08/2016,11.0,3147,3,2,2,710,139,1945,Boroondara City Council,-37.8653,145.0897,Southern Metropolitan,3052
Ashburton,63 Dent St,4,h,1800000,S,Jellis,25/02/2017,11.0,3147,4,2,4,749,206,1950,Boroondara City Council,-37.8669,145.077,Southern Metropolitan,3052
Ashburton,4 Vears Rd,3,h,1830000,S,Jellis,25/02/2017,11.0,3147,3,2,3,724,168,1940,Boroondara City Council,-37.8619,145.0879,Southern Metropolitan,3052
Ashburton,14 Lucerne St,3,h,1415000,S,Buxton,27/06/2016,11.0,3147,3,1,1,605,111,1950,Boroondara City Council,-37.8703,145.0774,Southern Metropolitan,3052
Ashburton,5 Pitt St,2,h,1440000,PI,Jellis,27/06/2016,11.0,3147,2,1,1,687,104,1940,Boroondara City Council,-37.872,145.0692,Southern Metropolitan,3052
Ashburton,1/65 Ashburn Gr,4,t,1250000,VB,Noel,27/11/2016,11.0,3147,4,2,2,321,199,2007,Boroondara City Council,-37.8693,145.08,Southern Metropolitan,3052
Ashburton,48 Nicholas St,5,h,1600000,S,Marshall,27/11/2016,11.0,3147,5,3,4,700,266,1950,Boroondara City Council,-37.8724,145.0758,Southern Metropolitan,3052
Ashburton,5 Taylor St,4,h,1860000,S,Jellis,27/11/2016,11.0,3147,4,2,3,696,274,2000,Boroondara City Council,-37.8711,145.0746,Southern Metropolitan,3052
Ashburton,33 Highgate Gr,4,h,1790000,PI,hockingstuart,28/05/2016,11.0,3147,4,2,2,514,240,1935,Boroondara City Council,-37.8664,145.0772,Southern Metropolitan,3052
Ashburton,9 Pitt St,4,h,1950000,S,Tim,28/05/2016,11.0,3147,4,2,2,844,278,1940,Boroondara City Council,-37.8715,145.0688,Southern Metropolitan,3052
Ashburton,19 Poulter St,3,h,1650000,S,Marshall,28/08/2016,11.0,3147,3,1,1,697,164,1947,Boroondara City Council,-37.8636,145.0903,Southern Metropolitan,3052
Ashwood,1/53 Winbirra Pde,4,h,1200000,SP,Purplebricks,4/03/2017,12.2,3147,4,3,2,372,201,2016,Monash City Council,-37.8716,145.0999,Southern Metropolitan,2894
Ashwood,18 Montrose St,2,h,1075000,VB,Jellis,4/06/2016,12.2,3147,2,1,2,695,114,1950,Monash City Council,-37.8694,145.0944,Southern Metropolitan,2894
Ashwood,4 Scenic Dr,4,h,1500000,S,Fletchers,6/08/2016,12.2,3147,2,2,2,621,203,2000,Monash City Council,-37.8647,145.1023,Southern Metropolitan,2894
Ashwood,1/7 Farmer St,2,t,700000,S,hockingstuart,7/11/2016,12.2,3147,2,1,2,367,110,1970,Monash City Council,-37.8662,145.109,Southern Metropolitan,2894
Ashwood,1/136 High Street Rd,3,h,761000,PI,Fletchers,7/11/2016,12.2,3147,3,2,4,400,94,1950,Monash City Council,-37.8675,145.106,Southern Metropolitan,2894
Ashwood,35 Douglas St,3,h,1365000,S,Fletchers,10/09/2016,12.2,3147,3,1,1,792,792,1950,Monash City Council,-37.864000000000004,145.0972,Southern Metropolitan,2894
Ashwood,95 Huntingdale Rd,4,h,1100000,VB,Tim,10/12/2016,12.2,3147,3,2,2,803,152,1970,Monash City Council,-37.8621,145.1126,Southern Metropolitan,2894
Ashwood,1/7 Murra Ct,2,u,690000,S,Ray,14/05/2016,12.2,3147,2,1,1,216,90,2003,Monash City Council,-37.8711,145.1017,Southern Metropolitan,2894
Ashwood,58 Ashwood Dr,3,h,1631000,S,Jellis,15/10/2016,12.2,3147,3,2,3,782,215,1950,Monash City Council,-37.8621,145.1021,Southern Metropolitan,2894
Ashwood,3 Harold St,4,h,1500000,S,Buxton,15/10/2016,12.2,3147,4,2,1,593,255,1930,Monash City Council,-37.8655,145.096,Southern Metropolitan,2894
Ashwood,16 Scenic Dr,5,h,1529500,S,Buxton,17/09/2016,12.2,3147,5,3,2,585,317,2000,Monash City Council,-37.8637,145.1024,Southern Metropolitan,2894
Ashwood,4/36 Queens Pde,2,u,600000,S,Noel,18/03/2017,12.2,3147,2,1,1,153,80,1970,Monash City Council,-37.8696,145.0962,Southern Metropolitan,2894
Ashwood,17 Parkhill Dr,4,h,1240000,S,Tim,19/11/2016,12.2,3147,4,2,2,766,192,1950,Monash City Council,-37.8629,145.1097,Southern Metropolitan,2894
Ashwood,2/6 Murra Ct,2,u,700000,S,hockingstuart,22/08/2016,12.2,3147,2,1,2,192,88,2007,Monash City Council,-37.8709,145.102,Southern Metropolitan,2894
Ashwood,4 Teck St,2,h,1110000,S,Fletchers,24/09/2016,12.2,3147,2,1,1,586,86,1950,Monash City Council,-37.8683,145.1082,Southern Metropolitan,2894
Ashwood,14 Ashwood Dr,3,h,1305000,S,Jellis,25/02/2017,12.2,3147,3,1,1,760,120,1960,Monash City Council,-37.858000000000004,145.1038,Southern Metropolitan,2894
Ashwood,1/2 Condah Ct,3,h,855000,S,Noel,25/02/2017,12.2,3147,3,2,1,320,85,1958,Monash City Council,-37.87,145.1103,Southern Metropolitan,2894
Ashwood,1/16 Raymond St,3,t,900500,S,Jellis,27/11/2016,12.2,3147,3,2,2,256,134,2012,Monash City Council,-37.8655,145.1096,Southern Metropolitan,2894
Ashwood,4 Newbury Ct,3,h,1200000,VB,Buxton,28/05/2016,12.2,3147,3,2,2,839,198,1970,Monash City Council,-37.8614,145.1098,Southern Metropolitan,2894
Ashwood,2/53 Salisbury Rd,3,t,830000,S,Barry,28/08/2016,12.2,3147,2,1,2,212,130,2012,Monash City Council,-37.8723,145.1089,Southern Metropolitan,2894
Avondale Heights,8 Norma Ct,3,h,850000,S,Moonee,3/09/2016,10.5,3034,3,1,1,593,118,1970,Moonee Valley City Council,-37.7677,144.8674,Western Metropolitan,4502
Avondale Heights,9 Rogerson St,3,h,750000,SP,Moonee,3/09/2016,10.5,3034,3,1,1,0,103,1980,Moonee Valley City Council,-37.7634,144.8611,Western Metropolitan,4502
Avondale Heights,157 Canning St,3,t,851000,S,Nelson,3/12/2016,10.5,3034,3,3,1,557,181,2017,Moonee Valley City Council,-37.77,144.8572,Western Metropolitan,4502
Avondale Heights,2 Arbor Tce,4,h,1155000,S,Nelson,4/06/2016,10.5,3034,3,2,2,569,225,2008,Moonee Valley City Council,-37.7654,144.8655,Western Metropolitan,4502
Avondale Heights,68 Thompson St,3,h,680000,S,Nelson,6/08/2016,10.5,3034,3,1,2,570,120,1970,Moonee Valley City Council,-37.7591,144.8542,Western Metropolitan,4502
Avondale Heights,97 Military Rd,3,h,627500,SP,Moonee,8/10/2016,10.5,3034,3,1,1,550,143,1970,Moonee Valley City Council,-37.7632,144.8622,Western Metropolitan,4502
Avondale Heights,3 Clive Ct,4,h,950000,S,Moonee,10/12/2016,10.5,3034,4,3,3,761,281,1970,Moonee Valley City Council,-37.7524,144.8714,Western Metropolitan,4502
Avondale Heights,8 Herbert St,3,h,705000,S,Nelson,22/05/2016,10.5,3034,3,1,1,581,106,1960,Moonee Valley City Council,-37.7691,144.8575,Western Metropolitan,4502
Avondale Heights,2 Hillman Ct,4,h,1100000,VB,Brad,22/05/2016,10.5,3034,4,3,2,873,395,1992,Moonee Valley City Council,-37.7609,144.8639,Western Metropolitan,4502
Avondale Heights,20 Westminster Dr,3,h,892500,S,Nelson,22/05/2016,10.5,3034,3,1,1,586,118,1965,Moonee Valley City Council,-37.7642,144.8603,Western Metropolitan,4502
Avondale Heights,1/24 Bordeaux St,2,h,522500,S,Nelson,24/09/2016,10.5,3034,2,1,1,220,101,1995,Moonee Valley City Council,-37.756,144.8641,Western Metropolitan,4502
Avondale Heights,72 Military Rd,4,h,680000,PI,Nelson,24/09/2016,10.5,3034,4,2,2,554,140,1960,Moonee Valley City Council,-37.7649,144.8633,Western Metropolitan,4502
Avondale Heights,2 Drake Ct,3,h,875000,S,Edward,25/02/2017,10.5,3034,3,1,3,812,117,1960,Moonee Valley City Council,-37.765,144.8578,Western Metropolitan,4502
Avondale Heights,109 North Rd,4,h,762000,S,Nelson,26/07/2016,10.5,3034,4,2,2,589,150,1961,Moonee Valley City Council,-37.7573,144.8534,Western Metropolitan,4502
Avondale Heights,2/4 Carmyle Ct,2,u,411000,PI,Barry,27/11/2016,10.5,3034,2,1,1,0,85,1995,Moonee Valley City Council,-37.7608,144.863,Western Metropolitan,4502
Avondale Heights,10 Skewes St,3,h,805000,S,Nelson,27/11/2016,10.5,3034,3,2,2,593,103,1970,Moonee Valley City Council,-37.7607,144.8581,Western Metropolitan,4502
Avondale Heights,43 Skewes St,3,h,634000,S,Nelson,28/05/2016,10.5,3034,4,2,1,582,153,1950,Moonee Valley City Council,-37.7584,144.8568,Western Metropolitan,4502
Balaclava,18 Linton St,4,h,1819000,S,Gary,3/09/2016,6.6,3183,3,2,1,244,180,1900,Port Phillip City Council,-37.8668,144.9928,Southern Metropolitan,2952
Balaclava,7/72 Grosvenor St,2,u,410000,PI,hockingstuart,3/12/2016,6.6,3183,2,1,2,0,61,1965,Port Phillip City Council,-37.8731,144.9958,Southern Metropolitan,2952
Balaclava,1/34 Gourlay St,2,t,1015000,S,Gary,7/11/2016,6.6,3183,2,1,2,114,120,2000,Port Phillip City Council,-37.8723,144.9961,Southern Metropolitan,2952
Balaclava,4/9 Gourlay St,2,u,502500,S,Buxton,15/10/2016,6.6,3183,2,1,1,0,65,1960,Port Phillip City Council,-37.8725,144.9952,Southern Metropolitan,2952
Balaclava,1/22 Sycamore Gr,2,u,520000,S,Gary,15/10/2016,6.6,3183,2,1,0,0,58,1970,Port Phillip City Council,-37.8742,144.9972,Southern Metropolitan,2952
Balaclava,6/23 Gourlay St,2,u,442000,SP,Buxton,17/09/2016,6.6,3183,2,1,1,0,61,1960,Port Phillip City Council,-37.8726,144.9962,Southern Metropolitan,2952
Balaclava,6 Blenheim St,3,h,1193000,S,McGrath,18/06/2016,6.6,3183,3,1,1,178,100,1920,Port Phillip City Council,-37.8663,144.9948,Southern Metropolitan,2952
Balaclava,3/20 Orange Gr,2,u,416000,S,Chisholm,18/06/2016,6.6,3183,2,1,1,0,49,1960,Port Phillip City Council,-37.8678,144.9966,Southern Metropolitan,2952
Balaclava,2/19 Camden St,2,u,474000,S,hockingstuart,22/05/2016,6.6,3183,2,1,1,0,59,1970,Port Phillip City Council,-37.8667,144.9917,Southern Metropolitan,2952
Balaclava,1/17 Albion St,2,h,981000,S,Buxton,25/02/2017,6.6,3183,2,1,0,159,84,1930,Port Phillip City Council,-37.874,144.9933,Southern Metropolitan,2952
Balaclava,10 Grosvenor St,3,h,1690000,S,McGrath,25/02/2017,6.6,3183,3,2,2,339,159,1890,Port Phillip City Council,-37.872,144.9909,Southern Metropolitan,2952
Balaclava,3/33 Gourlay St,2,u,540000,VB,McGrath,27/06/2016,6.6,3183,2,1,1,483,51,1970,Port Phillip City Council,-37.8727,144.9969,Southern Metropolitan,2952
Balwyn,166 Gordon St,2,h,2100000,S,Marshall,3/09/2016,9.7,3103,2,1,1,659,123,1920,Boroondara City Council,-37.8094,145.0807,Southern Metropolitan,5682
Balwyn,36 Narrak Rd,4,h,1800000,VB,Marshall,3/09/2016,9.7,3103,4,2,2,715,218,1985,Boroondara City Council,-37.811,145.0958,Southern Metropolitan,5682
Balwyn,2/16 Westminster St,2,t,1255000,S,Noel,3/09/2016,9.7,3103,2,1,1,208,129,2000,Boroondara City Council,-37.8128,145.0975,Southern Metropolitan,5682
Balwyn,2/74 Balwyn Rd,3,u,1070000,SA,Philip,3/12/2016,9.7,3103,3,2,2,206,112,1998,Boroondara City Council,-37.8161,145.0812,Southern Metropolitan,5682
Balwyn,112 Belmore Rd,5,h,2570000,PI,RT,3/12/2016,9.7,3103,5,3,2,715,420,2009,Boroondara City Council,-37.8028,145.0768,Southern Metropolitan,5682
Balwyn,27 Bevan St,4,h,2400000,VB,RW,3/12/2016,9.7,3103,4,2,2,744,226,1985,Boroondara City Council,-37.8147,145.0748,Southern Metropolitan,5682
