Suburb,Address,Rooms,Type,Price,Method,Real Estate Agent,Date,Distance,Postcode,Number of Bathroom,number of carpark,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size,Year,Month
Braybrook,144 Duke St,2,h,868000,S,Bells,2016-11-07,10.8,3019,1,4,749,77,1950,Maribyrnong City Council,-37.7814,144.847,Western Metropolitan,3589,34,1859,622,312,1600,1.0,1451,2.7,2016,11
Braybrook,2 Riley Ct,4,h,850000,SA,Sweeney,2016-10-08,10.8,3019,2,2,606,240,2002,Maribyrnong City Council,-37.788000000000004,144.862,Western Metropolitan,3589,34,1859,622,312,1600,1.0,1451,2.7,2016,10
Braybrook,19 Kannan Bvd,4,h,882000,S,Village,2016-12-10,10.8,3019,2,2,393,216,2008,Maribyrnong City Council,-37.7763,144.8543,Western Metropolitan,3589,34,1859,622,312,1600,1.0,1451,2.7,2016,12
Braybrook,10 Sedge Cl,4,h,1000000,S,Nelson,2017-04-22,10.8,3019,3,2,475,319,2002,Maribyrnong City Council,-37.7759,144.8552,Western Metropolitan,3589,34,1859,622,312,1600,1.0,1451,2.7,2017,4
Braybrook,35 Shepherd St,3,h,840000,S,Douglas,2017-09-16,8.6,3019,1,2,620,93,1960,Maribyrnong City Council,-37.78311,144.85331000000005,Western Metropolitan,3589,34,1859,622,312,1600,1.0,1451,2.7,2017,9
Braybrook,39 Shepherd St,3,h,801500,S,Bells,2018-03-03,8.6,3019,1,1,603,108,1950,Maribyrnong City Council,-37.78308,144.85297,Western Metropolitan,3589,34,1859,622,312,1600,1.0,1451,2.7,2018,3
Brighton East,244a South Rd,3,h,930000,SP,Marshall,2016-09-03,10.7,3187,1,1,329,117,1930,Bayside City Council,-37.9317,145.0218,Southern Metropolitan,6938,45,3300,1036,600,3400,0.8,2544,2.6,2016,9
Brighton East,48 Thomas St,2,h,1000000,PI,Biggin,2016-09-10,10.7,3187,1,2,564,131,1948,Bayside City Council,-37.9143,145.0238,Southern Metropolitan,6938,45,3300,1036,600,3400,0.8,2544,2.6,2016,9
Brunswick,77 Blyth St,3,h,950000,SP,Jellis,2016-08-06,5.2,3056,1,0,170,96,1910,Moreland City Council,-37.7661,144.9691,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2016,8
Brunswick,141 Gold St,2,h,845500,S,Nelson,2016-05-07,5.2,3056,1,1,179,90,1890,Moreland City Council,-37.7742,144.9542,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2016,5
Brunswick,28 Osborne St,3,h,855000,S,Nelson,2016-10-08,5.2,3056,1,1,229,97,1930,Moreland City Council,-37.7622,144.9586,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2016,10
Brunswick,246 Victoria St,2,h,890000,S,Jellis,2016-11-12,5.2,3056,1,1,199,93,1900,Moreland City Council,-37.7676,144.9659,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2016,11
Brunswick,14 Murdock St,3,h,976000,S,Jellis,2016-05-14,5.2,3056,2,1,240,162,2005,Moreland City Council,-37.756,144.9587,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2016,5
Brunswick,311 Albion St,3,h,825000,S,Nelson,2016-04-16,5.2,3056,1,1,210,130,1900,Moreland City Council,-37.7597,144.9545,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2016,4
Brunswick,105 Dawson St,2,h,860000,PI,Jellis,2016-11-19,5.2,3056,1,1,298,88,1910,Moreland City Council,-37.7704,144.9504,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2016,11
Brunswick,5 Hanover St,3,h,985000,S,Jellis,2016-05-22,5.2,3056,1,2,384,89,1940,Moreland City Council,-37.7626,144.9535,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2016,5
Brunswick,58 Cassels Rd,3,h,860000,S,Ray,2016-08-22,5.2,3056,1,1,184,104,1890,Moreland City Council,-37.7563,144.96,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2016,8
Brunswick,270 Albion St,3,h,880000,S,Nelson,2016-09-24,5.2,3056,1,1,264,117,1915,Moreland City Council,-37.7603,144.9573,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2016,9
Brunswick,411 Barkly St,2,h,945000,S,Jellis,2016-07-30,5.2,3056,1,2,246,103,1910,Moreland City Council,-37.775,144.9536,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2016,7
Brunswick,13 Goodman St,2,h,884000,SP,Jellis,2017-04-22,5.2,3056,1,0,148,75,1890,Moreland City Council,-37.7731,144.9568,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2017,4
Brunswick,34A Downs St,2,h,920000,S,Nelson,2017-06-03,5.2,3056,1,1,240,109,1995,Moreland City Council,-37.75697,144.95543,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2017,6
Brunswick,73 Mitchell St,2,h,890000,VB,Woodards,2017-06-17,5.2,3056,1,0,138,78,1910,Moreland City Council,-37.75908,144.96968999999999,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2017,6
Brunswick,13 Blair St,2,h,860000,PI,Walshe,2017-05-27,5.2,3056,1,1,245,106,1890,Moreland City Council,-37.77111,144.96427,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2017,5
Brunswick,39 Wilkinson St,2,h,800000,VB,hockingstuart,2017-09-03,5.2,3056,1,0,140,90,1890,Moreland City Council,-37.76806,144.9598,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2017,9
Brunswick,176 Albert St,2,h,911000,SP,Nelson,2017-09-16,5.2,3056,1,1,132,77,1905,Moreland City Council,-37.7697,144.96866,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2017,9
Brunswick,42 Stewart St,2,h,970000,S,Nelson,2018-01-06,5.2,3056,1,0,241,113,1910,Moreland City Council,-37.76392,144.9662,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2018,1
Brunswick,39 Bishop St,3,h,955000,SP,Nelson,2018-03-17,5.2,3056,1,1,159,103,1900,Moreland City Council,-37.759859999999996,144.96671,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2018,3
Brunswick,80 Stewart St,3,h,984000,PI,Woodards,2018-02-24,5.2,3056,1,2,207,115,1910,Moreland City Council,-37.76422,144.96888,Northern Metropolitan,11918,34,2156,1086,441,2807,0.9,2095,2.1,2018,2
Brunswick West,64 Pearson St,3,h,955000,S,hockingstuart,2016-05-07,5.9,3055,1,0,220,93,1930,Moreland City Council,-37.7659,144.9494,Northern Metropolitan,7082,34,2000,1004,366,2539,0.9,1797,2.1,2016,5
Brunswick West,10 Yarrabin St,3,h,810000,S,Brad,2016-11-07,5.9,3055,1,2,349,95,1950,Moreland City Council,-37.7589,144.9368,Northern Metropolitan,7082,34,2000,1004,366,2539,0.9,1797,2.1,2016,11
Brunswick West,7 Morrow St,3,h,910000,S,Brad,2016-08-22,5.9,3055,1,2,717,141,1950,Moreland City Council,-37.7525,144.9321,Northern Metropolitan,7082,34,2000,1004,366,2539,0.9,1797,2.1,2016,8
Brunswick West,9 Peacock St,4,h,921500,S,Ray,2016-08-22,5.9,3055,1,1,575,165,1930,Moreland City Council,-37.7575,144.9402,Northern Metropolitan,7082,34,2000,1004,366,2539,0.9,1797,2.1,2016,8
Brunswick West,15 Wallace St,4,h,1000000,S,Nelson,2016-09-24,5.9,3055,1,1,589,148,1935,Moreland City Council,-37.7628,144.9459,Northern Metropolitan,7082,34,2000,1004,366,2539,0.9,1797,2.1,2016,9
Brunswick West,12 Hamilton St,2,h,820000,S,Jellis,2016-07-26,5.9,3055,1,1,206,98,1900,Moreland City Council,-37.7604,144.9488,Northern Metropolitan,7082,34,2000,1004,366,2539,0.9,1797,2.1,2016,7
Brunswick West,196 Melville Rd,2,h,816000,S,Nelson,2016-08-28,5.9,3055,2,1,343,115,1930,Moreland City Council,-37.7552,144.9458,Northern Metropolitan,7082,34,2000,1004,366,2539,0.9,1797,2.1,2016,8
Brunswick West,16 Bakers Pde,4,h,970000,PI,Nelson,2016-07-30,5.9,3055,3,2,499,150,1925,Moreland City Council,-37.7538,144.944,Northern Metropolitan,7082,34,2000,1004,366,2539,0.9,1797,2.1,2016,7
Brunswick West,22 Henderson St,2,h,825000,PI,Nelson,2017-05-06,5.9,3055,1,0,207,77,1950,Moreland City Council,-37.7622,144.9406,Northern Metropolitan,7082,34,2000,1004,366,2539,0.9,1797,2.1,2017,5
Brunswick West,22 Henderson St,2,h,835000,VB,Nelson,2017-07-15,5.2,3055,1,1,207,77,1950,Moreland City Council,-37.762209999999996,144.94055,Northern Metropolitan,7082,34,2000,1004,366,2539,0.9,1797,2.1,2017,7
Brunswick West,378 Albion St,3,h,875000,VB,Nelson,2017-09-09,5.2,3055,1,1,275,106,1910,Moreland City Council,-37.75918,144.94829,Northern Metropolitan,7082,34,2000,1004,366,2539,0.9,1797,2.1,2017,9
Brunswick West,30 Cornwall St,3,h,1000000,SP,Woodards,2017-09-23,5.2,3055,1,2,399,105,1950,Moreland City Council,-37.75744,144.94945,Northern Metropolitan,7082,34,2000,1004,366,2539,0.9,1797,2.1,2017,9
Bulleen,130 Manningham Rd,3,h,880000,PI,Barry,2016-06-04,11.8,3105,2,2,514,190,1960,Manningham City Council,-37.7683,145.0959,Eastern Metropolitan,4480,45,2400,739,459,2208,0.7,1813,2.6,2016,6
Bulleen,13 Montgomery Pl,3,h,990000,PI,Barry,2016-08-06,11.8,3105,2,1,585,180,1950,Manningham City Council,-37.7689,145.099,Eastern Metropolitan,4480,45,2400,739,459,2208,0.7,1813,2.6,2016,8
Bulleen,38 Balwyn Rd,3,h,905000,S,Barry,2016-12-10,11.8,3105,3,2,401,165,1965,Manningham City Council,-37.7733,145.0901,Eastern Metropolitan,4480,45,2400,739,459,2208,0.7,1813,2.6,2016,12
Bulleen,71 Summit Dr,4,h,1000000,VB,hockingstuart,2016-04-16,11.8,3105,2,3,672,212,1970,Manningham City Council,-37.7689,145.0895,Eastern Metropolitan,4480,45,2400,739,459,2208,0.7,1813,2.6,2016,4
Bulleen,14 Collins St,3,h,990000,PI,Barry,2016-08-22,11.8,3105,1,2,602,175,1975,Manningham City Council,-37.7674,145.0988,Eastern Metropolitan,4480,45,2400,739,459,2208,0.7,1813,2.6,2016,8
Bulleen,28 Flinders St,2,h,903000,S,Barry,2016-07-26,11.8,3105,1,1,591,140,1965,Manningham City Council,-37.7679,145.0978,Eastern Metropolitan,4480,45,2400,739,459,2208,0.7,1813,2.6,2016,7
Bulleen,41 Estelle St,3,h,980000,PI,Barry,2017-09-09,10.8,3105,2,1,573,161,1970,Manningham City Council,-37.77892,145.09281000000001,Eastern Metropolitan,4480,45,2400,739,459,2208,0.7,1813,2.6,2017,9
Bulleen,19 Avon St,3,h,950000,PI,Jellis,2018-02-24,10.8,3105,2,2,264,185,1980,Manningham City Council,-37.76548,145.08535,Eastern Metropolitan,4480,45,2400,739,459,2208,0.7,1813,2.6,2018,2
Camberwell,591 Camberwell Rd,2,h,895000,PI,O'Donoghues,2016-04-16,7.8,3124,1,1,424,95,1930,Boroondara City Council,-37.8465,145.0743,Southern Metropolitan,8920,43,3000,1043,486,3264,0.8,2457,2.6,2016,4
Canterbury,1b Daphne St,3,h,928000,S,Fletchers,2016-09-10,9.0,3126,2,1,145,140,1998,Boroondara City Council,-37.8233,145.0769,Southern Metropolitan,3265,46,3500,1101,515,3591,0.8,2875,2.7,2016,9
Carlton North,1 Fletcher La,2,h,800000,PI,Nelson,2016-12-10,3.2,3054,1,1,73,104,2009,Melbourne City Council,-37.7852,144.9719,Northern Metropolitan,3106,34,2600,1197,541,3081,0.9,2355,2.3,2016,12
Carnegie,68 Miller St,2,h,967500,S,hockingstuart,2016-08-06,11.4,3163,1,2,299,115,1930,Glen Eira City Council,-37.8973,145.053,Southern Metropolitan,7822,36,2093,1020,391,2598,0.9,1926,2.2,2016,8
Carnegie,25 Arawatta St,2,h,817500,S,Jellis,2016-04-16,11.4,3163,1,1,211,102,2002,Glen Eira City Council,-37.8856,145.0599,Southern Metropolitan,7822,36,2093,1020,391,2598,0.9,1926,2.2,2016,4
Carnegie,2 Kokaribb Rd,2,h,930000,S,hockingstuart,2016-06-18,11.4,3163,1,1,264,110,1930,Glen Eira City Council,-37.8864,145.0561,Southern Metropolitan,7822,36,2093,1020,391,2598,0.9,1926,2.2,2016,6
Murrumbeena,9 Stewart St,3,h,820000,PI,Woodards,2016-06-04,12.1,3163,1,1,274,107,1925,Glen Eira City Council,-37.8968,145.075,Southern Metropolitan,4442,36,2093,1020,391,2598,0.9,1926,2.2,2016,6
Murrumbeena,32 Leura St,2,h,861500,S,hockingstuart,2016-09-24,12.1,3163,2,1,293,125,2004,Glen Eira City Council,-37.9033,145.0727,Southern Metropolitan,4442,36,2093,1020,391,2598,0.9,1926,2.2,2016,9
Caulfield South,23 Lygon St,2,h,825000,S,Gary,2016-04-16,9.3,3162,1,1,367,85,1930,Glen Eira City Council,-37.8995,145.0241,Southern Metropolitan,5051,41,2798,1044,483,2988,0.8,2289,2.5,2016,4
Chadstone,8B Moorong St,4,h,890000,VB,Purplebricks,2016-02-04,13.6,3148,3,2,288,158,2014,Monash City Council,-37.8801,145.1051,Southern Metropolitan,3582,35,2250,880,421,2363,0.8,1991,2.5,2016,2
Chadstone,23 Jacana St,3,h,1000000,SP,Thomson,2016-11-27,13.6,3148,1,2,630,105,1960,Monash City Council,-37.8838,145.102,Southern Metropolitan,3582,35,2250,880,421,2363,0.8,1991,2.5,2016,11
Chadstone,1/1 Dundee Av,4,h,995000,S,Woodards,2017-08-12,11.7,3148,2,1,402,131,1960,Monash City Council,-37.88658,145.09297,Southern Metropolitan,3582,35,2250,880,421,2363,0.8,1991,2.5,2017,8
Chadstone,139 Power Av,3,h,882000,SP,Buxton,2017-10-07,11.7,3148,1,1,332,86,1950,Monash City Council,-37.8794,145.10616000000005,Southern Metropolitan,3582,35,2250,880,421,2363,0.8,1991,2.5,2017,10
Fitzroy North,470 Brunswick St,2,h,860000,S,Woodards,2016-09-03,3.5,3068,1,0,104,70,1880,Moreland City Council,-37.7927,144.9796,Northern Metropolitan,6244,36,2600,1291,500,3347,0.9,2406,2.2,2016,9
Fitzroy North,50 Freeman St,2,h,870000,S,Nelson,2016-09-03,3.5,3068,1,0,107,64,1910,Moreland City Council,-37.7898,144.9794,Northern Metropolitan,6244,36,2600,1291,500,3347,0.9,2406,2.2,2016,9
Fitzroy North,181 Rae St,2,h,937500,S,Jellis,2016-04-23,3.5,3068,1,0,100,72,1890,Moreland City Council,-37.788000000000004,144.9791,Northern Metropolitan,6244,36,2600,1291,500,3347,0.9,2406,2.2,2016,4
Fitzroy North,167 Alexandra Pde,2,h,846000,S,Harrington,2017-04-08,3.5,3068,1,0,160,119,1880,Moreland City Council,-37.7933,144.9824,Northern Metropolitan,6244,36,2600,1291,500,3347,0.9,2406,2.2,2017,4
Fitzroy North,35 Watkins St,1,h,920000,S,Collins,2017-10-07,3.6,3068,1,0,133,60,1880,Moreland City Council,-37.78673,144.97898999999995,Northern Metropolitan,6244,36,2600,1291,500,3347,0.9,2406,2.2,2017,10
Clifton Hill,359 Wellington St,2,h,912000,S,Nelson,2017-10-21,3.6,3068,1,1,156,96,1880,Yarra City Council,-37.79379,144.98809,Northern Metropolitan,2954,36,2600,1291,500,3347,0.9,2406,2.2,2017,10
Coburg,29 Molesworth St,2,h,850000,SP,Brad,2016-09-03,7.8,3058,1,1,371,93,1930,Darebin City Council,-37.735,144.9589,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,9
Coburg,45 Portland St,3,h,1000000,VB,Jellis,2017-03-04,7.8,3058,2,3,370,110,1920,Darebin City Council,-37.744,144.9501,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2017,3
Coburg,33 Wellington St,3,h,860000,S,Peter,2016-06-04,7.8,3058,1,1,283,109,1915,Darebin City Council,-37.7416,144.9582,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,6
Coburg,16 Linda St,2,h,953000,S,Jellis,2016-08-06,7.8,3058,1,1,170,101,1890,Darebin City Council,-37.7508,144.9608,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,8
Coburg,27 Higinbotham St,3,h,947000,S,Brad,2016-11-07,7.8,3058,1,1,372,125,1920,Darebin City Council,-37.735,144.9581,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,11
Coburg,105 Moreland Rd,3,h,812000,S,Nicholson,2016-10-08,7.8,3058,1,1,370,130,1930,Darebin City Council,-37.7561,144.9718,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,10
Coburg,109 Moreland Rd,3,h,825000,S,Nicholson,2016-10-08,7.8,3058,1,1,374,118,1910,Darebin City Council,-37.7561,144.9715,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,10
Coburg,53 Hawthorn St,2,h,903000,S,Nelson,2016-10-15,7.8,3058,1,1,253,94,1910,Darebin City Council,-37.7484,144.9521,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,10
Coburg,4 Miller St,3,h,1000000,S,Nelson,2016-10-15,7.8,3058,1,1,431,117,1970,Darebin City Council,-37.75,144.9695,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,10
Coburg,12 Gordon St,4,h,865000,S,Brad,2016-04-16,7.8,3058,1,1,452,125,1925,Darebin City Council,-37.7525,144.94799999999995,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,4
Coburg,52 Stawell St,3,h,841000,S,Re,2016-11-19,7.8,3058,1,3,385,98,1920,Darebin City Council,-37.734,144.9603,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,11
Coburg,24 Webb St,3,h,870000,S,Nelson,2016-08-22,7.8,3058,1,1,371,100,1980,Darebin City Council,-37.735,144.9558,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,8
Coburg,155 Nicholson St,3,h,825000,S,Ray,2016-04-23,7.8,3058,1,2,577,131,1920,Darebin City Council,-37.7459,144.9773,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,4
Coburg,1 Shaftsbury St,4,h,990000,SP,Grantham,2016-09-24,7.8,3058,1,1,488,142,1930,Darebin City Council,-37.7537,144.9532,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,9
Coburg,32 Rose St,2,h,901000,S,Peter,2016-06-27,7.8,3058,1,1,545,107,1940,Darebin City Council,-37.7445,144.9471,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,6
Coburg,100 Reynard St,4,h,975000,PI,Re,2016-11-27,7.8,3058,2,2,307,203,1996,Darebin City Council,-37.74800000000001,144.9602,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,11
Coburg,13 Kaye Ct,4,h,838000,S,Jellis,2016-05-28,7.8,3058,1,1,576,147,1960,Darebin City Council,-37.7369,144.9637,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,5
Coburg,6 Younger St,4,h,931000,SP,Brad,2016-05-28,7.8,3058,1,1,412,160,1920,Darebin City Council,-37.7432,144.9768,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,5
Coburg,29 Hardwick St,2,h,981000,S,Nelson,2016-08-28,7.8,3058,1,1,263,114,1910,Darebin City Council,-37.7493,144.97,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2016,8
Coburg North,27 McMahons Rd,3,h,864000,S,Nelson,2016-06-04,9.2,3058,1,2,565,115,1950,Darebin City Council,-37.7283,144.969,Northern Metropolitan,3445,37,2167,891,421,2490,0.9,2046,2.5,2016,6
Coburg North,17 Mathieson St,3,h,860000,S,Nelson,2016-10-08,9.2,3058,1,3,586,145,1950,Darebin City Council,-37.7205,144.9659,Northern Metropolitan,3445,37,2167,891,421,2490,0.9,2046,2.5,2016,10
Coburg North,17 Convent Ct,2,h,935000,S,First,2016-11-12,9.2,3058,1,2,833,107,1960,Darebin City Council,-37.7297,144.9654,Northern Metropolitan,3445,37,2167,891,421,2490,0.9,2046,2.5,2016,11
Coburg North,1 McDonnell Rd,2,h,820000,SP,Nelson,2016-11-12,9.2,3058,1,4,629,120,1960,Darebin City Council,-37.7276,144.9688,Northern Metropolitan,3445,37,2167,891,421,2490,0.9,2046,2.5,2016,11
Coburg North,143 Elizabeth St,4,h,950000,S,hockingstuart,2016-06-18,9.2,3058,2,2,298,231,2013,Darebin City Council,-37.7308,144.9836,Northern Metropolitan,3445,37,2167,891,421,2490,0.9,2046,2.5,2016,6
Coburg North,3 Golf Rd,3,h,860000,PI,Jellis,2016-11-19,9.2,3058,2,3,472,134,1970,Darebin City Council,-37.734,144.9728,Northern Metropolitan,3445,37,2167,891,421,2490,0.9,2046,2.5,2016,11
Coburg North,2 Carr St,3,h,970000,S,Jellis,2016-11-27,9.2,3058,1,2,575,129,1960,Darebin City Council,-37.7307,144.9704,Northern Metropolitan,3445,37,2167,891,421,2490,0.9,2046,2.5,2016,11
Coburg,65 Victoria St,2,h,930000,S,Raine,2017-05-06,7.8,3058,1,0,275,106,1920,Darebin City Council,-37.7424,144.9576,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2017,5
Coburg,19 Spring St,4,h,901000,SP,Ray,2017-04-22,7.8,3058,2,1,398,123,1950,Darebin City Council,-37.7364,144.9787,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2017,4
Coburg,14 Alice St,3,h,990000,S,Barry,2017-04-29,7.8,3058,1,3,414,153,1930,Darebin City Council,-37.7432,144.9573,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2017,4
Coburg,126 Barrow St,2,h,900000,VB,Jellis,2017-07-01,6.7,3058,1,1,350,100,1920,Darebin City Council,-37.74483,144.97269,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2017,7
Coburg,12 Rasmussen Ct,4,h,922000,SP,Melbourne,2017-07-01,6.7,3058,2,2,463,80,1960,Darebin City Council,-37.73704,144.97959,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2017,7
Coburg,34 Soudan St,2,h,996000,S,Nelson,2017-06-24,6.7,3058,1,1,476,97,1930,Darebin City Council,-37.73883,144.95321,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2017,6
Coburg North,10 Arthur St,3,h,865000,S,Ray,2017-05-27,6.7,3058,2,2,677,110,1960,Darebin City Council,-37.72361,144.9837,Northern Metropolitan,3445,37,2167,891,421,2490,0.9,2046,2.5,2017,5
Coburg,19 Hall St,3,h,900000,S,Nelson,2017-07-15,6.7,3058,1,0,227,102,1920,Darebin City Council,-37.752959999999995,144.95967,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2017,7
Coburg,34 Soudan St,2,h,996000,S,Nelson,2017-07-29,6.7,3058,1,1,476,97,1930,Darebin City Council,-37.73883,144.95321,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2017,7
Coburg,7 Kewarren Ct,4,h,975000,SP,Nelson,2017-09-16,6.7,3058,2,2,301,209,2005,Darebin City Council,-37.73697,144.97568,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2017,9
Coburg North,9 Ryland St,3,h,841000,S,Peter,2017-09-16,6.7,3058,1,3,533,150,1960,Darebin City Council,-37.72631,144.96274,Northern Metropolitan,3445,37,2167,891,421,2490,0.9,2046,2.5,2017,9
Coburg,269 Bell St,3,h,880000,S,Nelson,2017-08-19,6.7,3058,1,1,379,107,1910,Darebin City Council,-37.73999,144.95141,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2017,8
Coburg North,201 Elizabeth St,3,h,825000,S,Barry,2017-10-07,6.7,3058,2,2,260,25,2010,Darebin City Council,-37.72699,144.98418,Northern Metropolitan,3445,37,2167,891,421,2490,0.9,2046,2.5,2017,10
Coburg,3 Rennie St,3,h,990000,S,Nelson,2017-10-14,6.7,3058,1,2,502,111,1910,Darebin City Council,-37.75014,144.96583,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2017,10
Coburg,48 Webb St,3,h,1000000,PI,Love,2017-10-21,6.7,3058,1,1,371,107,1950,Darebin City Council,-37.73369,144.95598999999999,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2017,10
Coburg,29 Kerferd St,3,h,970000,SP,Nelson,2017-11-18,6.7,3058,1,2,391,122,1940,Darebin City Council,-37.7346,144.9546,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2017,11
Coburg,63 Victoria St,3,h,935000,S,Raine,2017-11-18,6.7,3058,1,1,278,120,1910,Darebin City Council,-37.7425,144.9577,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2017,11
Coburg North,16 Outlook Rd,3,h,950000,S,Nelson,2018-01-06,6.7,3058,1,2,402,123,1950,Darebin City Council,-37.7341,144.97725,Northern Metropolitan,3445,37,2167,891,421,2490,0.9,2046,2.5,2018,1
Coburg North,17 Ronald St,3,h,800000,VB,Nelson,2018-01-06,6.7,3058,1,2,506,100,1955,Darebin City Council,-37.73039,144.98013999999995,Northern Metropolitan,3445,37,2167,891,421,2490,0.9,2046,2.5,2018,1
Coburg,32 Walsh St,4,h,900000,VB,Nelson,2017-12-09,6.7,3058,2,1,246,133,1910,Darebin City Council,-37.748329999999996,144.96891000000005,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2017,12
Coburg North,15 Arthur St,3,h,940000,S,Nelson,2018-02-10,6.7,3058,2,2,653,115,1970,Darebin City Council,-37.72385,144.98324,Northern Metropolitan,3445,37,2167,891,421,2490,0.9,2046,2.5,2018,2
Coburg,26 McKay St,2,h,857000,S,Barry,2018-03-03,6.7,3058,1,1,236,97,1900,Darebin City Council,-37.73936,144.96454,Northern Metropolitan,11204,37,2167,891,421,2490,0.9,2046,2.5,2018,3
