POA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA3597,4,15,26,34,28,28,8,0,0,143,0,0,10,9,3,3,0,0,0,34,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,18,43,47,33,26,10,4,0,179,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,43,47,33,28,10,4,0,184,0,0,5,0,0,5,13,8,0,39,0,0,0,0,3,4,4,0,0,17,5,16,55,47,35,41,29,13,3,238,0,0,12,4,7,9,5,0,0,39,4,6,3,9,6,10,5,0,0,37,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,5,15,15,16,18,7,0,0,84,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3
POA3599,0,3,9,5,3,14,9,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,5,6,14,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,5,6,14,4,0,0,43,4,0,0,3,0,8,8,0,0,22,0,0,0,0,0,7,0,0,0,14,4,5,10,11,10,27,17,0,0,82,0,0,5,4,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3607,3,4,5,6,15,6,0,0,0,33,3,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,9,15,8,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,15,8,0,0,0,44,4,0,0,0,0,6,5,0,0,16,0,3,0,0,4,0,0,0,0,8,7,9,9,9,14,17,6,0,0,73,4,0,0,3,4,4,0,0,0,16,5,0,0,6,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,11,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3608,13,29,93,106,95,116,36,10,0,488,19,11,14,16,11,35,22,0,3,130,4,4,6,3,0,6,4,0,0,27,0,0,3,0,3,0,0,0,0,9,31,44,115,118,114,155,63,12,6,651,0,3,5,0,0,5,0,0,0,17,0,0,0,0,0,6,0,0,0,3,0,3,5,0,0,7,0,0,0,22,33,48,116,120,116,167,63,12,6,676,12,9,10,11,21,59,187,98,29,434,7,3,6,13,10,26,16,15,7,107,56,58,126,146,146,250,268,129,39,1221,5,13,54,46,54,57,10,0,0,244,22,14,39,52,53,64,14,5,0,258,9,0,15,3,4,6,4,0,0,39,3,0,0,0,3,0,3,0,0,19,37,31,112,105,109,130,30,7,0,556,0,0,4,0,3,0,0,0,0,13,4,0,0,0,0,7,0,0,0,11,3,0,4,0,3,6,0,0,0,21
POA3610,4,13,38,28,69,62,18,0,0,240,6,10,4,6,9,15,20,5,0,69,0,0,0,4,3,0,4,0,0,15,0,0,4,0,0,0,0,0,0,12,13,24,51,39,86,83,43,5,0,333,0,0,3,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,8,0,0,0,18,19,27,56,37,85,84,43,8,0,354,21,12,84,61,50,42,82,46,3,413,3,0,9,3,3,10,4,9,5,49,39,35,139,109,151,141,133,58,7,816,3,6,17,23,33,30,7,0,0,115,16,3,20,17,47,34,10,6,0,157,0,0,11,3,0,4,0,0,0,22,0,3,0,0,0,3,0,0,0,13,24,22,42,41,78,71,17,6,0,301,0,0,6,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,6,0,5,0,0,0,0,14
POA3612,8,17,33,35,70,54,11,3,0,227,11,0,11,5,10,29,11,0,0,80,0,0,0,0,5,5,0,0,0,14,0,0,0,0,4,0,4,0,0,10,18,17,51,40,85,88,27,7,0,332,0,0,0,0,0,3,4,0,0,13,0,0,0,4,3,0,0,0,0,8,0,0,0,5,6,7,4,0,0,16,17,24,51,46,86,91,32,7,0,346,16,9,17,10,30,75,142,75,29,390,5,3,14,6,12,27,23,12,4,106,36,29,76,60,127,196,189,87,31,845,0,6,19,17,40,30,3,0,0,112,9,5,19,25,55,50,9,3,0,167,3,0,0,0,4,8,0,0,0,20,0,0,6,0,0,0,0,0,0,10,13,18,38,38,103,92,13,3,0,309,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,10
POA3614,5,14,44,46,48,34,13,0,0,205,4,6,5,0,4,7,10,0,0,34,0,0,0,3,6,5,0,0,0,7,0,0,0,0,0,0,0,0,0,5,15,16,47,56,55,45,23,4,0,259,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6,14,16,47,56,59,49,21,4,0,261,12,3,0,3,3,9,30,12,0,83,0,0,0,6,7,3,6,3,0,27,31,23,48,58,73,65,60,19,0,372,0,6,16,19,32,13,4,0,0,100,15,4,13,26,27,18,4,0,0,107,3,0,4,0,0,3,0,0,0,23,0,4,0,0,0,0,0,0,0,7,19,18,43,47,62,33,8,4,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,0,5,0,0,3,0,3,0,0,13
POA3616,25,68,217,201,213,192,55,8,0,969,49,20,43,17,48,45,34,7,0,262,4,0,14,11,16,14,4,0,0,59,0,0,5,3,10,8,3,0,0,25,76,88,279,230,279,255,99,15,0,1320,4,4,8,7,8,11,0,0,0,43,6,0,0,0,0,5,0,0,0,18,15,3,11,8,9,12,0,0,0,60,90,96,291,236,288,264,99,19,0,1376,54,19,29,24,45,78,231,169,45,682,22,8,32,24,30,28,20,19,4,192,169,116,342,286,359,374,349,207,50,2249,8,50,125,95,144,96,23,0,0,547,57,46,111,111,122,113,44,5,0,614,0,3,29,9,9,17,3,0,0,71,6,0,5,0,0,4,4,0,0,13,68,100,266,222,275,230,72,10,0,1238,0,4,5,5,3,3,0,0,0,20,6,0,0,0,0,4,0,0,0,16,6,4,3,4,0,8,0,0,0,32
POA3617,0,0,0,11,13,4,0,0,0,28,0,3,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,11,13,13,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,13,12,4,0,0,41,0,0,0,0,0,5,7,0,0,19,0,0,5,0,4,0,0,0,0,11,0,10,3,10,17,10,13,4,0,67,0,0,0,3,5,6,0,0,0,20,0,0,0,5,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3
POA3618,3,6,23,17,37,23,4,0,0,116,0,0,5,3,3,10,8,0,0,29,0,0,3,0,0,7,3,0,0,10,0,0,0,0,0,0,0,0,0,0,9,14,27,21,39,34,10,0,0,154,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,14,8,14,30,24,40,37,10,0,0,168,14,0,6,0,11,15,35,13,5,107,0,0,5,0,8,3,4,3,0,30,21,18,41,32,61,58,49,22,5,299,0,3,11,15,19,9,4,0,0,64,3,8,8,12,9,15,0,0,0,63,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,3,0,0,3,7,8,24,22,32,31,8,0,0,131,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11
POA3620,49,128,250,251,338,284,67,11,0,1373,58,36,33,45,42,78,53,8,0,366,7,9,11,13,18,13,8,0,0,72,5,3,12,11,9,13,6,0,0,67,119,175,313,316,405,385,139,20,6,1880,4,8,4,12,7,10,0,0,0,53,14,10,5,0,0,7,0,0,0,31,19,16,7,10,11,17,0,0,0,80,142,192,323,330,411,403,139,20,6,1962,114,31,58,43,63,134,330,296,107,1185,15,14,23,20,23,22,41,37,23,226,273,232,400,396,502,558,506,360,137,3370,15,59,128,155,190,140,27,3,0,712,76,62,134,164,189,191,78,3,0,904,9,7,27,15,16,25,11,3,0,108,0,8,9,8,10,3,3,3,0,50,102,135,297,336,408,360,119,15,0,1770,6,0,3,7,0,0,0,0,0,12,11,7,12,3,8,4,3,0,0,47,15,8,13,8,8,11,3,0,0,59
POA3621,17,39,78,94,91,81,33,7,0,429,20,8,18,9,19,19,18,4,0,106,5,0,5,0,8,4,0,0,0,25,3,6,8,0,0,0,5,6,0,26,44,50,110,98,119,107,50,9,0,585,0,0,0,3,4,0,0,0,0,13,0,0,0,0,0,4,0,0,0,4,4,0,0,3,4,7,0,0,0,22,48,49,112,105,120,111,50,9,0,605,36,4,8,12,19,34,102,78,26,314,7,0,10,5,11,8,10,7,5,64,92,52,127,124,151,148,166,91,30,980,3,23,47,35,44,44,14,0,0,210,20,21,49,67,50,41,20,6,0,271,4,4,9,0,8,13,0,0,0,40,5,4,6,0,3,4,0,0,0,17,33,47,109,102,109,110,37,4,0,544,0,0,3,0,0,0,0,0,0,8,3,0,0,0,5,4,3,0,0,15,3,0,3,0,4,3,3,0,0,23
POA3622,0,5,17,26,14,27,14,0,0,110,5,0,5,0,6,3,7,0,0,26,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,3,9,26,25,22,34,21,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,26,25,22,36,21,0,0,142,7,0,0,0,4,11,15,4,0,46,0,0,3,0,3,4,8,0,0,20,14,6,30,30,28,50,44,3,0,216,0,4,9,11,15,8,3,0,0,48,8,3,8,14,8,14,3,0,0,65,3,4,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,11,7,21,29,28,24,9,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3623,3,11,27,27,28,30,3,0,0,140,0,4,8,5,5,8,11,0,3,44,0,0,0,0,0,6,0,0,0,12,0,0,4,0,0,0,0,0,0,8,12,18,39,28,32,54,17,3,3,201,0,4,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,6,12,18,42,28,38,53,17,3,3,210,9,3,11,3,16,13,47,38,4,145,0,0,0,0,5,0,4,6,0,20,21,18,51,36,53,68,68,53,7,375,6,8,17,19,24,21,9,0,0,95,7,9,14,13,12,25,5,4,0,84,0,0,6,5,3,3,5,0,0,12,0,0,0,0,3,0,0,0,0,8,10,15,35,35,37,47,12,4,0,194,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,7
POA3624,5,9,22,12,18,24,3,0,0,94,0,0,3,0,0,8,6,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,7,12,27,12,23,27,14,6,0,122,0,0,0,0,0,6,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,8,10,12,24,16,23,35,14,6,0,127,11,4,0,9,4,12,25,13,0,77,3,0,4,0,4,5,0,0,0,19,24,17,32,28,32,48,36,18,3,226,0,4,11,5,5,6,0,0,0,42,3,4,14,8,8,10,9,0,0,49,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,0,0,0,0,0,4,8,23,19,18,13,6,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
POA3629,44,160,335,239,329,284,64,5,3,1455,61,40,64,49,59,61,54,15,0,400,9,6,13,14,14,26,8,0,0,94,3,3,7,5,5,6,4,0,0,37,114,211,418,316,403,377,122,24,4,1984,11,17,26,9,16,9,0,0,0,86,13,5,3,3,4,7,0,0,0,39,27,22,32,13,16,16,0,0,0,129,140,238,453,327,420,397,120,24,4,2119,128,50,72,75,109,179,352,266,81,1311,33,31,66,54,73,75,69,48,19,469,299,316,588,448,603,649,547,339,108,3896,17,71,195,170,202,138,32,0,0,838,81,73,156,186,185,157,66,3,0,905,18,13,35,20,16,18,6,0,0,122,0,3,0,11,6,10,6,0,0,40,115,159,390,379,411,332,112,7,0,1908,5,6,7,5,12,3,0,0,0,41,19,10,9,6,5,8,0,0,0,50,24,11,19,9,15,13,0,0,0,91
POA3630,127,419,1250,1009,992,786,186,16,0,4795,233,176,301,231,191,211,133,30,0,1518,22,27,40,42,30,61,25,0,3,245,21,23,51,35,28,24,6,0,0,179,403,639,1641,1320,1249,1076,354,45,3,6733,21,59,84,69,44,22,0,0,0,305,52,29,25,23,13,23,3,0,0,163,69,86,111,89,55,45,9,0,0,470,474,723,1749,1408,1305,1119,361,45,3,7205,426,170,286,291,353,489,1037,847,321,4215,75,97,221,164,142,123,102,66,37,1036,982,995,2259,1865,1798,1736,1497,959,358,12452,52,281,794,590,664,454,90,0,0,2928,293,319,651,553,538,545,171,5,0,3087,32,40,112,50,54,61,25,0,0,378,7,20,32,29,21,13,8,0,0,136,394,662,1587,1228,1275,1081,291,12,4,6528,6,28,30,29,17,10,0,0,0,122,45,23,50,26,22,15,8,0,0,184,48,52,75,59,42,26,8,0,0,308
POA3631,84,216,576,689,706,522,123,19,0,2933,148,48,74,110,106,111,88,24,4,713,19,7,12,23,31,27,10,5,0,129,0,3,15,16,14,9,0,0,0,61,252,281,687,831,854,662,219,48,3,3837,4,14,16,26,11,6,0,0,0,75,29,9,5,4,4,5,0,0,0,57,40,24,18,26,12,11,0,0,0,133,286,306,699,861,865,677,224,47,3,3972,203,52,67,75,74,169,415,261,80,1386,22,20,33,37,35,45,42,40,9,288,513,373,805,981,973,885,676,351,98,5653,28,112,325,350,401,281,37,3,0,1540,204,107,263,417,310,278,85,6,0,1663,30,10,60,43,23,27,11,3,0,208,8,3,8,15,11,6,0,0,0,50,269,236,661,824,741,588,135,9,0,3464,4,4,8,10,11,0,0,0,0,35,26,12,10,4,7,8,0,0,0,68,29,19,19,18,17,5,3,0,0,100
POA3633,6,9,19,24,39,28,3,0,0,127,13,4,6,4,8,0,0,0,0,36,0,0,0,0,3,0,5,0,0,7,3,0,0,0,0,0,0,0,0,3,22,7,25,26,48,34,9,7,0,175,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,24,7,25,29,48,33,13,7,0,182,13,0,0,9,11,9,24,9,0,73,0,0,0,4,0,0,0,0,0,10,36,11,28,38,54,43,41,11,0,263,0,3,7,18,22,16,4,0,0,72,6,5,10,16,20,17,7,0,0,78,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,7,13,25,32,43,31,13,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
POA3634,14,20,52,80,93,81,32,3,0,381,14,6,8,11,14,9,16,9,0,84,0,4,0,4,4,3,3,0,0,22,0,0,4,0,6,4,0,0,0,17,28,35,61,98,115,103,54,12,4,504,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,12,33,35,63,98,116,107,54,12,4,509,31,5,9,8,19,24,63,31,6,195,7,3,8,10,13,17,15,6,0,79,78,47,78,115,143,145,125,48,7,779,3,18,31,36,47,41,8,0,0,190,23,15,26,53,44,45,14,3,0,224,0,0,5,4,0,9,3,0,0,28,0,0,0,0,4,0,4,0,0,14,29,32,65,87,100,97,35,8,0,458,0,0,0,3,3,0,0,0,0,6,0,0,5,3,0,0,0,0,0,7,0,0,5,7,3,0,0,0,0,10
POA3635,5,17,18,13,27,23,13,0,0,111,8,3,3,3,6,10,0,5,0,28,0,0,0,0,0,0,5,0,0,11,0,0,0,0,3,0,0,0,0,9,13,16,22,16,33,35,15,4,0,155,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,13,16,29,16,33,35,15,4,0,156,4,0,3,0,4,14,21,15,0,65,0,0,3,6,0,4,8,4,5,20,23,16,35,24,38,48,41,26,6,240,0,8,10,12,22,6,3,0,0,56,4,4,12,6,10,13,10,0,0,60,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,4,10,25,17,32,23,10,0,0,126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,5,0,3,0,0,0,0,8
POA3636,24,72,189,155,174,174,49,7,0,843,21,15,19,14,28,49,27,3,0,183,3,0,0,4,9,21,4,0,0,57,3,0,3,10,4,13,3,0,7,43,55,86,216,183,220,257,94,13,4,1123,3,4,5,5,9,9,0,0,0,35,3,0,0,3,0,0,0,0,0,16,7,3,10,8,9,14,0,0,0,51,61,96,226,187,230,265,94,13,4,1170,67,22,32,31,47,105,245,176,76,808,10,9,30,32,35,31,25,13,11,203,136,127,291,254,311,406,364,205,91,2185,6,42,91,80,117,111,8,0,0,462,53,33,90,98,114,119,22,5,0,544,5,4,14,11,8,13,10,0,0,63,3,0,3,0,4,4,0,3,0,31,70,82,204,186,244,250,47,12,0,1095,0,0,0,3,0,4,0,0,0,10,0,5,8,3,3,0,0,0,0,22,3,4,8,9,3,8,0,0,0,36
POA3637,5,11,22,29,30,19,9,0,0,129,4,0,0,5,3,4,6,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,11,11,22,33,34,26,13,4,0,161,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,11,11,22,33,37,25,12,4,0,162,9,4,5,3,8,11,21,11,0,63,0,0,3,3,4,6,0,0,0,22,21,15,27,41,49,43,33,13,0,247,3,8,11,4,18,7,0,0,0,55,10,3,14,14,14,13,4,0,0,77,0,0,3,0,4,3,0,0,0,11,0,0,0,0,0,3,0,0,0,5,13,14,27,21,33,26,7,0,0,148,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3638,18,41,77,70,76,69,21,6,0,379,21,9,11,7,9,22,23,0,0,102,4,0,0,0,0,5,0,0,0,17,0,3,3,3,4,0,0,0,0,22,41,56,93,83,97,97,47,3,3,519,0,0,0,7,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,6,0,0,8,3,0,0,0,0,24,47,58,98,87,98,94,47,3,3,544,25,4,7,15,19,58,101,77,31,329,6,0,7,8,10,7,8,0,0,42,75,62,102,109,123,170,155,83,29,906,5,22,32,29,49,41,3,0,0,189,25,17,33,53,40,61,21,0,0,253,4,5,3,0,4,7,0,0,0,22,3,0,7,0,3,0,0,0,0,13,34,41,75,87,99,110,26,6,4,483,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,6,5,0,3,0,5,5,0,0,0,18
POA3639,0,9,12,15,12,24,8,5,0,90,4,0,0,0,5,9,0,0,0,16,0,0,4,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,3,7,9,19,12,18,34,19,5,0,118,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,6,9,19,12,26,34,19,5,0,129,4,3,0,0,4,19,33,23,0,79,0,0,0,0,0,3,3,0,0,13,8,9,18,16,29,57,54,23,6,220,0,0,3,4,6,18,5,0,0,37,4,3,4,12,11,11,5,0,0,50,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,4,7,15,17,19,31,11,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA3640,15,21,39,52,38,34,15,0,0,202,7,5,9,10,0,10,13,0,0,42,0,0,0,4,0,7,3,0,0,12,0,0,5,0,0,5,0,0,0,8,21,21,52,55,47,46,27,0,0,274,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,0,0,0,0,6,4,5,0,0,4,0,0,0,0,10,23,22,54,61,44,46,27,0,0,282,11,9,3,10,7,15,31,18,3,116,5,5,3,10,10,5,9,4,0,39,43,37,60,75,65,68,59,18,5,437,6,10,28,20,24,22,0,0,0,103,16,7,26,28,26,14,7,0,0,125,0,0,0,4,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,12,20,19,58,44,53,34,13,0,0,248,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0,7
