POA_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
POA3028,282,639,535,362,1680,1980,449,896,164,6996,0,9,0,3,8,7,0,0,0,27,0,0,0,0,4,0,0,0,0,7,9,32,37,20,98,54,14,15,0,289,5,3,0,0,14,15,6,5,0,47,8,17,27,11,42,58,7,13,4,189,7,11,22,9,32,43,15,8,0,145,46,222,161,50,111,74,25,12,12,708,39,183,81,27,49,12,3,14,0,406,15,30,30,24,83,57,19,17,0,279,6,16,6,6,20,27,0,10,0,93,20,15,20,16,112,96,11,24,5,323,7,8,10,7,33,29,3,3,0,93,22,30,52,36,118,102,14,28,5,414,23,65,62,21,64,26,7,8,0,282,25,45,44,36,116,107,18,29,0,415,48,136,117,116,169,112,41,61,10,804,76,205,233,180,237,176,35,58,21,1218,27,31,6,11,19,13,0,0,5,110,18,50,48,25,27,30,4,0,0,215
POA3029,1027,2966,3389,1847,8768,8977,1866,3186,1115,33133,0,12,22,17,42,21,3,3,0,127,0,4,0,0,3,10,0,0,0,17,36,109,89,77,441,244,46,48,8,1100,19,10,27,15,108,74,15,14,3,283,19,88,98,57,176,158,23,26,8,659,28,52,61,46,180,110,24,24,6,522,238,835,556,294,552,295,49,78,43,2943,131,728,381,122,204,111,17,35,17,1749,56,124,176,112,415,299,56,60,23,1314,21,32,26,13,97,95,9,16,3,308,75,59,120,93,460,515,42,55,14,1437,21,36,44,20,129,97,11,11,7,377,50,153,176,89,440,539,58,67,13,1585,82,225,276,76,279,137,29,26,21,1154,41,106,134,71,444,243,41,74,7,1168,122,436,463,307,741,393,74,195,29,2762,351,826,1181,1027,1385,742,118,231,83,5945,65,86,43,29,56,40,6,5,3,332,81,141,133,77,122,63,17,19,9,650
POA3030,968,2481,1999,1494,7473,9284,2161,3894,607,30372,8,38,56,26,54,28,4,12,10,225,3,0,0,4,0,4,0,4,0,22,42,135,113,83,346,262,44,44,9,1071,9,7,19,24,91,87,6,17,0,265,27,88,101,64,189,210,34,63,4,777,12,63,53,48,196,148,31,45,3,598,220,871,532,290,486,318,52,90,25,2892,183,697,288,123,153,88,14,47,24,1606,58,99,129,84,315,282,56,69,13,1096,24,29,24,25,128,95,17,23,4,361,86,64,140,104,466,603,79,86,9,1639,23,49,60,40,176,128,31,35,4,540,84,196,252,169,521,670,72,127,8,2102,70,246,172,84,214,114,25,29,7,956,80,124,162,112,506,367,100,111,9,1570,166,486,489,335,747,452,152,264,19,3097,298,777,936,876,1123,758,143,203,59,5162,84,120,72,40,82,51,8,15,3,481,102,185,136,81,128,78,24,29,13,776
POA3031,195,512,391,288,1081,1339,351,735,56,4942,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,7,7,13,9,12,22,24,7,12,0,110,0,0,8,3,11,16,3,6,0,45,3,3,9,5,14,23,10,16,0,81,0,7,6,8,20,20,4,5,0,72,35,107,61,37,58,35,15,18,0,377,41,123,70,20,30,18,10,18,0,337,7,4,8,8,34,17,12,4,0,94,3,8,14,9,22,40,16,14,3,134,16,3,15,19,65,81,24,44,0,271,0,6,6,3,16,13,0,0,0,53,38,60,81,67,155,191,58,94,4,745,5,26,39,16,46,30,9,6,0,174,21,12,28,28,138,95,41,57,0,431,25,115,92,60,139,124,65,91,4,721,57,141,171,170,192,232,58,95,6,1118,16,30,25,14,32,14,9,4,0,154,11,39,23,21,29,22,4,12,0,159
POA3032,385,847,696,493,1852,2235,656,1328,113,8601,0,3,0,0,4,0,0,0,0,14,0,0,0,0,0,4,0,0,0,10,7,48,35,29,71,68,13,35,0,302,0,0,4,5,20,15,6,8,0,64,0,20,27,11,34,42,18,16,0,180,8,10,26,3,47,32,7,6,0,141,60,197,138,68,133,85,21,43,11,746,45,199,82,43,61,40,8,23,4,501,21,25,27,19,54,64,17,10,0,246,9,12,7,9,35,40,11,22,0,133,24,23,27,28,135,164,36,57,5,506,8,14,15,12,49,31,10,15,0,145,43,69,96,71,203,237,59,99,0,881,12,58,61,20,50,46,12,20,0,281,32,28,44,47,208,140,52,67,3,623,57,152,168,89,222,173,57,131,0,1042,81,238,295,247,320,306,69,104,7,1674,32,58,21,16,37,38,9,15,0,218,29,57,49,25,50,30,7,15,0,265
POA3033,146,334,199,174,791,1020,264,620,60,3604,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,20,24,4,36,32,3,12,0,137,0,3,0,7,9,0,0,7,0,25,6,16,9,11,28,25,4,7,0,106,4,13,10,8,17,19,4,6,0,76,37,127,64,35,46,37,13,14,7,371,15,84,39,19,10,9,7,3,0,176,9,19,21,9,31,22,11,10,0,129,3,0,0,3,10,11,7,4,0,49,6,16,30,23,44,45,11,15,0,189,0,11,12,5,12,9,3,8,0,53,13,36,33,25,62,70,19,17,8,284,7,27,17,12,28,17,0,7,0,106,11,17,38,17,90,40,9,17,3,247,23,101,86,50,105,58,36,50,0,506,42,116,115,79,122,90,14,27,3,618,5,19,11,5,10,10,0,0,0,59,18,40,20,8,12,12,0,4,0,123
POA3034,109,264,204,137,623,787,204,421,62,2816,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,10,21,20,11,32,18,7,12,0,130,0,0,0,0,3,0,0,5,0,14,4,15,21,8,9,19,0,5,0,81,0,11,6,6,15,12,5,0,0,54,25,92,55,16,42,37,4,5,0,284,18,53,20,8,13,6,3,10,0,134,7,17,14,9,16,25,7,12,0,108,0,0,6,0,5,0,7,6,0,31,17,5,27,18,47,38,3,10,3,164,0,3,4,3,18,7,0,0,0,38,7,26,22,13,42,53,13,21,0,196,5,17,18,6,12,8,0,4,0,87,5,11,8,9,55,32,6,18,0,154,16,52,72,34,68,47,11,23,3,326,24,75,99,58,90,93,14,24,0,475,10,7,4,5,6,12,0,0,0,42,15,29,25,3,18,7,7,7,0,103
POA3036,60,143,95,66,263,432,113,303,13,1492,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,7,11,9,12,0,7,0,49,0,4,0,0,4,4,0,3,0,15,0,11,21,9,3,12,0,5,0,70,0,3,0,5,17,12,0,0,0,41,14,59,38,20,22,15,0,0,0,172,11,33,12,4,3,9,0,0,0,84,10,6,15,9,14,11,3,3,0,66,0,0,3,0,7,0,0,4,0,13,7,4,3,6,12,19,4,7,0,62,0,6,0,0,6,7,3,0,0,24,0,12,22,7,22,25,3,10,0,100,0,6,5,3,8,3,0,5,0,33,0,6,6,9,21,20,7,7,0,86,11,45,34,16,43,37,17,29,0,234,16,49,52,51,34,40,6,13,0,253,3,10,4,0,5,9,0,0,0,25,6,14,13,0,6,9,0,5,0,47
POA3037,447,1251,941,690,3396,3821,876,1660,331,13406,0,5,9,5,7,10,0,0,0,34,0,6,0,0,0,7,0,0,0,6,17,76,61,44,170,110,28,36,4,546,0,0,12,11,44,21,0,6,0,97,7,62,55,28,94,82,14,35,4,377,9,23,42,21,95,63,13,18,3,288,137,555,335,155,301,128,36,30,21,1696,86,407,143,62,78,46,9,17,14,867,39,63,79,37,168,134,27,33,6,585,8,10,16,5,40,16,0,6,0,109,39,29,67,63,173,204,24,35,3,623,11,19,25,6,61,47,5,9,4,191,14,85,62,49,186,175,28,48,3,659,21,100,83,35,105,65,8,6,5,430,38,43,70,54,230,156,28,40,6,668,73,217,271,190,352,198,78,118,11,1513,129,342,431,349,472,325,47,96,31,2219,32,59,18,13,37,21,0,7,0,194,56,87,77,39,58,31,3,12,3,375
POA3038,263,737,480,330,1636,1843,516,973,141,6925,0,3,4,4,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,19,46,41,23,94,45,12,20,0,307,4,4,3,3,17,7,3,0,0,33,6,30,24,16,39,37,11,13,0,175,3,9,32,15,53,33,3,5,0,149,81,278,161,85,116,68,17,17,3,826,46,187,68,33,23,28,7,13,4,412,17,32,51,20,81,55,10,16,4,280,5,3,7,4,18,10,3,0,0,50,20,18,31,17,71,70,18,37,3,296,7,14,16,13,29,18,3,8,0,95,21,51,51,44,86,87,16,39,0,380,18,42,48,22,44,30,3,4,0,203,21,47,56,46,144,83,25,26,5,445,46,148,140,87,222,117,32,80,0,882,57,194,231,167,200,191,25,40,12,1113,19,25,13,6,14,12,3,3,0,98,30,50,61,28,26,24,3,7,0,222
POA3039,174,470,352,237,908,1314,376,822,50,4715,0,0,0,0,0,3,0,6,0,8,0,0,5,0,0,3,0,0,0,6,0,27,17,6,33,28,5,12,0,144,0,0,0,0,8,6,0,3,0,23,3,18,14,3,20,22,7,14,3,111,0,13,15,4,20,14,6,9,0,91,40,134,81,38,72,38,16,13,3,427,25,110,52,22,25,17,3,7,0,270,11,9,11,8,25,30,7,16,0,119,3,0,5,4,21,23,14,7,0,75,13,14,14,28,67,82,20,39,4,277,0,8,4,4,13,21,7,17,0,78,24,49,68,56,113,144,29,69,8,570,6,25,27,18,37,25,5,6,0,146,25,10,26,20,138,112,18,41,0,403,41,96,86,57,119,103,43,104,0,654,61,106,164,140,175,191,40,54,0,931,14,24,18,7,21,15,4,10,0,101,16,28,22,20,27,10,9,13,0,136
POA3040,287,767,593,353,1430,1998,545,1432,108,7509,0,3,5,0,6,3,0,5,0,24,0,0,0,0,0,0,0,0,0,0,3,39,27,29,55,44,18,23,0,243,0,0,0,4,12,20,4,14,0,56,10,38,50,23,36,57,4,23,0,246,10,20,14,7,36,40,7,19,0,151,81,282,114,54,109,68,20,30,4,760,52,177,63,27,42,23,9,8,3,402,18,28,34,22,50,47,17,19,0,233,9,8,8,6,23,35,13,5,0,112,19,29,43,33,90,133,35,41,3,430,5,25,21,4,37,41,19,15,0,167,21,84,97,75,170,175,41,89,5,756,10,41,37,15,47,42,4,9,0,210,19,32,53,48,167,127,36,65,4,553,55,203,158,100,168,185,69,130,7,1065,77,221,271,215,241,257,50,88,3,1414,28,47,19,15,23,17,3,12,0,168,26,37,34,23,42,37,8,9,3,220
POA3041,140,347,227,183,715,979,295,619,53,3561,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,5,3,31,18,10,25,29,3,8,0,128,4,4,0,4,4,8,0,3,0,25,0,17,17,15,19,24,7,9,0,108,0,17,13,3,16,16,5,3,0,73,38,131,57,32,38,26,11,10,3,340,20,71,43,11,0,12,0,3,0,171,10,16,17,10,36,27,7,9,3,135,4,4,4,0,10,9,4,4,0,37,4,16,31,12,44,54,21,22,0,207,5,7,10,7,17,18,0,9,0,71,16,33,45,30,68,68,18,26,4,308,6,22,16,3,21,10,3,13,0,93,14,21,41,24,78,54,22,22,0,276,24,104,82,56,74,59,46,73,7,519,40,112,129,100,105,106,26,27,3,646,11,22,7,5,11,4,4,3,0,65,10,19,26,10,15,13,4,3,0,100
POA3042,176,391,265,198,983,1224,336,716,70,4358,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,10,22,18,11,51,26,9,15,0,156,0,0,5,0,7,9,0,0,0,24,11,27,29,19,33,26,6,19,4,170,10,8,15,8,37,32,4,7,0,110,45,150,73,31,65,41,11,19,3,443,32,114,34,18,19,19,0,5,0,243,9,11,27,18,53,31,12,17,4,184,7,5,3,0,11,12,0,0,0,43,10,13,33,9,53,53,16,20,0,203,0,7,8,4,26,16,6,5,0,74,13,30,52,23,72,61,8,29,0,291,10,33,16,7,29,29,0,5,0,137,28,18,34,27,97,70,19,31,5,327,35,86,114,65,119,103,39,75,3,647,53,104,140,142,145,110,18,37,8,756,7,18,12,6,9,0,0,4,0,66,26,30,28,14,18,17,4,8,3,154
POA3043,164,372,314,216,999,1198,322,590,91,4256,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,15,26,20,20,70,41,13,17,0,216,0,0,0,0,7,8,6,0,0,22,0,18,19,4,21,16,4,7,0,93,3,14,13,8,24,33,3,3,0,114,38,117,82,34,70,41,6,9,0,389,39,94,45,10,20,14,5,6,3,235,20,14,28,24,59,49,13,14,4,240,4,6,0,5,9,5,0,6,0,38,14,10,18,13,57,44,6,21,0,180,0,12,11,4,32,15,3,0,0,66,9,31,30,20,58,51,15,16,0,223,7,31,22,10,30,11,4,10,0,128,19,21,26,21,94,48,10,23,0,260,36,68,79,58,117,75,22,48,3,509,39,101,130,118,144,122,15,34,3,700,7,20,9,0,8,0,0,0,0,52,22,38,35,20,16,14,4,3,0,149
POA3044,297,722,554,416,1708,2228,584,1173,124,7810,0,6,8,0,0,9,0,0,0,25,3,0,0,0,0,0,0,0,0,4,15,46,25,21,66,47,19,29,0,268,6,3,5,5,14,12,4,10,0,57,8,16,35,16,33,51,11,11,0,177,11,15,18,10,34,44,11,11,0,157,71,213,118,58,108,74,21,29,8,701,51,196,76,27,35,24,4,14,0,427,13,28,32,5,40,39,9,13,3,188,7,12,10,8,25,31,5,18,0,112,13,22,39,45,101,129,22,34,8,414,6,15,19,19,38,22,9,10,0,130,39,74,78,52,157,185,41,69,7,692,13,42,51,20,38,33,4,4,5,205,37,41,67,61,190,136,45,41,0,627,65,200,189,119,251,155,80,131,9,1191,99,230,307,275,310,244,49,63,10,1582,24,38,20,11,25,15,6,12,0,146,20,42,46,26,44,28,8,11,0,238
POA3045,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,301,923,991,552,2337,2533,587,1000,205,9426,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,14,42,31,27,89,77,10,20,3,311,3,0,3,3,15,17,0,4,0,49,12,23,22,16,40,53,11,15,0,185,4,11,16,8,38,30,3,5,0,121,71,210,161,61,137,79,18,26,11,768,54,176,111,40,73,35,16,14,9,510,18,20,36,14,70,47,15,14,3,233,4,12,6,10,34,26,7,6,0,103,29,15,28,22,129,149,21,49,3,453,5,12,11,4,34,24,4,12,0,106,42,60,84,52,191,164,35,44,0,675,14,75,94,26,77,40,10,13,5,358,46,41,74,61,190,116,26,63,3,605,60,177,165,106,241,152,59,92,10,1068,107,255,372,326,409,256,43,71,14,1845,22,36,18,11,22,15,5,0,6,132,36,40,52,36,62,25,6,11,4,270
POA3047,165,535,589,308,951,846,180,288,173,4043,0,0,5,0,3,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,20,24,7,57,37,7,14,0,156,0,3,4,0,3,0,0,0,0,9,0,14,5,7,16,11,0,8,0,59,3,6,3,6,27,8,4,0,0,49,24,76,47,32,44,15,3,0,0,242,22,87,58,24,17,11,3,9,0,223,9,13,18,9,17,16,3,6,0,88,0,6,7,3,3,4,0,0,0,22,5,0,4,4,20,19,3,0,0,58,0,3,0,0,6,4,0,0,0,16,9,13,10,10,31,21,4,6,0,98,16,47,57,8,40,13,4,3,0,188,3,9,14,11,38,28,4,13,0,128,9,41,62,32,71,42,12,11,3,284,21,108,144,89,120,61,10,27,17,598,3,5,4,0,4,0,3,0,0,21,3,22,7,0,12,3,0,0,0,66
POA3048,127,346,353,223,786,715,165,256,151,3116,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,11,11,22,36,31,3,8,0,124,0,4,0,0,0,8,0,0,0,9,3,3,12,4,14,10,3,3,0,56,4,4,10,3,9,0,0,0,0,31,25,91,49,22,60,29,6,0,4,286,19,82,25,9,16,0,0,3,0,145,0,14,14,0,23,20,3,3,5,78,0,3,4,0,0,4,0,0,0,12,0,8,5,3,17,25,3,0,0,56,6,0,4,0,4,3,0,0,0,24,0,16,9,3,35,21,5,0,0,92,5,24,19,10,27,7,0,4,3,99,8,12,15,16,43,28,6,10,0,133,10,57,61,35,73,32,7,20,7,303,29,108,82,90,111,63,12,28,15,528,0,3,0,0,0,4,0,0,0,15,13,12,14,3,9,3,0,0,0,61
POA3049,115,210,172,112,583,657,184,352,55,2438,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,20,10,26,23,9,14,3,120,0,0,4,0,8,5,0,0,0,10,4,18,9,7,21,16,0,3,0,79,0,5,12,3,24,15,0,0,0,60,21,89,49,31,35,10,0,9,4,245,22,61,24,13,16,3,0,0,0,136,11,19,16,8,38,23,3,11,0,133,0,3,0,0,5,3,0,7,0,24,3,3,9,14,30,28,0,8,0,102,0,4,6,9,6,4,0,4,0,34,5,16,23,12,36,21,4,3,0,120,3,17,22,3,14,14,5,0,0,73,13,25,25,10,62,26,9,4,0,176,26,44,57,28,72,43,24,42,8,340,30,73,79,72,92,63,10,5,0,422,9,8,8,0,3,8,0,0,0,34,11,19,20,11,15,13,0,0,0,87
POA3051,196,524,396,234,845,1058,269,539,51,4116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,27,26,9,10,0,94,0,4,0,4,0,4,0,0,0,22,4,9,12,0,7,15,5,3,0,60,3,4,14,4,10,8,0,3,0,43,24,104,47,22,51,38,18,18,6,315,53,161,69,28,61,21,6,8,11,418,0,4,9,0,6,14,0,6,0,49,4,11,15,3,27,24,9,10,0,96,12,6,12,3,51,63,13,22,0,184,0,4,0,0,15,11,0,3,0,41,15,73,49,37,158,178,47,76,0,642,9,35,34,7,20,19,3,6,0,133,10,10,19,20,100,56,30,30,0,270,15,119,59,40,116,91,35,61,0,539,33,118,142,121,157,176,59,113,0,911,5,29,9,6,13,21,5,10,0,109,13,26,12,22,22,16,8,8,0,130
POA3052,139,443,216,91,316,383,98,230,18,1934,0,6,3,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,8,17,0,0,9,8,0,7,0,49,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,11,3,5,0,31,0,9,0,0,3,4,0,3,0,24,42,86,27,8,10,17,6,4,3,211,74,172,35,0,14,7,4,5,0,303,4,0,4,0,6,7,0,7,0,33,3,4,0,3,10,5,0,3,0,32,0,10,3,5,12,14,3,9,0,55,0,3,3,0,0,4,0,0,0,10,7,40,27,8,52,58,20,31,0,240,3,15,11,4,8,9,3,0,0,51,3,9,10,6,34,20,6,13,0,106,27,151,27,13,51,51,13,27,0,354,26,62,40,56,50,63,9,30,3,337,15,23,3,0,7,8,4,4,0,67,9,20,11,0,12,5,4,0,0,66
POA3053,247,784,571,221,763,920,209,415,68,4187,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,22,16,3,22,20,10,7,0,107,0,0,0,0,9,7,0,0,0,15,0,4,13,0,14,15,3,8,0,59,0,3,6,0,6,10,4,3,0,40,42,155,80,28,58,40,8,13,4,420,83,289,133,29,41,24,5,9,6,624,0,10,12,8,7,8,0,4,0,50,3,14,14,8,25,23,11,7,0,108,7,8,10,13,43,70,12,25,0,180,4,6,11,5,14,17,0,6,0,55,22,65,59,35,150,161,37,78,5,609,9,29,46,5,21,22,0,7,0,143,12,11,11,21,87,49,16,17,0,230,27,179,54,39,76,88,25,55,9,553,37,124,112,94,109,132,16,55,9,687,23,31,10,6,22,27,5,8,0,130,13,29,32,6,28,10,0,8,0,125
POA3054,98,310,184,175,377,615,180,446,32,2421,0,3,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14,0,4,16,17,0,6,0,62,0,5,0,0,4,8,3,3,0,25,0,0,0,0,9,16,0,4,0,31,0,3,3,0,4,11,6,6,0,34,16,72,34,24,43,29,4,19,0,252,36,76,40,14,18,11,4,8,3,216,3,3,0,0,7,5,0,0,0,27,5,14,15,8,16,15,0,18,0,91,6,8,5,12,11,26,10,24,0,97,3,4,0,0,5,10,0,7,0,33,21,47,25,34,85,117,39,76,0,452,3,12,4,4,23,9,3,0,0,65,15,16,10,25,66,55,19,18,0,227,23,74,41,31,70,57,26,49,0,374,15,59,79,71,67,89,19,41,6,449,14,21,18,5,13,12,4,12,0,101,15,12,23,10,14,13,3,9,0,97
POA3055,200,510,412,259,931,1043,279,591,45,4274,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,15,13,10,22,40,11,13,0,137,0,0,0,0,6,8,0,4,0,22,3,10,14,3,10,20,4,7,0,66,0,7,5,6,23,12,4,7,0,68,36,105,56,31,63,37,18,14,3,360,40,125,44,20,22,30,6,5,4,297,7,12,14,6,17,22,6,6,0,99,9,11,7,6,23,29,3,9,0,104,10,11,15,13,48,58,17,22,0,186,3,5,4,8,12,12,6,6,0,53,23,45,54,47,113,139,36,54,0,513,8,24,29,13,32,23,0,5,0,135,25,18,31,41,112,65,29,37,5,360,26,128,115,75,147,144,48,98,0,789,47,133,154,157,204,184,34,59,6,975,34,37,16,9,20,16,4,11,0,145,10,23,24,21,36,28,7,3,0,146
POA3056,332,837,697,517,1556,2052,565,1062,96,7716,3,7,4,0,0,0,3,0,0,24,0,0,0,0,0,5,0,0,0,0,6,23,25,19,45,51,11,23,0,201,0,0,3,11,16,15,5,4,0,63,3,12,18,7,20,31,6,15,0,104,5,8,6,4,24,25,6,11,0,100,50,195,103,63,115,76,24,29,3,659,74,222,107,34,65,39,14,9,6,567,6,13,7,12,17,26,5,7,0,90,13,27,21,20,48,46,15,25,0,217,21,13,13,16,76,108,19,34,0,304,0,0,4,4,19,25,3,5,0,68,43,98,116,103,262,324,92,134,0,1178,8,31,45,16,58,37,6,10,3,217,40,35,41,46,249,150,43,77,7,696,39,232,141,119,229,243,88,160,4,1254,78,196,259,289,309,298,67,121,4,1628,18,49,35,37,48,42,8,29,6,289,19,58,44,32,68,39,13,12,0,286
