POA_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
POA3051,0,28,0,4,0,0,37,3,60,4,0,0,0,67,10,260,8,7,0,0,290,44,109,22,22,7,0,200,36,40,17,23,0,0,120,96,53,16,41,8,0,210,456,62,22,68,12,0,612,915,26,10,133,7,4,1093,537,5,0,98,0,0,648,273,3,0,42,5,0,321,144,0,0,27,0,0,175,90,0,0,13,0,0,110,46,0,0,8,0,0,62,61,0,0,8,0,0,70,32,58,8,30,0,9,128,2737,720,109,517,39,13,4134
POA3052,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,6,0,11,0,0,16,7,5,4,9,0,0,32,5,3,9,7,0,0,23,25,3,7,13,0,0,54,252,5,19,17,0,0,291,417,8,10,28,0,0,459,170,0,0,24,5,0,196,66,0,8,9,0,0,77,49,0,0,0,0,0,49,28,0,0,6,0,0,37,32,0,0,4,0,0,35,57,0,0,8,0,0,67,14,4,3,7,0,0,33,1114,29,65,151,6,5,1377
POA3053,0,12,0,5,0,0,22,0,61,0,7,0,0,72,14,229,8,11,4,0,264,80,85,17,32,5,0,226,126,42,5,35,6,0,215,298,54,5,58,13,0,432,709,53,5,77,19,4,868,1008,40,6,98,16,0,1177,609,6,0,95,6,6,719,272,3,0,40,0,0,315,145,4,0,26,0,0,176,101,3,0,22,0,0,128,60,0,0,21,0,0,78,119,0,0,26,4,0,147,59,41,7,47,7,6,167,3597,636,64,606,86,14,5002
POA3054,0,4,0,0,0,0,7,0,15,0,6,0,0,17,0,46,0,5,0,0,49,5,16,0,7,0,0,34,4,6,4,8,0,0,22,22,6,0,17,0,0,45,88,0,4,53,0,0,147,190,5,0,48,0,0,243,216,0,0,49,0,0,270,231,0,0,50,0,0,278,167,0,0,38,0,0,204,119,0,0,23,0,0,140,54,0,0,9,0,0,64,92,0,0,14,0,0,110,14,6,0,13,0,0,39,1207,99,11,339,14,0,1664
POA3055,3,9,5,0,0,0,14,0,11,5,0,0,0,21,3,76,11,14,0,0,106,20,20,9,21,0,0,70,25,9,3,14,0,0,53,228,8,3,32,0,0,269,646,5,0,80,6,4,746,777,3,0,84,0,0,869,375,0,0,43,0,0,415,236,0,0,30,0,0,270,114,0,0,17,0,0,135,53,0,0,7,0,0,63,25,0,0,0,0,0,31,27,0,0,0,0,0,27,24,11,6,16,0,5,64,2551,163,43,370,15,11,3152
POA3056,0,9,0,0,0,0,17,3,23,0,6,0,0,34,10,110,12,26,0,0,149,28,25,17,26,7,0,100,48,8,4,36,0,0,99,141,13,0,52,8,0,207,542,9,6,103,0,0,662,1159,9,0,164,8,0,1336,879,3,0,141,0,0,1026,595,0,0,91,4,0,690,379,0,0,43,0,0,424,170,0,0,44,0,0,211,89,0,0,16,0,0,109,81,0,0,14,0,0,96,68,13,0,50,7,14,146,4183,227,42,805,38,18,5307
POA3057,0,6,0,0,0,0,9,0,0,0,3,0,0,3,3,38,0,11,0,0,53,12,11,3,9,0,0,43,16,9,0,13,0,0,39,53,4,0,17,5,0,78,369,3,5,44,0,3,425,1083,0,3,86,7,0,1175,639,0,0,86,3,0,732,320,0,0,50,0,0,371,178,0,0,25,3,0,200,93,0,0,18,0,0,110,39,0,0,6,0,0,40,47,0,0,13,0,0,62,27,6,0,13,0,0,53,2873,90,17,401,11,3,3391
POA3058,0,19,0,0,0,0,31,0,15,0,0,0,0,20,15,139,3,28,4,0,186,44,42,12,32,0,0,129,31,16,6,26,0,0,83,76,32,13,44,0,0,167,425,13,9,102,10,0,560,1011,13,4,156,11,0,1183,803,3,0,140,6,0,965,443,0,0,55,0,0,504,194,0,0,24,0,0,227,67,0,0,10,0,0,75,19,8,0,0,0,0,24,43,0,0,4,3,0,44,55,27,4,42,18,0,155,3225,320,52,666,58,10,4338
POA3059,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,3,0,0,9,0,0,11,25,0,0,13,0,4,46,339,0,0,39,13,0,389,176,0,0,13,10,0,196,43,0,0,7,0,0,49,14,0,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,11,19,0,0,11,4,0,34,629,6,0,107,29,6,775
POA3060,0,4,0,0,0,0,6,0,10,0,0,0,0,7,3,14,0,3,0,0,30,6,5,6,19,4,0,32,15,4,4,9,0,0,39,30,0,0,25,6,0,72,178,0,3,70,21,0,267,570,6,4,112,26,3,715,154,0,0,25,7,0,195,17,0,0,0,0,0,19,7,0,0,0,0,0,7,5,0,0,0,0,0,4,5,0,0,0,0,0,5,5,0,0,3,0,0,7,10,3,0,17,7,9,54,1002,51,15,296,73,12,1451
POA3061,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,8,0,5,3,0,17,3,0,0,3,7,0,15,8,0,0,5,8,0,15,9,0,0,3,67,0,85,54,0,0,28,32,0,116,78,0,0,27,27,0,130,10,0,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,10,4,4,29,176,11,3,82,143,3,419
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,3,0,19
POA3064,10,0,0,11,0,0,23,9,5,0,3,4,0,22,20,35,0,25,4,0,87,8,26,7,39,4,0,84,10,17,13,35,4,0,78,21,24,19,54,15,0,130,986,19,24,289,64,7,1392,4468,24,14,499,186,16,5206,678,8,0,107,34,4,820,68,3,0,17,3,0,89,12,0,0,7,4,0,27,27,0,0,9,0,0,35,11,0,0,4,0,0,12,51,0,0,11,3,0,64,163,13,3,89,30,31,333,6536,173,79,1182,365,59,8393
POA3065,0,18,5,4,0,0,26,0,61,0,6,0,0,69,7,198,22,9,3,0,240,9,135,30,17,0,6,200,0,62,26,11,4,0,107,29,61,14,16,0,0,119,94,40,10,42,0,0,179,221,32,4,54,0,0,318,328,9,0,60,0,0,393,316,4,0,55,0,0,378,181,5,0,33,0,0,220,113,3,0,30,0,0,147,63,0,0,15,0,0,76,118,0,0,20,0,0,139,17,29,3,18,3,3,78,1504,648,117,382,16,9,2685
POA3066,0,38,0,0,0,0,41,0,63,0,0,0,0,64,6,231,12,11,3,0,261,9,109,7,5,0,0,132,5,44,12,5,0,0,70,19,44,11,13,0,0,91,96,35,4,28,0,0,163,594,20,3,51,0,0,675,492,5,0,58,0,0,558,337,0,0,32,4,0,372,134,0,0,25,0,0,157,98,0,0,18,0,0,113,31,0,0,10,0,0,41,55,0,0,7,0,0,57,22,44,0,15,0,8,89,1891,645,54,269,16,11,2888
POA3067,5,3,0,0,0,0,11,0,6,0,0,0,0,10,3,32,7,3,0,0,49,3,9,16,14,0,0,42,8,7,7,12,0,0,35,21,3,13,27,0,0,70,271,3,4,32,0,0,314,697,0,0,61,4,0,760,438,0,0,38,0,0,483,246,0,0,38,0,0,287,139,0,0,20,0,0,158,83,0,0,9,0,0,95,43,0,0,0,0,0,42,30,0,0,3,0,0,34,27,0,0,13,4,0,53,2018,69,60,283,13,4,2436
POA3068,0,20,3,3,0,0,28,0,36,3,6,0,0,39,5,218,25,10,4,0,263,13,65,31,19,0,0,127,13,32,11,18,0,0,69,56,34,3,16,0,0,104,244,16,3,69,0,0,326,420,21,8,84,0,0,529,433,7,0,102,3,0,544,472,3,0,93,0,0,572,358,3,0,54,0,0,419,217,0,0,38,0,0,258,123,0,0,15,0,0,140,142,0,0,35,0,0,177,35,32,12,21,6,4,111,2521,482,98,581,24,8,3712
POA3070,4,11,4,0,0,0,17,0,26,17,0,0,0,44,0,155,6,5,0,0,170,16,37,14,16,11,0,87,28,13,0,14,5,0,69,113,13,4,38,0,0,169,348,8,3,59,0,0,421,597,11,0,92,4,0,703,562,0,4,100,4,0,671,534,0,0,78,3,0,611,334,0,0,42,0,0,380,159,0,0,18,0,0,177,82,0,0,8,0,0,93,89,0,0,9,0,0,107,43,32,4,31,6,7,120,2918,299,59,521,28,11,3838
POA3071,5,12,0,3,0,0,25,0,18,0,0,0,0,17,13,88,14,11,0,3,121,16,24,11,15,0,0,68,44,12,6,17,0,0,81,193,7,5,25,0,3,233,624,13,12,72,4,3,725,609,8,5,92,3,0,720,460,3,0,50,3,6,520,365,5,0,27,0,0,395,175,0,0,21,0,0,200,70,0,0,8,0,0,78,33,0,0,0,0,0,36,44,0,0,6,0,0,48,36,12,0,28,3,7,86,2677,202,58,369,19,16,3347
POA3072,5,41,0,7,4,0,55,0,31,3,9,0,0,38,10,227,23,26,6,0,291,34,73,16,44,10,0,175,63,42,27,39,4,0,172,132,46,16,52,5,0,252,546,37,4,124,16,3,724,1613,48,0,211,19,0,1885,919,8,3,92,6,0,1033,363,0,0,47,3,0,415,114,0,0,11,0,0,125,43,0,0,6,0,0,48,16,0,0,0,0,0,19,36,0,0,8,0,0,46,66,51,6,43,8,10,189,3961,609,108,706,74,17,5472
POA3073,6,47,5,3,0,4,61,0,49,6,8,4,0,65,9,392,13,32,11,0,462,31,133,21,59,7,4,260,28,63,10,42,10,0,157,155,65,7,72,19,3,325,1402,56,12,232,33,0,1736,2539,56,3,260,30,6,2903,705,0,5,86,3,4,811,160,0,0,26,0,0,189,38,4,4,7,0,0,52,14,0,0,3,0,0,17,9,4,0,0,0,0,10,37,0,0,8,3,0,50,88,67,7,74,18,25,278,5228,946,89,925,141,45,7383
POA3074,3,6,0,4,0,0,13,3,5,0,0,0,0,14,0,14,5,17,4,0,37,12,18,0,20,0,0,49,12,7,9,12,0,0,46,57,14,7,27,6,0,111,522,8,3,118,28,4,683,741,12,0,105,37,6,897,81,0,0,11,6,0,100,7,0,0,4,0,0,10,0,0,0,0,0,0,5,5,0,0,0,0,0,9,3,0,0,0,0,0,7,17,0,0,0,0,0,13,31,6,4,46,10,3,101,1490,90,25,375,104,22,2105
POA3075,0,4,0,0,0,0,4,0,0,0,0,0,0,4,4,16,0,12,0,0,35,7,17,4,15,3,0,52,5,12,0,15,4,0,41,21,8,15,28,11,0,80,497,8,0,123,30,4,666,878,10,4,99,30,5,1021,92,0,0,14,3,0,112,7,0,0,0,0,0,9,6,0,0,3,0,0,10,5,0,0,0,0,0,5,0,0,0,0,0,0,0,17,0,0,0,0,0,20,52,0,4,31,8,10,106,1603,76,35,347,94,14,2167
POA3076,7,6,3,0,0,0,14,0,6,0,0,3,0,10,9,31,0,13,0,0,62,5,26,6,18,3,0,60,8,18,3,6,0,0,40,14,15,14,31,6,0,81,671,21,18,115,28,4,858,1419,20,3,128,36,4,1610,197,3,0,20,8,0,223,20,0,0,0,0,0,27,9,0,0,0,0,0,15,4,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,0,0,3,0,16,64,13,4,32,3,5,120,2445,157,46,377,95,19,3146
POA3078,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,43,7,13,0,0,66,10,7,20,17,0,0,52,5,0,0,4,0,0,21,123,0,0,17,5,0,150,370,0,0,36,5,0,416,304,3,10,34,0,0,355,254,3,0,33,0,0,291,190,0,0,17,0,0,210,110,0,0,15,0,0,123,73,0,0,5,0,0,77,43,0,0,0,0,0,54,30,0,0,3,0,0,38,20,6,0,11,8,0,47,1546,66,28,225,14,5,1894
POA3079,0,3,0,4,0,0,9,0,4,0,4,0,0,12,4,21,17,11,0,0,57,3,10,15,11,0,0,35,4,8,5,16,0,0,32,21,5,5,18,5,0,60,198,0,3,58,5,0,261,491,11,0,62,9,0,571,386,0,0,37,3,0,429,237,0,0,27,0,0,258,97,0,0,15,0,0,111,45,0,0,10,0,0,58,24,0,0,0,0,0,26,22,0,0,0,0,0,28,14,7,3,13,5,3,39,1546,71,49,294,20,10,1995
POA3081,5,38,0,4,0,0,46,0,43,0,3,0,0,54,5,309,7,14,6,0,350,6,112,14,16,0,0,151,0,62,4,10,0,0,80,12,74,12,19,0,0,118,224,61,3,59,0,0,353,614,68,5,88,4,5,780,302,18,0,27,6,0,347,85,0,0,8,0,0,99,24,6,0,7,0,0,35,5,0,0,0,0,0,8,3,0,0,0,0,0,5,12,0,0,0,0,0,14,29,92,9,25,0,9,160,1327,887,59,286,23,14,2597
POA3082,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,35,0,10,0,0,52,7,36,5,21,3,0,74,5,16,0,14,3,0,36,0,9,0,28,0,0,48,361,12,3,103,9,5,491,1114,26,3,87,15,6,1242,152,4,0,19,5,0,180,21,0,0,0,0,0,25,4,0,0,0,0,0,8,4,0,0,0,0,0,4,8,0,0,0,0,0,8,14,0,0,0,0,0,16,43,20,0,32,8,3,103,1732,161,19,322,38,10,2289
POA3083,6,5,0,8,0,0,16,0,4,6,0,3,0,14,5,46,0,37,8,0,94,19,15,15,38,8,0,86,12,9,7,21,4,0,49,33,10,13,29,12,0,93,523,10,5,111,27,0,666,1209,12,8,138,18,0,1385,444,6,4,58,15,0,532,127,0,0,18,3,4,158,29,0,0,10,5,0,40,6,0,0,7,0,0,11,5,0,0,4,0,0,8,19,0,0,6,0,0,26,56,32,4,43,20,12,163,2493,144,57,521,112,19,3349
POA3084,3,11,0,3,0,0,13,0,4,4,4,0,0,13,7,17,16,7,0,0,50,11,9,25,13,3,0,58,8,8,11,13,0,0,30,18,5,19,27,0,0,76,272,7,8,51,0,0,333,854,0,3,92,0,0,956,498,0,4,49,3,0,557,230,0,0,17,0,0,246,53,0,0,8,0,0,60,32,0,0,0,0,0,41,9,0,0,6,0,0,13,26,0,0,4,0,0,29,32,9,3,24,5,4,77,2062,72,76,322,20,0,2549
POA3085,0,3,0,3,4,0,11,0,3,0,0,0,0,8,0,34,3,3,0,0,45,14,9,6,12,0,0,37,16,6,3,4,0,0,31,19,9,18,21,68,0,138,64,11,3,29,60,0,167,337,3,3,43,21,0,409,187,10,0,11,7,0,208,57,0,0,11,0,0,69,21,0,0,0,0,0,24,12,0,0,0,0,0,15,5,0,0,0,0,0,5,9,0,0,0,0,0,9,12,3,3,9,9,0,37,767,83,35,153,172,0,1215
POA3087,0,4,0,0,0,0,4,0,0,0,0,0,0,4,5,41,0,5,0,0,51,0,16,3,4,0,0,22,0,14,0,3,0,0,21,10,5,0,12,4,0,35,67,8,5,16,0,0,92,291,6,0,32,4,0,339,106,4,0,16,0,0,124,29,0,0,4,0,0,34,7,0,0,0,0,0,7,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,9,10,9,8,4,4,3,36,539,115,17,107,9,3,797
POA3088,3,3,0,10,0,0,19,0,4,0,0,0,0,5,0,57,11,8,5,0,88,3,15,34,14,8,9,82,3,6,9,11,0,0,28,13,5,6,24,5,0,49,144,3,0,53,8,0,211,508,4,5,62,5,0,580,370,0,0,32,6,0,410,121,0,0,10,0,0,128,29,0,0,0,0,0,29,7,0,0,5,0,0,15,0,0,0,3,0,0,3,10,0,0,4,0,0,16,21,16,4,13,5,6,68,1239,130,73,240,32,11,1723
POA3089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,3,0,9,0,0,12,0,3,0,0,0,0,5,7,4,0,0,0,0,8,35,0,0,19,0,0,53,101,6,0,18,0,0,124,78,0,0,15,0,0,91,49,0,0,3,0,0,54,19,0,0,0,0,0,19,3,0,0,0,0,0,8,4,0,0,0,0,0,4,3,0,0,0,0,0,3,3,6,0,10,0,0,20,298,31,6,83,3,0,414
POA3090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,4,0,0,0,0,0,0,7,0,0,0,0,0,7,4,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,7,3,0,30
POA3091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,5,4,0,0,3,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,5,0,21
POA3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,25,0,0,10,0,0,37,73,0,0,5,0,0,86,40,0,0,4,0,0,39,7,0,0,0,0,0,11,9,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,4,0,0,7,172,3,0,42,0,0,217
POA3094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,18,0,4,0,8,0,0,11,4,4,0,5,0,0,14,8,0,0,12,0,0,21,50,0,0,15,0,0,69,190,0,0,28,0,0,228,139,0,0,18,0,0,161,51,0,0,6,0,0,54,14,0,0,0,0,0,17,4,0,0,0,0,0,4,3,0,0,0,0,0,3,4,0,0,3,0,0,10,3,3,0,6,0,0,21,480,34,0,105,0,4,614
POA3095,0,3,0,3,0,0,8,0,0,0,0,0,0,5,0,23,0,7,0,0,28,3,11,0,16,0,0,30,0,3,0,5,0,0,10,9,0,0,18,0,0,24,37,0,0,36,0,0,72,226,5,0,55,0,0,288,193,0,0,43,0,0,240,131,0,0,19,0,0,152,56,0,0,3,0,0,57,17,0,0,4,0,0,15,3,0,0,0,0,0,5,3,0,0,0,0,0,8,9,0,0,13,4,0,29,690,47,0,220,11,6,977
POA3096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,4,0,0,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,11,5,0,30
POA3097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,6,6,0,0,17,3,0,30
POA3099,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,19,0,0,0,0,23,0,0,0,0,0,0,5,0,4,0,3,0,0,12,7,0,0,7,0,0,9,7,0,0,9,0,0,20,25,0,0,11,0,0,37,26,0,0,6,0,0,35,10,0,0,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,88,23,0,48,3,0,166
POA3101,0,0,0,0,0,0,10,0,0,4,0,0,0,7,7,18,3,7,0,0,32,5,0,6,11,0,0,30,10,0,0,14,0,0,21,26,0,0,14,0,0,45,149,0,0,46,0,4,192,628,4,0,75,4,0,709,455,0,0,70,4,0,532,266,0,0,35,0,0,311,160,0,0,19,0,0,185,97,0,0,16,0,0,115,68,0,0,6,0,0,73,222,0,0,16,5,0,241,41,13,0,32,10,4,103,2134,38,13,367,26,13,2590
POA3102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,16,3,0,0,6,0,0,6,0,0,4,4,0,0,9,5,0,0,10,0,0,13,30,0,0,7,0,0,44,110,0,0,12,0,0,125,100,0,0,25,0,0,124,51,0,0,9,0,0,58,47,0,0,3,0,0,48,25,0,0,5,0,0,24,23,0,0,4,0,0,28,26,0,0,4,0,0,28,6,0,0,13,0,5,18,426,9,7,104,4,3,550
POA3103,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,13,3,7,4,0,32,6,3,13,9,0,5,28,0,8,4,3,0,0,17,3,6,0,4,0,0,9,94,0,0,20,4,0,125,403,0,4,40,3,0,452,246,0,0,23,0,0,271,136,0,0,10,0,0,148,82,0,0,16,3,0,101,87,0,0,7,0,0,90,47,0,0,6,0,0,53,113,0,0,9,0,0,118,19,0,0,28,12,0,58,1239,26,27,191,32,6,1520
POA3104,6,0,0,3,0,0,4,0,0,0,0,0,0,0,5,0,0,3,5,0,6,0,0,0,4,0,0,9,3,0,0,8,0,0,12,9,0,0,11,0,0,17,40,0,0,16,0,0,60,197,0,0,29,4,0,227,233,0,0,39,0,0,279,237,0,0,29,0,0,264,179,0,0,12,0,0,190,100,0,0,5,0,0,97,60,0,0,8,0,0,68,72,0,0,11,0,0,86,24,0,0,27,0,4,57,1150,0,0,204,14,4,1381
POA3105,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,6,0,0,6,3,0,3,9,0,0,17,0,0,0,9,0,0,9,8,0,0,16,0,0,25,42,3,0,20,0,0,67,201,0,0,35,4,0,241,193,0,0,27,0,0,224,111,0,0,5,0,0,120,55,0,0,4,0,0,57,24,0,0,3,0,0,26,7,0,0,0,0,0,7,11,0,0,0,0,0,10,17,4,0,19,3,0,46,667,24,3,144,15,0,847
POA3106,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,10,6,0,0,5,0,0,8,0,0,0,0,0,0,0,3,0,0,12,0,0,14,14,0,0,17,0,0,32,122,0,0,33,3,0,167,155,0,0,22,4,0,181,135,0,0,13,0,0,147,83,0,0,4,0,0,91,43,0,0,0,0,0,43,20,0,0,3,0,0,20,29,0,0,3,0,0,37,20,0,3,14,3,0,44,632,10,4,136,18,3,801
POA3107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,9,3,0,3,9,0,0,16,0,0,0,8,0,0,10,4,0,0,7,0,0,11,15,0,0,23,0,0,39,190,0,5,39,4,0,234,241,0,0,33,0,0,275,143,0,0,15,0,0,155,60,0,0,4,0,0,61,14,0,0,6,0,0,21,11,0,0,0,0,0,9,6,0,0,3,0,0,12,22,0,0,21,4,0,49,708,0,7,173,6,4,902
POA3108,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,13,0,4,3,0,28,9,0,7,25,3,3,50,8,7,3,6,5,0,29,17,5,5,19,3,0,48,156,3,16,52,0,0,228,875,6,9,87,4,0,985,675,0,0,98,12,0,790,354,3,0,32,7,0,393,154,0,0,13,0,0,166,79,0,0,6,0,0,83,36,0,0,7,0,0,40,32,0,0,4,3,0,41,61,3,4,50,6,3,130,2454,50,55,398,49,13,3018
