POA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
POA3194,27,49,6,0,4,8,0,5,0,104,55,119,17,0,9,0,3,0,4,215,119,117,144,17,26,21,33,17,0,505,52,20,151,0,9,7,7,23,4,263,6,5,24,0,3,0,0,8,0,48,15,72,7,18,0,3,3,3,0,134,14,78,9,12,3,3,0,4,0,123,210,190,25,19,83,60,26,10,8,636,44,91,12,60,21,9,6,3,4,248,20,49,9,10,10,9,3,11,0,125,17,6,36,11,4,10,3,10,0,92,0,0,0,0,0,0,0,0,0,0,16,7,9,0,6,0,0,4,0,36,10,9,13,0,0,7,7,0,11,59,604,814,459,159,185,135,108,95,40,2599,19,51,8,16,15,0,0,0,0,106,8,26,5,4,10,3,0,0,0,58,6,26,9,0,12,0,0,0,6,58,6,20,8,4,8,4,0,3,0,56,5,4,4,3,12,0,0,0,0,23
POA3195,79,125,14,16,19,21,8,6,0,284,135,263,43,12,25,18,11,14,6,523,384,422,573,34,74,51,79,83,26,1731,188,36,508,9,16,17,18,60,13,872,20,18,74,7,9,3,9,19,4,157,45,208,17,64,12,5,8,14,6,378,57,224,8,24,6,5,4,9,6,342,630,513,64,56,181,147,32,37,12,1676,102,187,40,140,42,26,20,18,13,589,44,123,32,18,12,19,13,17,3,283,38,5,72,15,9,11,8,11,0,174,0,0,0,0,0,0,0,0,0,0,23,33,13,12,11,7,17,4,0,119,26,8,41,10,7,13,6,6,28,151,1759,2168,1506,418,426,357,239,302,113,7276,64,130,20,26,44,16,0,4,6,298,32,65,4,5,36,9,0,3,0,160,36,70,12,10,23,16,9,8,0,181,16,43,17,6,12,14,0,0,0,107,8,18,8,7,5,3,0,5,0,49
POA3196,36,70,16,5,17,0,0,7,0,155,79,170,35,0,17,5,8,7,3,327,190,239,526,23,46,35,72,68,17,1212,111,31,482,14,19,12,13,68,9,763,20,13,60,3,4,0,12,11,0,125,21,130,19,52,17,0,4,10,0,259,39,189,9,9,10,7,0,12,0,273,291,266,49,52,104,96,43,25,15,943,68,127,15,111,44,17,9,18,3,419,37,99,28,8,20,17,6,17,6,229,13,0,47,11,4,12,7,12,4,121,0,0,0,0,0,0,0,0,0,3,15,22,13,8,7,9,6,9,11,101,18,11,34,3,9,5,11,10,17,115,926,1371,1340,304,315,228,199,270,82,5044,36,71,15,19,26,7,0,8,0,183,11,43,4,3,20,3,0,6,4,87,15,38,18,5,16,3,6,0,0,108,13,37,12,0,9,9,0,0,0,82,8,15,14,4,9,6,0,4,0,56
POA3197,10,23,7,0,0,0,5,0,5,63,33,68,9,0,6,0,5,8,0,130,143,104,284,12,18,20,41,35,9,675,64,13,223,0,6,8,11,29,0,358,18,0,31,0,3,0,0,8,0,63,12,59,6,20,0,3,0,0,0,105,13,54,3,0,0,0,5,0,0,81,142,116,12,17,47,53,13,16,6,423,21,37,10,35,5,5,6,14,3,146,5,19,4,7,5,13,0,0,0,59,14,0,15,3,0,3,5,3,5,47,0,0,0,0,0,0,0,0,0,3,10,4,3,4,0,0,5,3,6,39,14,4,14,3,0,3,3,3,15,61,508,516,631,104,101,134,99,112,49,2252,17,29,5,7,18,6,0,0,0,74,3,18,0,0,3,0,0,0,5,33,4,16,3,7,6,0,3,5,0,45,7,4,8,0,0,3,0,0,0,25,0,0,3,4,4,4,0,0,0,17
POA3198,11,30,6,0,6,5,5,8,0,72,25,73,19,0,3,4,8,4,3,139,101,102,360,19,19,13,53,67,11,738,61,14,366,9,10,4,17,45,9,524,20,8,47,4,8,4,5,15,0,105,7,37,9,32,3,4,5,6,0,117,19,89,9,11,3,8,0,4,3,150,124,98,35,19,69,49,29,18,6,455,28,48,14,54,11,10,8,7,3,181,14,54,12,7,7,16,14,5,0,129,14,4,37,8,3,11,12,22,0,119,0,0,0,0,0,0,0,0,0,0,10,7,9,0,3,4,3,4,3,51,6,6,27,5,0,0,11,21,23,102,441,559,951,173,152,140,180,223,58,2876,12,26,10,8,15,7,0,0,0,79,9,15,0,0,8,0,0,0,5,40,13,9,8,5,3,8,0,4,0,58,5,10,6,4,8,9,0,0,0,39,0,4,9,0,4,5,0,5,0,42
POA3199,57,97,34,20,10,6,8,8,3,245,86,187,66,9,28,19,30,22,3,458,318,338,1026,58,83,85,158,161,20,2249,220,41,943,17,28,33,62,142,24,1494,42,14,135,11,6,11,21,39,5,293,50,293,25,113,16,13,16,17,8,549,52,311,21,37,8,6,9,5,6,460,454,354,67,60,174,157,97,81,9,1466,82,185,46,201,59,42,42,51,14,726,61,147,59,30,26,20,28,31,5,416,44,15,145,29,11,24,25,51,4,356,0,5,0,0,0,0,5,0,0,9,43,34,20,20,9,12,8,14,16,177,33,22,66,13,9,14,23,39,41,264,1539,2051,2668,626,473,445,532,668,165,9165,32,91,24,26,37,25,0,9,3,256,19,24,3,15,17,6,3,12,0,101,15,42,25,15,13,8,14,20,0,143,20,35,23,12,28,12,3,3,0,130,20,16,21,8,19,10,7,16,0,109
POA3200,4,0,0,0,0,0,0,4,0,11,9,7,7,0,4,3,5,5,0,37,19,16,92,3,5,7,29,27,0,203,5,0,62,4,0,0,8,19,0,95,0,0,14,0,0,0,4,6,0,31,0,14,0,6,0,0,0,0,0,25,0,13,0,0,0,0,0,0,0,16,18,8,12,5,8,4,16,12,0,79,3,5,0,19,5,0,6,10,0,53,0,6,3,0,3,0,3,0,0,19,5,0,20,0,3,3,9,6,0,49,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,5,0,17,4,0,12,0,0,7,12,4,5,39,67,69,232,43,37,23,96,96,6,661,4,0,4,4,4,5,0,0,0,21,0,0,0,3,0,0,0,0,0,3,0,0,6,0,4,0,0,3,4,16,0,0,0,0,0,0,0,0,0,4,0,0,8,3,0,0,0,0,0,16
POA3201,10,18,5,8,0,3,6,3,0,54,19,67,39,7,26,13,17,10,5,206,108,97,593,16,47,29,142,112,26,1173,55,9,392,0,6,11,32,88,9,609,9,5,48,0,4,4,13,19,0,109,11,58,13,18,3,7,11,10,0,134,9,72,5,4,10,6,7,3,0,107,88,87,46,24,70,56,68,37,12,493,17,29,23,87,24,12,21,17,6,236,14,22,14,9,10,14,13,6,5,104,21,0,62,11,14,11,25,32,3,174,0,0,4,0,0,0,0,0,0,3,6,5,22,7,6,3,9,5,3,69,12,10,44,7,5,8,20,20,23,146,387,489,1306,213,222,169,373,366,93,3616,13,23,14,13,14,12,0,0,0,99,9,10,0,8,11,4,0,6,0,41,15,13,9,12,8,12,13,8,0,86,5,7,14,0,9,0,0,0,0,34,0,10,4,3,8,4,0,3,0,34
POA3202,7,5,0,4,0,0,0,0,0,15,20,26,0,0,3,4,0,0,0,56,24,33,42,0,4,0,5,3,0,118,3,5,29,0,3,0,0,3,4,50,4,0,0,0,0,0,0,4,0,12,0,9,6,8,0,0,0,4,0,23,0,3,0,3,0,0,0,0,0,15,55,39,6,0,19,6,6,5,0,144,4,17,0,14,0,0,0,5,0,40,3,4,0,0,3,3,0,0,0,14,5,0,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,11,131,153,91,29,37,22,22,24,13,513,3,9,4,0,0,0,0,0,0,23,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,9,3,5,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3
POA3204,79,175,16,15,11,7,10,3,9,319,178,425,62,13,39,28,21,31,17,817,269,438,288,29,53,36,53,80,19,1280,114,61,239,5,13,10,8,31,10,486,20,18,24,0,3,0,0,7,0,73,34,270,11,59,10,4,3,7,0,401,29,163,7,22,4,3,3,4,0,243,637,654,66,68,211,162,46,40,22,1910,113,309,23,81,72,30,14,20,4,668,53,161,33,16,23,28,9,13,0,342,33,6,112,11,5,17,11,8,5,204,0,0,0,0,0,3,3,0,0,9,27,41,16,9,7,9,6,0,0,114,24,7,24,4,6,12,10,6,25,125,1604,2721,922,336,467,352,210,241,118,6979,72,156,16,23,52,29,0,10,4,359,59,145,16,10,31,9,5,6,3,281,44,87,16,10,25,4,0,8,8,203,14,65,13,9,28,19,0,4,0,143,13,17,7,3,7,0,0,3,0,46
POA3205,23,60,8,11,9,6,0,3,0,118,45,132,14,4,6,4,4,7,0,217,95,166,58,8,17,6,6,15,3,391,49,76,62,3,9,9,7,11,0,215,9,14,5,3,0,0,0,4,0,35,13,111,3,16,4,0,0,0,0,152,18,51,4,9,0,0,0,0,0,82,270,339,24,28,81,59,6,22,14,847,68,183,4,25,39,11,3,5,10,341,27,100,19,16,15,14,0,4,0,198,22,8,29,7,0,8,4,6,0,69,0,0,0,0,0,0,0,0,0,4,10,14,3,5,7,0,0,0,5,51,10,3,9,6,0,4,0,3,10,48,653,1258,239,131,195,114,44,82,48,2767,29,61,0,5,11,4,0,0,0,111,17,56,0,5,10,0,0,0,0,87,20,41,3,3,6,5,0,4,3,81,11,60,16,3,8,0,0,0,0,97,4,12,3,0,0,0,0,0,0,28
POA3206,20,37,0,4,4,0,0,0,6,69,36,37,8,0,0,0,0,7,0,95,79,91,51,4,9,7,9,9,3,264,72,47,51,0,12,5,4,0,0,197,13,0,6,0,5,0,0,0,0,33,20,136,0,5,0,0,0,0,0,173,17,31,0,0,4,0,0,0,0,56,313,272,12,14,26,48,3,12,14,722,81,195,0,17,18,10,0,0,6,334,18,50,9,6,4,5,3,4,0,94,0,4,9,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,12,19,0,5,0,0,0,0,3,37,8,4,0,0,0,4,4,0,6,32,692,928,153,68,90,84,29,28,42,2111,12,34,5,3,7,0,0,0,0,70,10,14,3,0,7,0,0,0,0,33,10,26,0,0,3,0,0,0,0,47,17,39,0,0,3,0,0,0,0,58,4,10,5,0,0,0,0,0,0,16
POA3207,59,83,9,3,8,0,0,4,0,168,71,134,14,8,9,8,0,9,0,246,162,245,149,11,36,22,15,23,13,675,96,57,128,9,16,4,15,15,3,343,15,14,11,5,3,0,0,3,0,46,29,150,7,20,11,6,4,0,6,225,21,58,7,6,5,0,3,0,0,102,435,398,30,40,103,87,13,26,26,1165,92,201,12,52,28,12,4,6,7,423,29,107,18,7,15,8,5,3,0,190,24,5,36,10,4,4,0,10,0,99,0,0,0,0,0,0,0,0,0,4,18,22,3,6,5,7,10,6,0,75,15,7,10,5,4,10,10,7,15,71,1066,1488,429,185,243,164,81,110,79,3836,53,73,5,14,22,0,0,0,3,175,31,45,5,0,13,0,0,0,0,100,52,43,6,0,17,5,0,3,4,133,23,54,9,5,16,3,0,0,4,111,6,7,7,0,3,0,0,0,0,27
POA3211,0,5,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,9,11,7,38,4,5,4,14,4,0,87,4,0,18,0,0,0,0,3,0,32,3,0,0,0,0,0,0,0,0,10,0,5,0,3,0,0,0,0,0,11,5,5,0,0,0,0,0,0,0,11,12,5,4,5,9,0,0,0,0,33,0,4,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,5,14,41,36,69,16,10,5,25,18,7,222,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,7,0,14
POA3212,11,34,12,3,3,0,3,0,0,73,31,93,18,8,17,12,11,9,0,189,130,115,500,35,31,13,111,83,17,1036,44,14,291,9,9,9,41,57,7,480,13,7,25,4,4,0,16,8,5,83,9,54,11,30,3,8,10,4,4,131,10,53,3,25,3,0,11,8,0,114,109,102,27,31,65,25,45,29,3,435,31,38,11,97,10,11,15,21,0,228,9,26,9,7,0,9,8,9,0,81,14,5,34,16,7,6,29,8,0,127,0,0,0,0,0,0,0,0,0,0,4,7,16,5,5,0,14,3,4,59,4,7,16,3,4,0,18,7,21,89,433,563,967,269,171,96,332,246,57,3132,12,35,12,14,6,14,0,0,0,95,5,23,7,3,3,0,0,4,0,49,4,19,10,8,8,8,9,7,0,77,3,12,3,0,3,3,0,0,0,29,6,6,9,5,6,7,0,3,0,39
POA3213,0,5,0,0,0,0,4,0,0,11,10,9,9,0,4,0,0,0,0,31,55,33,126,10,4,3,42,27,3,307,30,3,79,3,9,0,8,18,5,148,14,0,3,0,0,0,0,0,0,26,6,25,5,9,0,4,0,0,3,58,4,12,0,4,0,4,0,0,0,30,30,31,5,3,8,10,10,3,5,110,6,11,4,8,0,3,5,0,0,41,4,3,0,0,0,0,5,0,0,17,0,3,7,0,0,0,0,7,0,23,0,0,0,0,0,0,0,0,0,3,6,0,6,3,0,0,0,0,0,14,4,3,9,0,0,0,5,6,9,33,151,148,263,42,31,26,85,73,21,845,4,14,4,3,6,0,0,3,0,25,0,3,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5
POA3214,0,13,10,3,5,0,8,4,0,36,7,27,17,7,3,13,27,11,4,117,35,47,308,19,23,27,143,106,9,720,22,12,188,10,8,11,37,56,8,349,8,3,19,0,3,3,18,14,0,65,3,22,7,27,5,4,13,5,0,81,7,58,6,13,0,4,3,10,0,88,42,30,42,26,35,30,70,37,3,321,18,27,15,75,16,17,32,39,3,238,6,6,8,6,9,12,13,7,0,65,10,4,68,15,8,9,35,26,5,172,0,0,0,0,0,0,0,4,0,3,0,3,9,0,3,4,16,9,4,43,4,0,42,6,6,7,17,35,29,152,154,248,733,211,117,132,425,358,68,2457,6,13,12,9,4,6,0,0,4,61,0,0,0,8,4,5,10,6,0,35,0,7,0,10,8,3,5,17,7,66,0,5,15,0,6,5,0,6,0,26,3,4,3,0,4,0,0,3,0,29
POA3215,12,39,9,3,9,5,6,8,0,89,26,77,43,6,14,8,12,9,0,200,105,160,419,29,21,19,109,94,13,970,61,36,334,7,14,16,48,76,10,603,6,5,19,0,5,0,3,7,4,54,18,102,17,41,11,4,3,9,0,206,13,106,8,16,10,9,14,0,0,165,150,132,29,36,80,60,48,23,3,565,29,63,14,103,14,10,14,15,3,277,18,42,22,12,8,14,10,9,0,137,12,3,55,9,9,12,9,30,4,133,0,0,0,0,0,0,0,0,0,3,17,10,8,6,8,6,11,9,5,73,9,6,35,3,3,6,10,24,24,131,474,794,1022,265,204,157,304,309,70,3596,20,27,14,10,11,6,4,4,4,102,9,15,8,10,12,3,4,6,0,63,5,17,5,3,10,4,3,11,0,65,5,18,15,4,8,3,5,4,5,68,0,4,4,4,3,3,3,3,0,42
POA3216,68,168,47,25,32,24,11,31,5,402,97,270,66,10,33,19,28,24,9,555,380,583,955,105,105,94,270,246,31,2771,197,112,939,43,48,25,90,180,20,1657,53,46,99,11,20,13,28,39,10,321,57,525,43,121,27,18,15,24,7,844,71,390,31,70,16,11,15,14,0,616,531,503,121,107,210,141,97,79,25,1825,92,274,45,268,60,45,46,47,8,896,47,154,44,36,17,46,16,27,4,396,54,9,165,23,21,28,29,50,3,384,0,0,5,0,4,0,0,0,0,11,22,32,31,32,11,6,29,13,5,172,31,29,45,21,8,12,29,32,44,248,1697,3087,2634,879,607,488,710,814,171,11088,39,146,50,40,61,30,5,23,4,394,11,44,9,10,23,3,0,12,0,128,23,85,18,20,31,16,19,35,8,252,15,53,26,20,26,24,8,19,0,188,15,30,7,14,19,11,0,18,0,112
POA3217,13,36,11,6,11,6,5,8,0,85,43,91,26,9,21,14,13,20,5,248,119,153,347,34,37,40,92,85,12,909,65,28,417,30,17,7,40,70,4,697,15,15,51,0,7,4,12,12,3,126,22,179,14,75,7,7,3,10,0,320,19,168,6,23,7,5,3,0,0,229,200,175,51,43,99,60,42,35,6,714,47,72,31,135,16,21,21,31,8,389,22,68,18,15,9,11,15,8,0,150,26,3,107,29,12,6,18,28,0,239,0,0,0,0,0,0,0,0,0,3,5,11,9,12,5,3,7,13,3,69,8,9,27,5,0,7,4,10,28,99,607,1019,1123,423,242,193,270,334,65,4284,9,44,27,15,21,9,0,3,0,135,6,20,4,12,10,6,0,0,0,57,8,18,5,6,3,8,5,9,0,65,8,22,16,8,7,4,0,4,0,73,8,8,4,7,8,4,0,11,0,49
POA3218,21,46,10,9,6,6,0,3,0,103,18,36,16,9,3,7,10,4,6,115,88,119,223,13,33,15,66,42,0,590,101,62,253,10,19,8,24,63,9,538,16,15,27,4,3,9,8,7,4,86,17,123,15,38,9,3,4,9,0,227,15,126,0,11,6,3,9,4,4,178,174,161,32,20,62,44,21,18,4,550,35,98,12,59,28,9,6,18,0,261,17,66,24,12,5,9,15,16,9,162,23,0,59,5,4,4,3,17,0,110,0,0,0,0,0,0,0,0,0,3,8,12,13,4,3,3,6,5,0,63,13,4,24,0,5,0,6,9,18,71,550,880,705,199,189,113,169,201,46,3054,12,39,14,5,11,6,0,0,0,92,3,6,3,6,11,5,0,0,0,33,16,12,7,4,0,6,5,3,0,56,7,33,16,7,13,5,0,0,0,81,7,11,8,0,7,0,3,3,0,42
POA3219,10,21,13,5,0,0,0,8,0,71,27,59,19,5,12,3,6,17,0,153,78,111,350,30,25,28,108,93,8,822,37,15,317,10,13,13,23,61,12,504,6,10,35,0,0,6,10,20,0,92,16,120,15,49,9,5,11,4,0,231,9,62,5,18,0,7,0,4,0,113,75,61,33,28,73,26,41,21,0,365,27,55,10,93,18,14,9,21,3,251,11,37,18,16,7,10,7,13,0,124,13,0,86,11,5,9,23,36,4,195,0,0,0,0,0,0,0,0,0,4,3,7,15,7,3,0,9,5,0,58,3,3,26,0,8,5,13,23,16,99,313,571,953,277,172,132,266,332,56,3076,9,29,10,8,9,13,0,6,0,91,7,4,0,7,12,5,0,0,0,34,6,19,10,6,4,6,3,5,3,61,0,17,14,3,12,14,0,7,0,68,5,8,6,0,8,6,5,6,0,41
POA3220,31,68,16,5,3,10,6,9,4,141,28,58,13,3,0,4,3,14,0,127,124,168,179,19,14,23,39,54,11,624,105,45,190,19,16,7,9,43,0,436,32,10,23,0,0,5,3,0,0,80,37,334,15,36,4,0,0,5,4,439,27,113,5,13,0,0,7,4,5,173,241,239,32,32,59,60,20,26,7,725,40,132,9,59,29,9,7,16,4,308,12,47,10,19,9,8,4,13,3,129,29,3,61,10,3,0,9,12,0,137,0,0,0,0,0,0,0,0,0,0,11,14,6,0,8,8,5,5,0,61,5,12,8,3,7,6,5,7,9,62,720,1242,574,220,155,145,116,207,57,3441,12,38,12,10,30,3,0,8,0,118,7,17,4,4,3,0,0,4,0,40,16,14,9,0,12,8,4,7,4,56,15,43,14,14,18,10,0,9,3,122,3,6,3,5,8,0,0,0,0,25
POA3221,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,3,15,0,0,0,0,0,0,39,11,0,10,0,0,0,0,9,5,23,9,5,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,19,3,4,0,0,0,0,0,0,0,8,14,9,0,0,0,0,0,0,0,35,3,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,5,0,0,8,54,45,23,3,9,7,8,14,3,165,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9
POA3222,21,33,14,7,3,6,0,3,0,83,14,44,15,0,7,3,7,7,0,89,98,73,335,34,24,27,79,77,14,765,60,19,323,7,0,6,28,58,3,528,15,16,48,5,0,4,5,20,0,111,13,94,9,30,9,4,8,3,0,184,10,82,9,12,3,5,4,3,0,123,135,96,23,26,35,23,23,30,6,406,31,42,23,75,17,6,4,12,0,217,16,22,17,9,10,4,8,12,0,97,24,0,79,6,5,7,17,13,0,156,0,0,0,0,0,0,0,0,0,5,10,12,10,6,4,0,4,3,4,51,6,3,25,5,7,5,4,11,9,70,450,533,932,221,128,109,192,260,52,2885,9,26,8,12,16,7,3,0,4,83,0,3,4,4,3,0,0,3,0,21,6,9,7,3,0,0,0,8,0,44,0,11,5,0,9,0,0,0,0,31,9,10,11,9,0,14,0,3,0,50
POA3223,4,13,0,0,3,7,5,0,0,30,13,10,7,0,3,0,0,0,0,37,46,36,115,9,18,8,36,42,6,308,37,17,139,5,4,4,10,23,9,246,14,10,9,4,3,7,3,4,0,57,3,22,0,11,3,0,0,3,0,53,6,27,5,5,0,5,0,0,4,50,52,54,6,11,18,8,13,3,6,182,31,34,3,14,6,12,4,5,0,106,4,14,5,6,0,5,3,10,0,39,6,6,15,3,0,0,6,6,0,51,0,0,0,0,0,0,0,0,0,3,3,4,0,4,3,0,3,0,0,16,4,3,16,0,0,5,5,7,12,47,218,250,336,66,69,51,96,111,35,1229,6,12,8,5,9,3,0,0,0,44,3,0,0,0,3,0,0,4,0,8,4,0,0,4,0,0,0,3,0,21,4,3,5,0,4,3,0,0,3,22,4,8,0,0,3,3,0,0,0,19
