POA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA3087,31,45,24,23,36,9,4,4,0,174,56,65,56,86,80,18,7,17,4,372,72,39,362,108,83,41,55,56,9,830,0,0,5,5,19,3,0,0,0,39,4,8,9,10,17,6,0,7,0,62,3,10,3,4,6,0,0,3,0,23,12,12,6,12,3,8,3,3,10,62,476,1257,537,375,430,152,108,125,42,3500
POA3088,129,179,67,105,123,35,4,24,6,683,165,184,101,211,172,71,17,41,12,981,278,120,1040,260,275,125,97,160,40,2377,9,13,19,23,29,11,6,11,0,115,38,27,23,40,64,27,11,28,3,252,11,17,4,11,9,5,0,0,0,57,20,29,18,14,27,15,6,8,14,147,1696,3757,1471,1037,1270,456,202,326,139,10359
POA3089,80,97,25,64,57,24,0,12,4,365,114,76,50,136,93,42,19,14,12,552,210,82,683,178,143,69,74,115,21,1583,8,0,6,11,23,10,5,10,0,66,15,15,6,28,26,4,3,9,0,106,3,13,8,6,0,0,0,4,0,37,10,10,8,12,16,3,0,7,11,87,861,1593,873,613,593,211,119,191,71,5113
POA3090,11,17,0,5,11,4,0,3,0,56,22,16,13,15,26,10,0,0,0,97,61,11,116,20,19,17,18,7,5,263,0,5,3,3,7,3,3,0,0,21,9,0,0,5,12,0,0,0,0,26,3,5,4,3,0,0,0,0,0,13,4,4,0,6,8,3,0,0,0,22,205,271,154,63,118,51,25,21,12,920
POA3091,11,14,6,6,11,3,0,3,0,42,12,15,9,8,8,0,0,4,0,55,47,6,102,12,21,12,13,5,5,216,0,0,0,0,0,0,0,0,0,3,0,0,4,7,8,4,0,0,0,27,0,0,0,0,0,0,0,0,4,8,0,0,3,0,0,0,0,0,0,15,121,153,123,52,73,28,14,18,10,594
POA3093,30,18,11,10,31,6,0,4,0,104,23,24,13,30,17,3,0,4,0,120,56,21,142,31,25,16,8,12,0,306,0,0,0,3,4,0,0,0,0,18,7,3,0,0,13,4,0,0,0,27,7,5,6,0,0,0,0,0,3,16,0,4,0,0,4,4,0,0,5,18,315,525,194,130,158,76,18,33,24,1475
POA3094,43,64,19,43,41,16,5,7,5,234,59,68,41,60,68,31,9,17,0,349,109,37,338,97,86,39,26,41,14,775,4,4,3,5,11,3,0,4,0,32,18,11,4,7,18,5,0,6,0,71,3,5,0,0,4,0,0,0,0,15,6,17,0,0,3,9,4,0,7,53,613,1389,482,349,412,153,51,96,46,3605
POA3095,156,210,71,132,125,47,18,19,3,777,203,212,112,162,176,57,23,31,8,977,364,129,958,241,291,118,92,117,31,2341,10,9,20,14,31,19,6,14,0,120,53,35,24,43,74,36,9,18,0,287,18,37,6,4,17,4,5,0,0,97,18,38,17,21,32,11,4,12,30,188,2255,4291,1409,998,1348,464,186,279,129,11356
POA3096,11,15,3,3,6,6,5,3,0,50,21,8,7,24,10,3,0,0,0,83,30,17,119,38,19,8,7,19,3,272,3,0,3,3,0,0,0,3,0,16,3,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,7,131,214,144,93,72,30,17,30,9,741
POA3097,12,13,5,7,6,0,3,0,0,39,12,9,3,13,13,0,0,0,5,51,22,4,52,10,9,0,6,7,5,115,0,0,4,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,13,0,4,0,0,4,0,0,0,0,7,0,0,3,0,0,0,0,3,5,12,145,190,77,53,62,15,17,22,14,590
POA3099,24,29,11,25,27,4,0,3,4,137,33,30,42,36,36,18,3,7,4,218,98,32,293,64,56,14,40,46,10,653,4,0,0,6,6,3,0,0,0,16,4,9,0,8,9,0,0,6,4,40,3,3,3,3,0,0,0,0,0,14,4,5,3,3,3,3,3,3,0,28,325,605,396,204,218,73,63,81,30,1996
POA3101,125,137,30,63,76,46,13,19,15,522,124,98,53,89,95,67,13,29,13,573,115,67,246,110,82,59,15,37,22,753,7,4,5,11,12,9,0,8,0,49,30,19,9,16,21,15,0,4,6,116,20,41,4,4,10,11,0,0,11,103,20,48,3,13,21,9,0,8,32,151,2137,4991,532,619,1078,505,93,193,191,10341
POA3102,34,35,13,11,25,12,0,6,0,134,29,29,12,28,29,13,0,5,0,151,42,25,90,30,22,14,0,18,5,245,0,0,0,7,0,0,0,0,0,21,10,4,3,11,12,6,0,0,0,41,0,7,0,0,4,4,0,0,3,27,9,3,3,0,4,0,0,0,4,31,570,1244,166,182,306,125,23,47,48,2708
POA3103,80,79,17,46,54,26,11,3,4,317,93,56,31,49,61,42,13,13,4,357,60,25,124,47,43,44,13,28,8,397,5,3,6,4,10,5,0,4,0,31,20,12,5,9,20,14,0,6,0,73,6,24,0,5,10,9,0,0,0,64,12,22,8,4,11,5,0,3,13,78,1202,2586,310,349,630,362,73,139,109,5774
POA3104,96,112,43,32,72,42,14,21,8,430,101,81,49,78,86,59,9,20,10,479,118,41,185,72,62,52,15,41,16,590,14,3,3,8,15,4,0,0,0,47,26,9,6,16,28,20,6,8,3,124,14,18,3,5,11,3,4,4,0,69,25,32,8,8,18,14,0,0,19,121,1661,3395,496,481,996,510,91,180,146,7957
POA3105,59,56,28,37,38,23,9,18,7,267,55,53,40,63,55,34,9,11,7,328,59,25,250,92,52,39,24,47,8,593,5,0,0,5,8,6,0,3,0,34,11,9,9,13,14,16,3,6,0,87,5,8,5,0,0,5,0,0,4,25,23,17,7,7,9,11,0,0,19,91,697,1475,423,341,472,288,88,131,66,3981
POA3106,78,76,30,29,59,30,7,19,9,329,91,78,46,67,88,42,5,11,9,441,123,38,267,93,82,62,23,51,18,753,8,5,0,0,8,9,0,0,0,35,19,11,21,14,37,18,3,11,0,131,12,18,12,7,7,10,0,0,5,67,23,31,13,11,14,9,0,3,27,133,1181,2175,552,406,776,416,76,146,132,5861
POA3107,67,70,35,35,43,24,5,14,4,304,77,75,61,70,66,38,14,19,10,426,73,55,243,76,66,40,29,55,9,642,3,4,9,18,14,10,0,0,0,56,20,7,19,19,17,12,3,7,3,115,3,17,4,9,9,5,0,0,0,45,6,23,15,6,19,3,0,3,21,104,898,1928,515,415,626,307,84,152,83,5001
POA3108,82,98,69,60,79,52,24,34,13,506,118,106,100,145,122,85,31,53,11,763,112,54,330,160,86,87,42,82,22,973,3,5,7,7,12,10,5,9,0,66,28,13,10,27,35,16,4,15,3,149,13,22,8,9,7,12,3,5,0,74,22,25,21,17,21,13,3,14,36,172,1461,3460,860,807,1125,628,214,355,198,9101
POA3109,117,131,80,90,103,55,18,39,10,643,134,124,105,176,143,87,30,42,21,865,134,73,449,195,149,84,57,97,21,1265,9,4,12,13,26,14,0,10,0,90,31,21,20,30,40,30,10,6,0,184,19,36,9,10,13,17,3,7,5,113,26,36,17,17,20,13,8,8,34,185,1800,4067,1024,995,1468,712,235,378,222,10916
POA3111,74,66,28,22,50,25,7,10,5,292,70,55,47,64,61,28,5,15,5,357,91,37,246,73,71,48,31,46,11,661,3,3,8,3,14,3,4,0,0,35,14,11,11,8,24,7,0,7,0,80,10,12,8,6,8,3,0,0,0,42,13,18,4,5,14,3,0,5,17,86,897,1703,448,332,571,262,78,117,70,4478
POA3113,71,58,26,43,40,19,4,8,0,273,56,51,26,45,52,24,5,10,3,276,124,52,271,74,51,33,20,42,3,676,6,4,4,3,4,4,0,9,0,36,13,8,6,8,7,11,0,8,0,54,4,10,5,7,3,0,0,0,0,33,6,10,3,8,3,6,0,6,0,45,765,1285,394,288,341,153,41,101,38,3412
POA3114,15,23,9,10,8,9,0,6,4,90,28,24,7,12,23,7,0,0,0,113,60,13,114,20,27,7,9,17,3,282,0,0,0,4,4,0,0,0,0,10,4,6,0,4,13,0,0,4,0,33,0,8,5,0,0,0,0,0,0,9,5,4,5,3,0,0,0,0,3,23,356,515,156,97,168,65,16,32,20,1421
POA3115,23,25,3,17,22,5,6,4,0,105,25,22,16,25,25,5,8,8,0,147,105,23,194,32,48,22,18,33,8,479,4,0,0,3,3,3,0,0,0,14,0,6,7,0,17,3,0,0,0,39,3,0,0,0,5,0,0,0,0,12,3,11,3,0,3,0,0,0,0,21,315,432,242,120,193,74,27,51,16,1482
POA3116,46,58,28,45,54,15,8,10,0,264,97,82,39,101,115,41,11,26,7,519,192,46,590,169,154,79,82,110,22,1443,11,3,0,16,15,10,6,9,6,72,14,7,17,15,20,9,3,7,0,100,7,7,4,0,3,4,0,0,0,24,8,18,14,9,9,11,0,10,17,95,664,1116,762,521,543,248,139,198,73,4262
POA3121,147,181,57,90,95,40,12,28,7,651,245,254,125,178,173,86,17,43,16,1141,233,145,556,190,187,101,51,113,11,1587,19,11,8,19,21,11,0,10,0,110,40,33,20,22,47,28,4,10,6,220,15,43,8,7,10,7,0,0,0,100,30,48,12,19,17,12,8,13,45,210,3445,8531,1164,1091,1689,779,153,384,235,17466
POA3122,88,100,37,39,77,37,9,17,6,399,110,147,67,126,103,64,13,42,7,680,118,65,247,89,92,82,13,41,5,759,13,9,0,3,11,6,5,10,0,60,15,26,12,13,25,18,0,9,0,116,9,30,3,10,4,6,0,3,3,74,16,22,6,13,26,7,0,10,28,128,2021,5332,629,686,1156,541,114,287,168,10938
POA3123,59,83,24,16,40,22,0,6,4,255,91,70,47,63,88,43,12,16,6,437,63,34,155,65,59,48,16,25,10,470,9,7,3,4,8,3,3,5,0,37,14,10,12,10,11,4,0,5,0,74,9,22,6,12,8,6,0,0,0,60,8,24,5,10,9,9,0,0,18,74,1400,3483,402,407,773,379,91,122,92,7141
POA3124,105,124,38,38,71,53,8,14,8,465,104,91,52,80,92,49,15,13,9,506,104,55,158,72,71,55,16,38,13,583,9,0,6,6,10,8,5,8,0,53,24,13,11,14,33,19,3,5,0,108,9,17,0,7,8,0,0,4,0,51,12,35,7,8,17,9,3,3,18,116,2018,4186,438,508,967,478,84,160,138,8967
POA3125,42,55,21,36,49,18,12,17,4,255,62,72,56,98,89,52,18,49,5,498,60,40,178,87,53,51,30,50,12,552,5,0,3,7,13,12,4,3,0,42,9,15,7,16,22,15,3,0,0,88,5,10,6,12,9,4,0,3,0,48,17,12,10,10,10,5,11,3,12,87,861,2226,471,537,687,451,180,278,108,5799
POA3126,45,36,11,10,27,4,0,3,0,144,36,19,8,16,30,7,0,0,0,118,43,17,50,25,30,10,6,12,3,180,0,6,3,3,3,3,0,0,0,21,15,6,0,4,5,6,0,0,0,35,3,11,0,4,8,0,0,0,0,28,7,7,0,0,4,4,0,0,5,27,763,1426,125,139,318,127,17,43,46,3003
POA3127,70,126,31,43,58,36,3,20,7,394,81,102,46,77,95,46,10,21,0,484,80,53,198,71,61,47,10,33,5,568,5,4,10,8,5,9,3,0,0,43,19,11,5,14,31,18,3,4,0,111,5,20,0,4,9,3,0,0,4,49,14,27,3,7,5,0,0,4,22,90,1651,3820,418,465,839,360,75,161,114,7893
POA3128,88,83,57,61,53,34,14,40,5,433,102,107,116,164,69,91,47,87,15,796,69,50,268,154,100,68,38,69,4,822,4,8,14,13,16,14,0,13,0,75,19,9,17,22,28,18,6,14,3,124,3,19,7,9,4,0,3,6,0,58,8,20,18,18,19,13,12,13,44,169,1212,3351,817,902,1000,582,249,462,146,8721
POA3129,57,86,54,66,62,36,7,24,8,400,87,78,74,81,91,59,14,35,12,532,108,40,267,112,84,47,41,58,12,764,5,6,10,10,16,3,3,11,0,64,9,18,10,19,23,17,5,9,0,110,12,21,7,6,11,7,6,0,0,56,13,31,12,11,11,12,0,4,15,109,1122,2964,632,609,800,394,149,243,117,7037
POA3130,107,167,72,77,116,50,24,33,12,649,181,157,128,164,213,79,44,44,12,1026,238,96,547,207,178,116,84,110,22,1590,7,10,10,17,23,8,9,12,0,97,27,24,17,24,51,14,13,18,5,193,10,34,11,5,16,7,4,10,5,98,15,25,6,21,26,18,6,12,34,171,2249,5359,1145,977,1615,650,275,383,215,12867
POA3131,71,100,47,63,90,40,14,22,9,445,93,126,120,178,131,64,28,63,7,810,126,64,412,180,147,87,52,96,22,1186,5,3,8,16,6,3,6,10,0,53,9,20,15,25,32,16,6,18,0,138,13,19,4,3,12,3,0,6,0,66,11,28,14,10,8,9,3,14,16,115,1278,3404,873,833,1118,499,200,355,122,8677
POA3132,60,98,48,41,67,26,6,5,0,357,82,97,92,121,121,45,17,37,10,614,113,65,354,149,125,66,47,70,13,1003,3,5,3,6,7,7,0,9,0,59,13,21,14,19,28,8,5,7,0,121,9,13,4,4,8,3,0,0,0,36,16,20,6,16,8,8,12,7,16,103,1081,2921,707,624,883,333,135,212,103,6996
POA3133,87,113,56,59,71,41,21,24,14,480,113,118,92,137,105,59,21,42,8,699,150,69,413,143,117,62,64,83,19,1111,12,3,8,9,8,8,4,13,0,73,23,16,13,34,39,20,10,14,5,167,9,20,0,8,10,5,0,4,4,62,11,12,22,13,19,7,4,12,19,120,1332,3171,874,760,1047,444,187,296,145,8258
POA3134,167,209,99,138,155,57,26,49,13,924,217,216,161,276,229,87,44,59,18,1308,375,144,1077,389,316,156,110,191,39,2797,10,13,23,25,36,22,7,19,0,154,40,35,28,54,56,29,11,20,3,282,15,26,11,6,9,0,8,6,4,82,28,36,25,29,29,20,11,17,40,241,2260,4696,1744,1415,1689,660,306,517,213,13499
POA3135,91,125,69,76,84,30,9,21,6,510,118,151,80,145,123,57,25,28,8,737,166,99,646,218,186,94,76,138,21,1643,11,10,5,13,7,6,3,11,0,62,25,20,22,25,32,14,6,13,0,161,9,15,5,4,7,0,4,6,0,47,12,20,16,15,18,8,8,11,20,126,1246,3085,998,818,930,389,167,280,95,8006
POA3136,162,243,117,182,185,75,28,56,8,1059,315,317,209,414,339,148,50,85,31,1900,498,237,1833,580,484,233,242,334,69,4500,27,11,23,36,49,30,12,31,7,224,57,38,35,61,94,54,12,43,9,406,19,26,6,16,12,9,10,5,8,112,22,36,28,52,52,24,17,26,33,286,2409,5507,2561,1966,2083,858,470,732,251,16832
POA3137,54,67,37,66,54,22,12,3,5,314,95,128,66,147,116,45,16,35,7,652,217,67,804,256,199,105,111,155,46,1972,7,5,14,4,24,8,6,8,0,76,15,12,19,25,20,9,8,14,0,117,5,3,0,3,3,4,0,0,0,21,7,15,13,15,14,5,6,9,15,95,668,1332,1030,685,609,258,183,266,88,5114
POA3138,88,108,64,84,97,22,12,20,12,513,139,130,131,240,173,62,38,52,7,975,315,124,1266,391,303,144,185,226,42,3004,15,7,20,11,29,24,9,15,3,129,17,15,21,39,37,18,17,20,4,183,3,17,9,7,7,4,3,0,3,52,18,16,17,30,22,9,9,26,23,176,1043,2232,1654,1078,1008,403,302,435,130,8290
POA3139,49,69,32,46,63,9,0,8,6,296,89,64,70,201,110,41,16,34,6,631,286,79,1135,252,214,91,178,211,28,2463,18,8,16,11,23,10,7,13,3,109,26,4,23,31,17,11,9,14,5,141,9,5,3,4,8,5,0,3,0,39,16,15,18,19,13,8,11,11,17,119,700,882,1365,695,557,212,228,327,69,5047
POA3140,72,88,54,81,75,29,9,8,4,415,118,115,77,203,144,63,16,32,10,775,276,113,947,287,263,98,144,192,27,2346,7,6,9,13,16,12,8,24,0,102,21,8,11,26,38,11,10,20,0,150,15,9,0,6,10,6,0,3,0,42,13,11,13,20,18,8,10,6,29,133,852,1518,1180,826,802,310,224,325,93,6132
POA3141,124,135,40,49,62,52,9,14,5,487,173,201,77,132,119,103,8,27,8,857,143,99,259,123,109,82,15,52,15,893,14,7,10,16,12,10,6,6,0,80,29,34,6,17,29,27,5,10,5,161,22,46,12,12,16,14,0,3,3,112,29,51,12,6,26,11,3,12,21,165,2678,7027,709,795,1383,748,111,259,207,13919
POA3142,78,77,20,19,39,22,3,3,10,268,72,74,19,38,49,43,0,14,10,308,63,24,82,51,51,22,3,23,11,325,7,0,4,8,3,8,0,5,0,31,28,11,4,5,18,11,0,3,4,87,10,24,0,4,5,4,0,0,5,57,26,34,0,6,22,7,0,6,17,118,1313,2499,201,243,569,330,30,84,142,5417
POA3143,55,44,16,23,37,21,0,3,0,193,57,66,19,38,43,35,0,5,5,262,47,29,86,33,31,24,12,16,9,292,4,0,0,4,4,4,0,0,0,15,6,4,3,7,12,11,0,0,5,52,7,18,0,4,4,0,0,0,0,31,8,17,6,0,8,8,0,0,15,61,943,2170,230,255,433,300,45,84,79,4540
POA3144,46,69,16,18,31,18,5,4,3,203,58,49,20,35,47,27,5,14,8,246,46,23,85,38,20,21,10,9,0,258,7,4,4,3,3,4,0,0,0,25,15,13,0,4,16,12,0,0,0,70,11,14,7,3,5,6,0,3,0,47,8,19,0,5,7,6,0,5,13,63,1057,2166,213,220,452,263,38,77,86,4562
POA3145,99,131,36,47,77,47,14,27,4,487,127,139,71,121,121,47,20,38,10,684,122,57,301,124,95,75,19,50,12,857,7,5,0,15,11,16,0,9,0,66,29,23,11,18,47,20,0,8,3,162,9,32,7,10,12,0,0,0,4,88,26,28,5,12,14,12,9,10,31,150,2051,4477,671,696,1129,543,138,290,144,10146
POA3146,125,144,47,49,119,49,6,10,9,559,150,120,67,104,133,62,14,28,12,680,152,75,249,94,99,73,27,30,16,824,8,13,10,7,19,9,0,4,0,75,35,27,13,15,36,20,0,6,6,166,14,38,12,10,11,5,0,3,4,88,16,31,8,9,20,13,3,5,24,123,2628,5442,639,646,1245,575,110,205,162,11647
POA3147,69,75,29,29,54,17,6,13,7,294,90,87,29,62,67,33,7,15,13,401,69,37,193,71,53,43,19,52,14,558,5,6,3,9,7,10,4,5,0,49,18,9,11,18,14,8,5,11,0,100,4,18,6,5,6,6,0,0,0,37,15,13,5,14,3,7,4,8,19,72,1294,2621,425,395,612,285,83,163,101,5991
POA3148,27,51,23,23,33,6,14,8,3,197,48,57,40,74,56,34,15,31,0,358,56,35,188,71,57,38,11,44,0,503,0,0,6,6,5,3,0,3,0,28,10,7,8,14,10,0,0,10,0,49,5,11,3,7,3,3,0,0,0,42,10,9,11,6,4,4,4,6,17,67,585,1556,416,395,492,265,101,187,75,4076
POA3149,139,150,87,87,117,53,25,41,12,701,145,129,136,150,171,95,34,83,24,978,159,72,498,181,176,91,83,122,25,1413,11,6,10,18,24,19,0,11,0,98,37,26,19,31,51,20,8,24,0,210,26,41,16,9,15,4,0,5,7,118,27,54,15,22,34,22,3,11,53,239,2353,5535,1193,982,1743,795,307,519,262,13683
POA3150,224,268,188,140,200,97,59,72,11,1262,254,232,269,275,293,148,69,136,28,1705,278,114,716,355,212,146,120,175,45,2169,10,10,23,22,41,18,9,27,0,161,42,42,33,61,82,30,21,31,8,351,43,80,15,17,17,25,12,3,4,228,46,83,44,26,53,33,14,26,71,387,3697,8836,2017,1723,2811,1300,576,853,398,22208
POA3151,26,33,31,23,41,16,7,15,4,203,38,52,51,61,58,33,12,36,4,345,56,21,177,48,50,25,21,47,7,456,3,0,0,3,9,0,0,3,0,33,8,7,3,8,10,10,3,8,3,60,0,8,3,0,0,3,3,8,0,26,6,7,9,10,0,8,10,7,14,66,561,1453,407,317,503,259,115,236,63,3918
POA3152,136,172,82,79,150,56,21,40,17,761,165,180,159,227,220,106,50,73,24,1198,258,116,804,335,251,157,122,177,44,2268,9,12,17,21,22,10,15,15,0,123,24,29,27,41,47,18,14,25,0,224,15,23,11,7,21,11,0,3,6,103,31,36,23,22,34,14,12,22,36,230,1928,4456,1479,1190,1729,782,368,507,227,12660
POA3153,65,81,59,68,70,29,16,30,3,419,109,136,141,208,146,77,31,70,15,921,171,95,840,311,255,101,147,191,48,2161,14,0,14,14,31,13,14,22,0,116,19,10,8,35,34,21,18,20,3,165,7,14,9,6,6,4,9,12,0,64,11,26,21,18,17,14,16,15,17,152,855,2217,1270,1001,985,412,314,473,137,7663
POA3154,31,25,9,20,22,9,4,0,3,122,35,27,30,48,42,17,5,13,0,222,74,29,232,64,45,23,23,41,14,546,0,0,7,8,0,3,0,5,0,21,10,11,0,3,11,11,3,6,0,42,4,0,3,0,0,0,0,0,0,12,3,3,4,6,8,4,4,0,3,33,251,414,315,193,211,82,54,81,29,1632
POA3155,72,102,91,78,86,31,7,33,3,511,106,149,130,269,174,63,33,54,19,998,251,105,1003,355,290,159,174,206,40,2578,9,9,19,16,30,18,8,24,0,137,24,16,14,31,31,17,22,13,0,168,9,7,8,6,14,4,3,0,0,57,12,29,17,25,23,13,17,10,17,169,967,2477,1512,1102,1105,483,338,456,122,8565
POA3156,155,215,114,156,170,56,30,27,13,929,262,243,176,364,280,143,67,78,35,1649,482,202,1777,488,442,236,270,303,64,4267,27,9,27,41,49,47,12,31,0,234,44,30,30,56,65,42,21,29,10,323,16,38,12,6,10,3,0,5,3,99,19,32,27,36,49,25,12,17,29,252,2068,4008,2469,1580,1783,780,519,623,221,14056
POA3158,32,42,27,28,39,4,7,15,3,186,41,72,36,66,39,27,13,13,5,317,100,44,308,100,88,43,45,58,16,800,3,0,0,6,15,9,3,6,0,44,11,3,9,11,12,4,4,0,0,54,0,8,0,0,0,0,0,0,3,13,0,8,7,9,4,0,3,3,20,56,402,952,428,305,307,126,85,123,55,2783
POA3159,17,24,6,6,8,4,0,0,0,69,25,16,16,34,15,6,3,6,0,123,39,13,127,35,23,11,16,18,3,276,4,0,4,0,0,0,0,0,0,13,4,4,5,5,4,6,4,0,0,33,0,0,0,0,0,0,0,0,0,6,6,6,4,0,0,0,0,0,4,17,179,332,173,122,104,42,26,38,14,1034
POA3160,41,64,26,46,32,15,3,9,0,240,66,89,55,97,59,26,9,15,5,415,115,64,424,131,107,44,54,68,22,1027,3,8,6,10,8,8,0,10,0,52,9,8,6,18,16,5,8,5,0,83,3,11,3,7,6,0,0,0,0,24,10,3,11,5,14,8,0,7,5,69,595,1229,597,456,379,149,89,136,53,3688
POA3161,72,105,31,40,53,31,5,18,7,363,74,89,42,96,76,42,10,16,7,447,92,49,162,86,61,49,16,33,11,560,7,8,7,6,3,6,0,5,0,49,15,17,7,16,22,15,6,8,0,97,7,27,3,0,3,9,0,4,5,64,16,44,5,17,13,8,3,3,29,143,1432,3500,421,547,744,398,86,168,161,7455
POA3162,90,114,35,44,68,30,5,13,6,413,102,109,50,89,90,54,14,12,4,519,97,46,225,88,69,41,25,53,12,646,3,0,7,8,10,4,0,9,0,49,31,25,12,19,28,17,6,10,4,145,14,28,4,5,5,3,0,0,0,65,34,37,12,26,19,6,3,5,25,174,1528,3350,486,556,796,407,98,177,137,7535
POA3163,122,152,108,78,99,49,21,31,10,658,176,179,170,215,191,116,35,78,17,1169,163,121,543,224,154,109,60,114,19,1522,10,7,10,17,24,23,6,7,4,95,32,27,26,35,53,23,9,17,4,219,22,47,15,7,13,8,9,13,6,135,26,46,18,19,24,10,16,18,56,230,2425,6636,1363,1268,1784,841,339,585,288,15539
POA3165,150,190,84,95,149,61,10,31,5,776,199,188,116,168,191,84,17,35,13,1010,256,92,724,204,217,136,65,104,29,1824,13,10,7,19,20,12,9,11,0,100,29,31,16,35,51,41,3,15,0,225,26,37,10,6,18,12,4,7,0,118,25,40,25,22,28,18,11,10,32,204,2315,4453,1252,971,1520,679,194,316,188,11887
POA3166,66,118,71,70,91,36,20,26,10,500,119,156,123,174,152,82,35,54,11,908,159,78,517,193,154,91,80,112,19,1408,11,8,11,15,24,12,8,10,0,91,30,30,16,21,46,17,3,17,6,181,8,12,9,9,8,8,3,0,0,67,19,24,14,15,26,14,7,16,26,167,1568,4071,1078,911,1255,582,275,419,157,10330
POA3167,25,46,22,21,48,15,5,8,4,192,48,46,47,63,71,22,18,29,9,359,46,20,239,83,53,32,32,63,10,583,0,0,3,8,13,4,4,4,0,42,8,3,18,11,16,9,6,9,4,88,7,5,0,0,4,0,0,0,3,29,3,14,7,9,3,12,0,9,15,73,527,1296,441,340,489,230,133,181,79,3711
POA3168,39,35,48,32,32,16,18,36,5,273,48,59,141,144,78,71,66,88,10,714,50,46,251,158,72,51,73,93,21,810,0,3,6,11,17,3,3,14,0,58,10,3,7,24,15,11,10,11,6,106,3,17,16,12,7,16,9,16,0,93,17,29,20,15,17,10,14,17,50,185,624,2977,865,916,859,577,558,863,202,8445
POA3169,25,70,57,53,65,30,34,28,10,376,50,77,130,151,110,46,50,81,5,707,85,39,434,196,74,51,111,115,24,1125,4,5,11,9,16,5,9,4,0,60,12,8,22,28,29,17,10,27,0,157,6,23,14,10,12,7,11,13,3,89,10,26,27,15,18,12,17,31,44,192,648,2178,980,788,931,420,454,607,161,7164
POA3170,79,80,51,46,81,27,22,30,13,430,84,86,115,136,151,66,31,46,22,731,123,62,409,154,131,61,82,109,19,1148,5,5,10,15,11,9,3,8,4,68,13,6,15,20,35,12,16,13,0,145,4,18,8,13,16,4,6,8,0,66,11,24,17,12,21,12,13,21,33,166,1025,2393,828,674,997,367,251,361,159,7056
POA3171,23,34,47,33,42,23,26,44,0,278,49,44,140,150,78,57,75,118,15,739,51,28,280,174,63,59,118,144,24,938,13,3,17,9,5,8,10,15,6,78,11,7,22,24,17,9,7,23,3,127,7,8,16,5,8,4,9,15,0,82,13,20,25,19,10,14,21,42,53,224,419,1382,809,727,619,375,486,719,176,5714
POA3172,71,78,59,60,85,40,20,39,0,460,114,100,106,144,138,61,57,77,9,812,151,64,610,192,168,88,131,148,33,1591,13,7,3,13,22,4,15,15,4,98,15,9,20,28,35,17,19,29,0,170,3,12,3,3,10,7,10,4,0,47,13,21,27,25,24,9,16,28,40,200,799,1660,990,712,857,401,394,463,129,6399
