POA_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
POA3040,292,101,445,107,19,1221,1440,2072,597,20,718,698,128,204,1742,91,1624,16874,803,24540,4,9,3,3,0,6,3,0,11,0,7,102,818,965,1847,2216,736,167,896,946,185,298,2047,198,2078,17088,1647,26722,0,3,0,0,0,0,0,0,0,0,5,25,0,29,56,18,26,3,26,48,9,11,29,8,28,133,6,285,56,18,32,3,26,48,9,11,29,8,28,154,8,315,1774,1929,706,163,870,877,177,276,1950,184,1916,13422,702,21492,19,6,0,0,7,7,0,3,9,0,3,65,721,822,1842,1956,737,167,894,937,183,294,1993,193,1956,13640,1427,22629
POA3041,147,48,193,78,7,587,789,895,338,17,394,360,68,94,830,68,782,8278,450,12103,8,10,0,0,5,8,0,0,5,0,6,60,330,422,1013,985,390,80,494,468,102,144,980,121,980,8412,793,13111,0,4,0,0,0,0,0,0,0,0,0,16,0,16,40,17,19,5,17,32,7,7,16,7,16,59,8,168,40,22,19,5,17,32,7,7,16,8,16,71,8,185,961,809,357,74,462,425,91,133,921,109,869,6376,377,10268,11,0,5,0,3,5,0,0,0,0,3,39,269,322,1007,836,382,80,487,464,103,138,936,114,890,6483,652,10781
POA3042,232,87,334,134,32,1135,1076,1221,376,18,662,477,105,158,1046,81,916,10164,528,15041,8,10,0,0,6,4,3,3,7,0,9,81,467,585,1482,1367,525,94,892,696,177,240,1281,171,1264,10375,1029,16763,0,0,0,0,0,0,0,0,0,0,4,12,0,15,50,19,23,0,30,41,6,12,21,9,25,87,7,219,50,17,23,0,30,41,6,12,20,9,26,97,7,233,1432,1170,492,89,851,642,169,224,1215,159,1116,7820,451,13146,10,5,5,4,12,9,0,4,8,4,4,50,405,484,1483,1187,520,94,889,688,179,240,1249,171,1152,7963,865,13866
POA3043,358,104,500,142,33,1415,1274,1333,400,27,858,563,118,208,1078,89,1042,10357,567,15714,12,11,7,0,12,10,0,5,3,3,12,99,636,784,1790,1535,559,152,1200,872,208,323,1442,195,1552,10597,1238,17912,0,5,0,0,0,0,0,0,0,0,0,6,0,10,60,19,26,6,39,40,8,18,33,10,27,81,8,238,60,25,26,6,43,40,8,15,33,10,27,87,8,248,1702,1307,525,146,1140,815,186,295,1348,182,1393,8011,478,14010,21,7,6,5,22,12,7,4,4,6,8,54,552,662,1790,1336,559,152,1198,869,204,319,1389,195,1434,8153,1043,14920
POA3044,471,152,644,203,32,1851,1376,2157,454,27,859,585,128,183,1978,114,1692,17801,801,25672,11,18,0,0,11,3,0,5,9,6,12,140,974,1180,2050,2395,646,282,1242,973,225,323,2464,265,2346,18146,1802,28701,5,0,0,0,0,0,0,0,6,0,9,12,0,25,51,22,18,8,23,34,3,19,22,9,32,101,8,231,47,23,18,8,23,34,3,19,28,9,36,111,12,258,1972,2060,611,272,1192,918,215,294,2332,251,2089,13724,702,22412,26,9,3,3,14,11,3,6,10,5,8,65,807,925,2047,2090,637,285,1231,967,222,317,2370,269,2129,13898,1522,23595
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,11,48,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0,0,8,44,55
POA3046,778,236,980,278,42,2749,1784,2330,503,35,1248,756,166,258,2176,117,1842,22753,942,31690,65,19,15,41,43,36,7,13,72,14,34,186,1980,2337,2808,2680,809,399,1867,1346,340,466,3020,364,2858,23212,2968,36772,3,4,0,0,0,0,0,0,5,0,5,46,0,55,67,22,29,10,35,50,13,18,40,8,33,116,11,299,71,25,29,10,35,52,13,18,38,8,34,157,14,356,2641,2279,751,321,1749,1220,302,422,2795,331,2532,17656,806,28008,94,19,27,68,72,67,16,20,112,14,80,131,1571,1942,2799,2327,808,399,1859,1331,332,466,2943,362,2642,17949,2390,30306
POA3047,626,124,765,202,33,2031,893,1244,196,18,853,366,116,146,941,73,875,12530,633,17142,14,17,0,3,9,10,4,5,15,0,13,149,2103,2302,1558,1588,345,132,1405,721,237,313,1583,203,1646,12886,2769,21478,0,0,0,0,0,0,0,0,0,0,0,4,0,6,27,10,14,0,27,18,6,8,19,8,17,41,5,129,24,10,14,0,27,18,6,8,19,8,17,50,5,130,1503,1299,322,125,1357,683,214,291,1485,187,1458,9121,533,14872,22,13,3,5,11,9,5,6,26,5,13,123,1675,1863,1559,1326,338,132,1396,710,227,307,1532,200,1487,9288,2212,16866
POA3048,560,130,773,211,42,1987,823,1107,175,24,856,327,127,117,831,65,854,10355,604,14649,20,26,6,3,12,7,0,4,19,0,20,121,1262,1447,1412,1417,321,138,1399,662,260,256,1405,198,1645,10683,1910,18081,0,0,0,0,0,0,0,0,0,4,0,0,5,8,29,13,6,0,17,17,6,10,8,3,21,32,4,92,29,14,6,0,17,17,6,10,8,3,17,34,7,97,1364,1173,306,134,1361,634,245,232,1332,190,1485,7596,509,13111,20,15,5,0,14,4,3,3,15,3,14,74,921,1053,1412,1202,315,138,1392,655,256,250,1360,198,1518,7701,1437,14261
POA3049,215,45,267,77,5,717,673,729,205,12,376,287,63,103,573,43,557,5732,339,8597,3,7,0,0,4,0,0,0,9,0,3,44,425,499,910,844,281,101,545,405,115,165,797,81,835,5854,771,9812,0,0,0,0,0,0,0,0,0,0,0,7,0,4,21,9,17,0,18,16,0,6,15,3,15,40,4,111,21,11,17,0,18,16,0,6,19,3,16,50,4,115,873,718,266,98,524,386,110,155,747,73,749,4450,287,7645,8,6,0,0,0,8,0,3,10,3,3,37,336,394,909,738,284,101,545,405,107,163,778,82,768,4534,622,8156
POA3051,142,36,191,45,14,494,440,1114,176,4,285,188,51,61,1505,45,910,9236,282,13138,3,10,0,0,5,0,0,0,0,0,5,63,1238,1323,575,1203,208,39,383,264,78,107,1649,86,1107,9344,1531,14953,0,0,0,0,0,0,0,0,0,0,0,14,0,16,10,6,8,0,9,8,3,7,12,0,10,39,0,88,15,6,8,0,9,8,3,7,17,0,10,53,5,106,560,1115,203,40,367,251,71,92,1608,78,1034,7875,228,11969,10,4,4,0,3,0,0,3,12,0,0,52,1070,1149,575,1129,211,40,380,259,74,102,1635,86,1051,7975,1301,13220
POA3052,87,42,122,23,4,304,197,640,113,3,115,91,31,27,827,23,457,4513,134,6533,3,3,5,0,4,0,0,0,0,0,0,30,426,462,314,672,159,62,172,167,57,50,921,65,578,4557,562,7297,0,0,0,0,0,0,0,0,0,0,0,9,0,11,7,10,8,3,3,4,0,0,12,6,7,17,0,48,7,10,8,3,3,4,0,0,14,6,7,24,0,60,304,639,146,61,162,161,56,47,897,53,558,4112,130,6329,0,0,0,0,3,3,0,0,0,0,5,20,389,422,314,646,159,62,168,165,56,50,910,61,565,4156,521,6810
POA3053,211,56,217,36,12,587,377,1081,185,10,240,194,36,69,1435,42,844,10757,252,14428,0,10,0,0,4,0,0,0,10,0,10,71,928,1028,552,1166,246,125,329,307,71,96,1657,97,1070,10864,1197,16034,0,0,0,0,0,0,0,0,0,0,0,14,6,21,12,7,11,7,12,16,9,3,8,5,11,40,4,93,12,6,11,7,12,16,9,3,8,5,15,56,9,111,526,1108,233,90,299,277,57,91,1627,87,994,10041,238,14055,11,7,8,29,16,13,3,4,13,4,25,71,870,1008,548,1118,245,125,329,310,67,96,1648,94,1036,10162,1117,15177
POA3054,56,16,105,22,3,240,408,760,209,10,143,193,43,59,896,32,583,4887,227,7633,4,4,0,0,0,4,0,0,6,0,0,28,267,315,476,786,230,34,169,231,55,72,959,44,693,4938,500,8186,0,0,0,0,0,0,0,0,0,0,0,7,0,5,5,4,8,0,0,12,0,9,8,0,10,33,0,69,5,8,8,0,0,12,0,9,8,0,10,40,0,82,457,724,217,27,167,219,51,63,933,42,637,4150,207,6948,8,3,4,0,0,6,0,0,4,0,3,19,235,268,476,738,229,34,169,230,53,72,944,44,651,4209,438,7293
POA3055,259,59,265,95,8,836,620,1318,257,9,331,240,66,82,1836,47,1053,8613,401,13371,4,17,5,3,13,7,0,0,12,3,5,57,441,545,924,1470,354,108,506,398,112,132,2106,104,1319,8756,847,14746,0,0,0,0,0,0,0,0,0,0,0,14,0,10,13,10,13,6,16,11,0,9,14,3,17,59,3,129,17,10,13,6,16,9,0,9,21,3,13,75,3,147,895,1347,344,90,468,380,109,132,2051,101,1243,7056,341,12243,15,3,0,15,14,3,0,0,3,4,5,32,401,482,926,1366,354,108,500,398,114,132,2071,104,1259,7165,747,12865
POA3056,367,91,432,114,14,1263,975,2279,453,17,525,338,114,121,3371,65,1795,14591,627,22797,15,11,0,0,12,0,0,5,27,0,4,81,728,855,1392,2448,581,144,817,562,181,204,3768,153,2237,14777,1367,24912,5,0,0,0,0,0,0,0,3,0,4,23,0,33,12,17,14,0,9,9,6,3,25,0,25,92,3,170,16,12,14,0,9,9,6,3,30,0,26,113,5,200,1369,2277,569,143,794,544,171,196,3694,143,2109,12448,564,21401,13,5,3,0,3,6,0,4,5,7,12,56,674,758,1388,2296,578,143,813,555,171,204,3728,151,2151,12617,1245,22359
POA3057,127,25,187,56,5,482,453,1227,210,10,243,174,45,48,1850,27,909,7950,330,12216,0,4,0,0,0,0,0,0,3,0,8,59,484,559,597,1298,248,36,332,251,64,77,1987,54,1095,8066,821,13262,0,0,0,0,0,0,0,0,0,0,0,12,0,15,5,4,7,0,7,14,0,3,10,4,5,38,0,80,5,7,7,0,7,14,0,3,15,4,5,55,3,97,588,1231,241,33,319,235,62,71,1947,53,1049,6925,309,11438,0,0,0,0,4,0,0,0,4,0,4,27,434,471,597,1239,248,36,332,246,65,77,1964,54,1058,7003,748,12011
POA3058,709,176,915,239,39,2464,1705,2818,584,31,1041,625,165,210,3590,115,2370,20342,937,31067,22,22,8,0,14,12,6,5,17,0,12,122,1189,1374,2517,3109,845,304,1578,1105,306,361,4311,292,3298,20698,2159,34906,0,0,0,0,0,0,0,0,6,0,0,20,0,34,41,15,21,4,12,21,6,12,33,7,42,122,0,231,43,9,21,4,12,26,6,12,37,7,42,139,0,267,2438,2726,811,298,1542,1059,292,341,4158,278,2984,15889,775,27844,29,16,3,0,6,5,4,0,21,3,55,86,1066,1268,2512,2755,842,304,1567,1096,293,355,4210,289,3086,16119,1840,29370
POA3059,278,55,451,139,11,1085,906,1242,299,8,734,426,96,91,772,67,988,14395,708,19409,11,9,4,0,5,0,0,0,8,0,9,102,644,785,1209,1355,404,76,956,608,153,167,1054,120,1446,14635,1364,21274,0,0,0,0,0,0,0,0,0,0,0,6,0,4,12,4,4,0,15,12,0,5,14,0,6,64,5,114,12,4,4,0,15,12,0,5,14,0,6,71,7,123,1185,1124,395,75,932,583,151,153,1011,113,1293,10711,574,16090,3,0,0,0,4,0,0,0,0,0,3,55,466,534,1204,1132,395,76,952,599,149,161,1017,114,1304,10837,1049,16750
POA3060,267,74,371,158,64,1272,678,821,175,18,598,285,53,81,679,52,668,8685,398,12017,15,4,3,0,8,9,0,0,12,4,3,109,838,982,1109,972,291,110,891,518,128,159,956,132,1044,8945,1301,14274,0,0,0,0,0,0,0,0,0,0,0,9,0,8,18,9,8,0,8,7,3,5,5,12,13,30,0,67,18,9,5,0,9,7,3,5,5,12,13,36,0,73,1077,793,280,105,868,503,115,150,913,121,936,6382,365,10426,16,10,5,0,12,3,0,0,3,5,8,74,642,745,1108,812,287,107,888,515,123,159,922,132,954,6492,1007,11247
POA3061,124,33,219,79,10,605,223,235,69,5,220,126,21,49,209,22,207,2829,211,4013,6,4,0,0,0,0,0,0,3,0,0,36,322,367,417,301,118,35,380,239,55,77,343,53,428,2937,547,4977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,8,0,0,3,3,22,0,3,0,0,6,6,0,0,8,0,0,10,3,23,407,253,114,29,379,231,53,74,330,50,385,2133,156,3670,3,0,0,0,0,0,0,0,9,0,0,30,252,289,410,257,117,35,384,235,58,73,337,53,389,2169,407,3988
POA3062,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
POA3063,5,4,15,0,0,33,40,47,9,0,16,21,0,3,29,0,25,331,23,490,0,0,0,0,3,0,0,0,0,0,0,0,31,41,52,50,10,0,28,23,3,9,32,3,36,333,57,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,49,40,14,0,27,22,3,9,28,3,33,263,17,430,0,0,0,0,0,0,0,0,0,0,0,3,37,38,52,42,10,0,27,23,3,9,28,3,33,267,51,475
POA3064,1703,325,2769,923,148,6590,3599,6273,916,42,4082,1507,446,476,4265,254,4844,78734,2807,101464,49,45,5,0,41,30,11,11,29,4,38,698,5479,6360,5312,7144,1357,312,5531,2455,790,822,6000,585,7650,80361,8436,114413,4,4,0,0,6,0,0,0,5,0,0,65,0,80,112,44,48,5,69,63,19,37,63,16,64,200,11,481,117,49,48,5,74,63,17,37,66,16,61,264,11,560,5139,5633,1283,288,5371,2307,738,746,5589,556,6640,54932,2199,79758,46,19,9,18,36,26,8,6,33,9,28,483,3934,4554,5295,5706,1335,307,5481,2399,764,793,5686,576,6728,55679,6146,84878
POA3065,118,23,134,44,0,407,382,828,186,7,205,183,31,48,1149,35,695,6033,283,9121,3,0,0,0,0,6,3,4,6,0,5,54,836,909,507,874,228,36,289,240,60,77,1277,59,838,6135,1119,10431,0,0,0,0,0,0,0,3,0,0,0,13,0,21,11,7,13,0,0,13,0,0,19,4,15,35,3,84,9,10,14,0,3,14,3,3,20,5,14,48,6,105,485,809,218,35,283,220,47,71,1242,60,791,5239,251,8514,8,9,0,0,5,6,3,3,0,0,5,32,703,749,506,826,228,36,287,240,54,77,1265,59,806,5318,961,9362
POA3066,130,18,128,40,4,356,252,817,127,0,157,99,36,48,1064,22,578,5534,239,8182,3,8,0,0,0,0,0,0,3,0,0,48,580,644,345,887,153,31,212,149,46,75,1196,38,708,5623,829,9179,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,0,0,6,0,0,16,0,6,41,0,63,6,4,3,0,0,6,0,0,16,0,6,41,0,70,335,841,145,34,203,142,46,75,1163,38,679,4872,198,7681,0,5,0,0,3,0,0,0,8,0,4,26,487,528,345,846,153,34,208,148,46,75,1184,38,683,4936,691,8284
POA3067,126,27,139,30,7,322,331,818,154,8,180,131,36,53,994,26,635,5495,215,8244,5,4,0,0,0,4,0,0,4,4,0,30,484,536,429,871,179,48,236,185,46,66,1128,57,778,5553,709,9096,0,3,0,0,0,0,0,0,0,0,0,16,0,14,12,7,5,0,5,4,6,3,13,0,11,37,5,81,18,5,5,0,5,4,6,3,13,0,11,48,5,96,409,816,170,40,226,174,47,63,1095,61,735,4896,205,7785,4,3,0,3,3,3,0,0,3,0,0,17,447,478,429,827,174,48,233,183,46,66,1112,57,744,4959,654,8362
POA3068,291,59,328,78,32,916,975,1756,485,11,363,404,93,159,2202,66,1425,11353,527,17711,7,12,0,0,5,0,0,0,11,0,9,60,661,757,1267,1881,603,123,543,582,154,227,2505,123,1765,11495,1217,19382,0,0,0,0,0,0,0,0,4,0,0,13,0,24,27,13,20,6,18,20,4,3,24,3,21,76,6,170,30,13,21,6,18,20,3,4,22,3,23,92,6,187,1229,1704,570,110,518,546,146,218,2429,113,1641,9190,478,15929,5,3,5,8,8,12,3,3,5,6,9,36,582,651,1267,1722,599,123,539,578,154,226,2460,120,1674,9320,1062,16765
POA3070,358,89,476,152,25,1275,1183,2202,509,30,525,442,91,146,2808,80,1862,14945,739,23113,14,12,4,0,6,13,0,0,17,0,16,73,766,892,1634,2350,640,141,748,669,169,216,3176,175,2354,15174,1529,25276,6,0,0,0,0,0,0,0,0,0,0,25,0,29,32,8,11,6,16,24,5,5,21,0,12,87,7,174,31,8,11,6,16,25,5,5,23,0,12,107,7,204,1570,2095,615,129,718,632,157,204,3068,171,2179,11894,638,20537,31,8,12,0,8,10,3,10,11,0,16,40,660,752,1625,2118,639,141,741,669,163,216,3104,175,2202,12047,1300,21495
POA3071,380,69,395,100,26,1229,852,1599,328,22,440,321,75,119,2054,49,1309,11268,501,17137,14,12,0,0,3,6,4,4,14,0,7,68,529,637,1215,1743,424,239,679,552,127,197,2440,116,1718,11434,1055,19005,0,3,0,0,0,0,0,0,0,0,0,12,0,18,15,9,4,7,10,7,0,0,19,4,22,51,3,124,15,15,4,7,10,7,0,0,21,4,20,63,3,141,1181,1559,411,125,646,510,113,190,2294,106,1526,8995,432,15359,14,6,4,115,23,24,9,0,88,11,44,38,464,700,1212,1581,421,239,673,541,129,197,2399,114,1596,9099,900,16200
POA3072,608,158,830,213,40,2146,1610,2626,527,22,1028,652,152,224,3269,118,2137,20313,883,30177,19,16,4,3,14,9,0,0,43,7,35,130,1234,1471,2318,2931,725,201,1459,1022,270,382,3921,279,3001,20657,2157,33790,3,3,0,0,0,0,0,0,0,0,0,26,0,34,31,13,19,3,26,30,5,4,42,7,33,108,11,248,31,16,19,3,25,30,5,4,42,7,38,129,10,279,2274,2603,694,184,1410,982,263,372,3762,268,2738,16266,760,27234,11,9,0,5,15,9,0,3,36,7,22,79,1059,1215,2316,2629,718,201,1455,1013,271,379,3842,279,2792,16478,1831,28727
POA3073,1110,285,1385,395,126,4183,2833,3480,846,44,1856,1101,244,437,3878,223,2782,30144,1428,44037,60,30,14,4,32,20,4,5,36,0,24,251,2484,2882,4415,4051,1203,415,2741,1831,487,727,5028,509,4197,30789,4030,51096,0,3,0,0,0,0,0,0,0,0,5,30,0,36,93,37,30,15,58,68,16,39,54,19,53,160,10,399,93,39,28,15,57,69,16,39,59,19,61,188,11,434,4205,3569,1138,362,2618,1703,458,670,4777,461,3760,23810,1278,40078,111,31,28,45,60,38,10,15,72,30,114,212,2142,2630,4411,3637,1195,415,2726,1811,483,720,4907,506,3928,24206,3433,43146
POA3074,456,133,702,273,41,2164,1172,1139,314,32,1075,546,110,141,1014,94,961,11900,574,17072,20,8,6,3,14,3,0,4,6,4,6,109,841,999,1933,1406,517,160,1620,938,250,285,1482,227,1674,12279,1452,20234,0,0,0,0,0,0,0,0,0,0,0,3,0,12,23,9,6,5,17,21,6,13,11,6,13,45,5,104,23,15,6,5,17,21,6,13,11,6,16,47,5,116,1897,1211,504,155,1586,894,241,271,1430,217,1560,9527,507,16151,18,10,5,0,13,8,3,0,5,7,8,80,706,824,1934,1238,516,160,1613,924,253,284,1449,226,1590,9648,1221,17085
POA3075,571,177,723,279,41,2283,1282,1320,319,28,1073,480,133,159,1136,89,1047,13914,694,19585,26,19,6,0,13,3,0,3,15,0,8,141,1160,1353,2107,1571,516,196,1653,893,289,317,1719,267,1780,14333,1895,23219,0,0,0,0,0,0,0,0,0,0,0,12,0,18,35,6,7,0,26,21,3,10,11,10,18,35,4,126,35,10,7,0,26,21,3,10,16,10,21,53,4,144,2039,1325,489,191,1603,858,274,304,1655,258,1623,10717,556,17730,28,16,7,0,16,9,0,0,20,9,14,93,927,1088,2100,1354,504,196,1642,886,278,317,1686,270,1654,10866,1481,18957
POA3076,586,128,875,244,38,2110,1459,2047,408,18,1403,655,176,197,1616,105,1545,21146,897,29050,13,13,0,0,8,8,0,4,12,5,14,174,2092,2326,2071,2344,572,163,1857,982,291,335,2210,240,2435,21563,3029,33489,0,3,0,0,3,0,0,0,0,0,0,21,0,25,56,21,18,5,35,39,6,19,29,13,34,77,3,222,56,24,18,5,39,39,6,19,26,13,36,99,8,251,1995,1913,541,156,1795,923,273,305,2078,219,2195,15619,712,24368,19,18,3,4,14,13,6,10,13,5,10,111,1734,1899,2069,1954,566,163,1843,972,285,325,2128,236,2241,15828,2454,26518
POA3078,200,51,239,57,12,568,601,1044,259,12,272,244,50,86,1252,47,858,7369,329,11193,4,9,0,0,0,3,0,0,8,0,6,46,409,474,775,1109,316,78,362,344,66,120,1461,97,1105,7477,750,12237,0,0,0,0,0,0,0,0,0,0,0,6,0,6,15,6,3,0,6,10,4,3,14,5,13,55,4,102,15,6,3,0,6,10,4,3,14,5,13,63,4,116,760,984,303,74,348,328,63,117,1395,91,1021,5817,271,9828,6,3,4,0,0,0,0,0,9,6,3,27,364,413,772,993,315,78,353,344,66,120,1418,97,1034,5909,643,10361
POA3079,194,81,277,101,18,875,984,1199,445,17,441,460,80,122,1259,64,1146,10559,484,15609,10,0,8,0,0,3,3,5,9,3,10,67,471,568,1249,1295,537,157,573,620,127,189,1457,142,1429,10721,970,17055,0,0,0,0,0,0,0,0,0,0,0,23,0,26,45,19,24,10,30,34,11,3,27,12,34,87,6,217,45,23,24,10,30,34,11,3,27,12,34,106,6,242,1196,1138,507,147,543,573,119,184,1384,130,1299,8372,432,13747,13,3,6,0,0,7,0,0,3,4,4,30,396,458,1250,1161,529,157,575,616,126,187,1419,143,1337,8511,836,14453
POA3081,385,90,410,118,22,1059,777,1143,226,6,524,287,79,160,1268,46,875,8032,344,12086,15,15,6,0,7,4,3,7,17,0,9,63,759,856,1129,1359,312,78,713,447,142,289,1666,140,1288,8210,1123,14003,0,0,0,0,0,0,0,0,0,0,0,12,0,11,32,20,15,3,18,27,6,21,38,7,18,49,4,159,36,22,15,8,19,24,6,18,41,8,18,60,7,173,1067,1191,297,68,687,412,135,263,1592,128,1180,6211,296,10802,17,14,0,3,6,8,3,3,6,0,4,45,589,674,1124,1224,312,78,712,445,145,285,1632,137,1204,6321,892,11649
POA3082,582,135,809,204,32,1981,1720,1883,503,9,1397,731,161,215,1662,126,1680,17468,951,25620,21,7,6,0,11,8,0,3,12,0,8,137,925,1112,2414,2147,681,188,1822,1163,292,394,2256,262,2498,17812,1913,28712,7,0,0,0,0,0,0,0,3,0,4,14,5,28,60,23,22,4,40,42,8,19,34,7,38,106,8,253,61,28,22,0,40,42,8,19,33,7,41,122,13,282,2308,1836,645,154,1763,1094,268,357,2090,248,2231,13939,844,23052,40,21,6,27,12,25,7,20,62,6,68,81,746,937,2411,1887,676,188,1810,1157,293,394,2188,257,2334,14139,1599,24271
POA3083,559,143,728,231,54,2164,1853,1984,622,39,1209,803,213,236,1933,138,1709,19375,818,27836,28,19,10,16,17,11,0,0,28,0,10,166,1277,1534,2544,2216,851,320,1641,1165,345,392,2518,278,2448,19771,2146,31529,10,0,0,0,0,0,0,0,3,0,9,49,6,66,86,26,33,6,61,49,21,19,47,17,46,112,8,334,92,33,38,6,58,49,21,19,50,17,51,167,12,404,2414,1938,798,274,1553,1099,314,366,2364,254,2194,15766,734,25302,35,17,5,33,16,14,9,9,27,4,20,127,1111,1341,2543,1986,838,315,1632,1161,344,389,2441,275,2271,16053,1854,27049
