POA_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
POA3168,..,126,34,158,0,162,..,3609,977,4586,30,4611,..,26,7,35,0,35,..,60,3,65,0,65,..,36,0,31,0,34,..,658,254,911,21,933,..,268,10,282,0,282,..,550,41,593,3,598,..,684,27,710,4,712,..,259,6,262,0,262,..,488,33,513,5,522,..,662,20,690,5,691,..,197,7,206,4,201,..,158,5,160,0,160,..,3260,149,3406,22,3428,..,250,103,352,14,368,..,125,11,139,0,142,..,56,6,59,0,59,..,197,56,252,0,257,..,6,0,6,0,6,..,223,4,225,4,226,..,127,16,139,0,139,..,31,6,34,0,34,..,26,3,29,0,29,..,86,15,101,0,101,..,8,0,9,0,9,..,21,0,21,0,21,..,162,0,162,0,162,..,297,27,324,4,329,..,150,3,158,0,158,..,110,12,121,0,121,..,722,42,765,4,771,..,157,15,168,0,171,..,339
POA3169,..,175,122,298,4,302,..,1804,875,2683,22,2701,..,70,14,80,0,80,..,99,3,99,0,106,..,25,0,25,0,25,..,1612,646,2257,37,2293,..,114,10,119,0,117,..,361,20,375,4,379,..,600,19,619,4,623,..,112,3,115,0,123,..,571,41,613,5,618,..,297,10,310,0,312,..,137,7,139,3,143,..,94,5,98,0,98,..,2274,116,2395,18,2410,..,338,85,420,3,424,..,102,20,119,0,125,..,349,197,543,0,546,..,139,42,181,3,189,..,19,4,23,0,23,..,220,8,229,0,228,..,30,4,30,0,34,..,57,19,77,0,80,..,28,3,30,0,30,..,166,48,214,7,217,..,20,0,18,0,18,..,42,7,54,0,54,..,156,7,160,4,163,..,93,15,106,3,112,..,218,9,222,0,228,..,60,5,67,0,67,..,528,33,558,5,569,..,125,23,155,6,154,..,311
POA3170,..,85,25,108,0,108,..,1992,578,2577,28,2603,..,117,21,140,0,144,..,82,0,81,0,81,..,62,0,66,0,66,..,1232,213,1445,10,1452,..,64,0,64,0,64,..,101,7,109,0,108,..,317,5,330,0,330,..,14,0,14,0,14,..,176,5,187,0,184,..,677,41,717,10,722,..,148,12,162,4,166,..,74,0,72,0,72,..,1570,80,1649,11,1666,..,431,71,504,0,505,..,44,6,51,0,52,..,71,29,101,0,105,..,114,40,156,5,162,..,58,6,63,0,63,..,106,4,112,0,112,..,91,14,104,0,104,..,82,9,87,3,91,..,22,0,27,0,27,..,67,7,73,0,73,..,11,4,18,0,19,..,128,14,146,0,146,..,63,0,64,0,64,..,159,10,171,6,174,..,77,0,79,0,78,..,72,4,75,0,75,..,371,20,387,6,398,..,130,5,144,0,144,..,307
POA3171,..,222,153,381,0,383,..,1801,1432,3238,22,3262,..,41,5,48,0,48,..,38,0,34,0,34,..,29,0,30,0,30,..,333,145,482,4,488,..,65,3,72,3,71,..,172,7,180,0,184,..,267,21,285,6,285,..,45,5,47,4,54,..,808,51,862,7,870,..,228,10,242,5,243,..,214,13,229,3,230,..,36,0,36,0,36,..,1835,115,1954,18,1974,..,195,71,270,0,274,..,47,8,53,0,53,..,664,413,1079,10,1084,..,159,71,231,0,236,..,15,9,24,0,24,..,56,6,57,0,57,..,34,8,40,0,43,..,18,10,27,0,27,..,17,5,18,0,18,..,23,5,31,0,31,..,25,0,26,0,26,..,34,17,56,0,56,..,114,5,121,0,121,..,153,72,227,5,229,..,132,12,141,0,145,..,359,174,533,6,536,..,762,263,1021,8,1030,..,113,26,141,0,142,..,79
POA3172,..,154,76,234,0,234,..,1083,570,1649,12,1662,..,44,16,60,0,60,..,72,0,72,0,72,..,43,0,47,0,49,..,588,93,684,4,687,..,5,0,5,0,5,..,30,8,32,0,32,..,113,6,119,0,115,..,5,0,5,0,5,..,244,21,266,7,270,..,144,11,147,5,154,..,43,6,47,0,47,..,14,0,16,0,16,..,588,46,642,7,645,..,191,23,219,0,219,..,40,4,44,0,44,..,1326,966,2294,13,2300,..,40,3,48,0,48,..,9,3,15,0,15,..,39,0,39,0,39,..,11,3,10,0,10,..,40,4,44,0,44,..,19,5,22,0,22,..,55,13,70,0,70,..,30,5,37,0,37,..,44,13,55,0,55,..,59,0,59,0,64,..,74,28,102,0,103,..,100,6,100,0,100,..,217,86,296,4,298,..,443,114,562,3,561,..,135,27,162,4,164,..,75
POA3173,..,315,149,468,3,470,..,2572,1038,3604,32,3637,..,98,13,119,0,119,..,184,4,185,3,191,..,35,6,35,4,39,..,404,88,499,3,500,..,72,0,76,0,76,..,90,8,98,3,103,..,439,24,465,6,468,..,20,0,20,0,21,..,558,37,605,8,607,..,626,37,662,9,667,..,150,14,156,0,153,..,114,3,118,0,118,..,2071,120,2192,22,2209,..,248,42,287,0,283,..,25,8,33,0,33,..,1905,999,2905,12,2919,..,38,12,47,0,51,..,34,8,39,0,39,..,189,15,200,4,202,..,43,10,52,0,55,..,77,14,87,0,92,..,34,5,42,0,42,..,74,5,87,0,87,..,94,6,107,0,107,..,196,53,254,0,254,..,164,0,164,4,165,..,82,22,106,0,106,..,218,3,224,0,224,..,135,45,180,5,184,..,598,74,673,8,680,..,206,41,242,4,247,..,421
POA3174,..,155,89,244,0,245,..,1263,687,1947,7,1955,..,129,50,178,5,178,..,206,16,222,5,225,..,48,0,49,0,49,..,787,223,1010,8,1016,..,295,11,307,5,307,..,207,22,225,0,229,..,493,31,527,5,529,..,147,10,162,0,160,..,1772,142,1919,20,1934,..,1036,64,1101,5,1106,..,481,38,517,10,526,..,69,0,73,0,71,..,4500,323,4826,43,4871,..,362,94,461,4,459,..,51,9,57,0,56,..,1648,1162,2807,21,2829,..,105,67,171,0,170,..,60,8,73,0,73,..,128,12,145,0,145,..,97,33,135,5,135,..,149,46,197,0,196,..,38,5,42,0,42,..,88,20,111,0,113,..,88,6,97,0,97,..,260,109,367,3,372,..,304,6,305,3,309,..,162,21,184,5,191,..,328,9,337,0,336,..,506,226,730,7,741,..,1294,264,1557,11,1572,..,296,105,395,6,398,..,389
POA3175,..,88,43,133,0,130,..,1201,703,1903,13,1915,..,230,73,306,6,312,..,219,9,225,0,223,..,55,7,61,0,61,..,971,252,1220,10,1231,..,213,10,228,4,236,..,238,20,256,6,264,..,837,60,897,4,900,..,70,9,80,0,79,..,1588,148,1734,13,1749,..,1651,121,1773,20,1793,..,673,76,746,11,760,..,144,4,150,0,150,..,5422,447,5871,58,5926,..,615,144,763,10,772,..,22,3,27,0,27,..,414,170,586,5,586,..,103,36,141,5,140,..,122,36,157,0,157,..,576,41,621,12,631,..,410,160,572,5,573,..,229,69,296,0,302,..,51,10,64,0,63,..,164,61,228,0,229,..,223,22,247,0,247,..,906,399,1309,12,1312,..,276,11,286,4,291,..,171,19,198,0,198,..,353,17,375,4,375,..,244,52,291,6,300,..,1050,97,1145,11,1161,..,380,86,469,4,470,..,1479
POA3177,..,11,3,10,0,10,..,179,84,264,3,266,..,55,13,59,0,66,..,55,4,62,0,63,..,20,0,24,0,24,..,78,17,97,0,96,..,56,3,60,4,58,..,26,0,26,0,26,..,107,7,115,0,113,..,0,0,0,0,0,..,247,19,265,0,268,..,251,7,263,0,260,..,155,21,175,0,175,..,16,0,23,0,19,..,849,64,917,5,924,..,26,10,38,4,42,..,6,0,6,0,6,..,65,39,106,6,109,..,8,3,14,0,14,..,20,5,28,0,28,..,107,4,109,0,109,..,130,53,180,0,181,..,57,17,74,0,74,..,9,5,17,0,17,..,19,6,28,0,28,..,104,7,114,0,114,..,334,177,507,10,518,..,74,3,83,0,78,..,42,6,49,0,49,..,98,3,100,0,100,..,40,0,42,0,42,..,255,19,267,0,271,..,80,28,109,0,108,..,353
POA3178,..,199,35,237,0,237,..,2634,812,3445,35,3480,..,91,5,104,0,104,..,102,3,107,0,107,..,92,0,93,0,93,..,496,55,548,0,550,..,40,0,40,0,40,..,107,0,111,0,110,..,345,12,360,0,360,..,21,6,19,0,19,..,232,9,238,0,238,..,710,39,746,4,751,..,92,0,92,0,91,..,67,0,67,0,69,..,1618,66,1685,8,1693,..,456,40,495,5,499,..,37,0,37,0,37,..,101,39,140,0,135,..,123,36,156,0,156,..,54,0,54,0,54,..,129,6,134,0,134,..,210,68,275,4,276,..,172,11,185,0,185,..,34,0,35,0,35,..,66,5,74,0,70,..,15,0,13,0,13,..,76,15,87,0,87,..,90,4,92,0,96,..,110,3,111,0,111,..,137,0,139,0,140,..,59,0,59,0,59,..,396,10,406,0,409,..,135,16,148,0,148,..,414
POA3179,..,51,3,59,0,59,..,673,196,869,6,876,..,4,0,4,0,4,..,9,0,9,0,9,..,17,0,17,0,17,..,69,5,79,0,79,..,13,0,16,0,16,..,43,3,49,0,49,..,78,0,78,0,76,..,6,0,6,0,6,..,62,3,69,0,66,..,221,9,226,0,226,..,26,0,21,0,21,..,51,0,54,0,54,..,499,15,517,3,524,..,42,10,48,0,48,..,8,0,9,0,9,..,26,18,42,0,42,..,39,14,54,0,54,..,4,0,0,0,0,..,42,0,42,0,42,..,62,17,79,0,79,..,14,0,16,0,16,..,0,0,0,0,0,..,5,0,7,0,7,..,4,0,4,0,4,..,11,0,11,0,11,..,16,0,16,0,16,..,14,0,14,0,14,..,15,0,15,0,15,..,13,0,13,0,13,..,61,0,61,0,61,..,15,0,20,0,20,..,93
POA3180,..,26,3,29,0,29,..,834,243,1081,9,1094,..,15,0,15,0,15,..,8,0,11,0,11,..,40,0,40,0,40,..,75,0,75,0,79,..,9,0,9,0,9,..,66,8,69,0,75,..,59,0,65,0,65,..,3,0,3,0,3,..,31,0,34,0,34,..,126,3,129,0,129,..,7,4,9,0,9,..,17,0,17,0,17,..,327,13,339,0,339,..,35,0,38,0,38,..,12,0,12,0,12,..,16,3,22,0,22,..,62,16,79,0,79,..,3,0,3,0,3,..,44,0,44,0,44,..,69,8,77,0,80,..,15,0,18,0,18,..,8,0,8,0,8,..,14,0,15,0,15,..,0,0,0,0,0,..,20,0,20,0,20,..,62,0,62,0,62,..,53,0,54,0,54,..,31,5,34,0,34,..,26,0,26,0,26,..,170,7,174,0,170,..,25,0,29,0,28,..,89
POA3181,..,22,3,24,0,24,..,446,107,552,3,556,..,13,4,21,0,21,..,156,7,161,4,159,..,85,3,91,3,94,..,662,269,931,12,946,..,11,0,11,0,11,..,34,0,31,0,31,..,86,0,86,0,91,..,23,0,23,0,23,..,13,0,13,0,13,..,39,0,35,0,35,..,21,0,21,0,21,..,20,0,20,0,20,..,249,4,254,0,253,..,170,3,175,4,173,..,49,8,59,0,59,..,6,3,14,0,14,..,29,4,31,0,31,..,14,0,18,0,18,..,14,0,14,0,14,..,30,0,33,0,33,..,44,8,51,3,53,..,64,0,64,0,64,..,104,112,221,5,225,..,0,0,0,0,0,..,20,3,25,0,26,..,36,0,39,0,39,..,62,0,61,0,61,..,30,0,30,0,30,..,30,0,27,0,27,..,156,3,161,0,161,..,286,12,298,3,300,..,36
POA3182,..,15,0,14,0,14,..,342,60,404,4,413,..,32,3,33,0,33,..,274,10,282,4,291,..,160,3,164,3,166,..,245,26,278,4,281,..,25,0,25,0,25,..,69,6,70,0,70,..,189,6,193,0,193,..,59,0,59,0,59,..,62,4,70,0,70,..,22,0,22,0,22,..,31,0,32,0,32,..,35,0,39,0,39,..,495,15,508,0,508,..,245,15,257,4,258,..,80,9,85,0,89,..,3,0,7,0,7,..,38,8,46,0,46,..,17,3,16,0,16,..,22,4,25,0,25,..,73,0,73,0,73,..,92,10,102,0,102,..,167,7,175,3,178,..,166,68,239,4,240,..,3,0,3,0,3,..,52,4,58,0,58,..,45,0,44,0,44,..,30,0,32,0,32,..,49,0,48,0,48,..,30,0,30,0,30,..,158,3,162,0,162,..,516,24,541,5,546,..,41
POA3183,..,9,0,9,0,6,..,259,46,313,0,310,..,23,5,28,0,28,..,136,3,145,5,146,..,92,0,88,0,91,..,233,44,277,3,280,..,14,0,14,0,14,..,86,6,92,0,91,..,145,3,146,0,147,..,99,0,102,0,102,..,41,0,42,0,42,..,20,0,19,0,19,..,31,0,31,0,31,..,20,0,19,0,19,..,448,17,461,0,460,..,141,12,152,0,152,..,52,8,63,0,63,..,3,0,3,0,3,..,12,0,10,0,10,..,10,0,10,0,12,..,6,0,6,0,6,..,22,0,21,0,21,..,56,8,63,0,63,..,54,5,60,0,62,..,210,67,283,0,286,..,3,0,3,0,3,..,33,0,33,0,33,..,26,0,31,0,31,..,22,0,26,0,23,..,50,0,47,0,47,..,25,0,25,0,25,..,121,9,129,0,130,..,268,20,286,5,293,..,15
POA3184,..,3,0,3,0,3,..,116,20,135,0,135,..,27,0,27,0,27,..,166,9,172,4,171,..,125,3,128,3,133,..,191,26,219,0,219,..,0,0,0,0,0,..,11,0,11,0,14,..,40,0,43,0,43,..,7,0,11,0,11,..,5,0,5,0,5,..,5,0,5,0,5,..,10,0,10,0,10,..,4,0,4,0,4,..,91,3,93,0,97,..,191,11,199,0,199,..,26,3,29,0,30,..,4,0,4,0,4,..,16,0,22,0,17,..,21,0,21,0,21,..,10,0,10,0,10,..,20,3,21,0,21,..,64,6,74,0,76,..,76,0,79,0,82,..,123,30,159,0,156,..,3,0,3,0,3,..,28,0,28,0,28,..,13,0,13,0,13,..,11,0,9,0,9,..,17,0,17,0,18,..,5,0,5,0,5,..,42,0,46,0,47,..,228,3,226,0,225,..,13
POA3185,..,4,0,9,0,9,..,216,53,273,0,273,..,10,0,13,0,13,..,174,3,173,6,176,..,44,0,46,0,46,..,229,32,265,3,270,..,4,0,4,0,4,..,28,0,33,0,33,..,51,0,51,0,51,..,53,0,53,0,53,..,29,0,28,0,28,..,10,0,10,0,10,..,22,0,22,0,22,..,13,0,12,0,12,..,202,6,211,0,211,..,157,5,161,0,161,..,114,16,126,8,136,..,3,0,3,0,3,..,21,6,23,0,27,..,10,6,10,0,10,..,18,0,18,0,20,..,14,0,14,0,14,..,60,9,68,0,68,..,43,0,48,0,50,..,201,40,241,0,245,..,0,0,0,0,0,..,23,0,23,0,23,..,22,0,22,0,24,..,20,0,20,0,20,..,20,0,20,0,20,..,13,0,13,0,14,..,73,0,73,3,74,..,119,5,127,3,125,..,10
POA3186,..,22,8,29,0,29,..,812,261,1071,3,1077,..,34,0,37,0,37,..,123,5,125,6,128,..,103,3,110,3,107,..,389,33,417,3,420,..,10,0,10,0,10,..,4,0,4,0,4,..,62,0,68,0,69,..,8,0,8,0,8,..,6,0,6,0,6,..,25,0,26,0,31,..,0,0,0,0,0,..,4,0,4,0,4,..,124,4,124,3,130,..,242,27,264,0,268,..,69,22,90,0,90,..,0,0,4,0,4,..,29,0,30,0,35,..,33,0,33,0,33,..,7,0,7,0,7,..,40,4,43,0,41,..,67,9,74,0,74,..,41,0,44,0,44,..,272,29,300,0,304,..,3,0,3,0,5,..,28,0,34,0,34,..,8,0,8,0,8,..,37,0,41,0,41,..,17,0,17,0,17,..,8,0,8,0,12,..,69,0,72,0,74,..,130,0,134,0,137,..,11
POA3187,..,21,8,30,0,31,..,701,197,897,10,905,..,19,0,19,0,19,..,58,0,63,0,63,..,88,0,91,0,91,..,409,49,455,0,455,..,3,0,3,0,3,..,3,0,3,0,3,..,70,0,73,0,73,..,11,0,11,0,11,..,40,0,40,0,40,..,29,0,29,0,29,..,6,0,6,0,6,..,0,0,0,0,0,..,171,0,171,0,171,..,199,19,214,3,220,..,63,14,75,0,75,..,0,0,0,0,0,..,17,4,20,0,20,..,19,0,19,0,19,..,12,0,12,0,12,..,33,3,37,0,43,..,87,3,95,0,95,..,33,0,33,0,33,..,304,35,348,0,347,..,0,0,0,0,0,..,42,0,42,0,42,..,16,0,16,0,16,..,32,3,36,0,36,..,16,0,16,0,16,..,20,0,20,0,18,..,75,3,75,0,80,..,106,9,109,0,113,..,20
POA3188,..,15,6,14,0,17,..,407,108,515,3,517,..,28,0,32,0,32,..,127,0,127,0,127,..,94,10,97,0,99,..,327,58,388,0,388,..,0,0,0,0,0,..,10,0,15,0,15,..,65,0,65,0,65,..,6,0,6,0,3,..,15,0,15,0,16,..,12,0,12,0,12,..,4,0,4,0,4,..,5,0,10,0,10,..,124,0,125,6,137,..,180,12,191,0,192,..,60,5,64,0,68,..,5,4,13,0,13,..,13,0,14,0,14,..,14,3,14,0,12,..,0,0,0,0,0,..,34,3,38,0,38,..,101,7,105,0,105,..,49,8,54,0,58,..,228,67,291,0,293,..,6,0,6,0,6,..,32,0,35,0,35,..,6,0,6,0,6,..,11,0,11,0,12,..,13,0,13,0,13,..,7,0,7,0,7,..,35,0,39,0,40,..,176,11,181,0,188,..,28
POA3189,..,10,0,10,0,10,..,245,74,318,0,318,..,19,3,19,0,18,..,16,0,16,0,16,..,15,0,15,0,15,..,189,50,239,0,240,..,7,0,3,0,3,..,72,8,79,0,77,..,76,3,83,0,83,..,4,0,4,0,4,..,31,0,32,0,32,..,25,3,27,0,27,..,6,0,6,0,6,..,29,0,27,0,27,..,244,21,262,0,267,..,68,12,79,5,86,..,40,5,46,0,43,..,3,0,3,0,6,..,18,5,27,0,27,..,3,0,3,0,3,..,3,0,3,0,3,..,17,0,19,0,19,..,42,0,45,0,49,..,17,0,15,0,15,..,142,29,173,0,177,..,0,0,0,0,0,..,38,7,43,0,43,..,26,0,26,0,26,..,7,0,7,0,7,..,18,0,18,0,18,..,3,0,3,0,3,..,52,0,52,0,52,..,52,3,56,0,56,..,17
POA3190,..,14,0,20,0,20,..,347,105,450,3,452,..,42,7,42,0,42,..,75,0,81,3,81,..,45,0,45,0,48,..,256,75,325,0,325,..,8,0,8,0,8,..,25,0,25,0,25,..,78,3,85,0,85,..,16,0,13,0,13,..,23,4,22,0,22,..,21,0,21,0,24,..,6,0,6,0,13,..,10,0,10,0,10,..,191,11,199,4,206,..,105,11,118,0,118,..,27,5,38,0,33,..,3,0,3,0,3,..,10,3,20,0,20,..,0,0,9,0,9,..,11,0,11,0,16,..,13,11,23,0,23,..,84,15,95,0,95,..,38,8,48,0,47,..,182,34,215,0,219,..,3,0,3,0,3,..,51,5,53,0,53,..,17,0,20,0,20,..,16,0,21,0,21,..,37,0,37,0,37,..,11,0,11,0,11,..,83,4,89,0,89,..,86,0,86,0,88,..,19
POA3191,..,7,0,8,0,8,..,146,46,190,0,196,..,23,0,27,0,27,..,50,0,54,0,54,..,98,0,101,0,106,..,114,9,122,0,122,..,0,0,0,0,0,..,12,0,12,0,12,..,25,0,25,0,25,..,0,0,0,0,0,..,8,0,8,0,8,..,7,0,7,0,7,..,9,0,9,0,9,..,0,0,0,0,0,..,52,0,52,0,52,..,115,6,120,5,126,..,26,0,33,0,33,..,0,0,0,0,0,..,10,0,10,0,10,..,4,0,4,0,6,..,0,0,0,0,0,..,21,0,21,0,21,..,38,0,35,0,39,..,16,0,15,0,16,..,82,10,93,0,93,..,0,0,0,0,0,..,31,5,39,0,35,..,6,0,6,0,6,..,7,6,9,0,10,..,11,0,9,0,9,..,0,0,0,0,0,..,25,4,29,0,30,..,65,7,75,0,77,..,10
POA3192,..,16,17,26,0,26,..,795,286,1078,12,1087,..,63,13,83,0,83,..,151,4,159,3,158,..,113,6,115,4,123,..,825,194,1017,14,1026,..,37,3,39,0,39,..,32,0,35,0,35,..,235,6,237,0,241,..,51,3,53,0,53,..,90,3,92,0,90,..,52,0,49,0,51,..,42,0,45,0,43,..,37,0,33,0,38,..,566,21,589,3,593,..,245,29,274,3,278,..,126,15,136,3,143,..,21,3,26,0,26,..,49,9,53,0,53,..,14,3,12,0,12,..,39,0,46,3,50,..,40,0,42,4,49,..,73,6,79,0,80,..,78,11,90,0,94,..,364,66,428,0,430,..,5,0,5,0,5,..,84,8,92,0,92,..,37,0,37,0,37,..,38,0,44,0,41,..,62,3,63,0,66,..,26,0,24,0,24,..,162,3,169,3,169,..,201,13,217,5,219,..,63
POA3193,..,9,0,9,0,9,..,299,95,395,4,399,..,36,0,36,0,36,..,93,0,95,0,95,..,177,4,181,0,184,..,319,16,337,5,341,..,3,0,4,0,4,..,14,0,14,0,14,..,19,0,19,0,19,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,55,0,55,0,55,..,131,4,129,3,136,..,32,3,38,0,38,..,11,0,12,0,12,..,5,0,5,0,5,..,10,0,17,0,17,..,0,0,0,0,0,..,34,4,31,5,36,..,41,3,40,0,40,..,36,0,35,0,35,..,109,12,125,0,125,..,0,0,0,0,0,..,25,3,24,0,24,..,0,0,0,0,0,..,23,0,23,0,23,..,6,0,7,0,7,..,4,0,4,0,4,..,35,0,37,0,37,..,104,7,109,0,109,..,3
