POA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
POA3172,0,24,0,27,..,38,19,55,0,55,..,47,0,44,0,44,..,125,49,169,0,171,..,228,63,296,0,301,..,60,11,74,3,76,..,44,3,48,0,48,..,28,16,47,0,47,..,40,19,58,0,58,..,1094,521,1621,4,1629,..,283,49,329,6,336,..,4020,1454,5480,42,5517,..,64,33,95,348,438,5591,4082,1491,5569,388,11544,5430,..,..,..,..,5430,..,7,0,7,0,7,..,65,13,83,0,83,..,0,0,0,0,0,..,222,160,372,4,376,..,236,118,355,4,354,..,80,45,124,0,124,..,536,318,855,3,856,..,23,6,31,0,36,..,38,0,38,0,38,..,15,0,15,0,15,..,305,50,349,0,350,..,0,0,0,0,0,..,9,0,16,0,16,..,56,3,57,0,57,..,4,0,4,0,4,..,93,8,107,0,104,..,71,9,77,0,77,..,14,5,23,0,23,..,8,0,10
POA3173,4,88,0,87,..,36,8,47,0,47,..,86,3,93,0,93,..,73,29,100,4,104,..,279,44,323,6,324,..,90,20,110,3,116,..,205,10,213,0,215,..,18,9,22,0,22,..,282,51,331,0,332,..,1201,409,1610,15,1629,..,724,87,807,3,809,..,7115,1715,8834,74,8907,..,108,41,153,388,543,5475,7225,1760,8983,464,14925,5065,..,..,..,..,5065,..,17,0,23,0,23,..,147,21,168,0,168,..,0,0,0,0,0,..,404,187,595,5,595,..,772,296,1063,8,1073,..,156,90,243,0,247,..,1333,572,1902,17,1918,..,56,9,62,0,62,..,97,0,95,0,95,..,24,3,24,0,24,..,221,44,262,0,269,..,39,0,38,0,38,..,42,3,47,0,47,..,218,13,238,0,238,..,10,0,10,0,8,..,246,22,263,6,265,..,302,24,325,3,324,..,60,0,62,0,62,..,60,3,59
POA3174,4,133,3,135,..,76,7,86,3,83,..,139,4,141,0,143,..,264,123,391,4,393,..,603,144,745,10,759,..,135,47,183,0,186,..,220,13,236,3,238,..,42,18,65,0,66,..,115,29,147,0,147,..,1605,700,2305,11,2312,..,1406,353,1754,35,1789,..,9520,2567,12086,118,12200,..,181,65,240,1018,1258,6487,9699,2628,12329,1134,19950,5922,..,..,..,..,5922,..,3,0,3,0,3,..,232,40,279,6,281,..,0,0,0,0,0,..,273,163,437,0,437,..,321,176,496,5,498,..,85,54,133,0,133,..,676,384,1061,3,1069,..,65,21,91,0,90,..,107,9,117,0,114,..,24,0,26,0,26,..,413,117,529,6,529,..,145,4,149,5,155,..,85,9,98,0,97,..,212,18,234,0,233,..,65,4,68,0,70,..,825,66,890,4,894,..,471,38,508,4,511,..,203,26,225,3,227,..,35,0,35
POA3175,0,128,0,130,..,80,11,89,0,89,..,146,5,150,4,151,..,110,27,135,3,139,..,459,46,502,8,510,..,199,26,225,4,225,..,818,147,965,18,982,..,20,5,31,0,31,..,191,38,226,0,225,..,522,189,706,5,713,..,4634,1346,5977,51,6035,..,13598,3078,16676,147,16823,..,304,109,411,2051,2461,8346,13901,3187,17086,2192,27627,7903,..,..,..,..,7903,..,16,0,16,0,16,..,582,145,723,4,732,..,4,0,4,0,4,..,137,75,205,0,208,..,432,277,708,3,709,..,42,26,66,0,69,..,603,374,979,6,986,..,128,37,166,3,165,..,116,6,120,0,121,..,32,6,37,0,41,..,497,149,646,9,650,..,102,7,110,7,110,..,104,17,120,0,121,..,375,38,416,4,417,..,34,0,39,0,39,..,716,67,779,3,788,..,799,75,873,8,882,..,293,46,338,6,344,..,78,3,86
POA3177,0,26,0,26,..,21,3,24,0,24,..,45,0,48,0,48,..,18,0,19,0,19,..,103,4,112,0,115,..,41,16,52,0,52,..,204,47,252,0,256,..,0,0,5,0,5,..,31,8,38,0,38,..,88,40,130,0,125,..,1185,415,1600,21,1621,..,2846,763,3614,49,3661,..,79,40,120,474,591,1990,2923,801,3730,524,6245,1925,..,..,..,..,1925,..,0,0,0,0,0,..,94,19,120,0,120,..,5,0,5,0,5,..,33,16,45,0,45,..,68,32,96,0,100,..,4,0,3,0,3,..,99,45,150,0,155,..,34,5,37,0,37,..,24,0,32,0,27,..,12,0,13,0,13,..,38,13,53,0,52,..,22,3,27,0,27,..,7,0,7,0,7,..,53,4,60,0,60,..,0,0,0,0,0,..,113,13,126,0,127,..,125,4,131,0,131,..,72,16,90,0,90,..,8,0,8
POA3178,0,38,0,42,..,46,0,47,0,47,..,56,0,66,0,66,..,26,0,26,0,26,..,169,3,176,0,178,..,66,7,73,0,73,..,221,0,222,0,227,..,19,0,19,0,19,..,25,3,30,0,30,..,131,33,166,0,166,..,378,42,426,10,434,..,4420,599,5023,41,5067,..,53,9,66,346,410,11070,4475,611,5086,387,16539,11055,..,..,..,..,11055,..,22,0,22,0,22,..,234,23,261,3,267,..,0,0,0,0,0,..,398,134,528,3,532,..,888,313,1200,16,1211,..,112,19,130,0,130,..,1392,469,1862,17,1875,..,47,4,53,0,53,..,53,3,52,0,52,..,46,0,46,0,46,..,254,32,288,0,289,..,22,0,22,0,22,..,63,0,63,0,63,..,162,10,175,0,175,..,10,3,13,0,13,..,113,4,115,0,115,..,366,21,387,0,386,..,40,0,47,0,48,..,34,0,34
POA3179,0,0,0,0,..,9,0,9,0,9,..,7,0,7,0,7,..,9,0,9,0,9,..,26,0,26,0,26,..,9,0,8,0,8,..,46,0,51,0,51,..,3,0,3,0,3,..,0,0,0,0,3,..,32,4,40,0,40,..,67,11,79,0,77,..,981,135,1117,9,1125,..,4,3,11,92,97,1835,983,140,1125,100,3057,1749,..,..,..,..,1749,..,3,0,3,0,3,..,8,0,11,0,11,..,0,0,0,0,0,..,105,28,131,0,131,..,212,77,290,0,290,..,21,3,28,0,28,..,341,108,448,0,448,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,10,..,34,0,33,0,33,..,7,0,10,0,10,..,19,5,21,0,21,..,40,0,40,0,40,..,6,0,6,0,6,..,28,7,35,0,31,..,106,8,114,0,114,..,11,0,13,0,13,..,28,0,28
POA3180,0,32,0,32,..,28,0,28,0,28,..,15,5,15,0,15,..,3,0,3,0,3,..,74,0,78,0,79,..,10,0,11,0,11,..,41,4,38,0,38,..,8,0,8,0,7,..,3,0,3,0,3,..,30,4,39,0,39,..,62,12,76,0,76,..,1051,162,1215,10,1224,..,10,5,13,87,105,2416,1062,168,1228,99,3741,2498,..,..,..,..,2498,..,8,0,8,0,8,..,18,4,21,0,21,..,0,0,0,0,0,..,126,41,167,0,167,..,277,85,365,5,367,..,18,3,22,0,22,..,419,137,548,5,558,..,3,0,3,0,3,..,5,0,4,0,4,..,23,0,23,0,23,..,37,0,35,0,35,..,7,0,7,0,7,..,29,4,37,0,34,..,31,0,31,0,31,..,0,0,0,0,0,..,14,0,17,0,17,..,61,3,60,0,60,..,3,0,0,0,0,..,10,0,10
POA3181,0,12,0,12,..,25,0,29,0,29,..,16,0,16,0,16,..,17,0,17,0,17,..,72,4,71,0,71,..,139,5,137,0,137,..,18,0,18,0,18,..,18,3,24,0,22,..,41,12,55,0,55,..,33,7,39,0,39,..,166,23,189,3,190,..,1538,238,1774,14,1788,..,24,7,26,543,571,7235,1565,240,1801,559,9591,7228,..,..,..,..,7228,..,6,0,6,0,6,..,28,0,34,0,34,..,0,0,0,0,0,..,76,9,88,0,88,..,176,53,234,0,234,..,12,0,13,0,13,..,267,68,328,0,331,..,11,3,11,0,11,..,74,0,74,0,74,..,50,3,51,3,49,..,348,174,515,8,527,..,6,0,6,0,6,..,17,0,16,0,16,..,47,0,47,0,46,..,12,0,16,0,16,..,3,0,3,0,3,..,20,0,20,0,20,..,0,0,0,0,0,..,11,0,11
POA3182,0,20,0,20,..,16,0,16,0,16,..,19,0,19,0,19,..,8,0,8,0,8,..,65,0,66,0,66,..,267,12,281,3,284,..,19,0,19,0,19,..,10,3,13,0,13,..,30,4,39,0,39,..,32,10,38,0,38,..,261,28,287,3,285,..,1929,156,2091,21,2108,..,43,0,42,929,974,8201,1973,159,2133,950,11278,8094,..,..,..,..,8094,..,10,0,10,0,10,..,26,3,30,0,30,..,5,0,5,0,5,..,55,13,69,0,69,..,130,23,151,0,150,..,4,0,9,0,9,..,191,33,223,0,229,..,16,3,20,0,20,..,149,5,153,0,159,..,97,0,97,0,100,..,143,20,160,0,160,..,13,0,13,0,13,..,25,5,27,0,27,..,86,0,91,0,91,..,21,0,21,0,21,..,20,0,20,0,20,..,6,0,6,0,6,..,10,0,13,0,13,..,17,0,17
POA3183,0,5,0,5,..,13,0,13,0,14,..,13,0,13,0,13,..,11,0,11,0,11,..,50,0,50,0,52,..,140,10,150,0,153,..,9,0,9,0,9,..,15,0,15,0,15,..,10,0,8,0,8,..,10,0,17,0,17,..,547,48,595,13,611,..,1698,169,1869,27,1895,..,37,7,45,498,539,6423,1736,170,1911,524,8854,6653,..,..,..,..,6653,..,8,0,8,0,8,..,15,0,10,0,10,..,0,0,0,0,0,..,53,9,63,0,63,..,90,18,111,0,111,..,5,0,6,0,6,..,147,26,175,0,175,..,13,4,13,0,13,..,88,6,89,0,89,..,50,0,50,0,50,..,127,26,152,0,148,..,7,0,7,0,7,..,25,3,30,0,30,..,53,0,57,0,58,..,36,0,36,0,36,..,9,0,9,0,9,..,7,0,8,0,8,..,0,0,0,0,0,..,9,0,9
POA3184,0,4,0,4,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,22,0,16,0,25,..,111,0,111,0,107,..,10,0,10,0,8,..,8,0,13,0,13,..,13,0,13,0,13,..,18,0,19,0,19,..,144,8,157,0,152,..,943,60,1004,11,1017,..,24,8,27,412,441,5699,968,64,1031,428,7154,6344,..,..,..,..,6344,..,8,0,8,0,6,..,17,0,17,0,17,..,0,0,0,0,0,..,25,4,25,0,25,..,43,12,62,0,62,..,6,0,6,0,6,..,78,14,91,0,91,..,10,0,10,0,10,..,88,3,92,0,93,..,59,0,64,3,66,..,100,15,117,0,117,..,0,0,0,0,0,..,4,0,4,0,11,..,15,0,16,0,16,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,4,0,4,0,4,..,3,0,3
POA3185,0,11,0,11,..,8,0,8,0,8,..,6,0,6,0,6,..,3,0,3,0,3,..,27,0,27,0,27,..,59,0,60,3,59,..,6,0,6,0,6,..,13,0,10,0,10,..,5,0,5,0,5,..,15,0,18,0,22,..,251,30,288,8,290,..,1093,116,1215,16,1235,..,26,3,28,186,215,4878,1117,123,1238,206,6327,5380,..,..,..,..,5380,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,25,5,33,0,33,..,100,27,125,0,125,..,4,0,9,0,9,..,130,34,162,0,162,..,3,0,5,0,5,..,92,3,100,0,100,..,28,0,29,0,29,..,131,23,153,0,151,..,4,0,4,0,4,..,9,0,14,0,14,..,26,0,26,0,26,..,28,0,28,0,28,..,17,0,17,0,17,..,3,0,3,0,3,..,10,0,7,0,7,..,8,0,8
POA3186,0,4,0,4,..,18,0,18,0,18,..,3,0,3,0,3,..,0,0,0,0,0,..,27,0,27,0,27,..,59,3,55,0,62,..,3,0,3,0,3,..,3,0,5,0,5,..,18,0,21,0,21,..,27,0,35,0,35,..,158,8,169,6,180,..,1450,159,1598,21,1627,..,33,3,29,349,385,8949,1474,158,1630,373,10956,9765,..,..,..,..,9765,..,17,0,17,0,12,..,36,0,36,0,36,..,3,0,5,0,5,..,65,8,77,0,77,..,367,154,525,4,526,..,7,5,16,0,16,..,446,166,616,4,617,..,17,0,17,0,17,..,75,5,75,0,78,..,53,0,54,0,54,..,195,22,216,0,220,..,3,0,3,0,3,..,0,0,0,0,0,..,28,0,34,0,34,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,13,0,13,..,0,0,0,0,0,..,4,0,4
POA3187,0,4,0,4,..,12,0,12,0,12,..,4,0,4,0,4,..,9,0,9,0,9,..,32,0,32,0,27,..,47,4,50,0,50,..,17,0,17,0,17,..,0,0,5,0,4,..,18,0,19,0,19,..,22,0,24,0,24,..,214,9,222,6,230,..,1433,153,1589,17,1599,..,33,6,37,254,299,6115,1470,154,1622,273,8014,6496,..,..,..,..,6496,..,11,0,11,0,11,..,26,0,23,0,23,..,0,0,0,0,0,..,55,6,56,0,56,..,307,106,415,3,423,..,10,4,17,0,17,..,376,114,487,4,495,..,10,0,10,0,10,..,31,3,33,0,33,..,51,0,53,0,53,..,206,33,243,0,243,..,3,0,3,0,3,..,0,0,0,0,0,..,34,0,41,0,41,..,5,0,5,0,5,..,16,0,16,0,16,..,12,0,12,0,12,..,3,0,3,0,3,..,0,0,0
POA3188,0,0,0,0,..,7,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,5,0,5,..,75,4,81,0,80,..,16,0,14,0,14,..,12,0,15,0,15,..,20,0,19,0,19,..,12,4,20,0,20,..,125,13,138,6,142,..,1202,135,1332,16,1348,..,15,8,30,305,329,7285,1217,140,1359,315,8967,7620,..,..,..,..,7620,..,16,0,16,0,16,..,40,10,48,3,53,..,0,0,0,0,0,..,42,15,58,0,58,..,150,51,205,0,205,..,8,0,9,0,11,..,201,69,269,0,272,..,16,3,16,0,16,..,70,0,70,0,70,..,51,5,57,0,59,..,164,35,202,0,202,..,0,0,0,0,0,..,5,0,6,0,6,..,24,0,24,0,24,..,0,0,0,0,4,..,11,0,11,0,9,..,7,0,7,0,7,..,6,0,6,0,6,..,0,0,0
POA3189,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,11,0,11,0,11,..,16,3,26,0,26,..,8,0,8,0,8,..,5,0,5,0,5,..,11,4,11,0,11,..,4,0,11,0,11,..,100,6,103,3,113,..,717,118,827,12,846,..,10,4,18,113,129,2121,725,115,846,125,3092,2120,..,..,..,..,2120,..,3,0,3,0,3,..,17,3,22,0,22,..,0,0,0,0,0,..,22,3,28,0,28,..,106,32,141,0,140,..,4,0,4,0,4,..,137,36,175,0,176,..,11,0,12,0,12,..,8,0,8,0,8,..,13,0,13,0,13,..,104,25,129,3,129,..,0,0,0,0,0,..,34,6,43,0,43,..,35,0,32,0,32,..,4,0,4,0,4,..,9,0,9,0,9,..,16,0,16,0,16,..,6,0,6,0,6,..,12,0,14
POA3190,0,9,0,9,..,4,0,4,0,4,..,16,0,16,0,16,..,4,0,4,0,4,..,29,0,29,0,29,..,35,0,35,0,35,..,11,0,11,0,11,..,9,0,9,0,9,..,35,4,39,0,39,..,16,4,21,0,21,..,104,12,114,0,116,..,965,133,1097,11,1104,..,15,0,21,178,201,4400,980,138,1114,187,5710,4718,..,..,..,..,4718,..,8,0,8,0,8,..,36,0,35,0,35,..,0,0,0,0,0,..,44,8,57,0,60,..,134,53,180,0,181,..,6,0,12,0,12,..,184,62,249,5,253,..,21,4,23,0,23,..,45,0,45,0,42,..,27,0,27,0,27,..,138,50,185,0,185,..,4,0,4,0,4,..,9,0,9,0,9,..,37,6,40,0,40,..,9,0,12,0,12,..,7,4,14,0,14,..,14,0,14,0,14,..,0,0,0,0,0,..,3,0,3
POA3191,0,3,0,3,..,4,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,10,3,14,0,14,..,30,4,34,0,34,..,8,0,8,0,8,..,0,0,0,0,0,..,10,0,10,0,10,..,5,3,5,0,5,..,69,9,70,0,70,..,520,40,561,7,565,..,9,4,13,191,199,4382,527,39,572,200,5143,4795,..,..,..,..,4795,..,16,0,16,0,16,..,13,0,13,0,13,..,3,0,3,0,3,..,11,6,15,0,15,..,56,26,80,0,80,..,3,0,3,0,3,..,67,36,102,0,102,..,9,0,15,0,15,..,22,0,25,0,25,..,55,0,61,0,61,..,55,5,61,0,61,..,0,0,0,0,0,..,6,0,6,0,6,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0
POA3192,0,10,0,10,..,19,0,19,0,18,..,33,0,33,0,33,..,12,0,12,0,12,..,67,0,71,0,75,..,91,9,102,0,105,..,24,0,24,3,29,..,14,0,13,0,13,..,65,10,74,0,74,..,32,0,30,0,30,..,235,18,256,6,262,..,2300,331,2632,39,2671,..,34,4,43,347,386,8490,2334,338,2674,390,11547,8971,..,..,..,..,8971,..,17,0,17,0,17,..,61,6,66,0,66,..,0,0,0,0,0,..,82,20,105,3,105,..,342,128,478,5,479,..,10,9,15,0,15,..,434,162,594,7,605,..,42,9,51,0,51,..,77,0,80,0,80,..,57,0,56,0,57,..,443,111,555,7,563,..,14,3,19,0,19,..,18,3,22,0,22,..,115,4,115,0,115,..,26,0,28,0,28,..,40,0,44,0,44,..,25,0,31,0,31,..,17,0,20,0,20,..,17,0,17
POA3193,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,15,0,15,0,15,..,49,4,50,0,50,..,4,0,4,0,4,..,8,0,8,0,8,..,21,0,21,0,21,..,7,4,14,0,14,..,104,6,109,0,116,..,898,69,971,6,982,..,34,0,34,250,283,8426,933,69,1006,257,9687,9039,..,..,..,..,9039,..,32,0,32,0,32,..,22,0,22,0,22,..,0,0,0,0,0,..,21,5,29,0,29,..,147,54,199,0,199,..,5,0,5,0,5,..,172,59,233,0,233,..,18,0,18,0,18,..,57,0,57,0,57,..,88,4,88,0,87,..,175,8,184,0,181,..,0,0,4,0,4,..,3,0,3,0,3,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,9,0,9,0,9,..,0,0,0
POA3194,0,0,0,0,..,5,0,5,0,5,..,13,0,13,0,13,..,0,0,0,0,0,..,13,0,13,0,13,..,67,3,68,0,68,..,23,0,19,0,19,..,6,4,5,0,5,..,31,13,40,0,41,..,13,0,15,0,15,..,96,17,113,0,116,..,1053,146,1194,9,1207,..,19,0,20,158,181,4889,1071,145,1218,167,6278,5342,..,..,..,..,5342,..,21,0,21,0,21,..,13,4,18,0,18,..,0,0,0,0,0,..,36,7,43,0,43,..,172,47,224,0,224,..,13,4,12,0,12,..,214,65,281,0,281,..,20,5,26,0,26,..,28,0,28,0,34,..,16,0,16,0,16,..,199,47,251,0,250,..,10,0,10,0,10,..,10,3,14,0,14,..,29,0,32,0,36,..,12,0,12,0,12,..,9,0,9,0,10,..,7,0,7,0,7,..,4,0,9,0,9,..,5,0,5
POA3195,0,24,0,24,..,5,0,5,0,5,..,27,0,27,0,27,..,20,0,20,0,20,..,77,0,78,0,78,..,95,6,101,4,103,..,83,0,85,0,88,..,17,4,20,0,20,..,93,8,96,0,96,..,119,17,137,3,137,..,275,25,305,7,311,..,2736,342,3080,30,3104,..,59,3,61,428,491,14448,2793,344,3138,459,18050,15134,..,..,..,..,15134,..,44,0,44,0,44,..,54,6,57,0,57,..,0,0,0,0,0,..,106,32,135,4,141,..,386,120,503,5,509,..,41,14,52,0,52,..,533,159,692,7,703,..,45,7,45,0,45,..,97,4,102,0,100,..,97,0,93,0,95,..,410,55,457,4,462,..,21,0,26,0,26,..,15,3,17,0,17,..,81,5,88,0,88,..,12,0,14,0,14,..,26,0,26,0,26,..,49,3,56,0,56,..,0,0,0,0,0,..,35,6,37
POA3196,0,19,0,19,..,4,0,4,0,4,..,31,0,31,0,31,..,9,0,9,0,9,..,68,0,71,0,71,..,69,5,76,5,83,..,17,0,20,0,20,..,12,3,20,0,16,..,38,0,41,0,41,..,34,3,38,0,36,..,217,24,246,6,250,..,1486,142,1631,24,1655,..,31,3,31,517,549,10567,1517,146,1664,542,12767,11670,..,..,..,..,11670,..,19,0,14,0,14,..,37,9,39,0,39,..,0,0,0,0,0,..,44,13,55,0,54,..,141,33,170,0,172,..,7,5,12,0,12,..,192,47,242,3,242,..,32,0,31,0,31,..,58,0,64,0,67,..,54,0,51,0,51,..,178,12,187,3,189,..,4,0,4,0,4,..,11,0,11,0,11,..,36,5,42,0,42,..,5,0,6,0,6,..,10,3,13,0,13,..,14,0,14,0,14,..,0,0,0,0,0,..,3,0,3
POA3197,0,4,0,4,..,3,0,3,0,3,..,11,0,11,0,11,..,8,0,8,0,8,..,25,0,25,0,25,..,33,9,38,0,38,..,7,0,7,0,7,..,15,0,18,0,18,..,18,6,22,0,22,..,36,6,42,0,42,..,93,10,105,0,106,..,738,108,840,11,850,..,20,0,22,162,181,4769,753,111,862,173,5801,5019,..,..,..,..,5019,..,10,0,10,0,10,..,28,3,32,0,32,..,0,0,0,0,0,..,44,6,53,0,51,..,88,53,141,0,145,..,9,0,6,0,6,..,142,61,204,0,207,..,26,0,28,0,28,..,33,0,34,0,34,..,23,0,23,0,23,..,105,16,119,0,119,..,4,0,4,0,4,..,4,0,3,0,3,..,26,0,26,0,26,..,4,0,4,0,4,..,7,0,13,0,13,..,6,0,6,0,6,..,0,0,0,0,0,..,7,0,7
