POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA3057,100,172,268,129,176,300,0,0,4,10,28,37,0,0,0,944,1067,2009,3,0,7,260,282,540,4,10,12,0,0,0,4,10,14,9,10,16,16,10,25,22,29,54,13,11,22,4,0,0,0,6,7,29,63,87,69,95,169,0,7,7,1513,1790,3307,87,77,165,122,120,245,27,38,65,0,0,0,8,8,20,26,32,58,38,39,77,3880,4402,8280,53,59,114,10,29,46,3944,4490,8438,366,340,707,6200,7063,13262
POA3058,257,338,592,339,439,772,7,12,17,60,76,133,0,0,0,3728,4338,8059,0,7,10,1277,1381,2654,44,52,91,8,11,17,25,34,56,27,26,55,26,35,60,44,52,92,55,53,109,12,15,21,6,6,11,119,147,267,229,257,491,7,8,16,6003,6940,12940,408,288,693,1158,1106,2264,23,41,66,0,0,0,19,16,30,62,65,128,77,83,164,7872,8125,16002,122,92,210,29,67,91,8020,8283,16300,1017,870,1881,16963,17941,34906
POA3059,287,313,595,275,296,572,98,80,181,48,43,91,0,0,0,4203,4331,8531,0,0,0,583,552,1138,23,28,52,18,23,31,9,10,17,102,92,191,26,28,50,68,92,159,51,44,96,5,7,11,9,19,30,86,120,204,242,242,485,6,10,12,5857,6003,11859,243,229,470,2029,2114,4145,0,6,5,0,0,0,47,46,95,18,20,39,62,71,135,1650,1472,3120,18,15,33,9,5,13,1672,1487,3159,467,440,907,10617,10659,21274
POA3060,104,114,216,102,128,230,19,16,39,24,23,50,0,0,0,1805,2032,3841,0,0,0,316,363,679,6,18,26,4,8,12,7,15,23,13,11,21,14,16,27,15,16,27,24,30,51,5,3,9,4,3,7,24,22,53,71,91,165,5,4,5,2453,2799,5252,341,254,599,2659,2272,4932,0,10,13,0,0,0,16,15,34,10,13,22,25,28,58,1101,999,2104,22,15,32,4,7,12,1132,1019,2149,554,504,1055,7279,6993,14274
POA3061,38,44,81,29,17,47,25,22,48,0,9,7,0,0,0,735,747,1484,0,0,0,166,166,332,5,7,20,0,0,0,0,0,0,8,11,19,0,4,4,5,5,9,12,7,14,4,3,3,0,0,0,16,7,31,50,28,85,0,0,0,1057,1039,2093,43,36,83,968,940,1909,0,0,0,0,0,0,10,6,10,8,4,19,18,12,27,228,155,389,5,0,4,5,3,6,239,157,397,231,166,393,2584,2394,4977
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA3063,6,3,5,25,37,57,0,0,0,5,0,3,0,0,0,98,101,198,0,0,0,8,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,7,0,0,0,0,0,0,14,7,16,8,5,16,0,0,0,163,169,330,0,0,0,17,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,78,151,0,0,0,0,0,0,71,80,148,22,19,41,277,281,563
POA3064,1674,1845,3519,1013,1314,2333,799,827,1634,262,275,537,4,0,4,14744,15545,30292,31,47,78,1407,1429,2836,151,152,304,259,312,567,23,43,65,491,506,994,191,220,414,423,463,889,282,323,608,42,41,92,89,102,194,365,449,818,1938,2040,3978,18,21,34,22551,24115,46658,4762,4409,9176,10593,10543,21140,9,17,28,0,0,3,5685,4956,10636,161,178,338,5844,5130,10976,8265,7361,15623,75,44,118,36,47,89,8375,7453,15826,3604,3486,7087,57414,57000,114413
POA3065,138,245,384,152,157,311,0,0,0,21,32,51,0,0,0,520,652,1168,0,0,0,104,122,224,0,0,8,0,0,3,6,7,19,15,17,38,8,11,12,15,16,33,18,16,35,0,0,0,6,4,4,34,47,79,57,79,135,0,0,5,965,1161,2127,30,34,60,250,295,538,34,42,72,0,0,6,3,3,8,17,12,27,16,16,35,3042,3003,6043,46,42,90,6,22,27,3100,3067,6167,542,504,1047,5072,5359,10431
POA3066,170,201,371,118,121,237,0,0,0,17,24,46,0,0,0,452,536,981,3,0,4,98,131,230,0,9,6,3,5,3,10,6,13,16,16,28,6,10,11,13,10,25,16,29,45,3,4,5,5,5,3,24,24,47,51,65,122,0,0,0,828,984,1809,33,27,57,319,343,653,34,33,68,0,0,0,6,0,6,19,16,33,21,15,33,2842,2484,5324,35,38,76,14,19,32,2888,2534,5425,412,333,749,4701,4476,9179
POA3067,184,252,432,134,140,269,0,0,0,27,18,41,0,0,0,597,651,1253,0,7,8,104,129,227,0,4,4,6,3,3,9,6,19,0,0,0,15,16,29,13,12,28,33,23,56,4,0,0,0,4,4,33,36,65,50,64,112,4,0,5,1031,1112,2140,71,57,130,52,49,98,36,46,78,0,0,0,5,5,13,19,17,37,25,22,50,2828,2588,5418,40,28,64,12,17,31,2884,2637,5518,357,294,651,4637,4458,9096
POA3068,121,174,299,313,456,770,0,0,0,26,28,58,0,0,0,1224,1401,2624,10,9,14,276,336,616,3,7,9,0,0,0,15,17,35,3,7,11,12,15,21,24,23,47,53,49,102,8,4,9,0,5,7,77,123,193,90,114,202,7,11,14,2136,2600,4737,43,39,81,127,131,259,70,79,149,0,0,0,5,0,5,34,49,79,39,49,90,5972,6522,12490,89,87,176,24,32,54,6079,6640,12719,534,513,1048,9148,10235,19382
POA3070,158,249,405,336,382,713,0,0,0,35,34,71,0,0,0,1580,1926,3511,7,13,17,1068,1147,2213,7,15,22,0,0,3,22,23,47,17,11,26,18,24,44,10,12,23,43,64,101,6,11,17,0,0,6,88,147,235,116,137,249,10,10,14,3354,3964,7319,79,68,143,121,121,244,63,91,159,0,0,0,5,5,9,29,34,63,40,40,75,7393,8021,15411,92,101,194,35,51,87,7519,8173,15696,616,623,1241,11948,13333,25276
POA3071,120,202,321,223,263,475,0,0,0,31,40,71,0,0,0,1533,1848,3385,9,10,16,940,1041,1981,7,22,22,8,7,12,11,17,29,12,8,16,6,19,27,16,22,40,44,58,95,6,5,12,0,0,3,59,79,141,118,163,281,0,6,4,3020,3606,6626,122,87,213,203,202,402,25,42,67,3,0,3,22,18,44,32,45,74,60,64,128,4940,5184,10128,82,65,152,21,45,64,5042,5295,10341,477,429,909,9070,9934,19005
POA3072,448,614,1062,374,479,851,0,0,0,72,91,158,0,0,0,2974,3465,6434,15,18,33,1536,1646,3188,35,41,74,5,4,9,11,28,45,19,31,48,25,24,52,54,52,106,77,101,177,12,22,32,16,12,24,103,162,269,313,421,727,8,3,12,5645,6593,12238,459,351,805,863,772,1631,25,31,55,0,0,0,47,40,88,70,84,154,117,122,235,7749,7837,15582,100,98,191,32,54,84,7879,7982,15862,979,914,1895,16417,17376,33790
POA3073,614,831,1451,581,797,1379,21,27,51,110,127,240,0,6,3,6709,7490,14199,15,26,39,2253,2387,4640,59,112,172,12,19,24,25,36,59,54,54,107,54,65,116,83,118,203,170,214,378,13,34,43,16,16,29,178,236,406,532,557,1083,13,8,20,10887,12316,23205,1138,818,1958,1698,1573,3278,20,18,38,5,3,7,237,176,418,88,93,178,335,277,608,8619,8156,16774,100,82,181,35,57,90,8754,8297,17050,1816,1708,3523,25256,25843,51096
POA3074,613,720,1334,139,160,305,5,8,11,44,52,93,0,0,0,2189,2428,4619,0,0,3,1462,1508,2969,28,31,58,8,14,30,3,8,19,40,31,71,34,24,60,30,38,72,46,58,101,0,3,9,10,33,40,44,65,115,463,489,948,4,0,4,4565,4960,9523,623,465,1082,1582,1492,3075,0,4,3,0,3,3,342,286,637,27,20,53,377,315,687,1755,1524,3285,18,10,35,7,10,19,1785,1549,3338,635,552,1191,10174,10059,20234
POA3075,576,677,1248,204,206,416,22,26,47,61,69,126,0,0,0,2507,2777,5278,0,7,6,1582,1657,3236,23,26,43,15,14,31,4,9,20,61,59,128,25,27,52,61,80,137,84,77,161,3,10,13,13,11,25,33,53,83,523,564,1086,0,8,6,5218,5662,10884,686,594,1281,1836,1733,3572,3,3,8,0,5,5,342,310,654,35,32,61,375,344,718,2048,1801,3849,16,6,23,7,14,18,2073,1820,3901,826,784,1609,11598,11627,23219
POA3076,520,617,1133,416,532,948,9,4,10,88,84,175,0,0,0,3760,4069,7831,0,8,8,1580,1613,3189,19,25,48,27,28,57,10,16,25,80,80,162,40,41,79,175,190,366,134,159,298,12,16,25,22,35,51,76,106,182,731,759,1491,7,8,7,7182,7777,14965,1192,1114,2305,2122,2039,4165,6,7,10,5,0,3,832,671,1506,60,66,126,899,744,1640,3393,3088,6481,27,27,55,19,31,46,3442,3144,6579,1322,1369,2688,16681,16809,33489
POA3078,91,125,216,228,257,488,0,0,0,19,34,49,0,0,0,1025,1152,2180,0,10,10,383,442,828,12,15,30,3,0,3,6,10,18,0,4,8,9,6,13,14,21,34,31,25,59,7,0,7,0,5,7,75,116,185,84,122,197,0,0,3,1898,2223,4117,67,44,113,51,34,90,25,33,59,0,5,3,8,12,23,23,22,51,37,42,72,3280,3471,6752,52,46,94,12,35,48,3350,3548,6897,377,302,677,5887,6349,12237
POA3079,107,192,299,462,640,1098,0,0,0,46,75,123,0,0,5,1876,2266,4145,5,5,11,518,554,1068,4,4,9,4,3,8,16,17,33,17,15,32,19,15,30,25,34,62,72,87,157,6,4,12,0,8,10,182,228,408,161,191,357,0,0,4,3423,4148,7571,160,158,322,109,113,219,28,26,58,0,0,0,11,9,17,34,61,91,41,72,113,3782,3808,7587,43,35,80,10,6,20,3831,3851,7687,400,399,799,8098,8960,17055
POA3081,166,218,382,259,343,601,0,0,0,67,76,143,0,0,0,1153,1369,2523,3,9,9,310,317,626,7,14,24,4,5,13,8,8,13,16,20,33,16,27,44,33,43,71,49,57,110,3,9,9,5,6,9,90,108,204,152,188,339,0,4,4,2178,2604,4786,179,112,291,783,730,1510,9,10,17,0,0,0,41,31,69,25,46,78,68,71,140,2883,2792,5673,22,25,45,16,30,48,2926,2841,5769,603,505,1106,6907,7094,14003
POA3082,383,449,831,407,567,972,0,5,0,102,134,241,0,0,0,4104,4464,8560,9,7,13,1847,1896,3742,31,46,73,23,36,58,16,26,47,131,129,260,36,57,94,137,169,307,134,166,302,6,14,26,6,11,15,120,171,283,573,571,1144,0,3,7,7688,8466,16156,516,443,954,774,796,1571,3,5,10,0,0,0,120,109,224,72,63,133,189,171,359,3839,3319,7151,24,29,60,17,25,41,3874,3376,7250,783,805,1578,14208,14506,28712
POA3083,624,744,1367,580,762,1339,0,5,0,119,131,242,0,3,4,3897,4157,8044,14,24,35,1454,1469,2924,25,27,54,9,7,11,17,22,38,60,47,112,42,47,90,139,161,299,182,194,374,18,21,42,10,15,23,194,283,475,527,570,1098,7,9,12,7292,7937,15238,785,565,1352,813,642,1456,13,6,15,0,0,0,106,85,187,58,85,148,164,171,335,5148,4483,9632,50,36,88,16,18,40,5220,4541,9758,1104,902,2004,16020,15511,31529
POA3084,215,319,538,801,995,1791,0,0,5,152,166,314,5,6,10,3336,3838,7172,9,13,19,630,650,1284,14,21,33,3,6,13,38,55,93,44,49,92,40,42,73,53,49,101,167,185,350,13,14,20,4,4,10,236,414,645,210,264,478,5,18,22,5758,6769,12525,366,339,708,199,217,419,16,20,34,0,0,0,28,38,65,38,54,90,62,87,153,5796,5537,11334,58,44,101,16,22,45,5870,5610,11478,590,611,1195,13069,13973,27045
POA3085,123,171,288,399,565,966,3,0,3,77,99,176,8,5,7,1664,1950,3614,9,5,12,261,286,544,10,4,17,4,10,15,35,42,79,18,13,31,17,26,41,57,63,121,83,97,180,8,19,27,5,10,15,113,187,302,147,157,304,3,8,8,2918,3558,6473,158,127,284,121,117,246,5,10,12,0,0,0,25,25,50,22,31,53,55,52,106,3122,2865,5985,31,12,38,9,13,25,3170,2889,6054,320,259,579,6863,7184,14050
POA3087,60,77,140,254,346,598,0,0,0,26,29,56,0,0,0,1174,1325,2494,0,5,8,194,192,388,3,4,11,3,6,11,9,12,25,4,8,11,13,13,24,37,43,86,61,54,113,4,7,15,3,5,6,73,104,180,78,114,201,0,0,3,1949,2273,4223,97,86,187,56,49,111,3,6,8,0,0,0,21,16,34,10,22,30,25,38,63,2038,1895,3932,16,15,32,9,10,21,2062,1925,3985,218,216,435,4484,4669,9156
POA3088,157,206,366,841,1128,1969,0,0,0,145,181,321,30,33,62,3310,3863,7169,10,18,27,503,535,1040,12,22,39,19,15,29,51,65,112,23,22,43,36,63,95,71,89,166,166,221,385,18,28,42,0,8,8,221,381,601,280,365,649,6,5,14,5742,7032,12770,165,145,308,147,132,281,8,11,23,0,0,0,19,24,41,40,50,93,56,72,131,6230,5728,11963,48,42,93,26,33,63,6308,5807,12115,600,585,1187,13188,13989,27181
POA3089,31,44,71,458,635,1085,0,0,0,68,74,139,55,61,116,1464,1569,3035,4,5,8,176,174,355,6,6,7,0,0,6,17,30,49,0,0,4,18,9,31,47,49,90,63,74,141,10,14,26,6,11,16,113,159,278,100,113,220,5,4,9,2616,2992,5606,48,43,87,59,49,104,0,5,8,0,0,0,10,10,19,4,19,27,20,30,48,3108,2942,6051,18,11,26,11,14,27,3137,2969,6101,254,214,466,6160,6345,12503
POA3090,12,9,25,101,111,208,0,0,0,13,16,25,39,38,82,458,471,929,0,0,0,82,76,159,3,7,9,0,0,0,0,5,3,0,0,0,6,0,8,6,8,12,16,18,29,3,0,5,0,0,0,41,47,81,42,41,83,0,0,0,814,831,1646,5,9,11,6,13,22,0,0,0,0,0,0,9,3,11,3,8,11,10,9,24,381,349,732,0,0,6,0,6,3,382,357,739,63,50,110,1292,1279,2575
POA3091,4,5,12,49,69,119,0,0,0,5,3,9,8,12,18,270,256,527,0,0,0,39,39,76,0,0,0,3,5,0,7,3,8,0,0,0,0,0,0,0,3,4,19,25,44,0,3,3,0,0,5,26,28,55,8,16,26,0,0,0,438,464,900,4,3,14,4,16,25,0,0,0,0,0,0,7,3,9,0,0,0,7,3,9,302,260,562,0,0,3,0,0,0,300,261,565,46,35,79,812,794,1602
POA3093,10,26,44,151,193,347,0,0,0,16,13,29,5,9,16,458,566,1031,4,9,10,75,84,160,0,0,0,0,0,4,4,17,19,4,6,7,0,6,5,12,19,23,35,41,70,4,3,5,0,0,0,63,73,135,30,42,72,0,0,0,863,1078,1944,13,13,22,16,15,31,0,5,6,0,0,0,0,0,0,8,6,17,10,6,16,860,811,1672,10,3,11,4,7,8,875,821,1697,115,89,204,1905,2056,3962
POA3094,28,47,74,279,400,675,0,0,0,42,56,98,5,3,3,947,1174,2119,7,6,8,77,96,171,5,0,3,0,5,4,7,14,20,9,5,14,4,10,14,25,29,54,67,60,124,9,8,13,0,0,0,91,134,228,88,103,194,6,0,10,1658,2106,3765,30,24,49,34,35,74,0,5,6,0,0,0,9,6,8,8,15,26,13,22,34,2426,2370,4796,21,30,45,4,18,21,2452,2411,4863,216,166,380,4433,4813,9250
POA3095,118,174,294,1012,1223,2238,0,3,3,207,251,454,82,92,177,2914,3230,6147,5,9,15,341,392,728,16,22,41,18,16,34,62,67,131,19,32,50,19,34,55,68,83,149,205,260,462,21,20,38,6,9,15,272,384,654,256,306,563,0,4,6,5530,6428,11955,81,80,156,86,122,209,23,21,46,0,0,0,15,12,17,24,51,78,41,55,96,7360,6967,14319,57,49,104,24,45,65,7435,7057,14492,576,551,1135,13884,14484,28373
POA3096,9,13,16,77,99,185,0,0,0,8,13,19,5,9,11,167,172,342,0,4,4,5,12,19,0,0,0,0,0,0,4,0,4,0,0,0,4,8,12,4,8,13,17,9,21,0,0,0,0,0,0,25,34,61,6,14,23,0,0,0,328,386,712,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,574,512,1091,3,0,4,0,3,3,574,519,1095,39,34,71,955,955,1911
POA3097,7,4,9,64,65,132,0,0,0,26,26,56,0,0,0,109,124,235,4,3,8,3,0,7,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,3,7,8,28,23,49,0,0,0,0,0,0,9,13,26,26,30,54,0,0,0,279,306,590,3,7,10,4,0,4,0,3,0,0,0,0,0,0,0,0,5,5,0,5,5,418,388,807,0,0,4,3,3,8,430,396,819,52,50,99,769,768,1536
POA3099,7,34,48,218,260,474,0,0,0,37,44,83,0,0,0,347,369,716,5,3,9,24,20,46,6,0,6,0,0,0,5,18,20,0,0,0,0,0,0,5,10,15,35,47,88,7,0,6,0,6,4,80,92,169,47,45,93,0,3,3,817,921,1741,6,3,12,7,5,19,3,0,12,0,0,0,0,0,5,7,17,23,8,16,24,1470,1350,2817,16,17,29,4,11,14,1488,1374,2862,145,140,282,2485,2507,4993
POA3101,285,423,713,835,998,1831,0,0,0,159,168,328,0,0,0,2612,2947,5557,6,13,22,532,590,1125,4,3,11,0,9,6,32,33,70,21,20,45,22,42,67,41,69,111,118,142,261,8,5,9,4,4,13,230,349,581,209,267,475,0,7,9,4831,5675,10505,219,182,402,102,92,199,102,113,218,0,0,0,27,25,48,47,59,115,74,90,166,5391,5401,10800,60,50,112,16,40,58,5474,5493,10966,682,656,1337,11774,12727,24499
POA3102,59,90,149,206,233,435,0,0,0,32,48,75,0,0,0,839,884,1726,0,0,0,233,250,489,3,0,4,0,0,0,6,7,17,14,14,20,10,11,27,7,14,24,34,36,66,0,0,0,0,0,0,65,104,173,38,50,87,5,0,5,1499,1655,3153,68,67,139,19,15,39,27,28,53,0,0,0,11,14,21,15,11,21,21,28,45,1390,1349,2738,15,7,21,0,4,4,1404,1360,2767,144,136,282,3244,3381,6620
POA3103,360,518,880,508,691,1197,0,0,0,148,181,328,0,0,0,1206,1498,2705,8,11,20,298,342,642,0,11,14,3,3,5,18,30,45,18,23,46,40,38,74,57,70,127,86,103,188,12,10,20,5,10,11,166,256,426,139,199,330,0,3,3,2718,3477,6189,303,270,575,93,97,193,18,23,47,0,0,0,25,18,40,34,47,75,55,61,121,3380,3480,6863,26,20,47,3,11,20,3411,3510,6918,302,393,696,7260,8359,15621
POA3104,541,680,1222,568,657,1226,0,0,0,181,225,406,0,0,0,1961,2130,4093,5,16,21,843,902,1744,0,3,3,4,12,21,17,26,40,39,42,78,36,53,92,98,109,207,91,116,210,12,9,16,9,9,19,206,293,499,240,248,484,0,4,3,4315,4858,9173,373,345,718,203,214,422,30,43,77,0,0,0,44,50,93,46,47,93,87,99,188,4420,4155,8575,17,18,29,7,17,23,4443,4183,8632,441,430,870,10449,10850,21302
POA3105,181,272,450,171,197,364,0,3,8,64,79,143,0,0,0,1700,1884,3584,3,0,5,693,756,1448,6,10,16,12,10,20,12,21,27,47,60,103,10,22,34,30,33,64,47,66,117,4,0,8,0,0,3,68,87,161,116,151,269,4,0,7,2993,3388,6377,90,76,170,145,127,272,3,5,15,0,0,0,19,23,36,29,39,65,45,58,102,1713,1547,3262,10,15,22,6,8,17,1734,1566,3298,229,206,434,5431,5692,11124
POA3106,262,338,601,431,561,992,0,0,0,175,215,385,0,6,8,1742,1929,3671,12,20,37,841,921,1763,0,4,10,6,3,9,18,20,42,100,94,188,41,49,90,58,57,115,106,119,222,11,12,19,4,0,4,145,203,346,186,233,418,0,0,0,3875,4444,8322,158,162,324,318,323,636,23,33,62,0,0,0,72,75,145,67,80,148,141,151,290,2971,2841,5814,11,10,22,13,11,22,2995,2866,5862,429,446,874,8199,8762,16966
POA3107,206,296,510,339,449,787,0,0,0,120,140,263,0,0,0,1522,1740,3260,15,14,26,845,948,1793,4,3,8,5,0,8,37,32,67,56,50,104,44,61,98,55,64,115,87,120,204,5,6,10,0,7,9,127,219,342,170,223,396,0,3,8,3432,4086,7516,129,126,251,235,214,454,25,38,63,0,0,0,15,15,31,41,52,88,58,69,125,2348,2199,4553,16,18,35,8,11,20,2373,2230,4603,322,327,649,6783,7381,14164
POA3108,715,901,1618,522,696,1225,0,0,0,226,297,523,0,0,0,1703,2159,3864,14,32,48,1092,1197,2285,9,12,24,6,15,21,25,31,52,49,49,99,86,95,182,102,127,230,179,220,403,9,9,20,13,5,19,213,281,499,350,394,745,5,4,7,4615,5619,10233,296,258,548,457,442,898,52,43,92,0,0,0,68,63,130,73,70,146,143,135,275,5049,4932,9976,22,21,43,15,8,29,5086,4958,10048,687,653,1336,12045,13008,25054
POA3109,758,1026,1777,654,841,1496,0,0,0,426,545,970,7,3,7,2154,2560,4715,27,29,51,1089,1167,2261,23,33,51,16,14,34,54,63,116,110,110,221,85,115,202,179,209,387,218,258,477,9,13,19,8,20,31,279,387,667,457,580,1039,9,12,22,5811,6948,12753,432,405,835,792,763,1556,35,39,77,0,0,0,110,104,215,89,105,197,197,214,406,6135,5872,12004,27,26,48,19,15,34,6174,5913,12085,708,729,1440,14898,16028,30926
POA3111,140,223,362,398,526,929,0,0,3,205,253,454,0,0,0,1189,1399,2587,17,23,44,350,353,706,7,10,20,0,0,0,45,55,97,44,42,82,38,41,77,115,119,231,134,145,279,8,16,22,23,29,51,133,197,335,192,242,437,4,5,8,2904,3456,6361,109,119,227,159,158,317,11,16,25,0,0,0,45,39,79,29,42,66,75,77,150,2313,2195,4507,13,7,17,3,11,17,2322,2215,4541,318,350,670,6034,6613,12644
POA3113,39,61,104,316,381,697,0,0,0,74,92,162,5,4,3,743,745,1487,8,8,15,115,123,238,15,20,38,0,6,5,24,30,49,8,8,16,28,19,48,48,46,98,72,71,139,4,5,3,4,4,8,93,134,233,107,126,237,0,9,9,1658,1818,3479,21,19,40,33,36,65,4,3,10,0,0,0,16,11,24,10,4,16,27,17,41,2270,2125,4393,13,6,21,12,11,23,2293,2149,4441,194,189,387,4277,4292,8562
POA3114,13,24,39,166,183,350,0,0,0,51,40,92,0,0,0,545,540,1087,0,0,0,37,39,77,5,7,8,0,0,0,17,21,37,0,0,4,8,7,13,29,28,51,31,22,58,0,0,0,5,0,3,34,57,99,42,52,90,0,0,0,974,997,1969,5,3,10,11,21,36,3,0,5,0,0,0,6,11,19,6,3,12,15,12,30,831,737,1564,4,7,7,0,0,6,839,746,1578,87,87,171,1947,1888,3835
POA3115,7,12,28,212,257,472,0,0,0,32,51,80,0,0,7,363,377,742,8,8,14,30,40,73,0,0,0,7,3,13,23,25,49,0,0,0,7,9,15,43,40,82,44,42,79,0,0,4,0,0,0,53,76,133,58,74,132,5,5,6,885,1009,1897,7,3,12,0,0,3,4,0,0,0,0,0,0,0,0,4,0,6,4,0,6,917,804,1720,9,4,7,0,5,7,921,816,1739,87,75,162,1915,1927,3843
POA3116,56,91,147,437,557,994,0,0,0,135,154,290,18,22,44,1114,1198,2314,33,45,76,62,58,119,4,3,5,8,16,22,29,43,72,4,10,17,24,32,55,71,94,165,93,97,185,19,12,28,25,29,58,120,179,294,226,265,495,19,26,39,2445,2840,5282,69,56,125,48,39,89,6,7,14,0,0,0,36,42,72,17,20,41,55,65,115,2786,2591,5372,24,28,44,0,8,7,2813,2621,5433,284,283,567,5780,5995,11779
POA3121,549,869,1414,710,768,1477,3,4,4,72,95,167,0,0,0,2396,2785,5188,12,17,27,691,785,1471,9,11,19,3,10,13,36,42,78,16,26,40,33,33,66,49,83,138,96,85,180,4,5,8,3,6,11,117,215,333,155,242,393,8,7,22,4412,5215,9630,137,138,277,263,242,505,97,94,194,0,0,0,3,6,14,46,59,105,48,62,112,8735,8454,17190,101,90,191,27,37,68,8862,8584,17453,1029,930,1959,15402,16135,31534
POA3122,252,339,595,810,954,1767,0,0,0,84,116,197,0,0,0,1883,2231,4118,8,15,24,254,327,583,3,6,7,0,0,0,29,51,79,17,16,30,20,23,48,36,66,101,126,140,268,6,7,11,0,7,8,193,276,471,126,174,305,9,4,7,3618,4413,8035,390,333,717,198,151,343,106,113,211,0,0,0,40,18,57,33,33,64,70,49,120,5393,5442,10834,62,53,114,13,48,67,5472,5541,11010,682,613,1294,10774,11549,22322
POA3123,167,241,402,462,621,1086,0,0,3,60,79,136,0,0,0,1216,1413,2633,0,4,4,220,298,519,9,10,18,0,6,9,18,16,35,14,10,23,14,14,33,45,40,90,101,101,205,6,8,9,4,5,10,146,197,348,82,128,210,8,7,13,2415,2958,5373,241,210,451,112,92,207,171,172,340,0,0,0,15,8,16,24,32,61,37,37,78,3453,3659,7113,40,31,65,7,12,26,3500,3705,7202,385,390,778,7024,7809,14834
POA3124,236,376,611,848,1106,1960,0,0,0,151,186,338,0,0,0,2098,2409,4510,10,14,23,420,486,908,10,17,31,7,9,15,42,43,92,13,8,20,24,40,69,49,71,116,146,195,342,12,13,27,5,6,7,292,400,689,176,271,446,5,6,16,4315,5286,9599,264,271,529,105,83,186,65,75,132,0,0,0,25,21,41,28,35,61,50,53,100,4722,4896,9620,48,41,89,14,23,36,4781,4962,9745,514,536,1048,10323,11642,21965
