POA_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA3000,109,21,651,270,68,50,20,124,20,1326,7,6,10,8,4,4,0,3,0,38,42,103,36,51,43,32,16,33,7,361,31,51,55,63,24,23,18,37,101,410,2256,8173,2058,2638,2183,1470,464,1530,435,21224
POA3002,9,9,15,15,3,0,0,4,0,60,0,0,0,0,0,0,0,0,0,0,16,27,0,3,8,4,0,0,0,56,5,9,0,0,0,3,0,3,6,28,538,1452,101,131,248,98,15,42,41,2668
POA3003,24,6,100,26,13,8,7,8,3,194,0,0,0,0,0,0,0,0,0,3,22,22,3,16,12,11,5,0,0,88,8,14,9,12,12,8,5,10,23,88,625,1985,359,392,475,205,100,241,73,4449
POA3004,32,13,76,22,16,25,4,15,0,205,0,0,0,0,0,0,0,0,0,0,30,30,5,12,15,4,0,3,5,110,10,21,11,8,14,4,4,4,24,96,1076,2746,384,378,660,326,82,201,106,5969
POA3006,77,20,244,121,49,33,11,39,3,597,3,0,3,5,0,4,0,3,0,14,41,67,11,26,34,23,4,10,12,225,25,33,15,27,12,8,7,25,63,219,2045,5709,965,1178,1529,708,251,770,248,13398
POA3008,30,12,119,45,35,19,12,23,11,310,0,0,0,5,0,0,0,0,0,9,25,41,8,17,19,10,3,5,5,139,13,26,9,5,6,8,0,7,23,107,1302,3809,543,565,857,462,150,323,140,8151
POA3011,51,16,157,53,36,38,15,37,0,397,0,0,0,0,0,0,0,0,0,9,57,79,28,28,41,17,12,9,7,275,17,35,8,22,20,3,11,24,48,189,1542,4318,904,953,1232,519,304,507,166,10439
POA3012,67,23,154,74,57,30,24,56,4,506,0,6,4,0,0,0,0,0,0,11,45,73,19,26,40,15,10,8,4,239,18,33,29,27,22,18,16,23,41,223,1786,4385,1147,1078,1325,561,431,544,168,11430
POA3013,47,10,74,34,39,21,9,20,4,258,0,0,0,6,0,0,0,0,0,7,45,60,16,9,26,15,7,5,6,185,25,14,6,7,13,4,3,8,15,103,1527,3044,624,501,760,329,121,199,104,7213
POA3015,43,13,83,34,46,28,4,11,5,268,0,0,4,0,0,0,0,0,0,3,53,46,17,15,24,8,3,6,6,190,15,16,17,6,13,8,5,11,23,111,1781,3230,744,614,906,321,160,230,104,8091
POA3016,25,18,42,22,28,18,4,7,4,175,0,4,0,0,0,0,0,0,0,8,38,34,4,9,26,7,3,4,6,125,11,19,8,7,7,10,6,4,16,80,1518,2591,518,440,688,274,88,156,100,6377
POA3018,19,15,42,28,23,15,16,10,0,169,0,0,0,0,0,0,0,0,0,3,14,28,8,12,21,5,0,3,3,88,13,16,10,3,13,3,0,15,28,111,912,1795,622,463,656,215,140,187,104,5095
POA3019,19,7,51,37,16,18,5,18,0,169,0,0,0,0,0,0,0,9,0,11,7,3,0,8,9,0,9,8,3,51,10,5,14,10,10,12,11,10,32,114,294,831,305,365,391,213,243,239,86,2973
POA3020,54,28,203,139,74,47,48,114,9,722,0,0,0,5,0,0,4,3,0,20,22,48,23,28,44,16,32,21,6,242,32,25,51,48,42,21,67,51,93,427,1175,3268,1597,1536,1534,727,976,1025,275,12122
POA3021,66,17,292,185,82,76,90,143,21,974,0,0,0,3,0,4,9,6,0,19,13,23,30,29,28,10,38,25,12,211,21,27,71,58,32,32,72,88,115,517,824,2346,1873,1793,1439,725,1176,1237,329,11742
POA3022,5,4,12,9,9,6,4,9,0,47,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,18,0,0,4,4,8,0,6,8,11,32,90,276,124,117,115,51,71,68,12,931
POA3023,101,29,279,186,141,110,111,110,22,1092,0,3,0,0,0,4,3,7,0,20,42,58,39,42,45,13,49,34,5,327,55,32,83,68,72,34,66,56,153,623,2274,5253,2644,2464,2816,1088,1329,1150,452,19474
POA3024,70,21,188,90,84,73,80,76,6,686,0,0,6,0,0,3,0,0,0,10,14,34,29,40,28,15,44,16,15,235,15,21,31,32,37,5,50,37,62,296,1104,3355,1436,1665,1533,590,868,694,239,11485
POA3025,31,7,50,22,30,13,9,17,5,193,0,0,0,0,0,0,0,0,0,0,12,15,6,7,13,9,4,6,7,75,12,9,14,11,11,11,11,13,21,118,642,1261,549,324,535,215,159,167,89,3926
POA3026,16,4,33,23,21,13,27,16,5,151,0,0,0,0,0,0,0,0,0,3,4,4,4,3,11,0,10,11,4,49,5,11,8,5,14,8,6,15,23,85,291,732,329,301,428,122,238,176,65,2679
POA3027,23,10,51,19,17,17,22,17,3,171,0,0,0,0,0,0,0,0,0,0,9,12,0,6,13,4,13,7,0,74,0,8,8,4,15,10,14,5,32,95,562,1458,333,346,523,259,288,192,104,4058
POA3028,46,10,179,79,61,33,44,52,13,510,0,0,0,0,4,0,0,3,0,8,23,24,16,19,29,7,12,17,7,166,20,13,43,12,23,19,21,22,71,245,994,2471,1513,1149,1177,445,596,584,216,9129
POA3029,233,61,770,359,268,205,678,321,38,2938,0,0,7,0,0,0,12,8,0,41,77,102,127,170,127,67,234,108,35,1044,62,77,138,146,102,67,212,114,313,1244,4240,10843,5490,5849,5547,2515,5119,2963,1078,43655
POA3030,222,72,563,318,277,189,204,189,31,2048,3,3,0,3,3,6,5,7,4,39,92,127,87,96,98,55,94,60,17,720,105,95,113,76,110,60,109,88,244,1009,5746,12755,5216,4666,5439,2367,2382,2082,860,41507
POA3031,40,11,72,42,29,13,4,17,4,240,0,0,0,0,0,0,0,0,0,0,49,83,9,15,34,12,0,9,4,214,9,21,12,19,7,9,11,15,20,114,1447,4071,531,637,896,330,140,270,110,8426
POA3032,67,18,127,84,61,35,11,36,9,452,3,0,0,0,0,0,0,0,0,5,43,77,17,27,30,16,13,12,7,241,23,33,14,17,25,16,26,17,54,228,2318,5422,1037,1168,1571,686,346,463,220,13225
POA3033,26,8,54,19,26,28,11,18,0,192,0,0,0,0,0,0,0,0,0,3,19,15,13,14,16,8,8,4,4,97,17,4,16,8,22,9,8,9,29,126,768,1646,664,463,695,259,184,177,86,4941
POA3034,23,4,45,29,21,18,8,16,3,163,0,4,0,0,0,0,0,3,0,7,11,6,6,17,11,3,4,3,0,67,16,5,11,12,16,6,8,0,15,83,558,1253,477,338,555,194,118,155,72,3731
POA3036,14,3,14,5,10,7,4,3,0,69,0,0,0,0,0,0,0,0,0,0,3,3,3,4,5,4,0,4,3,31,11,0,5,0,10,4,0,5,6,45,380,656,281,149,302,105,41,65,32,2024
POA3037,107,28,232,134,133,122,95,123,12,993,0,0,0,0,0,3,0,5,0,12,35,36,36,47,45,18,38,24,15,288,37,44,71,44,38,31,32,54,87,437,1978,4043,2573,1854,2482,1082,1019,988,357,16385
POA3038,38,13,99,51,72,52,22,24,7,390,0,0,0,0,3,0,3,0,0,6,26,17,16,18,21,8,8,9,4,127,21,20,34,19,32,14,9,15,55,213,1135,2344,1325,864,1227,469,377,381,167,8287
POA3039,51,5,77,37,34,25,3,18,0,251,0,0,0,0,0,0,0,0,0,4,35,46,10,9,27,8,4,0,10,149,19,13,10,9,12,4,3,14,23,113,1381,3259,628,567,886,351,107,202,104,7488
POA3040,42,16,98,54,72,34,10,31,0,362,0,0,3,0,0,0,0,0,0,10,51,68,12,27,37,12,0,9,8,231,41,39,22,25,25,18,7,11,49,240,2166,4544,1030,869,1425,580,180,389,197,11370
POA3041,27,15,48,27,24,20,7,16,0,192,0,0,0,0,0,0,0,0,0,0,19,28,6,7,18,0,3,4,3,91,7,8,7,4,13,12,6,9,29,95,994,1857,527,413,739,228,111,173,92,5119
POA3042,37,14,72,51,50,32,12,23,3,300,0,0,0,0,0,0,0,0,0,3,12,26,10,16,25,6,9,3,4,119,20,11,26,19,22,5,10,16,40,163,998,1923,890,582,809,316,205,250,111,6081
POA3043,32,5,91,49,39,28,22,28,0,285,0,0,0,0,0,0,0,4,0,6,12,13,8,5,22,3,8,8,7,78,14,6,18,19,26,13,23,17,37,164,673,1337,878,625,771,299,302,294,107,5288
POA3044,58,15,118,73,62,29,21,33,11,423,0,4,3,0,0,0,0,0,0,10,39,62,19,26,44,11,9,7,6,213,22,26,33,16,21,20,11,7,70,219,1926,4497,1374,1029,1514,543,311,412,213,11825
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3046,51,24,240,100,63,64,52,83,8,685,0,0,0,0,0,0,4,0,0,10,36,54,21,31,38,7,13,20,8,226,17,24,42,37,39,17,29,43,67,314,1530,4176,1800,1583,1546,637,613,912,235,13033
POA3047,26,0,96,41,12,13,29,45,5,273,0,0,0,0,0,0,0,3,0,8,10,11,11,12,8,3,5,5,3,73,0,14,28,17,12,8,25,23,38,165,273,839,716,705,389,235,462,456,120,4204
POA3048,9,4,40,41,17,17,15,19,4,155,0,0,0,0,0,0,0,0,0,3,9,10,9,6,7,4,10,4,5,57,0,6,12,18,9,5,19,17,38,137,202,696,463,543,368,174,268,258,93,3056
POA3049,20,5,47,21,26,16,3,14,0,153,0,0,0,0,0,0,0,0,0,0,6,10,5,4,8,8,5,9,0,59,5,8,11,3,5,8,8,4,19,74,390,729,542,350,442,175,163,164,55,3005
POA3051,15,11,83,29,28,11,9,20,3,200,0,0,0,0,0,0,0,0,0,0,29,62,7,21,29,18,3,4,0,172,16,19,6,17,3,7,4,8,17,111,903,3534,446,569,688,279,144,262,103,6932
POA3052,11,0,31,15,4,4,3,0,0,74,0,0,0,0,0,0,0,0,0,6,8,28,0,12,5,8,0,8,0,69,0,7,0,0,4,0,0,0,8,33,339,1404,196,248,290,119,44,106,40,2793
POA3053,27,9,103,49,16,18,12,14,5,242,0,0,0,0,0,5,0,0,0,3,25,59,7,22,23,19,9,0,5,159,10,25,6,21,5,11,9,12,28,122,711,3281,482,726,659,375,162,299,110,6803
POA3054,10,7,48,19,6,4,0,3,0,102,0,0,0,0,0,0,0,0,0,3,29,55,4,11,17,13,0,0,8,137,3,17,7,6,7,5,0,0,16,61,672,2384,254,310,377,174,35,64,73,4360
POA3055,33,15,83,42,24,17,3,25,0,237,0,0,0,0,0,0,0,0,0,5,36,66,10,22,21,5,13,4,9,179,12,20,14,5,16,5,3,9,24,121,1040,3256,636,686,813,298,158,254,94,7235
POA3056,44,29,144,53,42,24,9,35,0,377,5,0,0,0,5,0,0,0,0,7,66,134,29,41,65,21,7,9,7,382,12,34,18,13,24,7,9,9,41,155,2020,6707,1002,1111,1366,529,158,339,173,13401
POA3057,20,26,87,30,24,12,5,13,0,216,0,0,0,5,0,0,0,0,0,5,44,97,9,15,25,12,0,7,9,216,20,21,9,8,15,6,4,0,24,98,1251,3896,533,552,799,308,85,174,104,7698
POA3058,61,24,203,76,59,40,18,47,12,540,0,0,0,0,0,0,0,0,0,13,76,109,24,63,39,20,11,12,7,356,32,43,26,20,42,21,15,17,37,253,2199,6383,1554,1370,1591,705,285,502,207,14800
POA3059,37,12,93,47,49,38,19,31,4,332,4,0,0,0,0,0,0,0,0,6,21,15,11,10,16,9,11,5,3,103,18,18,30,12,20,22,9,20,41,198,1063,1997,1024,678,954,424,331,313,156,6930
POA3060,21,8,69,28,20,22,18,28,0,210,0,0,0,0,0,0,0,0,0,6,10,16,11,11,11,7,7,9,3,80,11,9,26,13,18,3,17,19,36,147,393,1235,564,532,408,231,277,287,115,4037
POA3061,4,0,15,3,10,9,6,8,0,46,0,0,0,0,0,0,0,0,0,4,0,4,3,4,0,0,0,0,0,12,5,4,9,0,8,3,6,5,10,45,71,134,151,127,122,67,66,70,23,827
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA3063,3,0,3,0,5,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,39,38,23,18,15,14,9,11,3,183
POA3064,193,48,603,309,216,227,400,244,23,2256,0,4,8,6,8,0,3,9,0,42,60,70,92,119,74,38,141,102,18,720,65,72,143,126,78,73,145,102,218,1024,3096,7490,4880,5220,4106,1889,3129,2416,660,32888
POA3065,26,8,54,23,8,9,6,11,0,144,0,0,0,0,0,0,0,0,0,6,46,54,0,7,18,7,0,3,3,141,0,12,11,14,7,8,3,12,20,80,941,2808,286,354,438,199,56,97,68,5251
POA3066,28,11,61,20,12,11,6,0,6,162,0,0,0,0,0,6,0,0,0,4,25,44,4,14,20,10,0,5,0,115,8,19,7,7,4,3,0,3,22,77,869,2676,296,356,420,203,52,92,70,5035
POA3067,25,7,73,24,16,14,3,12,0,171,0,0,0,0,0,0,0,0,0,0,24,42,9,13,10,9,0,0,4,118,0,11,7,5,5,7,0,6,21,62,971,2615,374,358,514,259,61,127,85,5358
POA3068,33,16,64,32,15,17,4,13,0,194,0,0,0,0,0,0,0,0,0,3,67,132,20,33,44,13,6,3,3,315,14,29,11,13,7,4,3,5,23,94,1886,5459,546,602,883,344,78,133,129,10062
POA3070,41,12,100,47,22,23,3,17,0,259,0,0,0,0,0,0,0,0,0,0,79,143,16,27,48,20,0,11,3,344,15,20,10,14,19,5,3,7,33,122,2277,6417,909,870,1160,471,147,237,145,12639
POA3071,29,13,79,41,34,15,12,20,0,238,0,0,0,0,0,0,0,0,0,4,61,97,21,13,42,12,8,4,9,266,8,21,15,14,9,0,6,11,29,117,1507,4141,782,768,929,350,156,253,107,8990
POA3072,79,20,204,83,64,48,22,69,5,596,0,0,0,4,0,0,0,0,0,5,64,101,25,32,58,28,8,16,12,353,31,40,40,26,40,12,13,29,58,291,2121,5879,1503,1420,1560,728,333,597,235,14369
POA3073,103,24,324,120,97,77,48,108,13,916,0,0,0,0,0,0,0,6,0,20,61,103,38,50,60,19,19,33,11,386,40,35,69,53,53,35,29,56,102,469,2200,6014,2374,2099,2194,952,775,1122,346,18078
POA3074,23,3,108,68,30,36,31,46,3,341,0,0,3,0,0,0,0,0,0,9,8,13,12,15,21,4,20,12,3,107,15,4,32,24,13,15,25,31,31,196,420,1040,831,746,587,320,405,485,102,4940
POA3075,33,10,135,69,47,35,40,58,5,434,0,0,0,3,0,4,9,0,0,17,21,13,19,13,12,6,21,21,4,127,12,10,29,20,20,11,29,33,52,217,505,1360,897,815,736,358,413,536,122,5738
POA3076,53,10,216,110,84,53,68,87,4,682,0,0,5,0,0,0,0,0,0,6,24,20,23,30,22,15,40,31,8,199,17,25,45,45,35,27,44,53,62,353,929,2314,1617,1483,1298,572,747,760,214,9948
POA3078,15,5,25,22,13,4,0,5,0,107,0,0,0,0,0,0,0,0,0,3,35,63,7,12,24,3,0,0,3,155,10,18,11,5,6,4,0,0,16,74,1076,2857,413,390,559,239,77,111,68,5798
POA3079,25,12,40,19,20,17,8,4,6,156,0,0,0,3,0,0,0,0,0,5,36,50,10,16,21,0,0,9,3,151,10,26,9,12,8,6,3,12,17,96,1480,3544,527,457,808,349,102,161,108,7538
POA3081,31,6,63,35,24,15,9,30,6,217,0,0,0,0,0,0,0,0,0,0,15,22,11,16,13,4,11,8,0,100,14,11,16,18,12,13,14,14,34,141,670,2014,609,601,522,240,196,236,84,5178
POA3082,47,14,132,83,79,53,23,46,9,487,0,3,0,0,0,0,0,0,0,12,17,25,19,17,29,10,15,14,7,149,19,20,48,26,34,23,31,23,56,280,1044,2643,1478,1211,1339,599,475,541,177,9506
POA3083,59,28,150,97,68,41,30,49,0,517,0,0,4,0,0,0,0,0,0,12,27,25,18,18,34,14,15,7,9,171,31,36,43,31,38,21,13,34,60,306,1401,3413,1416,1272,1347,664,520,627,205,10866
POA3084,44,21,99,43,32,30,9,25,0,300,0,0,0,0,5,0,0,0,0,7,37,66,8,29,34,7,0,10,3,202,21,34,15,12,32,10,3,7,26,164,1927,4973,945,824,1270,447,173,320,125,10998
POA3085,19,4,57,31,32,17,7,15,4,182,0,0,0,0,0,0,0,3,0,3,17,24,8,13,19,5,5,5,0,98,15,17,18,8,13,3,9,6,14,104,961,2179,676,550,690,227,97,168,76,5613
POA3087,13,6,38,25,14,15,7,16,3,127,0,0,0,0,0,0,0,0,0,3,11,9,5,11,8,0,5,3,0,56,12,10,15,5,0,3,4,3,7,61,476,1257,537,375,430,152,108,125,42,3500
POA3088,39,13,107,60,65,34,10,29,3,362,0,0,0,0,0,0,0,0,0,3,31,54,21,36,31,3,4,3,0,181,19,18,34,10,15,19,10,7,29,162,1696,3757,1471,1037,1270,456,202,326,139,10359
POA3089,26,9,61,49,42,28,9,16,0,236,0,0,0,0,0,0,0,0,0,0,11,19,9,8,10,3,3,3,4,67,17,11,18,9,10,7,4,16,16,103,861,1593,873,613,593,211,119,191,71,5113
POA3090,9,0,6,0,12,6,4,0,0,37,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,5,0,18,205,271,154,63,118,51,25,21,12,920
POA3091,4,0,5,5,6,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,3,14,121,153,123,52,73,28,14,18,10,594
POA3093,11,6,12,3,8,5,0,3,0,52,0,0,0,0,0,0,0,0,0,0,5,7,0,0,4,5,0,0,7,29,7,0,4,0,0,3,0,6,0,19,315,525,194,130,158,76,18,33,24,1475
POA3094,13,7,42,18,30,12,0,3,0,129,0,0,0,0,0,0,0,4,0,5,13,19,8,5,16,10,0,6,4,67,3,14,17,6,4,0,4,0,19,59,613,1389,482,349,412,153,51,96,46,3605
POA3095,50,15,102,53,78,31,10,17,0,367,0,0,0,0,0,0,0,0,0,4,40,74,20,34,34,13,3,0,3,224,14,34,20,11,22,15,4,16,40,172,2255,4291,1409,998,1348,464,186,279,129,11356
POA3096,8,0,16,7,4,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,0,0,0,0,0,0,3,14,131,214,144,93,72,30,17,30,9,741
POA3097,3,0,0,3,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,3,0,7,0,0,0,0,3,4,21,145,190,77,53,62,15,17,22,14,590
POA3099,10,0,25,4,17,0,3,3,0,60,0,0,0,0,0,0,0,0,0,0,3,9,5,0,0,0,0,0,0,30,6,0,3,3,3,0,8,3,5,37,325,605,396,204,218,73,63,81,30,1996
