POA_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
POA3193,1214,1189,611,71,396,632,113,187,921,116,1063,9704,495,14764,34,21,18,0,9,14,3,0,20,6,25,235,14,365,181,122,83,11,55,97,12,26,108,19,121,1058,67,1732,51,32,26,11,16,23,4,10,21,4,34,331,10,503,69,19,29,11,56,42,12,9,24,13,50,357,21,577,21,8,4,0,11,13,3,4,4,4,11,97,7,160,9,16,5,0,14,9,0,0,8,0,32,179,3,256,5,9,6,3,13,5,0,0,8,0,16,293,11,362,17,14,3,0,28,12,3,7,8,5,23,90,9,160,13,15,7,0,0,9,4,3,19,0,23,212,4,301,24,33,12,0,7,14,4,3,34,0,30,290,8,428,425,287,201,36,209,232,42,59,254,50,359,3152,153,4836,19,11,14,3,6,12,0,3,5,3,8,75,466,605,1662,1485,818,110,615,884,156,249,1184,167,1432,12934,1109,20207,517,774,284,4
POA3194,682,904,308,51,260,325,69,143,929,89,796,5616,321,9067,29,39,16,0,7,15,0,6,30,0,28,151,14,276,85,56,42,15,38,49,10,14,57,12,70,427,34,758,17,15,16,3,9,16,0,3,12,3,19,186,8,268,103,28,37,17,76,70,16,16,41,14,68,356,21,688,27,14,11,6,25,21,0,0,24,5,23,119,11,212,10,22,0,0,12,4,3,4,19,0,18,183,4,254,10,12,4,0,18,8,3,7,9,4,22,385,5,465,15,16,8,0,28,11,0,8,21,0,19,280,5,373,14,17,5,5,8,5,3,0,21,0,14,198,6,271,14,10,10,0,6,3,0,0,17,0,21,147,4,219,317,226,145,51,239,211,42,55,248,49,301,2437,117,3788,22,8,4,0,6,9,4,3,9,3,5,32,292,372,1021,1132,453,104,504,550,112,201,1184,132,1101,8080,728,13221,323,685,151,3
POA3195,1780,2407,777,152,754,824,171,287,2176,185,2099,17601,965,26742,47,57,15,0,19,17,3,10,43,4,41,442,15,637,236,204,114,35,110,123,19,49,188,32,221,1307,79,2235,57,33,31,15,27,40,8,14,37,17,53,480,20,717,251,75,94,50,171,144,35,43,117,24,179,825,36,1536,47,18,16,5,48,30,4,4,19,4,48,236,20,404,69,65,30,6,70,37,14,13,44,4,94,717,20,1031,21,29,10,5,29,18,0,3,28,3,68,718,12,900,62,46,19,9,96,61,14,6,28,19,56,697,25,1008,23,49,11,0,17,10,5,0,50,5,47,364,5,520,37,53,22,9,52,27,5,7,38,8,50,431,20,667,845,632,360,131,632,501,102,154,592,114,863,6212,244,9646,23,13,13,3,16,19,4,8,10,3,19,74,823,978,2648,3055,1147,288,1405,1337,276,452,2782,307,2980,23893,2036,37364,870,1765,416,7
POA3196,1607,2040,613,176,655,727,176,285,2137,172,1766,12117,734,19635,51,66,23,6,26,31,11,11,64,3,45,357,28,611,202,141,81,26,119,112,17,50,175,31,160,845,53,1592,73,28,27,12,35,31,5,14,43,9,57,306,22,516,123,55,44,14,86,73,20,26,77,24,104,551,29,970,30,15,13,4,21,14,0,5,12,4,21,116,11,214,39,34,6,0,39,19,3,7,24,6,39,404,21,574,18,15,10,0,9,7,4,0,11,3,16,293,0,371,55,45,21,8,57,38,13,7,24,6,51,327,8,530,30,30,12,0,11,11,0,4,31,0,36,252,9,376,27,41,6,11,28,13,4,3,37,9,39,261,6,397,644,470,241,81,436,339,79,127,493,92,570,3708,191,6157,46,21,5,11,19,25,9,14,29,10,23,90,883,1081,2301,2534,861,261,1114,1092,264,421,2662,282,2366,15915,1809,26876,703,1449,254,0
POA3197,628,777,258,33,319,305,85,129,775,86,669,5549,349,8673,25,22,5,0,19,6,0,9,22,5,16,150,9,245,124,71,40,8,44,54,11,25,75,12,72,377,18,752,24,9,19,3,8,23,4,4,9,6,16,140,9,235,52,30,25,5,49,46,10,12,33,7,61,250,15,478,18,4,5,0,15,5,5,3,3,0,13,79,4,134,21,20,9,0,20,11,5,0,8,6,24,224,11,317,5,6,7,0,17,6,0,0,9,0,20,226,5,286,25,17,15,0,28,18,8,5,12,0,16,135,3,220,16,14,3,4,12,3,0,0,17,0,19,95,6,152,11,6,8,0,22,6,0,0,11,3,6,103,0,165,333,204,132,15,235,189,39,52,204,36,269,1779,90,2979,20,9,3,0,9,11,4,5,12,0,10,50,289,373,978,980,398,50,559,508,129,178,981,128,949,7378,730,12032,345,526,148,0
POA3198,1215,1524,362,49,563,498,125,313,1660,139,1156,7460,476,12775,41,49,15,0,29,18,3,14,45,9,38,267,17,435,201,114,92,15,114,104,29,45,113,33,130,459,29,1053,49,20,21,8,29,34,7,9,33,8,39,185,21,358,76,20,27,9,56,42,7,25,36,15,47,255,16,472,8,3,5,0,7,6,0,0,10,3,7,50,10,85,14,23,3,0,17,8,0,3,19,8,13,193,11,276,8,7,3,0,9,3,4,0,12,0,13,119,0,165,15,15,4,3,23,15,8,6,10,3,10,106,4,177,21,21,5,0,16,4,3,0,22,0,31,131,9,213,19,8,0,0,8,7,0,0,20,0,17,98,0,154,456,272,164,32,309,236,65,109,317,67,355,1858,118,3398,34,22,10,4,20,17,3,5,19,4,18,79,878,1049,1703,1819,537,79,894,755,197,430,1991,210,1533,9399,1473,17215,504,944,155,4
POA3199,3782,4652,1365,321,1662,1652,419,833,5619,448,4047,23316,1557,40519,136,160,52,3,96,59,22,35,138,18,138,774,42,1338,814,387,275,90,342,381,85,203,466,99,485,1912,131,4058,161,71,71,27,81,118,22,38,96,28,111,532,33,1052,305,66,84,49,199,167,39,52,182,49,191,800,43,1591,35,20,6,4,45,28,13,7,27,3,19,241,16,384,51,65,15,0,67,23,6,7,44,3,55,734,20,995,20,26,11,4,42,13,3,0,31,7,54,753,10,921,62,29,22,8,90,35,11,7,31,5,59,656,14,905,53,50,18,0,28,27,8,11,79,4,61,360,14,603,38,31,16,0,48,29,6,6,38,13,35,392,14,595,1678,903,574,192,1034,871,204,359,1132,229,1210,7156,341,12450,82,40,25,18,50,36,12,24,52,22,40,186,2755,3155,5542,5601,1974,526,2748,2564,637,1221,6800,694,5296,30660,4658,56127,1582,2822,595,8
POA3200,457,597,134,93,257,201,70,154,846,79,471,1947,166,3958,18,29,3,4,20,10,0,9,25,0,18,94,12,190,81,26,20,23,54,49,15,32,56,20,49,96,6,298,15,3,6,4,10,13,7,7,9,0,17,20,7,65,36,12,17,8,15,23,13,3,26,0,22,68,11,172,4,0,0,0,7,8,0,0,7,4,5,16,3,42,9,10,0,0,4,0,0,0,8,0,9,96,0,130,4,3,0,0,9,0,4,0,0,0,4,57,4,74,6,3,0,0,3,4,0,0,0,0,4,50,0,65,7,3,0,0,0,0,0,3,5,0,9,17,0,38,0,0,0,0,5,0,0,0,3,0,4,15,0,29,183,97,47,44,132,115,41,53,136,31,132,526,44,1098,21,19,11,4,5,14,5,3,22,0,13,45,543,654,658,710,193,137,391,327,114,214,1010,109,617,2520,758,5711,140,259,35,0
POA3201,1241,1959,359,73,762,499,143,299,2103,153,1412,9177,656,15609,68,97,21,0,82,37,19,20,47,11,51,492,36,816,205,90,63,24,135,99,23,54,129,28,121,405,39,989,70,30,28,42,38,46,10,19,73,17,46,125,8,327,87,38,27,14,77,52,12,19,49,16,71,317,28,604,16,17,4,3,17,5,4,3,17,3,33,147,0,229,27,38,9,3,64,11,4,0,45,3,53,583,18,783,11,14,0,0,9,4,0,0,10,0,22,177,3,227,52,49,6,12,102,40,8,3,31,0,51,697,20,949,29,25,7,5,25,14,3,3,27,6,23,107,6,208,30,28,12,0,44,15,5,5,29,3,35,165,9,295,605,433,195,102,590,321,84,125,452,87,493,3201,166,5424,26,8,5,3,21,21,13,9,16,4,14,65,812,950,1876,2402,563,181,1372,840,236,434,2576,245,1919,12444,1638,21976,683,1294,201,3
POA3202,101,160,38,3,56,43,12,23,153,9,132,1121,64,1696,0,7,0,0,4,3,0,3,8,0,0,36,0,50,5,8,0,0,6,3,0,5,7,0,10,59,19,107,4,4,3,0,3,4,0,0,3,0,5,34,3,47,18,8,14,0,16,13,3,0,9,5,13,118,18,202,8,0,0,0,9,0,0,0,3,0,8,35,0,51,0,13,5,0,16,9,0,0,6,0,15,98,4,146,5,3,4,0,4,0,0,0,4,0,8,112,3,138,13,7,3,0,19,12,5,3,0,4,10,88,5,133,0,0,0,0,0,0,0,0,0,0,4,48,0,54,3,4,0,0,4,0,0,0,5,0,7,88,0,115,49,52,39,0,72,37,12,9,44,14,76,713,61,1052,0,0,0,0,3,0,0,0,4,0,0,16,56,77,154,208,79,11,135,88,24,30,192,30,211,1846,182,2826,59,121,35,4
POA3204,1088,1762,507,66,494,524,106,180,1812,110,1576,13282,610,19810,33,52,17,4,12,14,5,6,50,4,47,357,18,547,137,102,52,10,52,68,13,21,75,15,123,751,40,1255,51,30,17,13,19,33,0,12,38,7,35,415,25,626,308,90,95,43,195,190,30,44,146,43,224,1141,46,2046,37,22,28,0,43,21,5,4,40,0,45,406,9,593,35,60,17,7,56,28,7,5,38,6,98,930,25,1233,44,54,40,8,93,33,10,8,45,10,129,2298,45,2731,69,79,23,6,121,56,10,15,43,8,83,1438,39,1855,19,39,15,0,5,6,4,5,56,0,43,406,17,581,44,58,28,5,43,25,5,6,58,0,58,442,17,695,792,595,338,90,644,474,103,107,585,91,885,8584,284,12159,47,9,20,3,27,27,6,7,12,5,28,177,861,1167,1928,2365,867,160,1162,1022,215,291,2402,214,2487,22042,1758,33130,673,1380,384,4
POA3205,415,665,201,56,175,224,59,88,806,54,573,4369,225,6818,22,50,12,0,5,8,3,3,57,0,27,205,8,354,35,45,25,5,18,25,4,10,55,7,53,439,12,658,7,14,3,0,0,14,0,3,13,0,24,217,3,281,101,20,32,18,65,75,15,22,57,17,78,297,11,585,15,11,5,0,8,3,3,6,24,0,21,148,10,215,14,30,4,6,22,11,0,0,24,3,39,437,13,555,12,10,10,0,11,9,4,0,17,3,32,416,16,526,15,12,0,3,5,7,0,0,11,0,12,218,0,278,11,17,7,0,0,0,0,0,37,0,24,300,4,393,8,13,0,0,10,0,0,0,17,0,8,164,3,220,253,228,106,37,152,166,37,53,315,27,317,2841,83,4065,16,9,4,3,15,6,4,0,15,0,7,41,582,673,679,900,313,96,343,396,98,142,1137,90,893,7242,890,11548,199,565,124,0
POA3206,483,572,254,23,140,220,45,87,527,52,524,4815,228,7134,10,20,6,0,6,4,0,0,17,3,14,152,4,215,49,38,36,4,10,20,4,3,39,0,38,409,21,621,17,20,3,0,11,10,0,8,14,4,17,226,7,319,95,34,48,22,92,64,16,15,43,19,59,275,17,582,7,4,0,3,6,4,4,0,10,0,9,31,0,62,5,7,4,0,13,6,0,3,8,4,13,103,6,150,6,4,0,0,3,4,0,0,4,0,8,58,11,88,10,9,5,0,9,8,0,0,7,0,13,152,4,195,10,13,10,0,3,4,0,3,16,3,25,195,5,258,8,11,5,0,4,3,3,0,18,0,5,50,0,86,221,160,104,27,151,133,34,37,172,32,209,1657,79,2569,10,3,5,3,0,10,4,0,0,0,5,43,277,345,718,733,369,59,294,366,85,124,700,77,737,6509,585,10043,252,420,141,0
POA3207,726,948,361,26,266,341,72,139,1033,74,884,7495,353,11238,29,54,13,4,9,13,0,6,40,4,30,328,12,484,73,92,34,6,19,34,3,7,72,11,77,714,25,1037,22,26,14,3,8,15,4,5,22,6,32,372,8,493,153,57,47,15,104,94,22,28,74,19,120,614,35,1078,21,15,9,4,16,14,0,3,23,8,23,150,5,232,19,23,6,4,18,12,0,0,33,3,38,390,11,519,12,7,10,0,12,8,6,4,12,0,35,304,9,394,6,19,5,0,19,4,6,0,11,4,14,162,0,223,23,45,12,4,4,11,3,5,28,4,32,425,9,556,9,13,9,0,13,9,0,0,22,0,12,162,8,238,366,352,154,33,215,212,52,58,329,54,414,3627,130,5261,12,7,3,8,11,12,3,10,15,5,11,56,1026,1128,1105,1304,515,70,492,572,123,206,1375,132,1304,11171,1519,17633,381,821,225,0
POA3211,84,84,25,0,32,32,4,13,86,7,81,655,38,991,5,0,0,0,0,0,0,0,0,0,0,13,0,19,5,0,0,0,5,6,0,0,9,5,7,24,4,46,4,0,0,0,7,0,0,0,0,0,4,10,0,18,9,0,0,0,7,3,0,0,0,0,6,18,0,40,0,0,0,0,0,0,0,0,0,0,4,18,0,26,0,0,0,0,0,0,0,0,0,0,3,14,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,5,0,0,0,3,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,12,4,0,21,9,4,0,9,3,24,122,9,211,7,5,0,0,4,4,0,0,0,0,3,6,130,155,114,101,28,0,64,43,9,15,99,14,108,786,170,1353,47,53,14,0
POA3212,1198,1681,398,87,638,509,135,230,1744,132,1342,8577,1446,15307,21,23,11,4,16,10,0,8,20,0,19,130,61,276,226,85,55,28,97,93,20,35,98,18,119,364,36,888,63,27,21,4,29,35,6,13,18,14,40,124,19,300,60,26,17,5,54,41,6,6,23,11,36,192,42,400,7,3,3,0,11,3,0,6,6,0,10,60,60,141,17,28,10,0,49,8,5,4,8,0,41,387,63,583,0,9,0,0,0,0,0,0,0,0,6,67,11,92,9,8,0,0,12,3,0,0,3,0,10,393,19,466,3,14,3,0,9,7,3,0,13,0,8,57,9,114,7,3,4,0,0,4,0,0,4,0,4,59,26,107,415,227,122,44,292,200,39,64,201,47,294,1844,336,3367,21,7,0,0,8,11,3,10,14,5,3,36,524,605,1633,1913,519,132,938,715,175,305,1956,187,1640,10451,2307,19272,532,1024,145,0
POA3213,213,354,75,7,115,83,23,46,277,20,285,2456,148,3677,0,4,0,0,0,0,0,0,3,0,0,25,3,41,27,11,9,4,10,14,0,10,13,3,10,64,8,135,14,4,7,0,6,13,0,4,5,3,18,23,4,66,46,5,18,0,43,14,5,8,15,0,28,154,3,277,5,3,0,0,0,0,0,0,4,0,0,25,0,38,3,0,0,0,13,0,0,0,0,0,9,80,4,103,0,0,0,0,0,0,0,0,0,0,0,21,0,17,0,3,7,0,7,0,0,0,0,0,3,104,0,118,0,0,0,0,0,0,0,0,0,0,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,31,0,32,96,34,38,5,85,45,6,20,41,13,77,536,18,849,4,0,0,0,4,0,0,0,4,0,4,21,187,224,318,392,113,17,204,129,34,62,320,35,364,3005,355,4753,114,216,44,0
POA3214,1707,2446,455,93,1144,762,205,573,3088,257,1699,8038,650,15902,22,24,9,0,30,15,5,15,32,3,21,145,8,243,190,93,46,24,139,91,31,69,109,25,101,269,33,744,90,35,28,10,73,71,19,37,44,14,45,97,13,355,247,75,65,36,221,137,33,46,149,33,137,482,37,1162,17,16,8,3,30,15,4,6,27,10,33,200,10,297,64,78,27,5,88,25,13,19,46,7,114,1169,60,1573,8,3,0,0,0,8,5,0,0,0,4,116,0,138,17,26,7,5,44,12,3,0,26,7,58,1241,20,1408,13,5,3,0,8,6,0,0,19,5,15,54,10,101,9,7,3,0,4,0,5,4,6,0,14,151,8,184,673,372,187,76,634,378,114,203,453,96,551,3915,196,6198,95,62,24,0,72,36,17,31,67,18,44,244,1902,2403,2469,2882,673,171,1848,1174,341,805,3618,378,2293,12197,2752,24500,523,1001,136,6
POA3215,1338,1702,438,174,664,614,123,271,2057,164,1472,9281,589,15650,22,17,4,0,14,14,0,0,31,0,24,139,7,229,100,55,51,18,56,57,10,20,62,11,59,258,14,556,109,28,35,24,52,74,15,23,49,20,58,187,13,433,515,89,153,135,364,284,50,64,220,77,351,959,75,2215,16,8,0,0,18,8,0,0,8,0,30,163,5,236,27,16,12,3,19,10,0,6,15,8,27,332,8,441,9,6,6,0,9,16,0,0,3,0,10,135,5,181,11,22,0,0,27,8,6,0,11,0,18,677,15,770,17,17,10,0,10,8,0,0,9,0,13,84,0,135,8,6,6,0,11,0,0,0,10,0,9,137,5,182,830,268,264,195,575,474,87,115,413,116,593,3074,145,5368,52,15,10,12,17,22,9,12,24,10,22,127,740,973,2216,1982,720,378,1256,1112,219,398,2487,294,2088,12474,1478,21994,534,1023,169,7
POA3216,4201,5144,1474,461,1885,1979,484,802,5703,531,4528,27815,1709,47278,65,87,26,0,28,27,8,4,66,9,58,427,20,719,403,222,138,62,195,205,46,98,239,37,284,1138,90,2385,157,74,58,26,61,96,14,35,79,17,117,430,28,874,144,45,57,49,111,96,17,18,91,22,119,458,40,940,22,20,0,0,16,11,0,3,29,3,31,435,22,555,34,54,10,3,46,17,6,3,40,0,68,778,25,1024,15,19,17,0,29,8,0,0,14,5,41,784,18,928,28,59,19,4,79,19,9,4,34,5,59,2021,36,2313,31,33,15,4,16,0,6,0,46,0,38,333,12,471,29,48,8,0,23,20,5,3,41,0,46,350,15,529,934,666,346,149,605,500,108,181,685,115,873,7164,303,10744,80,30,20,6,31,32,11,19,32,10,35,145,1788,2105,5205,5832,1840,616,2519,2516,598,1000,6421,652,5432,35121,3801,60123,1463,3167,498,6
POA3217,781,1789,263,91,434,331,91,166,1984,104,1228,10359,541,15968,25,36,11,0,18,5,0,0,33,8,19,208,8,322,79,60,29,8,36,44,3,14,77,13,67,416,19,696,23,15,8,7,12,16,3,11,23,3,20,108,0,188,31,14,10,15,35,16,3,9,29,9,29,138,5,244,3,7,0,0,12,0,0,0,7,0,7,117,0,147,8,27,6,0,23,7,0,0,7,0,33,345,12,443,3,6,4,0,4,0,0,0,0,0,13,174,4,211,7,15,0,4,45,7,3,0,7,0,24,980,25,1105,10,13,3,0,0,0,0,0,23,0,20,151,8,209,5,14,4,3,3,7,0,0,22,0,24,207,7,280,199,206,83,28,187,112,19,36,224,31,254,2836,83,3842,10,4,0,0,3,9,0,0,8,0,7,41,622,687,988,2002,344,122,620,450,113,203,2216,137,1488,13239,1244,20499,444,1266,156,0
POA3218,832,1283,334,33,393,363,81,165,1411,73,1032,7550,417,12079,17,17,4,0,11,8,5,4,23,0,12,120,5,191,62,51,26,5,22,22,9,15,46,8,47,276,17,480,21,18,18,0,15,15,3,4,14,7,17,102,6,184,84,20,21,3,55,44,14,8,34,9,47,157,16,372,5,0,0,0,5,4,0,0,8,0,14,66,0,97,4,9,6,0,3,3,0,3,9,0,11,154,4,207,0,5,0,0,0,0,0,0,3,0,11,163,5,188,0,6,0,0,6,0,4,0,3,0,10,362,14,405,0,12,5,0,6,0,0,0,9,5,15,81,4,132,0,0,0,0,0,3,0,0,10,0,5,59,4,85,198,148,76,11,133,100,27,31,178,26,180,1554,73,2341,22,6,9,4,12,0,0,4,5,0,3,20,451,525,1055,1435,418,51,528,466,113,202,1597,100,1216,9124,947,14942,360,835,155,0
POA3219,1776,2029,577,145,1033,787,206,466,2630,224,1729,8362,641,16099,27,22,5,0,4,5,0,6,26,4,19,136,3,223,183,94,59,20,112,90,20,44,125,21,98,294,36,792,83,37,28,19,49,53,15,15,44,18,41,122,11,341,97,22,26,17,67,47,11,17,44,11,47,140,14,364,4,4,0,0,0,0,0,0,5,0,8,62,0,83,16,16,3,0,19,7,4,4,15,0,23,245,6,321,0,0,0,0,4,0,0,0,0,0,3,77,3,93,8,10,3,0,9,3,3,0,8,0,13,418,9,462,8,10,6,0,6,3,4,5,15,0,17,79,4,121,3,4,3,0,3,0,0,0,9,0,3,76,5,97,431,218,133,54,279,218,57,83,301,59,272,1635,93,2891,54,40,19,4,30,29,6,28,44,14,26,114,1051,1314,2260,2287,730,204,1344,1032,270,574,2971,298,2032,10111,1788,20309,621,1061,205,6
