POA_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
POA3202,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,19,30,4,0,6,0,3,0,0,65,0,3,0,0,0,0,0,0,0,3,9,6,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,4,56,65,12,10,13,8,8,6,3,172,0,0,0,0,0,0,0,0,0,0,8,10,8,0,5,3,0,3,0,32,10,12,7,5,8,6,5,3,0,51,18,10,61,6,3,5,8,8,0,124,0,0,0,0,0,0,0,0,0,4,5,5,6,0,0,0,0,3,0,14,4,4,0,0,0,0,0,0,0,13,5,3,0,0,0,0,0,0,0,13,131,153,91,29,37,22,22,24,13,513,4,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,10,8,41,0,0,5,0,0,3,0,63,0,0,0,0,0,0,0,0,0,0
POA3204,7,6,0,0,0,0,0,0,0,8,39,167,0,5,4,0,0,0,0,215,327,582,40,24,71,53,39,32,16,1187,15,14,0,0,4,0,0,0,0,37,48,139,7,8,15,3,5,4,3,229,14,16,3,5,3,0,0,0,0,41,732,1445,176,120,223,147,57,60,46,3004,0,0,0,0,0,0,0,0,0,4,98,114,59,36,24,26,20,23,8,397,116,106,91,59,46,37,18,26,0,498,157,70,490,63,51,44,48,72,23,1017,0,7,5,9,6,5,0,9,0,43,24,18,16,8,7,21,3,7,0,109,8,22,18,4,3,0,0,9,0,64,21,23,13,0,8,8,12,3,28,122,1604,2721,922,336,467,352,210,241,118,6979,6,12,0,0,7,0,0,0,0,25,35,150,3,0,0,0,0,0,4,190,246,714,11,69,145,31,0,14,19,1257,8,32,0,4,9,5,0,0,0,63
POA3205,0,3,0,0,0,0,0,0,0,5,14,59,0,0,5,0,0,0,0,77,132,304,13,12,32,13,6,6,5,522,0,10,0,0,0,0,0,0,0,14,26,46,9,6,7,0,0,0,0,91,6,10,0,0,3,0,0,0,0,19,332,682,62,49,90,59,10,27,20,1332,0,0,0,0,0,0,0,0,0,0,29,40,12,11,7,6,0,8,3,132,50,44,34,25,23,13,10,3,5,193,53,27,95,19,19,6,14,27,3,266,3,5,3,0,0,4,0,0,0,12,6,9,0,0,0,0,3,0,0,25,3,8,6,0,5,4,0,0,0,37,5,7,0,0,3,0,0,4,14,37,653,1258,239,131,195,114,44,82,48,2767,4,5,0,0,0,0,0,0,0,18,6,69,0,3,0,0,0,0,0,80,105,305,7,20,52,16,0,0,13,527,3,16,0,0,0,0,0,0,0,25
POA3206,4,5,0,0,0,0,0,0,0,11,19,69,0,0,0,0,0,0,0,85,147,216,5,3,19,4,3,0,5,410,8,14,0,0,0,0,0,0,0,25,23,50,0,3,3,0,0,0,0,85,3,0,0,0,0,0,0,0,0,6,326,479,31,22,42,31,8,10,21,964,0,0,0,0,0,0,0,0,0,0,40,34,10,7,8,8,0,0,0,102,34,25,13,10,7,12,4,4,0,113,71,18,87,14,7,14,10,11,0,234,0,0,0,0,0,0,0,0,0,3,6,3,7,0,3,9,0,0,0,32,5,3,0,3,0,0,0,0,0,19,4,7,0,0,3,3,0,0,7,27,692,928,153,68,90,84,29,28,42,2111,5,4,0,0,0,0,0,0,0,7,9,67,0,0,0,0,0,0,0,84,139,230,3,9,35,5,0,4,5,436,4,6,0,0,3,3,0,0,0,12
POA3207,0,0,0,0,0,0,0,0,0,5,17,75,0,5,6,0,0,0,0,99,200,309,10,13,27,18,3,7,10,581,8,15,0,0,0,0,0,0,0,18,32,64,11,6,6,3,0,0,5,123,16,5,0,0,6,0,0,0,0,30,484,767,60,65,111,67,14,26,28,1624,0,0,0,0,0,0,0,0,0,5,70,77,16,21,10,10,3,10,3,222,87,81,56,27,27,27,10,10,4,328,116,40,259,30,37,24,35,45,12,611,0,3,0,0,3,6,0,4,0,20,15,19,4,9,6,6,0,8,0,72,4,14,3,3,0,0,0,3,3,29,12,16,3,0,6,4,7,3,11,62,1066,1488,429,185,243,164,81,110,79,3836,8,7,0,0,0,0,0,0,0,17,28,78,0,0,5,0,0,0,0,115,210,360,7,8,52,13,3,3,10,668,11,12,0,7,0,0,0,0,0,35
POA3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,13,0,3,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,11,10,5,4,0,0,0,0,0,0,20,16,5,59,7,3,5,20,11,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,41,36,69,16,10,5,25,18,7,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
POA3212,0,0,0,0,0,0,0,0,0,0,6,28,0,0,0,0,0,0,0,38,33,74,8,10,9,0,15,5,0,151,4,11,0,0,0,0,0,0,0,11,8,28,0,8,6,0,0,0,0,45,3,6,0,0,0,0,0,0,0,13,125,268,55,48,40,26,31,26,5,624,0,0,0,0,0,0,0,0,0,6,26,34,42,29,14,6,23,18,0,194,53,45,71,65,27,15,31,14,3,329,146,53,756,98,61,50,193,163,34,1565,5,0,9,4,3,0,10,7,0,43,10,5,9,9,0,0,11,3,0,49,3,4,3,3,0,0,6,0,0,15,3,10,9,4,4,0,11,3,9,64,433,563,967,269,171,96,332,246,57,3132,0,3,0,0,0,0,0,0,0,5,0,22,0,5,0,0,0,0,0,28,22,126,6,11,12,0,0,3,0,187,6,17,0,0,0,0,0,0,0,23
POA3213,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,10,17,3,0,4,0,5,4,0,50,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,34,70,13,9,10,8,8,7,3,159,0,0,0,0,0,0,0,0,0,0,4,6,14,3,6,4,7,5,0,50,17,9,18,9,0,3,3,7,5,66,76,25,201,16,6,9,51,45,6,440,0,0,0,4,0,0,3,7,0,12,0,0,4,0,0,0,0,0,0,8,3,0,4,0,0,0,0,0,0,7,5,4,7,0,0,0,0,0,0,23,151,148,263,42,31,26,85,73,21,845,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,5,20,0,0,3,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
POA3214,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,24,51,22,12,12,18,27,19,9,185,0,0,0,0,0,0,3,0,0,5,0,11,5,3,0,0,4,3,0,25,0,5,0,0,0,0,0,0,0,10,33,123,32,33,26,28,45,36,0,353,0,0,0,0,0,0,0,0,0,0,11,3,24,10,10,7,22,11,0,94,19,8,48,32,26,8,49,30,3,232,55,27,549,103,40,48,224,187,33,1276,6,0,6,4,4,11,19,29,0,73,3,3,9,3,0,4,11,11,0,44,0,0,11,4,0,0,10,3,0,27,4,3,26,9,3,7,13,38,16,128,154,248,733,211,117,132,425,358,68,2457,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,12,10,51,6,17,21,8,6,13,3,131,0,3,0,0,0,0,0,0,0,0
POA3215,0,0,0,0,0,0,0,0,0,3,5,28,6,0,5,0,0,0,0,41,51,116,13,20,20,11,23,13,7,279,4,8,0,0,0,0,0,0,0,6,20,55,3,4,8,3,0,0,0,98,11,20,0,0,3,0,0,0,0,27,145,402,84,57,79,42,42,34,15,891,0,0,4,0,0,0,0,0,0,7,37,46,45,16,8,9,21,13,0,196,57,63,57,58,25,19,36,22,5,348,128,40,766,86,48,51,151,172,32,1485,5,3,6,0,0,4,6,11,0,45,12,10,11,6,4,3,12,7,0,64,9,0,4,0,0,0,3,3,0,22,12,8,14,7,4,3,12,15,15,87,474,794,1022,265,204,157,304,309,70,3596,0,12,0,0,0,0,0,0,0,15,0,36,0,0,0,0,0,0,0,41,33,177,10,26,28,10,0,12,0,298,3,12,0,0,0,0,0,0,0,17
POA3216,6,13,0,3,0,0,0,0,0,22,39,262,9,0,9,3,0,0,0,327,193,466,55,48,64,47,113,107,20,1104,11,21,0,0,0,0,0,0,0,34,47,158,12,22,21,0,4,3,0,263,25,44,4,15,13,4,0,0,0,102,589,1585,256,212,222,142,105,149,33,3292,0,0,0,0,0,0,0,0,0,7,106,164,120,78,42,35,34,39,17,632,198,149,198,143,75,57,74,83,9,984,430,149,1898,306,143,166,322,355,69,3832,13,8,16,10,3,13,20,22,3,103,27,10,20,21,5,12,21,24,0,156,6,29,10,6,7,0,0,6,0,70,18,23,19,14,11,10,19,25,24,157,1697,3087,2634,879,607,488,710,814,171,11088,0,35,0,0,6,0,0,0,0,42,14,175,7,0,10,3,0,0,0,218,125,621,17,71,85,36,11,31,7,1006,14,50,0,4,4,0,0,0,0,74
POA3217,0,5,0,0,0,0,0,0,0,3,7,52,3,0,0,0,0,3,0,68,50,153,20,25,20,14,25,27,5,337,5,0,0,0,0,0,0,0,0,10,8,47,3,8,0,3,0,0,0,77,3,19,0,3,4,0,0,0,0,29,212,542,77,117,80,57,47,56,11,1207,0,0,0,0,0,0,0,0,0,4,41,50,38,31,13,4,7,19,0,208,84,67,92,83,33,20,34,33,9,460,169,59,845,130,71,74,130,156,32,1668,5,0,16,4,4,10,6,12,0,63,15,9,11,11,3,0,9,9,0,67,9,5,10,0,0,0,0,3,0,32,5,6,9,4,0,0,0,9,10,60,607,1019,1123,423,242,193,270,334,65,4284,0,9,0,0,0,0,0,0,0,11,7,45,0,0,3,0,0,0,0,55,37,192,12,44,27,12,3,12,3,345,3,17,0,3,0,0,0,0,0,21
POA3218,0,3,0,0,0,0,0,0,0,3,4,54,0,0,0,0,0,0,0,62,61,165,15,12,23,14,16,19,0,331,4,3,0,0,0,0,0,0,0,12,7,53,4,7,11,0,0,0,0,77,13,13,0,3,0,0,0,0,0,27,215,460,73,60,71,41,28,35,14,994,0,0,0,0,0,0,0,0,0,0,37,47,28,15,10,10,7,12,0,168,60,31,56,36,23,15,22,14,0,238,131,34,507,52,38,22,76,104,18,986,5,0,4,9,6,0,3,5,0,35,14,9,4,7,0,7,10,9,0,57,6,0,0,0,4,0,0,3,5,23,8,6,4,6,0,0,0,7,9,49,550,880,705,199,189,113,169,201,46,3054,0,12,0,0,0,0,0,0,0,12,3,52,6,0,0,0,0,0,0,59,58,221,10,24,26,11,5,7,0,364,0,19,0,5,0,0,0,0,0,28
POA3219,0,0,0,0,0,0,0,0,0,10,4,20,0,0,0,0,0,0,0,26,22,80,10,13,20,10,18,14,3,195,3,6,0,0,0,0,0,0,0,11,12,42,4,4,5,0,0,4,0,67,0,13,0,0,0,0,0,0,0,18,76,294,64,60,47,24,30,47,7,654,0,0,0,0,0,0,3,0,0,6,32,25,36,21,12,12,10,11,3,157,30,38,64,59,18,15,15,18,3,263,104,42,743,103,54,55,147,201,25,1468,8,3,12,4,3,4,19,15,0,70,13,6,8,5,0,4,10,8,0,51,0,9,0,4,4,0,0,7,0,29,8,0,15,0,3,4,16,11,11,64,313,571,953,277,172,132,266,332,56,3076,0,5,0,0,0,0,0,0,0,8,3,29,0,0,0,0,0,0,0,38,31,141,10,17,16,9,0,7,4,236,0,10,0,0,0,0,0,0,0,14
POA3220,0,9,0,0,0,0,0,0,0,12,15,112,0,0,0,0,0,0,3,126,111,191,21,11,10,17,20,33,3,407,9,9,0,0,0,0,0,0,0,13,23,61,5,0,5,0,0,0,0,102,10,18,3,0,3,0,0,0,0,36,286,698,71,70,66,48,23,49,19,1323,6,0,0,0,0,0,0,0,0,3,38,52,33,24,8,12,3,12,5,177,55,43,63,37,22,15,15,22,4,272,149,36,365,62,27,39,49,76,23,814,5,8,0,0,0,9,4,9,0,29,10,5,3,8,3,4,4,4,0,42,6,12,3,0,0,0,0,5,0,29,10,10,8,3,4,0,8,4,5,48,720,1242,574,220,155,145,116,207,57,3441,0,19,0,0,0,0,0,0,0,18,7,82,5,0,7,0,0,0,0,102,86,285,9,23,35,12,0,6,5,460,0,22,0,0,5,3,0,0,0,28
POA3221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,20,29,0,0,0,3,0,4,5,56,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,18,3,23,0,0,3,3,11,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,54,45,23,3,9,7,8,14,3,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
POA3222,0,0,0,0,0,0,0,0,0,3,4,31,0,0,0,0,0,0,0,36,27,68,4,3,9,5,4,6,0,124,5,4,0,0,0,0,0,0,0,13,12,32,0,5,0,0,0,0,0,50,3,13,0,5,0,0,0,0,0,18,125,241,41,33,32,22,7,17,9,532,0,0,0,0,0,0,0,0,0,3,45,46,28,15,12,5,10,16,0,168,46,35,59,45,21,7,14,20,4,262,159,49,767,93,40,57,139,177,24,1506,8,0,9,4,5,0,6,9,0,43,7,5,7,9,0,5,7,12,0,61,0,3,0,4,0,0,5,0,0,14,9,5,9,3,0,0,0,5,3,48,450,533,932,221,128,109,192,260,52,2885,0,5,0,0,0,0,0,0,0,9,5,20,0,6,3,0,0,0,0,29,32,118,7,7,8,0,0,0,4,178,0,11,0,0,0,0,0,0,0,17
POA3223,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,23,24,39,4,0,3,5,0,6,4,72,0,0,0,0,0,0,0,0,0,0,10,19,0,0,3,0,0,0,4,39,3,8,0,0,0,0,0,0,0,11,52,104,19,6,10,14,9,6,0,220,0,0,0,0,0,0,0,0,0,0,18,20,14,12,5,5,8,7,6,93,15,19,17,15,5,5,12,11,4,97,75,20,266,28,25,24,61,68,9,586,0,0,3,0,0,0,3,3,0,10,12,0,0,0,3,0,4,8,0,32,0,3,0,0,0,0,0,0,0,10,3,3,8,4,0,0,5,5,8,32,218,250,336,66,69,51,96,111,35,1229,0,6,0,0,0,0,0,0,0,3,4,14,0,0,0,0,0,0,0,19,28,61,0,5,11,0,0,0,0,109,0,4,0,0,0,0,0,0,0,4
POA3224,0,0,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,23,22,39,3,3,7,3,5,0,0,76,0,3,0,0,0,0,0,0,0,3,11,16,4,3,0,0,0,0,0,33,0,6,0,3,0,0,0,0,0,10,78,182,29,26,24,16,13,12,7,385,0,0,0,0,0,0,0,0,0,0,31,35,17,9,10,3,12,11,0,122,41,29,48,35,22,13,15,20,3,226,133,37,655,87,43,50,142,137,24,1315,9,3,7,12,0,6,4,11,0,48,8,6,12,8,0,3,7,7,0,48,0,3,0,4,0,0,0,0,0,8,3,4,9,4,0,5,6,4,14,56,344,373,782,190,126,97,203,202,55,2366,0,5,0,0,0,0,0,0,0,8,4,20,0,0,0,0,0,0,0,26,16,75,5,3,12,4,0,0,0,111,0,6,0,0,0,0,0,0,0,8
POA3225,0,4,0,0,0,0,0,0,0,4,0,21,0,0,0,0,0,0,0,28,23,44,4,4,3,0,0,0,0,81,0,0,0,0,0,0,0,0,0,5,6,11,6,0,0,0,0,0,0,31,3,4,0,0,0,0,0,0,0,11,58,132,22,18,16,10,0,7,8,274,0,0,0,0,0,0,0,0,0,0,17,17,11,3,0,5,0,0,3,57,12,17,15,0,4,4,4,0,0,55,38,13,115,3,3,4,8,18,10,216,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,18,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,3,0,14,169,273,166,39,31,38,14,36,26,794,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,12,25,40,3,12,0,3,0,0,0,89,0,0,0,0,0,0,0,0,0,0
POA3226,0,7,0,0,0,0,0,0,0,7,5,49,0,0,0,0,0,0,0,59,54,103,6,3,13,7,0,0,4,193,0,3,0,0,0,0,0,0,0,7,26,48,5,7,3,0,0,0,0,95,4,20,4,0,0,0,0,3,0,34,176,452,45,62,66,19,12,27,7,865,0,0,5,0,0,0,0,0,0,3,53,51,34,23,16,9,6,15,3,187,56,43,63,55,20,13,9,9,0,279,179,50,627,74,26,49,70,98,23,1195,5,0,3,8,0,3,0,7,0,24,7,0,3,9,3,7,7,7,0,48,0,6,3,0,0,0,0,0,0,19,9,5,10,7,4,5,3,6,3,62,585,856,805,249,155,113,104,172,46,3087,3,14,0,0,0,0,0,0,0,20,3,47,0,0,3,0,0,0,0,55,50,212,5,8,25,5,3,0,4,308,6,17,0,0,4,0,0,0,0,23
POA3227,4,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,21,32,45,3,0,3,0,0,0,0,86,0,4,0,0,0,0,0,0,0,3,8,15,0,0,0,0,0,0,0,26,0,5,0,0,0,0,0,0,0,9,110,182,16,9,16,19,0,9,4,361,0,0,0,0,0,0,0,0,0,0,26,22,11,3,0,3,0,4,0,69,15,26,15,12,8,8,4,3,0,88,61,5,143,18,6,8,11,12,3,276,0,0,0,0,0,0,0,0,0,5,10,5,0,3,0,0,0,0,0,17,0,5,0,0,0,4,0,0,0,10,4,0,3,0,0,5,3,0,0,23,273,324,193,52,42,49,18,32,12,1002,0,6,0,0,0,0,0,0,0,8,4,20,0,0,0,0,0,0,0,23,11,69,0,6,13,0,0,0,0,101,0,8,0,0,0,0,0,0,0,7
POA3228,0,7,0,0,0,0,0,0,0,5,13,85,4,0,0,0,0,0,0,101,131,194,19,11,19,10,0,3,4,378,6,8,0,0,0,0,0,0,0,20,31,73,8,13,3,0,5,0,0,137,11,15,4,4,4,0,0,0,0,37,410,762,97,119,78,61,20,41,15,1602,3,0,0,0,0,0,0,0,0,4,63,72,38,39,17,12,11,17,8,274,103,81,92,58,20,22,3,25,3,410,250,58,821,86,48,56,65,130,24,1534,0,4,7,0,4,9,0,5,0,31,18,5,10,9,0,13,6,10,3,71,5,11,4,8,0,0,4,0,0,40,15,14,3,6,0,4,0,10,10,72,1052,1390,1107,359,190,198,117,233,72,4723,0,13,0,0,0,0,0,0,0,19,10,67,4,0,6,0,0,0,0,87,104,335,4,14,28,6,0,5,3,498,4,36,0,0,4,0,0,0,0,44
POA3230,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,22,25,32,3,0,5,0,0,0,4,63,0,0,0,0,0,0,0,0,0,0,3,16,0,0,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,56,78,14,14,17,0,0,9,0,201,0,0,0,0,0,0,0,0,0,0,3,12,6,0,4,0,0,0,0,21,11,9,13,7,0,0,6,5,0,58,28,5,87,14,7,7,8,10,3,167,0,0,5,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,0,0,0,9,137,173,139,42,27,14,14,24,5,585,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,19,55,0,9,0,0,0,0,0,77,0,3,0,0,0,0,0,0,0,0
POA3231,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,5,15,0,0,5,0,0,0,0,24,0,5,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,32,65,7,4,0,6,0,10,0,124,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,15,4,0,3,6,0,0,0,0,0,16,20,6,40,6,0,0,3,11,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,76,109,60,19,17,13,3,20,0,312,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,14,3,28,0,0,3,0,0,0,0,42,5,3,0,0,0,0,0,0,0,4
