POA_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA3194,27,101,0,22,12,10,0,0,0,171,6,24,0,0,0,0,0,6,0,41,159,610,31,109,176,39,7,15,10,1138,0,0,0,0,0,0,0,0,0,5,31,55,9,25,59,9,0,0,0,207,45,50,21,67,95,19,5,0,8,304,38,32,50,84,88,35,4,16,4,342,0,0,0,8,10,11,0,0,0,41,11,7,3,11,27,4,0,3,3,62,5,8,0,3,8,0,0,0,0,32,8,11,0,7,7,4,0,4,9,40,402,1177,122,362,522,131,14,47,43,2818,3,16,0,0,0,0,0,0,0,16,16,77,3,0,0,0,3,0,0,103,129,370,18,24,55,14,3,6,9,632,8,22,0,0,6,0,0,0,0,33,49,139,3,29,15,9,0,0,0,249,10,35,0,6,8,0,0,6,0,58,416,1039,87,157,251,75,27,32,17,2106,0,0,0,3,0,0,0,0,0,7
POA3195,62,252,0,53,32,4,0,0,5,412,22,95,0,6,14,0,0,0,0,137,461,1586,65,228,478,153,11,26,24,3028,6,0,0,4,0,3,0,0,0,9,90,141,16,88,140,46,4,11,5,536,112,128,40,196,226,82,10,13,8,811,83,73,110,234,235,88,13,28,15,873,8,5,7,23,41,14,3,6,0,104,28,18,4,39,73,34,0,9,3,209,8,12,4,4,15,11,0,3,0,56,17,18,11,20,26,12,0,9,16,130,1085,3024,269,934,1366,471,38,105,84,7377,6,25,0,0,0,0,0,0,0,29,26,203,0,5,7,0,0,0,0,244,417,882,35,49,124,49,4,6,11,1575,13,47,0,0,3,0,0,0,0,72,116,362,6,68,41,11,0,0,7,622,40,115,3,12,16,0,0,0,0,188,1145,2746,193,352,644,281,70,84,55,5559,6,0,0,0,0,5,0,0,0,9
POA3196,47,153,5,45,23,4,0,0,0,267,23,58,0,4,7,0,0,4,0,96,291,1115,41,176,283,64,9,23,21,2024,0,0,0,3,0,0,0,0,0,7,50,74,21,80,87,27,5,9,4,348,98,120,32,185,190,58,11,15,5,709,54,59,112,249,205,67,13,38,6,805,6,9,0,13,32,13,0,6,0,78,7,13,9,29,56,14,0,0,3,145,0,6,0,3,8,8,0,0,0,27,11,19,5,23,16,6,3,0,17,112,694,2105,232,833,966,261,52,103,68,5309,5,10,0,0,5,0,0,0,0,19,23,126,4,0,8,4,0,0,0,165,174,595,14,27,71,17,0,3,7,916,11,24,5,0,0,0,0,0,0,40,72,214,5,48,31,9,0,4,0,389,30,86,0,0,12,5,0,4,0,137,617,1816,140,269,407,120,44,52,43,3517,3,0,0,4,0,0,0,0,0,12
POA3197,9,59,0,17,9,0,0,0,0,101,6,19,0,0,4,0,0,0,0,32,105,395,12,78,118,27,3,7,3,752,0,0,0,0,0,0,0,0,0,0,24,37,9,43,54,9,3,3,10,176,46,44,11,88,64,26,0,6,6,293,49,28,57,98,128,36,10,20,9,430,0,3,0,4,11,9,4,0,0,34,5,4,0,13,29,10,0,0,0,61,8,7,3,4,7,0,0,0,0,23,4,9,0,15,10,3,0,0,10,58,286,767,101,375,448,126,22,38,37,2193,0,8,0,0,0,0,0,0,0,6,9,35,0,0,3,0,0,0,0,47,68,176,14,15,21,8,4,3,0,305,5,13,0,0,5,0,0,0,0,23,21,76,0,20,9,6,0,3,0,140,11,29,0,3,5,0,0,0,0,52,239,637,47,102,149,61,15,24,16,1300,0,0,0,0,0,0,0,0,0,4
POA3198,15,88,4,28,13,3,0,0,5,154,6,32,0,0,8,0,0,0,0,48,113,526,25,92,119,45,8,10,16,951,0,0,0,4,4,0,0,0,0,7,21,46,23,55,49,15,3,8,3,223,51,77,25,118,118,37,8,11,12,456,55,26,75,191,140,71,12,47,11,627,3,3,0,12,8,11,0,0,0,47,4,11,8,21,29,11,3,3,0,94,0,0,0,0,9,0,0,0,0,14,9,12,9,15,18,6,0,9,10,71,331,1014,163,555,528,208,34,94,54,2976,0,7,0,0,0,0,0,0,0,5,7,37,0,5,0,0,0,0,0,54,79,238,12,18,27,11,3,4,7,394,5,10,0,0,0,0,0,0,0,18,36,116,4,29,9,7,0,0,8,206,6,41,0,0,6,0,5,0,0,68,254,805,72,138,170,82,25,31,26,1607,0,0,0,6,4,0,0,0,0,8
POA3199,52,275,5,101,46,17,0,3,6,498,14,99,0,8,15,0,0,5,0,144,343,1740,64,324,379,135,20,64,23,3095,0,0,0,7,0,6,0,0,0,15,102,181,29,158,171,53,3,32,6,731,166,232,74,450,282,116,16,58,23,1409,152,118,239,633,454,200,40,134,26,2001,18,10,8,43,58,39,6,13,0,195,26,12,12,64,76,30,7,27,0,260,9,30,0,12,13,8,0,0,3,70,15,42,11,42,37,28,0,14,23,220,1026,3407,448,1883,1586,639,102,366,125,9576,6,41,0,0,0,0,0,0,0,44,22,157,0,8,12,0,0,3,3,209,240,776,28,62,93,22,18,18,18,1268,9,47,0,5,8,0,3,0,0,68,88,390,20,122,57,22,6,11,6,706,30,129,3,8,22,0,4,5,3,204,768,2744,238,475,521,235,73,138,45,5228,0,5,0,7,0,6,0,3,0,14
POA3200,0,10,0,14,0,0,0,0,0,27,0,3,0,4,0,0,0,0,0,7,11,45,10,21,15,7,0,4,4,115,0,0,0,0,0,0,0,0,0,0,3,4,3,10,3,4,0,0,0,34,9,14,3,43,19,9,0,3,0,100,13,6,19,82,40,16,7,29,4,221,0,0,0,5,0,4,0,7,0,25,0,0,0,4,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,4,0,0,4,9,6,0,0,6,0,27,46,92,50,193,88,44,12,60,8,598,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,7,17,0,4,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,3,4,12,0,17,0,0,0,0,0,31,0,3,0,4,0,0,0,0,0,13,25,75,25,27,26,12,3,17,3,201,0,0,0,0,3,0,0,0,0,3
POA3201,12,55,0,43,10,0,0,3,0,126,4,26,0,0,0,0,0,3,0,35,75,493,24,117,142,51,18,30,15,968,0,0,0,0,0,0,0,0,0,6,23,36,10,57,61,18,6,9,5,221,71,84,21,242,152,46,3,30,10,658,94,56,136,337,242,114,35,84,7,1112,5,5,4,16,33,18,0,4,0,90,12,8,4,46,29,9,5,20,0,133,4,4,0,6,4,0,0,0,0,25,12,17,13,23,18,9,0,10,12,116,347,922,226,915,718,270,71,200,55,3722,0,6,0,0,0,0,0,0,0,13,3,24,0,0,0,0,0,0,0,29,62,194,16,29,31,12,10,12,7,370,0,8,0,0,0,0,0,0,0,10,17,82,3,48,11,5,4,3,0,171,6,27,0,0,6,0,0,3,0,49,148,710,89,162,193,79,56,59,21,1511,0,0,0,0,3,0,0,0,0,9
POA3202,4,12,0,4,5,0,0,0,0,26,0,7,0,0,0,0,0,0,0,11,34,106,6,17,32,13,0,0,7,215,0,0,0,0,0,0,0,0,0,0,6,3,0,5,3,4,0,0,0,31,14,18,6,9,12,4,0,0,0,68,11,7,8,21,15,0,3,7,0,72,0,0,0,5,9,0,0,0,0,14,3,0,4,4,5,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,7,93,206,29,67,94,32,3,16,14,547,4,3,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,10,33,73,4,4,14,0,3,3,0,134,0,0,0,0,0,0,0,0,0,0,11,14,0,5,8,4,0,0,0,41,0,10,0,0,0,0,0,0,0,12,91,173,16,27,46,22,8,3,3,388,0,0,0,0,0,0,0,0,0,0
POA3204,54,223,3,43,43,10,0,0,0,376,14,69,3,3,5,0,0,0,0,108,574,1566,80,266,470,170,20,47,36,3222,0,0,0,0,0,0,0,0,0,6,71,94,30,61,101,35,6,16,4,420,83,99,32,151,137,56,3,11,3,575,40,41,77,127,151,45,7,20,3,517,5,9,4,9,30,11,0,4,0,70,14,19,12,34,54,11,4,9,5,149,9,15,0,10,7,0,0,5,3,50,7,28,7,18,22,4,0,0,16,97,1173,3065,256,795,1174,398,41,119,102,7128,9,16,0,0,6,0,0,0,0,35,69,313,3,4,5,0,0,0,4,400,576,1294,49,95,216,83,45,43,39,2437,23,55,4,4,15,8,0,0,0,102,105,355,12,53,59,20,5,4,3,611,30,87,6,8,13,5,0,0,3,149,1308,3013,255,382,689,314,76,107,76,6222,0,0,0,0,0,0,0,0,0,9
POA3205,24,81,0,23,15,4,0,0,0,138,5,27,0,0,3,0,0,0,0,44,288,653,30,65,200,56,3,21,9,1330,0,0,0,0,0,0,0,0,0,3,29,35,4,11,32,13,0,5,9,137,36,43,15,36,42,19,0,3,4,205,22,20,25,39,38,20,0,12,0,176,4,4,0,0,9,4,0,0,0,22,7,7,0,5,15,0,0,0,0,46,6,14,5,0,10,3,0,4,0,31,5,8,0,10,5,0,0,0,6,38,556,1284,92,215,420,138,8,46,50,2807,6,13,0,0,6,0,0,0,0,27,18,134,0,3,4,0,0,0,4,160,242,606,21,30,80,29,5,6,18,1047,3,25,0,0,0,4,0,3,3,39,46,125,3,24,19,9,0,0,0,233,9,39,0,4,7,0,0,4,0,60,617,1340,95,114,287,117,11,51,26,2657,0,0,0,0,0,0,0,0,0,3
POA3206,31,72,0,3,20,4,0,0,0,123,8,11,0,0,0,5,0,0,0,22,243,481,16,54,115,40,0,3,15,972,0,0,0,0,0,0,0,0,0,6,23,36,0,6,20,11,0,0,3,98,23,28,6,23,24,11,0,5,0,120,17,10,16,12,19,5,0,0,5,86,4,4,3,0,8,0,0,0,0,22,4,8,0,4,15,10,0,0,0,44,0,3,0,0,0,0,0,0,0,5,4,7,0,0,8,4,0,5,3,27,516,964,53,111,268,99,4,22,38,2074,5,6,0,0,0,0,0,0,0,14,24,132,0,4,5,0,0,0,0,165,286,449,16,18,53,11,3,5,14,849,9,17,0,0,3,4,0,0,0,35,49,119,0,9,21,6,0,0,0,210,10,17,0,4,0,4,0,0,0,34,565,959,47,80,155,76,9,11,39,1933,0,0,0,0,0,0,0,0,0,6
POA3207,49,139,5,12,15,4,0,0,3,227,13,38,0,0,9,3,0,0,0,70,413,897,35,101,245,87,4,15,21,1818,0,0,0,0,0,0,0,0,0,0,44,58,5,20,59,17,4,6,0,228,86,75,23,66,70,32,0,3,8,362,45,43,37,55,77,35,6,5,3,305,5,4,0,3,11,3,0,3,0,34,14,13,3,10,29,9,0,5,0,85,9,9,0,3,9,0,0,0,0,29,11,20,0,5,18,8,0,3,14,80,957,1761,113,303,604,216,19,41,65,4076,8,12,0,0,0,0,0,0,0,23,47,155,0,0,10,0,0,0,0,212,407,669,15,28,76,29,4,9,23,1256,14,30,0,7,3,0,0,0,0,49,79,200,16,16,26,8,0,0,6,347,32,50,0,0,9,3,0,0,0,97,903,1664,93,167,355,150,17,43,49,3441,3,0,0,0,0,0,0,0,0,3
POA3211,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,21,6,0,3,4,0,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,4,3,0,9,8,0,3,4,0,35,0,0,3,9,11,3,0,6,0,34,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,42,13,32,32,12,3,10,3,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,0,0,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,8,0,4,0,0,0,0,0,0,0,4,16,34,6,4,3,4,0,5,0,64,0,0,0,0,0,0,0,0,0,0
POA3212,15,72,0,39,9,0,0,0,0,137,5,33,0,0,4,0,0,0,0,48,82,515,28,93,127,42,13,13,9,924,0,0,0,0,0,4,0,0,0,0,24,40,8,50,45,9,0,3,0,181,35,73,17,156,109,44,6,15,4,465,48,51,101,286,192,81,32,51,3,835,3,0,3,15,19,10,3,0,0,52,5,6,0,17,29,9,0,7,0,81,0,6,0,0,6,5,4,0,0,20,4,6,4,9,20,10,3,0,11,78,250,969,179,686,573,211,61,99,39,3056,0,3,0,0,0,0,0,0,0,5,8,49,0,5,0,0,0,0,0,61,58,194,13,21,18,4,15,6,0,330,6,22,0,0,0,0,0,0,0,33,15,99,0,43,11,0,0,0,0,179,6,46,0,0,8,0,0,0,0,62,211,781,84,139,164,63,41,40,15,1543,0,0,0,0,0,4,0,0,0,9
POA3213,0,16,0,7,0,0,0,0,0,32,7,6,0,0,0,0,0,0,0,13,33,124,10,20,31,7,4,3,0,227,0,0,0,0,0,0,0,0,0,0,9,10,0,11,9,10,0,5,0,50,14,18,3,24,30,6,0,6,0,111,13,8,40,50,48,20,4,10,4,197,0,0,0,0,5,0,0,5,0,10,7,0,0,10,15,0,0,0,0,35,0,0,0,0,4,0,0,0,0,4,5,0,0,6,9,3,0,0,3,23,90,217,57,138,153,38,12,35,11,754,0,5,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,15,17,38,3,9,5,0,5,9,0,91,0,3,0,0,0,0,3,0,0,3,5,23,0,7,0,0,0,0,0,38,6,6,0,3,0,0,0,0,0,14,65,194,25,30,38,14,10,10,6,392,0,0,0,0,0,0,0,0,0,0
POA3214,3,29,0,33,3,0,0,0,0,67,0,5,0,6,5,0,0,0,0,14,38,215,21,77,57,35,10,29,12,499,0,0,0,6,0,0,0,0,0,9,10,14,3,33,16,4,6,12,0,107,20,42,18,196,53,22,17,18,8,393,36,39,79,413,129,91,46,127,13,978,9,0,6,20,11,16,7,19,0,82,5,4,6,24,6,7,9,8,3,75,0,0,0,0,0,0,0,4,0,15,0,4,0,37,4,3,4,16,16,79,134,420,134,854,319,188,103,246,54,2462,0,4,0,0,0,0,0,0,0,4,0,14,0,0,0,3,0,0,0,20,34,101,24,30,30,29,35,30,5,313,0,0,0,0,0,0,3,0,0,8,9,36,5,30,3,0,3,3,0,95,3,6,0,4,5,0,0,0,0,21,65,336,59,106,79,62,60,64,16,848,0,0,0,6,0,0,0,0,0,9
POA3215,15,99,3,34,8,0,0,0,0,166,10,49,0,5,0,0,0,0,0,68,121,652,25,113,161,48,7,23,18,1178,0,0,0,0,0,0,0,0,0,5,22,66,18,54,65,19,3,6,3,250,59,67,23,144,112,39,8,16,4,476,45,40,113,287,179,86,22,62,12,846,3,5,3,14,22,13,6,9,0,69,7,7,5,31,29,16,4,11,0,106,0,6,3,4,9,3,0,3,0,26,5,18,8,26,15,19,0,8,8,105,326,1253,219,736,616,251,48,160,58,3669,0,19,0,0,0,0,0,0,0,17,8,67,6,0,7,0,0,5,0,77,79,295,33,45,44,25,20,31,10,577,3,15,0,0,0,0,0,0,0,25,36,154,5,39,16,4,0,3,0,264,16,65,0,5,4,0,0,0,0,94,260,1055,112,168,235,90,46,58,31,2067,0,0,4,3,0,0,0,0,0,10
POA3216,58,359,9,94,55,10,0,3,5,591,24,150,0,16,22,0,0,0,0,214,403,2419,108,494,499,160,30,80,30,4223,7,0,0,6,0,0,0,0,0,21,80,173,33,157,154,43,0,18,15,673,125,176,78,443,292,100,14,38,14,1271,162,121,257,710,466,209,23,136,20,2109,14,8,15,26,44,29,4,22,0,161,19,8,14,61,75,34,0,14,3,230,5,20,4,6,15,4,0,0,3,61,4,17,11,40,27,15,3,13,26,163,1044,4357,556,2130,1754,642,85,361,131,11059,4,49,0,3,6,0,0,0,0,67,53,438,18,0,13,4,0,0,5,543,316,1090,78,113,147,81,122,139,21,2114,15,72,8,5,3,0,0,0,0,108,97,519,20,116,66,11,8,3,9,856,50,195,4,24,33,4,0,0,3,321,988,4006,363,706,720,305,133,231,67,7513,4,0,3,11,0,0,0,0,0,19
POA3217,19,112,0,64,18,3,0,6,0,215,4,57,0,8,5,0,0,0,0,80,142,978,59,208,166,64,14,27,9,1668,4,0,0,6,0,0,0,0,0,10,35,46,18,60,60,12,3,0,4,234,73,98,42,218,137,45,7,11,0,637,84,61,118,313,209,104,16,37,16,937,5,7,4,12,17,16,0,8,0,75,3,6,4,27,33,13,0,4,7,98,0,8,0,5,0,3,0,0,0,26,8,12,8,27,9,5,0,4,11,81,415,1643,258,991,691,276,44,114,51,4487,0,11,0,0,0,0,0,0,0,18,11,100,0,0,3,0,0,3,0,119,88,344,29,71,46,32,34,41,7,684,4,16,0,3,0,0,0,0,0,28,26,161,3,68,22,7,5,4,3,295,9,77,0,9,10,0,0,0,0,108,351,1519,134,325,249,118,60,86,26,2875,4,0,0,6,0,0,0,0,0,14
POA3218,27,117,0,23,16,0,0,3,4,194,10,58,0,0,5,0,0,0,0,77,176,701,32,115,137,40,10,26,9,1240,0,0,0,0,0,0,0,0,0,0,39,64,12,37,50,10,0,5,6,216,42,52,22,100,91,29,3,12,0,338,38,38,68,153,105,43,11,30,6,499,0,4,3,14,6,7,0,4,0,47,4,8,9,15,11,11,0,3,0,66,3,6,0,4,6,0,0,0,0,23,5,15,0,7,12,4,0,5,9,51,413,1356,152,502,473,155,29,97,38,3209,0,13,0,0,0,0,0,0,0,16,12,102,4,0,4,0,0,0,0,128,122,394,26,35,53,24,17,22,3,695,4,20,0,5,0,0,0,0,0,38,38,173,4,32,23,0,0,3,6,271,16,68,0,8,9,0,0,0,0,107,384,1159,101,174,207,81,40,62,24,2228,0,0,0,0,0,0,0,0,0,3
POA3219,11,79,0,32,10,4,0,0,5,151,7,28,0,8,3,0,0,0,0,36,71,519,36,122,112,63,4,20,0,945,0,0,0,7,4,0,0,4,0,11,24,44,13,47,46,14,3,9,0,205,35,45,33,173,85,29,8,21,0,424,59,54,116,388,183,77,17,89,9,989,7,4,3,25,9,22,0,11,0,81,5,5,4,36,14,11,0,9,0,85,0,5,0,4,9,0,0,0,0,15,7,6,3,23,13,8,0,11,7,83,266,974,222,874,511,234,35,178,34,3322,4,7,0,0,0,0,0,0,0,13,4,53,0,3,0,0,0,0,0,66,55,225,25,29,39,23,22,21,10,432,3,13,0,0,0,0,0,4,0,18,27,126,3,43,16,4,0,4,5,221,11,35,0,3,0,0,0,0,0,55,145,817,98,181,159,88,32,61,8,1595,0,0,0,7,4,0,3,0,0,11
POA3220,30,133,6,22,25,7,0,0,4,218,15,42,0,3,10,0,0,0,0,72,163,869,33,138,188,53,4,18,7,1480,0,0,0,3,0,0,0,0,0,13,32,58,12,25,63,10,0,9,4,212,42,42,14,83,57,23,5,12,8,281,38,30,62,126,100,45,8,27,3,437,4,7,3,7,9,10,0,5,0,49,9,0,6,8,17,9,0,0,0,51,3,6,0,3,4,0,0,0,0,19,3,14,0,9,10,3,0,0,9,53,439,1600,154,455,531,173,16,79,36,3489,0,20,0,3,0,0,0,0,0,29,21,193,5,0,7,0,0,0,3,228,194,474,27,34,49,28,16,41,13,867,8,32,0,0,0,3,0,0,0,43,56,196,11,25,29,5,5,0,6,321,28,59,0,4,14,0,0,0,0,104,449,1569,101,207,251,104,20,70,30,2804,0,4,0,3,0,0,0,0,0,14
POA3221,5,7,0,0,0,0,0,0,0,17,3,3,0,0,0,0,0,0,0,8,10,35,0,3,9,4,0,0,0,64,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,7,8,0,0,0,0,16,0,0,3,4,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,26,63,4,16,26,6,3,7,0,150,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,8,10,0,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,16,3,3,0,0,0,0,0,0,0,8,33,64,0,3,10,3,0,4,5,117,0,0,0,0,0,0,0,0,0,0
