POA_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
POA3030,0,4,0,27,6,5,0,0,0,52,4388,7177,4134,6962,3258,2419,1367,558,123,30388,0,25,30,184,63,19,11,7,0,328,0,0,0,25,14,21,17,10,0,86,0,3,0,51,13,4,0,0,0,70,0,0,4,12,10,8,6,6,0,44,0,5,3,22,10,8,3,3,0,60,0,5,0,19,13,13,18,3,0,68,10,130,176,1139,253,217,215,27,13,2173,0,0,0,17,11,40,18,14,4,103,6,12,18,41,15,12,15,8,0,126,8,100,129,295,290,250,198,121,31,1420,0,4,15,84,49,20,18,6,0,194,0,4,0,14,8,9,7,4,0,34,0,0,8,31,20,18,30,18,8,134,0,6,9,14,28,26,30,21,20,155,7,25,14,108,27,29,17,0,0,218,83,725,461,4789,672,176,180,44,9,7141,4,14,40,269,91,26,33,15,0,486,3,15,22,154,36,8,8,0,0,239
POA3031,0,0,0,0,0,0,0,0,0,0,468,647,688,2219,611,426,275,74,17,5421,0,0,4,16,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,6,0,0,0,16,4,0,0,0,0,19,0,0,3,0,0,0,0,0,0,9,0,0,0,15,9,0,0,0,0,23,0,0,0,4,7,0,0,0,0,13,0,5,11,51,16,18,31,17,17,156,0,0,0,9,7,0,5,0,0,10,0,0,0,0,0,0,4,0,4,9,6,3,17,105,57,40,35,4,0,273,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,0,0,0,0,21,0,0,0,14,8,0,3,4,0,34,0,0,0,0,0,0,5,8,8,25,0,6,0,30,5,0,3,0,0,45,0,4,14,109,12,8,5,5,0,153,0,0,0,15,5,0,3,0,0,28,0,0,0,15,0,0,0,0,0,23
POA3032,0,0,0,9,0,0,6,0,0,9,814,1335,1306,2955,1163,825,490,175,23,9078,0,0,0,16,0,0,0,0,0,22,0,0,0,12,6,7,4,8,0,36,0,0,0,26,0,0,0,0,0,30,0,0,0,6,0,0,3,0,0,17,4,0,0,9,14,5,0,0,0,39,0,0,0,27,9,12,9,3,0,58,0,3,21,132,21,50,43,15,21,309,0,0,0,8,10,16,7,11,0,56,0,0,5,8,3,9,9,0,0,36,5,10,19,98,52,48,48,20,0,307,0,0,0,4,6,0,0,0,0,5,0,3,0,12,4,6,4,0,3,29,0,0,0,15,3,3,10,10,0,46,0,0,0,6,4,16,29,31,15,107,0,0,6,40,10,5,9,0,0,79,3,10,55,334,21,13,10,0,0,456,0,6,5,49,6,5,0,0,0,73,0,4,3,70,12,5,0,0,0,90
POA3033,0,0,0,0,0,0,0,0,0,0,403,842,723,1288,758,468,245,249,61,5039,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,5,0,11,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,3,0,0,5,6,0,23,0,0,9,25,11,11,7,0,5,72,0,0,0,0,0,7,13,21,5,52,0,0,0,15,10,11,9,20,0,60,0,0,6,15,19,14,8,20,3,86,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,11,3,3,27,0,0,3,6,5,16,26,53,27,130,0,0,0,10,4,0,5,0,0,22,5,13,7,79,17,19,11,4,0,153,0,0,3,0,0,0,0,3,0,7,0,7,0,20,6,0,0,3,0,41
POA3034,0,0,0,0,0,0,0,0,0,3,324,613,516,980,487,292,170,111,36,3528,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,14,0,4,0,8,0,0,0,0,0,8,0,0,6,0,8,4,0,10,0,26,0,0,0,32,12,15,9,8,3,83,0,0,0,0,4,6,17,40,12,75,0,0,0,3,5,4,9,10,4,42,0,3,12,20,7,16,9,8,4,78,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,7,0,27,0,4,0,7,5,24,33,40,16,134,0,0,0,6,0,8,0,0,0,13,0,0,22,61,16,10,5,3,0,119,0,0,0,4,0,0,0,0,0,7,0,9,5,35,4,6,0,4,0,60
POA3036,0,0,0,0,0,0,0,0,0,0,152,346,341,505,292,259,174,103,49,2219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,12,0,0,0,0,0,12,14,4,4,38,0,0,0,0,0,0,3,3,0,6,0,0,0,3,7,12,17,12,0,52,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,7,10,0,19,0,0,0,0,0,10,6,9,3,28,0,0,0,0,3,0,0,0,0,9,0,0,0,9,0,12,3,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA3037,0,0,8,26,7,5,0,0,0,49,1378,3385,3091,3886,2039,1005,330,138,43,15303,0,0,0,18,4,5,0,0,0,29,0,0,0,32,23,24,17,20,4,117,0,0,0,9,4,0,0,0,0,10,0,0,0,0,3,7,0,0,0,15,0,3,0,9,3,0,0,0,0,11,0,3,0,26,35,26,16,11,0,126,0,6,10,57,20,24,21,6,0,149,0,0,3,24,47,77,57,46,11,262,3,14,24,77,29,43,31,22,10,249,0,6,17,54,49,66,42,30,9,279,0,0,3,25,17,12,13,4,0,86,0,0,0,0,3,3,0,0,0,12,0,0,0,10,19,7,16,14,0,73,0,0,8,11,23,52,33,25,7,151,0,0,3,22,6,7,5,0,0,43,4,52,186,781,279,152,87,31,8,1576,0,0,5,20,8,6,4,0,0,44,0,7,8,33,17,0,0,0,0,66
POA3038,0,0,3,6,0,0,0,0,0,8,554,1250,1601,2161,1073,957,433,101,26,8154,0,0,0,0,5,0,0,0,0,6,0,0,0,17,7,16,8,8,0,56,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,15,0,0,0,0,3,3,0,0,0,9,0,0,0,5,11,5,10,3,0,30,0,8,6,28,7,26,13,6,3,100,0,5,0,6,23,72,62,81,12,259,0,3,10,15,16,29,39,19,0,136,0,6,7,23,28,41,35,21,10,158,0,0,0,3,14,11,8,0,0,33,0,0,0,3,3,5,0,0,0,14,0,0,0,6,0,0,17,12,0,44,0,10,3,10,10,50,70,74,12,233,0,0,0,6,5,12,5,5,0,27,0,12,30,141,67,74,55,17,11,403,0,0,0,9,0,4,0,0,0,15,0,0,3,14,9,0,0,0,0,21
POA3039,0,0,0,0,0,0,0,0,0,0,359,662,728,1705,734,672,383,122,50,5410,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,4,0,7,5,0,6,0,0,19,0,0,0,6,4,0,3,0,0,15,0,8,4,43,5,11,7,5,0,80,0,0,0,0,4,4,5,3,0,21,0,0,0,3,0,3,3,4,0,20,3,7,8,71,37,30,27,13,4,193,0,0,0,7,0,0,0,0,0,7,0,0,0,6,3,0,0,0,0,12,0,0,3,9,6,5,5,3,0,26,0,0,0,9,3,13,20,28,7,85,0,0,3,13,5,8,0,0,0,33,7,12,9,147,16,20,6,0,0,215,0,0,6,7,4,0,0,0,0,14,0,0,0,21,0,5,0,0,0,27
POA3040,0,0,0,0,0,0,0,0,0,0,542,1385,1578,2396,1405,1173,713,280,115,9592,0,0,0,10,5,0,0,0,0,11,0,0,0,4,0,0,0,0,0,12,0,0,0,14,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,6,0,0,0,27,0,0,0,3,4,0,0,0,0,8,0,4,12,40,18,21,22,13,4,130,0,3,0,4,4,7,9,7,0,36,0,3,0,10,6,5,9,6,0,37,0,6,16,52,44,59,35,19,3,229,0,0,0,5,3,5,0,0,0,8,0,0,0,0,3,4,0,0,0,9,0,4,0,6,4,6,13,13,0,41,0,0,3,3,7,30,18,21,9,94,0,0,6,12,9,8,10,0,0,48,9,28,22,219,32,24,29,12,9,382,0,0,0,9,0,4,0,0,0,12,0,0,0,29,7,0,0,0,0,36
POA3041,0,0,0,0,0,0,0,0,0,0,262,842,821,1067,729,550,396,143,59,4870,0,0,0,3,0,0,5,0,0,10,0,0,0,3,4,5,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,7,0,4,0,23,3,19,4,0,0,59,0,0,0,3,0,5,0,0,4,17,0,0,0,3,0,0,6,8,0,18,3,4,0,31,29,17,18,13,5,114,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,6,10,0,19,0,0,0,5,0,10,18,11,9,53,0,6,0,4,4,0,0,0,0,10,8,19,19,120,17,5,9,9,0,205,0,0,0,7,0,0,0,0,0,6,0,0,0,7,3,0,0,0,0,14
POA3042,0,0,0,0,0,0,0,0,0,0,510,875,820,1808,857,594,318,148,63,5993,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,11,0,0,0,0,0,4,3,0,0,13,0,0,6,11,6,15,11,0,3,58,0,0,0,3,0,9,10,13,0,38,0,0,0,3,0,4,4,4,0,15,0,3,6,27,24,21,27,16,9,136,0,0,4,6,3,0,0,0,0,9,0,0,0,6,0,0,0,0,0,3,0,0,0,8,7,5,14,9,0,38,0,0,0,3,3,10,29,27,8,93,0,0,0,8,4,7,3,0,0,20,0,4,15,85,27,14,14,11,4,174,0,0,0,8,0,0,0,0,0,14,0,0,0,18,3,0,3,0,0,28
POA3043,0,0,0,0,0,0,0,0,0,6,502,837,767,1765,696,464,383,208,46,5663,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,7,4,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,3,4,0,0,0,0,8,0,0,4,14,11,7,12,9,0,55,0,0,0,5,4,6,14,19,0,45,0,0,3,6,6,13,30,26,12,95,0,5,4,25,14,23,23,24,6,128,0,0,4,9,14,19,7,3,0,51,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,3,13,15,0,35,0,4,0,4,6,20,34,39,16,123,0,0,0,9,4,7,3,0,0,19,0,7,18,94,38,29,28,33,8,247,0,0,0,3,5,0,0,0,0,8,0,0,0,16,3,12,10,3,3,46
POA3044,0,0,0,0,0,0,0,0,0,0,804,1481,1365,2968,1314,941,403,145,125,9535,0,0,5,16,0,0,0,0,0,24,0,0,0,5,0,0,0,0,0,9,0,4,0,31,0,0,0,0,0,38,0,0,0,6,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,12,0,0,3,6,3,5,0,0,0,19,0,5,9,49,16,17,19,5,0,122,0,0,0,3,0,4,0,0,0,9,0,10,6,10,4,8,9,7,4,56,0,13,13,105,53,43,21,11,7,261,0,0,0,10,5,5,4,0,0,27,0,0,0,5,3,5,0,0,0,18,0,0,0,10,3,4,16,3,0,37,0,6,4,19,19,34,59,84,28,265,0,0,3,13,9,0,0,0,0,22,4,24,30,236,27,20,13,3,5,354,0,0,0,9,0,0,3,0,0,21,5,6,3,35,13,7,0,0,0,65
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,0,0,0,13,0,0,3,0,0,18,1245,1529,1354,2961,1073,876,431,217,150,9834,0,0,5,36,4,0,0,0,0,46,0,0,0,11,8,4,3,0,0,26,0,4,0,20,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,19,0,0,0,10,3,6,0,0,0,22,0,3,23,79,23,35,26,6,0,202,0,0,0,3,3,17,3,15,11,52,0,3,0,17,5,7,18,13,14,77,3,9,5,78,37,40,24,19,5,228,0,0,0,17,4,5,0,0,0,32,0,0,0,8,0,5,0,0,0,16,0,0,3,15,6,11,15,12,5,58,0,0,0,13,8,20,44,58,20,168,0,0,0,17,8,0,0,0,0,30,3,59,109,682,58,21,10,9,0,956,0,0,4,15,9,0,0,0,0,33,0,13,5,67,16,7,0,0,0,110
POA3047,0,0,8,18,3,4,6,0,0,37,716,1142,853,1114,321,327,155,94,34,4769,0,0,0,31,6,0,7,0,0,49,0,0,0,4,0,11,5,5,0,24,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,3,0,20,6,18,5,0,0,54,0,0,0,6,3,9,3,8,3,24,0,3,0,7,0,9,15,7,0,42,0,0,3,8,8,17,12,11,3,73,0,0,0,9,7,4,0,0,0,26,0,0,0,3,0,3,0,3,0,7,0,0,0,0,3,0,9,3,0,20,0,0,3,4,0,12,19,16,5,56,0,0,0,4,5,0,0,0,0,9,5,14,67,276,35,11,10,3,5,426,0,0,0,9,0,0,4,0,0,16,0,3,12,74,11,3,0,0,0,107
POA3048,0,0,0,0,0,0,0,0,0,0,538,1014,917,966,260,214,132,71,12,4127,0,0,0,21,0,0,3,0,0,27,0,0,0,8,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,10,0,0,0,6,8,13,0,4,0,33,0,0,0,0,3,3,7,9,0,21,0,5,3,15,6,17,5,6,0,56,0,0,4,0,3,14,13,8,4,42,0,0,0,5,7,3,3,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,5,0,16,0,0,0,0,5,12,4,13,3,40,0,0,0,0,0,0,0,0,0,0,4,11,18,87,17,6,5,7,0,156,0,0,0,10,5,0,0,0,0,15,3,0,8,24,6,3,3,0,0,44
POA3049,0,0,0,3,0,0,0,0,0,6,259,502,512,927,434,389,219,71,15,3337,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,12,4,5,0,0,0,28,0,0,0,0,0,3,7,4,0,18,0,0,5,9,0,0,7,7,7,33,0,0,0,8,11,25,27,21,0,88,0,0,3,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,0,3,3,4,7,3,0,26,0,0,0,4,0,0,0,0,0,11,0,4,8,24,6,11,6,5,0,64,0,0,0,5,0,0,0,0,0,7,0,0,0,12,5,8,5,0,0,23
POA3051,0,0,0,0,0,0,0,0,0,0,243,422,695,1510,348,245,172,60,19,3712,0,0,3,8,0,0,0,0,0,12,0,0,0,4,0,3,0,0,0,10,0,0,0,12,0,0,0,0,0,20,0,0,0,0,0,4,0,0,0,6,0,0,3,11,5,0,0,0,0,22,0,0,0,14,6,0,3,5,0,24,0,16,149,203,23,34,33,12,13,476,0,0,0,0,3,0,0,0,0,4,0,0,0,9,0,0,4,0,0,12,0,10,19,93,17,26,21,6,0,197,0,0,0,4,0,0,0,0,0,4,0,0,5,29,5,0,0,0,0,37,0,4,7,20,3,0,0,0,0,40,0,0,0,3,6,0,0,4,0,19,0,3,17,31,6,9,3,0,0,66,0,17,31,125,19,9,0,3,0,205,0,5,16,31,3,0,5,0,0,52,0,3,5,23,0,3,0,0,0,40
POA3052,0,0,5,3,0,0,0,0,0,4,89,116,802,596,119,94,86,70,15,1987,0,0,5,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,13,0,0,0,10,0,0,3,0,0,9,0,0,48,55,6,11,9,0,11,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,37,32,7,18,5,13,0,115,0,0,0,0,0,0,0,0,0,3,0,0,7,5,0,0,0,0,0,10,0,0,3,8,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,3,24,11,4,3,3,0,0,49,0,0,18,80,4,5,3,3,0,115,0,0,7,11,0,0,0,0,0,19,0,0,0,18,3,0,0,0,0,27
POA3053,0,0,0,4,0,0,0,0,0,10,136,213,796,1339,201,180,152,98,33,3153,0,0,13,21,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,0,0,0,0,21,0,0,6,3,0,0,0,0,0,13,0,0,6,20,0,4,0,0,0,25,0,0,6,21,0,0,3,0,0,29,3,4,534,368,14,13,17,5,8,960,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,7,6,0,0,19,0,3,33,95,21,18,18,8,4,196,0,0,4,6,0,0,0,0,0,8,0,0,3,20,4,0,0,0,0,24,0,0,4,13,3,0,4,3,0,32,0,0,0,0,0,0,6,0,3,11,0,0,30,41,0,0,0,0,0,82,3,15,127,298,12,0,0,0,0,460,0,0,92,44,3,0,0,0,0,148,0,0,7,50,0,0,0,0,0,57
POA3054,0,0,0,3,0,0,0,0,0,3,155,246,407,1125,280,277,213,108,14,2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,14,0,0,0,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,3,5,13,10,57,24,20,34,6,0,177,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,4,4,0,19,0,0,0,5,10,4,6,0,0,25,0,0,0,3,0,5,4,7,7,21,0,0,0,4,3,0,0,0,0,8,0,0,5,16,5,0,0,3,0,26,0,0,0,6,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4
POA3055,0,0,0,0,0,0,0,0,0,0,345,496,647,1874,628,395,226,69,26,4706,0,0,4,11,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,10,0,0,0,15,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,3,0,0,0,15,0,0,3,10,0,3,0,0,0,22,0,4,13,38,6,8,13,3,0,84,0,0,0,0,3,0,0,4,3,14,0,0,0,6,0,0,5,0,0,17,3,11,21,101,33,27,14,4,0,211,0,0,0,4,0,0,0,0,0,10,0,4,0,12,0,0,0,0,0,17,0,0,0,10,8,0,0,0,0,15,0,0,0,9,10,16,26,51,25,143,0,0,7,10,4,0,0,0,0,16,0,4,18,113,7,4,0,4,0,149,0,9,7,19,0,0,0,0,0,31,0,0,0,17,4,0,0,0,0,21
POA3056,0,0,0,4,0,0,0,0,0,4,483,732,1074,3754,997,633,309,88,22,8096,0,0,0,10,0,0,0,0,0,13,0,0,0,4,0,3,0,0,0,5,0,0,3,31,0,0,0,0,0,32,0,0,0,6,0,0,0,0,0,0,0,0,0,26,6,0,4,0,0,43,0,0,0,16,4,7,0,0,0,23,0,4,22,61,8,14,16,3,5,128,0,0,0,0,0,8,0,3,3,15,0,0,0,6,0,7,6,3,0,20,7,13,38,238,70,66,38,12,3,485,0,0,0,0,0,3,0,0,0,7,0,0,6,37,3,0,0,0,0,50,0,0,0,26,16,8,0,7,0,63,0,0,4,6,7,25,34,127,54,258,0,0,3,22,3,0,0,0,0,32,0,6,16,104,6,5,9,0,0,142,5,5,11,33,3,0,0,0,0,55,0,0,0,22,0,4,5,0,0,33
POA3057,0,0,0,0,0,0,0,0,0,0,221,348,496,2179,473,270,122,34,14,4163,0,0,0,3,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,7,0,0,0,17,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,19,0,0,0,0,0,28,0,0,0,11,0,0,0,0,0,16,0,0,8,22,3,0,7,0,0,42,0,0,0,0,0,5,0,0,0,6,0,0,0,0,5,0,3,0,0,12,0,5,17,145,33,18,9,8,0,243,0,0,0,4,0,0,0,0,0,3,0,0,0,23,3,0,0,0,0,27,0,0,0,25,6,0,0,0,0,30,0,0,0,8,3,12,15,23,11,75,0,0,3,9,0,0,0,0,0,17,0,0,3,54,5,0,0,0,0,75,0,0,0,12,0,3,0,0,0,18,0,0,0,23,0,0,0,0,0,20
POA3058,0,0,0,0,0,0,0,0,0,5,950,1703,1548,3999,1632,954,397,106,40,11315,0,0,8,22,3,0,0,0,0,33,0,0,0,4,0,0,0,0,0,8,0,5,0,13,3,0,0,0,0,23,0,0,0,0,4,0,0,0,0,8,3,0,0,26,5,5,0,0,0,43,0,0,0,9,3,4,0,0,0,20,0,5,19,84,21,37,36,3,6,218,0,0,0,4,0,9,14,10,7,39,0,0,3,13,3,12,17,6,4,65,3,13,12,210,91,71,28,19,5,458,0,0,0,4,7,0,0,0,0,16,0,0,0,26,3,0,3,0,0,34,0,5,4,24,10,5,6,10,0,60,0,0,3,9,18,53,87,134,65,373,0,0,0,13,5,5,4,0,0,25,0,0,5,169,22,11,9,6,0,225,0,0,5,34,5,0,4,0,0,51,0,0,3,29,3,0,4,0,0,43
POA3059,0,0,0,4,0,0,0,0,0,3,786,1307,1220,1816,696,601,230,46,8,6712,0,0,3,11,0,8,0,0,0,18,0,0,0,3,6,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,4,3,12,8,7,4,3,0,45,0,0,0,9,3,13,19,24,0,61,0,6,6,21,13,16,24,6,0,92,0,7,5,18,22,18,16,5,0,99,0,3,0,19,7,11,7,0,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,8,0,25,0,0,0,7,5,25,25,9,0,74,0,0,0,5,0,0,0,0,0,6,3,21,13,125,29,25,17,4,0,236,0,0,0,4,0,0,0,0,0,3,0,0,9,30,10,9,9,4,0,68
