POA_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA3054,10,7,18,8,18,26,0,0,5,117,130,252,7,9,14,549,470,1021,20,44,67,3,0,3,18,8,19,197,129,325,9,18,28,104,178,285,1057,1009,2064,9,3,11,0,0,0,11,14,23,0,0,3,0,0,0,4,0,3,20,18,42,0,0,0,4,10,15,3,0,3,0,0,0,0,0,3,7,8,17,18,18,32,47,41,86,8,3,8,0,0,0,0,0,0,8,3,8,1115,1283,2399,201,362,563,5,7,11,2421,2711,5130
POA3055,27,39,68,13,40,63,0,0,0,157,236,394,8,11,24,1590,1203,2796,56,117,173,10,0,10,33,6,40,199,127,329,17,24,47,80,117,199,2208,1931,4137,14,13,27,0,0,0,15,30,46,6,3,12,0,4,3,5,3,10,45,61,103,0,0,0,20,25,43,5,0,3,0,5,3,0,0,0,24,27,55,43,41,82,110,127,237,17,23,34,0,8,12,0,6,5,17,33,51,1488,1811,3300,440,677,1119,14,9,25,4274,4587,8863
POA3056,172,160,333,22,30,55,0,0,0,321,413,742,31,29,58,1873,1466,3344,61,121,184,19,0,19,48,7,61,568,383,955,27,35,60,281,311,591,3434,2967,6398,14,21,35,0,0,0,69,60,130,5,8,8,0,3,3,18,8,27,101,93,202,0,0,0,32,32,59,3,0,3,0,0,0,0,6,5,40,32,71,64,41,101,206,171,375,21,36,62,8,7,12,8,10,13,32,55,86,3256,3801,7054,759,1150,1912,29,20,55,7716,8159,15877
POA3057,14,17,28,22,21,37,0,0,0,256,305,561,9,18,32,1040,839,1872,20,89,111,10,0,10,23,4,24,286,213,497,16,16,29,116,136,260,1817,1647,3467,6,6,19,0,0,0,17,20,34,0,0,0,0,0,0,6,5,8,28,32,59,0,0,0,8,22,26,0,0,0,0,0,5,0,0,0,3,23,27,46,36,80,77,91,174,18,13,24,8,4,10,0,7,6,24,15,40,1816,2372,4187,430,627,1053,17,12,24,4184,4762,8945
POA3058,229,196,417,49,48,97,0,0,0,204,305,500,24,27,55,3535,2551,6091,165,242,403,50,0,53,54,6,63,345,220,559,53,18,69,159,174,330,4866,3783,8645,31,28,60,0,0,0,53,42,96,12,10,21,0,4,7,17,13,26,111,98,207,0,0,0,14,40,54,0,4,4,3,0,6,5,0,6,23,47,71,64,55,116,199,199,403,43,37,84,8,8,14,4,3,10,57,47,104,3275,3816,7094,922,1560,2488,38,22,64,9360,9430,18787
POA3059,63,41,102,18,7,28,0,0,0,0,0,4,9,12,21,3636,2391,6025,173,190,364,99,0,99,10,0,10,11,0,14,28,22,53,11,13,27,4068,2672,6743,7,15,25,0,0,0,0,5,0,18,9,22,6,11,13,0,0,0,30,35,63,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,8,11,35,34,67,64,74,140,8,21,26,0,0,0,0,0,5,12,19,28,960,1386,2343,387,721,1109,31,22,49,5525,4899,10419
POA3060,140,98,236,20,14,31,0,0,0,5,9,11,25,7,30,1894,943,2841,84,112,193,33,0,37,28,0,24,25,9,38,14,15,27,36,35,73,2291,1258,3547,18,14,30,0,0,0,14,16,24,19,9,28,4,11,9,7,3,13,57,51,110,0,0,0,0,6,5,3,0,3,0,6,8,0,0,0,11,14,16,22,24,43,89,86,170,17,22,43,0,0,3,3,0,3,21,25,45,608,635,1244,256,336,593,33,13,44,3296,2342,5645
POA3061,17,17,30,7,6,9,0,0,0,0,0,0,5,0,4,604,300,903,29,46,75,21,0,21,0,0,0,5,0,8,9,4,12,16,8,23,720,375,1094,0,3,4,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,9,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,16,12,28,3,3,3,0,0,0,0,0,0,3,3,3,57,110,168,69,68,136,17,5,21,881,570,1451
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA3063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,76,165,7,3,10,5,0,5,0,0,0,0,0,0,0,0,0,0,3,5,111,84,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,40,59,10,24,33,0,0,0,139,144,284
POA3064,475,486,962,94,161,251,11,4,13,0,6,3,114,41,160,18436,11197,29635,936,1222,2157,427,8,433,50,0,51,27,5,32,183,78,259,84,144,228,20838,13353,34191,110,196,309,0,0,0,13,31,47,140,98,243,21,48,67,14,13,30,301,392,691,0,0,0,0,0,0,16,7,19,19,27,47,5,9,11,37,44,84,202,87,296,544,524,1071,103,168,268,4,6,13,5,4,6,112,178,291,3551,4372,7922,1728,2717,4443,147,102,252,26929,21247,48172
POA3065,29,22,48,13,10,20,0,0,0,139,136,280,9,15,22,616,427,1044,20,27,47,3,0,3,12,7,23,172,80,262,21,10,32,330,324,654,1363,1060,2423,4,4,3,0,0,0,17,15,38,0,3,5,0,0,0,12,4,12,34,23,55,0,0,0,3,3,9,0,0,0,0,0,0,0,0,3,6,6,15,27,20,45,69,50,120,14,13,24,0,0,0,3,3,5,15,16,36,1406,1570,2973,225,377,611,15,15,34,3095,3092,6186
POA3066,42,36,72,20,21,45,0,0,0,128,114,246,11,12,24,681,441,1115,15,39,53,3,0,3,22,3,23,146,83,230,19,9,23,261,266,526,1347,1015,2362,8,12,24,0,0,0,11,14,27,0,0,0,0,0,0,6,0,0,22,29,52,0,0,0,5,5,9,3,0,3,5,3,3,6,4,3,14,7,21,14,17,33,56,57,110,15,7,24,3,0,3,0,0,0,20,13,29,1442,1382,2825,223,323,545,15,4,19,3102,2794,5889
POA3067,66,67,135,24,31,52,0,0,4,115,147,262,8,16,20,777,555,1331,24,52,78,3,0,3,34,8,42,161,70,234,7,17,22,195,173,368,1409,1131,2540,15,8,14,0,0,0,26,21,45,3,3,4,0,5,5,10,4,13,50,29,82,0,0,0,9,7,17,0,0,0,0,4,4,4,0,4,6,9,18,28,27,54,90,61,151,9,17,21,0,0,0,5,3,11,11,16,35,1446,1401,2846,269,368,631,9,10,19,3235,2990,6224
POA3068,74,80,155,21,30,57,0,0,0,154,210,367,10,19,34,1347,1106,2456,41,91,132,12,0,12,29,8,36,381,289,668,19,25,45,210,284,491,2301,2142,4445,8,8,15,0,0,0,23,15,37,6,0,6,0,0,0,10,7,19,45,37,78,0,0,0,7,6,8,4,4,0,0,0,0,0,0,0,6,12,14,30,33,63,78,78,158,15,6,22,6,0,0,6,0,3,21,7,32,2618,3038,5650,492,820,1313,11,6,25,5517,6100,11618
POA3070,209,197,401,28,59,92,0,0,0,93,151,244,9,21,27,2019,1656,3674,68,138,211,25,0,30,31,3,40,389,271,665,26,26,49,170,203,366,3078,2721,5796,19,14,35,0,0,0,26,38,68,6,10,9,8,10,14,13,14,29,70,80,158,0,0,0,10,20,33,0,0,3,0,0,3,0,0,4,14,27,43,42,36,74,129,141,270,18,21,43,0,0,4,6,3,9,28,28,55,3141,3836,6975,673,1123,1797,15,12,26,7059,7862,14919
POA3071,111,99,208,33,31,65,0,0,0,112,129,236,13,14,24,1815,1488,3299,70,107,174,31,0,31,27,0,27,243,130,374,22,18,40,88,123,214,2566,2143,4703,21,10,31,0,0,0,16,34,48,5,8,20,0,3,4,13,7,26,57,61,124,0,0,0,14,17,26,0,0,3,4,0,6,0,0,7,22,17,34,35,34,68,116,117,229,19,20,42,0,0,5,0,0,6,20,23,42,2066,2561,4623,509,851,1360,15,18,39,5287,5712,10997
POA3072,237,226,465,76,91,165,0,0,0,145,227,369,18,21,39,3763,2760,6528,158,259,415,45,0,46,78,18,91,268,141,404,46,38,83,171,198,374,5007,3979,8986,39,47,90,0,0,0,32,39,71,18,12,35,4,7,15,6,7,19,103,118,219,0,0,0,30,32,56,0,0,0,3,8,11,0,3,7,37,40,78,50,51,103,194,211,402,45,36,76,4,6,15,8,3,13,63,41,104,2911,3570,6480,868,1388,2262,33,27,62,9078,9214,18295
POA3073,427,432,860,68,145,216,7,0,7,58,93,150,30,36,70,6790,4366,11155,287,445,729,104,5,105,74,10,84,172,65,238,68,34,103,85,129,208,8164,5751,13910,71,105,177,0,0,0,44,35,78,43,31,76,5,18,30,18,16,38,188,210,395,0,0,0,9,23,36,6,3,4,4,13,15,6,0,7,21,49,68,85,60,142,289,321,611,62,69,131,8,9,10,6,3,12,74,83,158,2997,3766,6761,1071,1752,2825,80,49,128,12674,11719,24395
POA3074,127,153,279,15,35,54,0,0,0,0,0,0,27,13,37,2959,1681,4643,148,238,386,60,0,60,13,0,17,23,6,29,26,20,50,33,48,81,3440,2194,5633,36,54,92,0,0,0,7,6,12,21,9,36,0,8,9,7,8,12,71,91,160,0,0,0,0,4,4,0,0,0,3,3,8,0,0,0,3,13,16,35,16,54,110,119,225,25,24,51,3,5,7,0,0,0,29,27,56,480,648,1131,302,430,730,41,18,56,4400,3436,7836
POA3075,152,178,335,24,44,68,0,0,0,4,0,4,22,16,38,3292,2015,5311,176,218,396,73,4,76,17,3,21,21,3,21,35,17,55,17,35,48,3838,2531,6373,36,59,88,0,0,0,3,18,23,26,12,40,3,6,11,0,0,6,67,94,168,0,0,0,0,0,0,4,0,4,5,8,10,3,0,3,9,8,18,30,27,54,107,127,239,25,21,43,0,0,4,5,0,5,30,23,49,662,804,1464,343,515,853,37,26,66,5016,4032,9046
POA3076,169,174,342,50,93,140,0,0,3,0,0,0,32,22,53,5511,3497,9006,253,372,627,103,0,105,21,0,21,21,0,24,56,29,87,39,60,100,6262,4245,10509,54,62,115,0,0,0,8,10,15,48,34,85,3,7,12,7,5,7,116,120,230,0,0,0,0,0,0,0,10,11,9,19,24,3,3,7,9,34,47,43,17,63,168,168,336,18,42,60,0,4,4,0,0,7,22,45,69,1078,1477,2553,552,962,1520,32,30,61,8114,6926,15040
POA3078,116,116,237,23,27,50,0,0,0,4,0,4,7,10,18,1111,949,2057,48,65,111,12,0,14,27,0,27,128,107,235,14,5,21,63,88,149,1547,1377,2922,13,4,19,0,0,0,7,10,17,9,8,17,0,3,3,5,7,15,37,24,62,0,0,0,3,7,9,0,5,4,0,0,0,0,0,0,6,10,14,16,10,30,58,52,107,8,8,15,0,0,0,4,0,4,11,8,16,1418,1665,3081,317,536,857,7,12,20,3362,3645,7013
POA3079,134,106,243,26,31,55,0,0,0,0,0,0,3,11,8,1872,1476,3353,77,121,202,19,0,19,19,4,24,81,31,112,17,13,35,94,178,272,2352,1970,4320,13,14,23,0,0,0,12,17,21,16,10,27,0,3,7,5,4,10,41,45,86,0,0,0,4,5,8,0,0,0,0,4,3,0,0,0,3,10,16,25,15,46,71,74,140,4,11,20,0,0,0,0,0,0,4,11,20,1823,1931,3757,380,665,1048,9,9,19,4648,4655,9308
POA3081,39,40,78,59,72,130,0,0,0,0,0,0,17,8,23,1763,1371,3131,68,119,184,24,0,24,19,0,19,47,19,68,22,15,32,68,81,145,2130,1709,3841,16,7,25,0,0,0,6,3,10,7,7,16,0,6,10,7,0,9,42,24,68,0,0,0,7,3,11,3,0,3,0,8,10,0,3,3,22,16,29,22,20,38,73,59,131,10,14,23,0,5,9,0,0,0,11,19,29,870,993,1867,303,513,817,26,17,41,3419,3315,6732
POA3082,112,110,222,40,47,81,0,0,0,9,15,19,16,10,31,4905,3430,8336,208,298,508,97,0,100,19,3,25,15,7,17,51,25,70,31,50,82,5496,3992,9491,19,25,42,0,0,0,4,8,11,28,20,52,4,8,8,0,0,5,55,62,120,0,0,0,5,4,6,0,0,0,5,3,7,0,0,0,10,13,19,38,32,72,106,111,213,20,20,35,0,5,4,0,0,0,20,30,50,1254,1603,2855,606,989,1604,32,24,58,7519,6748,14266
POA3083,92,102,195,59,100,158,4,0,4,85,98,184,21,19,32,4707,3347,8050,257,336,593,60,0,60,30,5,29,42,3,43,44,33,75,93,94,185,5486,4128,9615,32,22,51,0,0,0,16,18,34,45,22,62,3,7,8,8,0,8,96,70,163,0,0,0,18,35,55,3,0,3,0,5,5,3,4,10,23,49,72,43,28,76,166,144,314,38,36,80,14,4,15,7,3,11,59,46,102,1593,1773,3367,725,1101,1824,42,28,75,8073,7225,15305
POA3084,226,179,402,29,35,70,0,0,0,3,0,7,8,8,16,2876,2290,5158,130,185,319,35,0,35,21,0,21,61,16,78,35,25,56,148,297,445,3572,3031,6605,24,24,50,0,0,0,9,18,22,26,15,40,0,3,6,15,4,21,72,68,142,0,0,0,0,0,0,3,3,7,4,6,7,0,4,5,7,9,22,30,16,44,113,97,206,17,14,27,4,0,4,0,0,0,17,14,29,2558,2632,5192,607,1028,1636,21,15,40,6894,6807,13701
POA3085,101,104,209,8,11,12,0,0,0,0,0,4,9,0,10,1663,1303,2959,66,113,176,17,0,21,21,0,21,34,13,40,29,12,44,208,61,267,2150,1624,3769,6,10,20,0,0,0,9,9,13,14,10,30,0,9,6,0,0,0,34,36,73,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,6,21,7,35,60,54,109,10,12,20,0,0,0,0,0,0,9,11,24,1219,1235,2458,320,550,872,12,14,20,3765,3484,7253
POA3087,79,75,151,14,12,18,0,0,0,0,0,4,12,11,22,1254,900,2150,45,67,109,10,0,14,10,0,10,14,4,14,12,0,14,16,25,44,1462,1094,2559,7,8,16,0,0,0,5,0,4,8,9,17,0,0,4,0,0,0,22,19,42,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,3,9,10,8,18,36,29,68,4,6,11,0,0,0,0,0,0,4,6,11,658,727,1383,209,400,607,8,3,11,2378,2258,4637
POA3088,166,96,263,24,37,68,0,4,8,0,0,0,3,8,7,3633,2826,6456,146,178,319,54,0,56,25,3,29,23,3,22,25,17,45,50,71,125,4160,3236,7394,17,18,35,0,0,0,0,12,13,25,22,47,3,4,11,8,4,9,52,57,111,0,0,0,0,3,3,0,3,5,3,5,9,0,0,4,8,12,18,12,12,23,71,87,156,20,6,22,0,0,0,3,0,3,24,6,25,2080,2297,4378,619,1181,1804,16,12,28,6974,6811,13779
POA3089,57,42,98,7,7,12,0,0,0,0,0,0,5,0,7,2102,1547,3645,73,84,158,33,0,33,7,0,7,10,0,10,7,5,12,31,34,64,2336,1720,4058,3,10,14,0,0,0,3,0,4,21,4,30,0,0,3,0,0,0,29,20,50,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,21,5,26,50,27,75,4,4,13,0,0,0,0,0,0,10,4,13,871,1042,1915,320,662,978,9,0,11,3594,3467,7063
POA3090,6,4,5,3,3,4,0,0,0,0,0,0,0,0,0,448,323,776,24,24,53,11,0,11,0,0,0,0,0,0,3,0,3,4,0,3,507,354,863,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,3,10,4,0,4,0,0,0,0,0,0,4,0,4,171,204,376,53,98,156,0,0,6,742,665,1406
POA3091,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,287,196,482,16,12,32,9,0,9,0,0,0,0,0,0,4,0,4,8,6,12,327,217,549,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,3,5,0,6,80,114,196,47,76,121,3,3,5,464,416,877
POA3093,11,8,15,8,4,6,0,0,0,0,0,0,0,0,0,518,387,909,21,26,41,8,0,8,5,0,5,3,0,8,3,5,5,0,15,11,575,438,1020,5,0,0,0,0,0,0,0,0,9,4,12,0,0,0,0,0,0,14,6,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,3,5,0,8,24,9,31,0,0,3,0,0,0,0,0,0,0,0,3,284,338,623,98,169,269,6,0,9,992,958,1952
POA3094,55,34,91,13,13,21,0,0,0,0,0,0,3,0,3,1157,930,2083,33,59,93,15,0,15,7,0,7,18,5,19,6,6,11,23,35,62,1336,1079,2421,0,3,4,0,0,0,3,5,6,12,9,20,0,0,4,0,0,0,13,23,37,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,3,3,7,4,0,10,27,30,57,5,5,6,0,0,0,0,0,0,5,5,6,727,887,1620,194,422,619,11,3,10,2302,2434,4736
POA3095,126,77,204,19,32,49,0,0,5,0,0,0,3,4,6,3738,2902,6636,161,218,373,79,0,79,25,0,26,20,6,30,23,25,48,65,54,119,4263,3323,7581,9,14,21,0,0,0,3,8,9,23,15,38,8,5,12,8,0,9,49,41,86,0,0,0,0,0,0,3,0,5,0,6,3,0,0,0,0,8,7,31,20,53,87,60,147,11,10,20,0,0,5,0,0,0,11,13,22,2563,2720,5281,705,1199,1906,11,15,33,7641,7332,14975
POA3096,6,12,14,0,4,4,0,0,0,0,0,0,0,0,0,316,236,550,9,9,18,16,0,16,4,0,4,0,0,4,0,3,0,11,10,17,360,264,623,5,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,118,141,252,61,97,150,0,0,0,536,503,1039
POA3097,3,3,5,3,0,3,0,0,0,0,0,0,0,0,0,210,133,342,10,9,16,10,0,10,0,0,0,0,0,0,0,4,4,16,13,28,248,157,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,135,145,280,44,56,94,4,3,8,431,363,796
POA3099,23,13,34,0,0,3,0,0,0,0,0,0,0,0,0,793,563,1356,29,27,55,29,0,29,6,0,6,3,4,5,7,3,14,10,15,29,901,623,1524,0,0,4,0,0,0,0,0,0,5,0,4,0,0,0,0,6,6,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,10,15,23,0,0,0,0,0,0,0,0,0,0,0,0,296,422,714,136,236,371,7,7,16,1351,1302,2649
POA3101,34,32,64,39,50,93,0,0,3,114,117,229,9,14,29,2588,1968,4556,99,197,296,15,0,15,31,5,33,128,49,171,19,26,43,164,212,376,3239,2679,5911,5,4,10,0,0,0,14,9,27,8,4,11,0,6,6,4,0,8,36,26,54,0,0,0,15,22,38,0,5,7,3,3,5,0,0,0,24,28,56,48,39,85,104,92,200,10,11,25,3,0,3,0,0,0,16,14,28,2543,2551,5096,547,866,1422,20,20,46,6472,6229,12700
POA3102,5,3,7,22,23,42,0,0,0,29,23,50,9,5,6,707,618,1332,26,53,81,9,0,9,9,0,10,29,13,36,12,7,17,24,29,58,881,769,1649,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,10,12,0,0,0,0,3,4,0,0,3,0,4,4,0,0,0,6,7,13,18,0,19,29,20,43,0,0,0,0,0,0,0,0,0,0,4,5,652,691,1346,159,234,387,13,9,20,1730,1725,3449
POA3103,47,38,84,26,31,52,0,0,0,49,58,113,9,4,8,1543,1217,2757,64,142,210,13,0,13,11,0,13,18,4,27,9,11,23,66,79,147,1856,1589,3447,11,12,22,0,0,0,12,13,24,3,6,9,3,5,3,0,0,6,28,27,61,0,0,0,6,6,17,0,3,5,0,0,0,0,0,0,10,10,22,14,32,45,52,72,127,13,9,24,0,6,5,5,4,4,16,20,34,1392,1334,2729,319,475,791,13,8,20,3654,3498,7154
POA3104,24,27,50,68,92,158,0,0,3,46,51,96,10,0,6,2421,1830,4250,114,239,353,17,0,17,11,0,15,28,6,35,20,10,31,50,42,91,2811,2296,5107,10,4,10,0,0,0,0,3,3,9,12,17,0,0,3,0,0,0,12,16,30,0,0,0,6,3,7,5,4,9,4,6,9,3,0,4,16,20,36,27,27,60,55,71,119,8,7,18,3,10,15,0,0,4,18,18,31,1889,1814,3704,441,671,1117,26,21,45,5239,4889,10130
POA3105,7,0,11,57,81,134,0,0,0,0,0,0,0,3,11,1474,1058,2529,42,120,164,30,0,30,14,0,14,8,0,10,12,7,18,15,27,46,1670,1300,2972,10,5,13,0,0,0,0,0,0,6,0,4,0,0,6,0,0,0,11,8,19,0,0,0,11,11,15,7,6,13,3,3,7,0,4,3,23,20,41,14,8,18,48,37,85,3,5,6,0,0,0,0,0,0,4,5,11,788,810,1594,237,353,587,15,11,32,2756,2525,5276
POA3106,3,3,9,78,82,155,0,0,0,0,0,0,8,0,8,2141,1571,3711,81,158,238,24,0,26,8,0,8,11,0,12,22,11,36,20,16,42,2398,1852,4246,3,5,6,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,10,9,21,0,0,0,4,0,11,13,9,19,0,6,4,3,0,4,20,14,35,13,14,27,49,32,84,6,0,7,4,0,0,0,0,0,12,0,16,1250,1317,2566,313,519,829,17,17,28,4036,3736,7764
POA3107,3,4,10,74,86,160,0,0,0,0,0,0,0,0,3,1688,1265,2954,78,150,228,29,0,30,15,0,11,7,0,10,19,17,40,11,21,37,1929,1547,3477,6,5,12,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,13,7,23,0,0,0,6,11,19,5,6,11,4,6,6,0,0,0,16,19,36,12,14,24,39,42,76,4,7,7,0,4,5,0,0,0,4,8,11,1054,1096,2154,287,428,714,14,7,20,3326,3130,6457
POA3108,22,21,41,164,243,407,0,0,0,6,0,9,12,11,25,2996,2234,5227,124,282,410,21,0,21,15,0,15,8,3,14,25,20,48,87,132,216,3487,2945,6429,41,26,61,0,0,0,0,0,0,8,3,13,0,3,3,0,0,5,47,34,87,0,0,0,16,12,34,11,10,20,4,17,17,0,4,3,31,39,72,25,33,54,107,107,216,23,8,33,5,8,12,0,0,0,30,19,46,1802,1809,3605,477,732,1212,35,29,62,5928,5636,11568
POA3109,24,24,46,185,222,408,5,0,6,0,3,6,12,5,15,3694,2843,6536,128,312,439,37,0,37,14,0,14,7,0,6,32,21,56,67,87,156,4214,3519,7726,45,14,58,0,0,0,0,0,0,15,9,25,5,4,6,0,0,0,67,25,94,0,0,0,20,10,25,30,10,44,5,11,19,0,3,4,55,41,87,36,18,53,158,83,235,19,19,41,4,11,13,0,0,5,22,33,51,2302,2221,4526,553,951,1508,28,28,56,7271,6830,14104
POA3111,17,30,46,33,26,57,0,0,0,0,0,0,0,4,4,1503,1173,2673,67,129,199,24,0,24,9,0,9,6,0,6,13,8,17,9,14,22,1678,1380,3058,6,9,9,0,0,0,0,0,0,11,0,15,3,0,0,0,0,0,20,11,30,0,0,0,0,4,3,0,5,5,0,4,3,0,0,0,11,10,17,20,12,29,47,28,81,0,3,8,0,0,0,0,0,0,3,3,8,1036,1027,2064,276,444,727,11,14,22,3051,2905,5957
POA3113,9,7,10,9,14,22,0,0,0,0,0,0,0,0,0,1160,876,2038,53,68,126,25,0,25,9,0,12,5,3,8,7,4,9,20,18,42,1307,1002,2313,0,0,0,0,0,0,0,0,0,8,5,9,0,0,0,0,0,0,5,6,14,0,0,0,0,0,0,5,3,10,0,4,4,0,0,0,5,12,11,4,3,4,13,19,35,0,0,0,0,0,0,0,0,0,0,0,6,785,845,1627,206,378,581,7,4,6,2317,2247,4563
POA3114,5,3,11,3,3,9,0,0,0,0,0,0,4,0,4,520,396,918,29,30,65,16,0,16,0,0,0,0,0,0,4,0,7,0,4,3,595,446,1039,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,5,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,3,8,5,17,0,0,4,0,0,0,0,0,0,0,0,4,353,339,687,109,167,272,0,0,0,1064,949,2016
POA3115,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,655,460,1112,39,24,58,19,0,19,3,0,3,4,0,4,0,0,6,9,13,19,738,500,1234,0,3,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,7,13,0,0,4,0,0,0,0,0,0,0,0,4,297,342,639,101,170,270,3,3,4,1144,1023,2168
