POA_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
POA3034,75,0,0,0,71,13,0,84,532,61,14,0,609,9,5,21,623,34,5,663,646,82,20,8,756,5,5,8,767,31,6,801,93,10,10,0,115,0,0,0,115,5,0,119,9,3,0,7,22,0,0,0,22,0,0,22,1288,153,39,14,1494,18,12,25,1522,72,11,1603,20,7,0,0,26,3,0,3,26,0,0,26,17,3,0,0,25,0,0,0,25,0,0,23,38,9,0,0,48,3,0,3,51,0,0,51,1321,163,39,14,1542,18,13,36,1575,75,11,1657,269,54,9,17,345,12,7,24,370,80,0,448,0,0,0,10,10,0,0,0,10,0,0,15,1591,222,45,37,1899,32,20,55,1950,154,13,2114
POA3036,48,0,0,0,51,12,0,60,337,22,4,0,362,0,0,0,362,13,0,375,424,57,9,3,500,4,0,4,501,21,0,521,48,7,8,0,59,0,0,0,59,0,0,59,6,0,0,0,6,0,0,0,6,0,0,6,811,82,20,3,919,4,0,4,921,38,0,961,0,0,0,0,0,3,0,3,4,0,0,4,8,4,0,0,5,0,0,0,5,5,0,11,9,4,0,0,9,3,0,3,15,5,0,16,817,88,20,3,930,7,0,7,938,41,0,976,136,16,10,6,156,0,3,4,164,23,0,181,0,0,0,0,0,0,0,0,0,0,7,7,950,104,28,6,1085,5,3,11,1097,57,7,1161
POA3037,481,9,0,9,497,68,0,567,2772,327,49,22,3163,56,13,68,3238,189,8,3438,3189,511,66,29,3789,79,6,79,3867,203,5,4077,368,51,45,4,468,18,0,14,486,4,5,495,28,5,4,85,122,4,0,4,126,11,15,149,6354,896,163,136,7545,149,17,168,7716,405,36,8154,106,22,0,4,127,21,0,20,146,16,0,158,165,36,5,0,198,27,4,34,228,5,7,242,266,52,8,4,328,47,3,50,375,19,7,402,6620,946,168,137,7874,194,24,223,8091,426,38,8557,1846,401,77,51,2376,86,10,97,2478,444,13,2942,23,11,0,15,44,0,0,0,44,13,52,107,8489,1358,241,208,10298,286,33,319,10620,880,105,11603
POA3038,287,7,0,9,292,23,0,315,1089,121,18,6,1235,34,0,38,1278,95,0,1373,1411,187,26,10,1635,17,0,16,1654,85,4,1744,177,25,26,0,226,3,0,3,228,6,0,234,12,0,0,16,32,0,0,0,32,0,9,38,2692,336,68,34,3124,63,6,60,3195,185,11,3392,29,6,0,0,38,3,0,3,35,0,0,37,59,3,0,0,65,5,0,9,67,0,0,74,91,7,7,0,94,3,0,4,107,4,0,109,2780,339,72,34,3226,64,4,69,3298,194,11,3499,730,151,34,40,949,31,8,42,988,166,5,1166,0,0,0,10,15,0,0,0,15,0,9,24,3508,490,108,83,4192,99,14,114,4302,364,25,4690
POA3039,113,0,0,0,107,10,0,118,801,93,23,0,914,14,4,17,933,27,4,965,856,95,10,5,962,11,0,15,971,28,0,1004,121,16,18,0,155,0,0,5,156,4,0,160,8,0,0,0,7,0,0,0,7,5,4,11,1786,209,46,0,2042,28,7,34,2069,60,9,2137,10,0,0,0,10,0,0,0,10,0,0,10,33,0,0,0,31,0,0,0,31,0,0,31,46,0,0,0,47,0,0,0,47,0,0,47,1829,209,46,0,2088,28,7,34,2117,60,9,2182,349,22,0,8,368,0,6,3,377,29,0,405,0,0,0,5,5,0,0,0,5,0,4,10,2175,223,46,13,2459,30,10,33,2496,92,11,2597
POA3040,278,3,0,9,279,26,0,306,1537,146,43,4,1717,33,9,34,1759,49,0,1807,1750,211,17,7,1987,9,3,12,2005,51,0,2057,205,21,24,0,253,0,0,5,258,4,0,258,19,0,4,25,43,0,0,0,43,0,4,52,3506,377,88,38,4012,38,11,55,4069,102,3,4169,28,9,0,0,35,10,0,10,41,0,0,47,37,4,0,0,45,0,3,3,49,7,0,56,69,14,0,0,86,10,3,9,90,7,0,94,3571,390,90,38,4093,46,15,63,4155,107,4,4269,655,96,13,4,772,6,0,8,783,82,0,865,12,0,0,7,22,0,0,0,22,4,17,41,4243,492,108,54,4890,52,16,72,4961,194,28,5173
POA3041,129,0,0,0,127,15,0,139,883,78,7,3,974,13,0,13,987,33,3,1015,1004,116,23,0,1137,9,0,15,1156,29,0,1186,85,13,14,0,108,0,0,0,106,0,0,112,25,0,3,18,44,0,0,0,44,5,0,52,1996,205,44,23,2265,23,0,29,2291,65,5,2362,16,0,0,4,17,0,0,0,24,0,0,24,25,0,0,0,27,0,7,7,30,4,0,35,43,0,0,4,45,0,7,3,52,4,0,52,2038,208,44,30,2312,30,3,35,2344,72,5,2418,308,32,15,10,367,7,0,10,374,42,0,420,6,0,0,0,6,0,0,0,6,0,7,11,2348,236,65,36,2688,34,6,39,2720,110,9,2846
POA3042,89,0,0,0,89,7,0,93,756,87,14,0,859,11,0,17,874,37,0,905,1049,126,23,15,1210,14,0,13,1227,32,3,1263,175,21,14,0,213,0,0,0,215,3,4,217,12,5,0,3,24,0,0,0,24,3,0,22,1989,240,54,15,2301,29,4,36,2336,73,5,2417,10,0,4,0,9,0,0,0,9,0,0,13,14,10,0,0,27,0,0,0,29,0,0,29,23,10,4,0,38,0,0,0,40,0,0,45,2018,254,54,15,2340,28,4,38,2374,76,11,2463,413,54,19,14,497,7,0,7,507,38,0,549,11,0,0,3,11,0,0,0,11,0,17,29,2439,314,73,32,2847,41,4,42,2896,117,28,3039
POA3043,84,6,0,5,93,20,0,110,618,70,5,0,691,11,3,14,704,34,4,742,820,109,12,6,947,16,0,19,968,42,0,1009,132,15,10,0,157,0,0,0,159,4,0,156,7,4,0,7,13,0,0,0,13,6,4,24,1572,196,33,16,1810,31,3,31,1842,90,3,1935,19,7,0,0,23,4,0,8,31,0,0,35,42,5,0,0,56,4,0,4,61,0,0,63,58,16,5,0,79,13,0,14,92,5,0,95,1629,208,37,16,1891,40,5,43,1933,90,3,2033,515,154,33,12,715,34,11,45,765,157,5,930,0,4,0,7,13,0,0,0,13,0,11,23,2152,362,72,30,2622,77,14,94,2710,255,23,2987
POA3044,170,5,0,5,174,14,0,185,1421,174,15,5,1607,24,3,31,1633,79,0,1718,1812,247,48,12,2109,29,3,32,2144,53,9,2200,275,32,39,0,345,0,0,0,348,3,0,358,23,0,5,22,51,0,0,0,51,5,3,58,3520,452,102,36,4114,53,8,63,4177,147,12,4332,35,0,0,0,37,5,0,5,43,0,0,43,57,14,3,0,72,10,0,10,85,6,0,88,90,15,3,0,109,19,0,19,125,6,0,127,3614,468,103,36,4221,75,8,81,4304,148,12,4462,662,151,13,15,841,29,4,32,874,131,0,1001,8,0,0,11,20,0,0,0,20,0,8,32,4290,620,117,61,5081,101,12,111,5196,276,19,5494
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3046,169,5,0,5,175,39,4,211,1085,163,29,0,1277,28,12,40,1307,77,0,1393,1413,305,32,15,1768,44,14,59,1831,100,3,1932,294,21,27,9,358,0,3,3,360,7,0,366,20,5,0,18,44,0,0,0,44,6,12,61,2819,503,87,46,3449,74,23,100,3547,192,13,3751,45,11,0,0,55,5,3,5,57,0,3,64,78,12,0,0,97,0,0,4,100,14,3,117,116,27,0,0,146,9,8,12,157,12,9,176,2939,526,87,43,3596,76,34,109,3702,208,19,3928,1143,423,41,54,1665,60,24,92,1750,502,13,2265,3,4,0,9,19,0,0,0,19,0,50,67,4090,948,125,110,5277,140,52,198,5474,709,84,6267
POA3047,69,3,0,6,75,51,0,123,190,70,7,0,266,16,8,24,290,46,0,337,360,173,24,5,565,22,8,34,595,46,0,641,27,29,6,0,66,0,0,0,64,7,0,75,12,0,0,13,23,0,0,0,23,0,0,21,585,273,38,11,907,41,16,53,965,101,0,1067,44,10,0,3,59,23,0,21,79,10,0,89,39,27,0,0,67,19,9,34,108,37,3,145,82,44,0,5,132,42,12,56,181,47,3,235,668,313,38,18,1041,78,33,105,1148,147,7,1301,827,614,47,69,1555,132,57,186,1746,1030,11,2781,4,13,0,5,24,3,0,3,27,7,43,77,1496,936,82,99,2620,212,88,300,2918,1180,61,4159
POA3048,81,15,4,14,101,74,4,169,228,32,9,0,264,13,0,17,281,50,0,330,262,155,8,13,432,22,8,28,460,68,0,530,22,13,9,3,42,0,0,0,42,6,0,49,4,4,4,26,38,5,0,5,44,11,3,60,521,202,21,40,778,37,13,48,827,136,3,972,16,13,0,0,27,14,0,14,37,4,0,38,31,26,0,9,60,15,24,40,102,9,0,109,41,37,0,9,85,26,24,54,141,10,0,150,564,231,19,49,866,66,34,102,972,145,3,1120,748,479,53,70,1350,136,10,151,1501,868,12,2378,5,9,4,26,36,0,0,0,36,8,42,88,1318,718,81,146,2255,204,48,254,2513,1021,56,3586
POA3049,63,7,0,7,64,17,0,80,326,42,8,0,376,8,0,8,390,15,0,405,552,53,18,0,625,5,0,5,636,26,0,663,71,15,7,0,98,0,0,0,102,4,0,100,3,0,0,10,19,0,0,0,20,0,7,28,957,112,38,17,1118,21,0,21,1133,51,8,1195,12,3,0,0,22,5,0,5,18,5,0,26,30,0,0,0,33,0,0,0,38,3,0,43,41,3,0,5,53,4,0,4,53,11,0,67,995,112,40,17,1167,27,0,27,1192,57,8,1255,244,74,11,14,343,23,3,27,369,96,0,464,12,0,0,4,14,0,0,0,14,0,5,23,1248,189,45,35,1519,44,3,50,1571,155,17,1743
POA3051,27,0,0,0,34,7,0,38,423,60,6,0,492,19,0,19,514,24,0,534,302,79,8,0,384,7,5,9,396,24,0,420,27,4,6,0,40,3,0,3,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,3,750,142,22,0,921,32,5,37,954,48,0,1000,23,0,0,0,23,0,0,0,24,3,0,27,30,0,0,0,30,4,0,4,33,10,0,43,48,0,0,0,48,4,0,6,52,13,0,67,797,142,22,0,967,33,3,39,1004,60,0,1068,161,63,22,10,253,14,4,13,270,78,0,352,0,0,0,0,0,0,0,0,0,0,0,0,960,209,39,11,1230,40,9,54,1281,138,0,1421
POA3052,10,0,0,0,10,10,0,21,141,23,4,0,168,0,0,0,169,8,0,174,78,20,0,0,93,0,0,0,93,10,0,107,15,0,0,0,14,0,0,0,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,235,41,0,0,281,0,0,0,280,18,0,299,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,3,3,7,3,0,10,6,0,0,0,6,0,3,3,7,3,0,10,241,41,0,0,288,0,3,4,290,22,0,310,79,22,7,0,103,0,0,0,103,31,0,131,0,3,0,0,4,0,0,0,4,0,0,4,321,60,11,0,391,0,3,4,397,55,0,446
POA3053,9,0,3,5,16,4,0,12,118,34,12,0,163,3,0,3,165,18,0,181,108,43,0,0,150,3,5,3,159,8,0,164,36,10,8,0,56,0,0,0,56,0,0,56,0,0,0,8,7,0,0,0,7,7,0,9,268,80,22,8,377,8,5,7,386,23,0,416,13,3,0,0,13,4,4,6,15,0,0,19,6,8,0,0,9,0,15,15,17,4,0,25,13,8,0,0,20,4,11,17,36,6,0,45,282,89,22,8,399,11,15,29,431,35,0,459,82,47,7,13,153,15,0,15,175,61,0,238,4,0,4,0,4,0,0,0,4,0,4,8,368,137,31,17,560,28,15,44,608,96,3,704
POA3054,18,0,0,0,18,0,0,22,264,34,4,0,303,3,9,8,319,14,0,336,263,46,0,0,310,0,0,0,311,9,0,320,46,15,3,0,67,0,0,0,67,0,0,66,0,0,0,4,8,0,0,0,8,0,0,11,577,97,4,14,690,9,9,18,704,23,0,728,7,0,0,0,13,0,0,0,13,0,0,13,8,0,0,0,8,0,0,0,8,0,0,8,13,0,0,0,15,0,0,0,15,0,0,13,592,101,4,14,706,9,9,18,722,28,0,747,98,5,12,0,115,0,4,4,120,20,0,140,0,0,0,0,0,0,0,0,0,0,0,0,686,102,19,14,819,9,7,19,840,43,0,888
POA3055,41,3,0,3,46,4,0,52,467,86,14,0,566,10,0,10,581,45,0,627,606,106,11,3,726,3,0,0,728,25,4,753,89,15,16,0,122,0,0,0,122,7,4,126,11,0,0,7,19,0,0,0,19,3,0,24,1171,203,45,10,1430,19,0,17,1447,75,5,1523,17,7,0,0,20,0,0,0,20,0,0,20,14,9,7,0,27,0,0,0,27,0,0,27,30,12,5,0,49,0,0,0,49,0,0,49,1202,219,47,10,1477,19,0,17,1495,75,5,1574,233,57,10,3,306,3,4,11,312,44,0,359,0,0,0,0,0,0,0,0,0,0,5,5,1434,277,66,16,1782,22,3,23,1806,117,4,1933
POA3056,60,0,0,0,56,14,0,75,736,103,21,0,861,12,0,12,870,49,0,919,782,140,28,6,948,21,0,15,969,31,0,1001,148,33,18,0,197,6,0,6,200,0,0,202,11,7,0,5,12,0,0,0,12,0,0,12,1671,275,63,9,2020,28,0,29,2050,85,0,2136,20,0,0,0,19,0,0,0,19,0,0,19,8,3,0,0,12,0,0,0,12,0,0,12,30,3,0,0,32,0,0,0,32,0,0,32,1700,280,63,9,2052,28,0,29,2081,85,0,2170,225,62,6,0,295,4,3,10,303,76,0,382,0,0,0,0,0,0,0,0,0,0,0,3,1924,339,73,11,2344,33,3,45,2389,159,9,2552
POA3057,38,0,0,0,38,8,0,49,341,60,3,5,408,7,0,10,419,37,7,460,359,77,10,0,448,0,0,4,448,17,0,466,67,5,3,0,81,0,0,0,81,0,0,79,3,4,0,0,7,0,0,0,7,0,0,6,770,146,18,4,940,11,0,14,951,54,5,1014,8,0,0,0,8,5,0,5,8,0,0,8,4,0,0,0,4,0,0,0,4,0,0,4,10,0,0,0,12,5,0,5,17,0,0,17,782,146,18,4,950,13,0,13,970,54,5,1029,133,41,3,0,175,8,0,8,184,16,0,203,9,0,0,0,9,0,0,0,9,0,4,10,921,182,23,4,1135,25,0,25,1153,75,10,1241
POA3058,141,0,4,7,146,41,0,186,1412,263,29,0,1706,36,9,47,1757,91,0,1849,1867,383,34,7,2295,31,7,38,2328,74,0,2406,275,63,31,6,376,0,0,0,376,3,0,381,10,0,0,14,30,0,0,0,30,0,0,27,3570,708,102,29,4399,65,22,87,4484,171,5,4661,32,0,0,0,42,0,0,0,42,3,0,42,45,9,3,0,60,7,0,11,68,7,0,72,84,10,3,0,99,7,0,11,103,9,0,113,3652,716,99,28,4496,73,22,93,4591,182,5,4779,642,143,39,23,841,16,8,26,860,184,11,1050,8,5,0,3,16,0,0,0,16,3,10,32,4302,857,134,48,5350,89,29,116,5467,373,15,5863
POA3059,216,5,5,9,230,53,3,280,1051,132,17,4,1209,29,0,28,1237,96,4,1342,1309,243,27,27,1608,37,6,39,1648,76,0,1726,182,24,22,0,232,5,0,5,237,6,0,247,27,3,0,17,46,7,0,7,54,7,9,66,2567,407,68,54,3099,74,4,84,3177,186,13,3378,35,3,0,0,36,11,0,11,54,3,0,54,72,31,0,4,108,13,5,19,129,0,0,129,106,36,0,4,144,34,5,34,181,5,0,186,2676,445,68,60,3245,103,10,113,3357,190,13,3566,856,301,28,43,1224,45,11,57,1280,330,4,1614,10,5,0,16,32,0,0,0,31,0,17,52,3540,743,95,116,4496,157,20,175,4673,525,35,5234
POA3060,57,4,0,4,66,16,0,86,311,64,3,0,384,21,4,25,409,29,0,435,519,151,17,12,695,20,10,26,720,52,9,783,71,14,11,0,93,3,0,3,100,13,0,114,13,0,0,9,25,0,0,0,25,0,0,28,913,230,33,21,1195,52,10,59,1255,97,9,1357,13,10,0,0,23,7,0,7,32,5,0,35,61,21,0,0,73,8,4,11,89,14,0,95,70,26,0,0,98,14,4,19,119,10,0,131,982,257,34,21,1294,64,11,78,1370,111,9,1489,792,358,45,40,1232,52,16,67,1294,234,4,1533,3,11,0,19,36,0,0,0,36,0,16,48,1780,620,73,78,2556,115,28,143,2696,345,26,3068
POA3061,17,3,0,3,22,12,0,32,55,8,0,0,60,3,8,13,67,13,0,88,119,36,0,0,159,5,0,3,157,25,0,181,11,3,3,5,15,5,3,9,28,0,0,25,7,4,0,0,12,0,0,0,12,0,0,11,186,47,7,5,244,15,11,25,268,41,0,303,4,0,0,0,10,4,0,4,16,0,0,20,9,0,0,0,9,0,7,7,12,13,0,17,10,0,0,0,11,4,7,8,21,15,0,36,193,49,7,5,257,21,15,31,286,52,0,341,183,114,32,9,334,27,27,51,389,243,3,642,0,0,0,0,0,0,0,0,0,5,15,20,380,166,38,15,592,46,39,81,675,308,22,1008
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,4,0,0,0,4,0,0,3,41,0,4,0,44,0,0,0,44,0,0,47,48,6,0,0,51,0,0,0,51,3,0,54,4,0,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,91,6,4,0,98,0,0,0,98,9,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,6,4,0,104,0,0,0,104,9,0,108,11,0,0,0,20,0,0,0,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,110,7,4,0,118,0,0,0,118,8,0,129
POA3064,628,23,25,40,670,310,7,987,4897,789,67,44,5797,143,51,190,5994,459,22,6480,5297,1274,115,56,6736,153,55,214,6948,425,25,7399,772,143,75,4,999,16,3,20,1017,54,6,1073,105,24,0,156,292,7,0,7,298,31,29,357,11071,2228,254,269,13828,322,102,428,14260,967,80,15302,279,96,5,19,403,64,23,81,486,43,0,526,468,159,8,21,654,69,40,106,762,91,5,860,750,252,15,31,1057,133,58,190,1244,132,5,1385,11825,2485,271,303,14881,454,159,617,15499,1103,83,16688,5433,2415,210,333,8390,427,223,653,9043,3934,69,13049,57,32,0,110,201,0,0,0,201,16,118,340,17316,4931,481,746,23475,881,388,1274,24740,5053,277,30077
POA3065,26,0,0,0,26,10,0,37,163,28,0,3,192,3,0,3,199,18,0,208,194,23,3,0,222,0,0,4,223,22,0,242,32,5,13,0,47,0,0,0,43,0,0,43,4,0,0,0,4,0,0,0,4,0,0,12,387,53,12,3,464,4,0,6,472,40,0,507,0,3,0,0,3,0,0,0,3,0,0,8,0,3,0,0,9,0,0,0,9,0,0,9,0,3,0,0,10,0,0,0,10,0,0,12,394,58,12,8,471,4,0,6,480,41,0,524,84,57,0,0,146,4,3,8,153,82,3,238,0,4,0,0,0,0,0,0,0,0,9,13,480,121,13,10,622,10,4,12,634,121,11,767
POA3066,3,0,0,0,9,0,0,11,102,22,4,3,124,0,0,8,135,5,0,135,119,31,8,0,159,0,4,4,161,5,0,168,38,12,5,0,53,0,0,0,53,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,258,63,8,3,339,0,7,9,343,14,0,356,9,0,0,0,7,0,0,0,7,0,0,7,3,3,0,0,0,0,0,0,7,0,5,12,6,6,0,0,16,0,0,0,18,0,5,19,269,72,8,3,347,3,7,9,357,14,5,374,68,36,9,5,120,9,0,9,122,58,3,185,0,0,0,0,0,0,0,0,0,0,22,18,329,102,20,8,465,13,7,19,487,69,23,581
POA3067,12,0,0,0,10,3,0,13,186,30,0,0,219,7,0,9,225,18,0,245,189,43,0,0,232,0,0,0,233,10,0,244,58,7,0,0,69,0,0,0,69,4,0,73,0,0,0,0,0,0,0,0,0,0,0,0,436,80,8,0,526,7,0,13,532,29,0,562,3,0,0,0,3,0,0,0,3,0,0,3,17,0,0,0,17,0,0,0,13,0,0,13,20,0,0,0,20,0,0,0,21,0,0,21,453,80,8,0,543,11,5,11,554,29,0,580,65,10,4,0,79,4,0,4,84,12,0,97,0,0,0,0,0,0,0,0,0,0,0,0,514,94,14,0,620,13,5,13,632,46,0,685
POA3068,70,0,0,0,70,5,0,81,875,144,8,0,1027,17,0,17,1043,37,5,1085,853,137,7,0,1001,9,0,10,1004,49,0,1051,127,28,18,0,166,0,0,0,169,7,0,170,11,0,0,6,17,0,0,0,17,0,0,17,1856,311,30,5,2207,18,0,25,2229,84,5,2321,8,8,0,0,16,0,0,0,16,4,0,20,22,5,0,0,22,0,0,0,24,0,0,24,32,9,0,0,36,0,0,4,41,4,0,44,1890,315,30,5,2244,24,3,24,2275,86,5,2362,238,33,6,3,281,6,0,6,288,31,5,324,0,0,0,0,0,0,0,0,0,0,3,5,2130,354,36,14,2529,25,7,34,2566,119,12,2690
POA3070,127,0,0,0,127,8,0,139,1242,194,15,5,1454,18,12,26,1479,68,0,1548,1420,289,25,4,1734,20,7,21,1753,33,0,1784,186,29,18,0,233,0,0,0,233,8,0,239,5,4,0,4,16,0,0,0,16,0,3,19,2850,512,59,11,3430,37,12,50,3481,103,3,3585,19,0,0,5,21,0,0,0,23,0,0,21,39,0,0,0,43,0,0,0,41,3,0,47,55,0,0,5,65,3,0,0,64,4,0,70,2905,517,59,16,3499,39,13,50,3551,106,3,3653,334,52,9,4,394,4,6,3,403,45,0,443,3,0,0,3,8,0,0,0,8,0,4,11,3238,572,64,25,3895,40,13,54,3951,146,8,4108
POA3071,81,6,0,7,86,10,0,94,734,142,15,0,893,11,0,11,901,43,0,940,1068,196,7,9,1283,13,5,13,1297,40,0,1341,142,18,18,0,169,5,5,7,180,0,0,178,6,0,0,8,6,0,0,0,6,0,0,6,1947,354,37,12,2351,23,9,34,2388,82,0,2472,4,3,0,0,10,5,0,5,17,0,0,17,29,0,0,0,26,12,0,9,41,0,0,43,34,3,0,0,37,17,0,17,55,0,0,56,1983,360,37,12,2393,41,14,50,2448,84,0,2531,295,61,0,4,359,10,0,10,372,57,0,430,0,0,0,4,4,0,0,0,4,0,0,8,2274,425,37,25,2753,52,14,62,2814,143,0,2964
