POA_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
POA3167,2352,..,..,..,..,2352,..,3,0,3,0,3,..,42,0,40,0,40,..,0,0,0,0,0,..,60,21,83,0,86,..,258,100,356,0,360,..,11,12,22,0,22,..,336,123,458,8,462,..,16,0,14,0,14,..,28,0,30,0,30,..,9,0,9,0,13,..,487,103,591,0,594,..,11,0,11,0,11,..,59,0,60,0,58,..,140,6,144,0,144,..,4,0,4,0,4,..,57,0,61,0,61,..,57,0,59,0,60,..,30,0,30,0,30,..,18,0,25,0,25,..,378,11,388,0,395,..,89,20,106,0,107,..,24,3,29,0,29,..,34,11,38,0,38,..,19,14,32,0,32,..,9,0,9,0,9,..,44,0,44,0,45,..,6,0,3,0,3,..,17,0,20,0,22,..,4,0,4,0,4,..,61,12,74,0,74,..,4,0,4,0,4,..,6,0,6,0,6,..,12
POA3168,3472,..,..,..,..,3472,..,9,0,9,0,9,..,103,4,102,0,102,..,0,0,0,0,0,..,263,63,330,3,338,..,1471,430,1906,7,1915,..,68,14,88,0,88,..,1810,514,2321,14,2335,..,11,0,16,0,16,..,29,0,27,0,27,..,15,0,15,0,19,..,324,100,422,10,429,..,143,7,153,0,153,..,367,20,389,3,387,..,423,19,433,0,433,..,144,5,144,0,144,..,282,14,295,6,299,..,372,9,386,5,386,..,132,7,134,0,137,..,91,0,91,0,89,..,1951,78,2029,13,2044,..,127,28,150,9,161,..,58,13,66,0,66,..,24,3,29,0,29,..,99,28,127,0,127,..,0,0,0,0,0,..,125,4,133,3,133,..,68,8,78,0,78,..,14,0,14,0,14,..,13,0,16,0,16,..,37,0,41,0,41,..,3,0,6,0,6,..,9,0,9,0,9,..,64
POA3169,3594,..,..,..,..,3594,..,3,0,3,0,3,..,157,30,189,0,189,..,0,0,0,0,0,..,244,96,342,0,342,..,562,259,826,11,838,..,85,51,140,4,143,..,901,412,1305,11,1323,..,36,8,38,0,38,..,48,3,48,0,54,..,13,0,13,0,13,..,790,262,1049,12,1070,..,60,0,60,0,56,..,229,12,234,0,238,..,329,6,338,0,338,..,65,0,64,0,64,..,331,21,349,4,353,..,160,8,170,0,169,..,82,3,83,3,86,..,45,5,47,0,47,..,1292,50,1342,9,1351,..,160,38,197,0,195,..,50,5,57,0,59,..,174,80,253,0,256,..,65,27,90,5,90,..,8,0,13,0,13,..,113,3,122,0,122,..,16,0,13,0,21,..,29,10,33,0,33,..,14,6,17,0,17,..,82,21,106,0,100,..,6,0,9,0,9,..,18,4,17,0,17,..,74
POA3170,4627,..,..,..,..,4627,..,5,0,5,0,5,..,112,11,124,0,124,..,0,0,0,0,0,..,290,76,364,5,364,..,651,182,832,9,836,..,40,5,51,0,51,..,983,257,1243,10,1254,..,51,10,62,0,62,..,34,0,35,0,35,..,23,0,26,0,26,..,593,88,680,7,682,..,36,0,36,0,36,..,49,4,52,0,53,..,175,0,175,0,175,..,5,0,5,0,5,..,104,0,107,0,105,..,373,17,394,3,401,..,92,5,101,3,105,..,32,0,32,0,32,..,870,27,898,10,908,..,204,29,232,0,235,..,17,0,22,0,22,..,30,15,40,0,47,..,52,22,74,0,73,..,34,4,37,0,37,..,56,0,62,0,62,..,51,5,55,0,55,..,42,0,46,3,47,..,9,0,15,0,15,..,24,4,30,0,30,..,8,0,11,0,11,..,61,3,71,0,71,..,26
POA3171,2369,..,..,..,..,2369,..,0,0,0,0,0,..,49,7,58,0,58,..,0,0,0,0,0,..,415,267,680,3,688,..,407,359,770,7,772,..,105,63,170,0,170,..,925,695,1620,13,1631,..,15,0,18,0,18,..,17,0,17,0,17,..,16,0,16,0,16,..,162,55,220,3,220,..,36,0,37,0,39,..,119,0,117,0,117,..,158,8,170,0,175,..,22,3,27,0,27,..,470,23,496,3,500,..,122,3,124,5,126,..,131,5,137,3,143,..,24,0,24,0,24,..,1083,49,1130,11,1139,..,93,23,125,0,128,..,20,0,20,0,20,..,352,176,526,3,529,..,78,45,118,0,123,..,10,3,12,0,12,..,31,0,30,0,30,..,20,3,27,0,29,..,7,4,11,0,11,..,9,0,13,0,13,..,5,0,12,0,8,..,8,0,7,0,7,..,16,7,26,0,26,..,47
POA3172,5591,..,..,..,..,5591,..,3,0,3,0,3,..,67,0,69,0,69,..,0,0,0,0,0,..,268,120,390,0,393,..,204,93,301,4,304,..,76,33,106,0,106,..,548,247,798,7,802,..,20,10,30,0,30,..,32,0,32,0,32,..,24,0,26,0,27,..,288,46,340,0,337,..,0,0,0,0,0,..,14,5,17,0,17,..,53,4,57,0,61,..,0,0,0,0,0,..,154,10,162,0,166,..,69,0,73,5,71,..,25,0,24,0,24,..,10,0,10,0,10,..,329,25,354,6,356,..,89,11,101,0,101,..,17,4,21,0,21,..,671,401,1070,4,1073,..,17,3,17,0,17,..,5,5,8,0,8,..,17,0,17,0,17,..,10,0,8,0,8,..,22,4,26,0,26,..,6,0,6,0,6,..,21,9,35,0,35,..,16,5,21,0,21,..,18,6,24,0,24,..,24
POA3173,5475,..,..,..,..,5475,..,18,0,18,0,18,..,147,13,159,5,163,..,0,0,0,0,0,..,385,150,534,7,538,..,693,250,948,11,956,..,162,63,224,0,224,..,1241,463,1699,14,1717,..,48,7,53,0,53,..,89,4,87,3,92,..,17,0,12,4,16,..,180,45,232,0,234,..,35,0,35,0,35,..,44,0,54,3,53,..,224,9,225,0,227,..,8,0,8,0,8,..,316,20,336,4,340,..,325,10,336,0,338,..,87,5,95,0,94,..,57,0,57,0,57,..,1101,46,1150,15,1157,..,115,17,136,0,138,..,19,0,14,0,14,..,950,417,1371,6,1376,..,30,6,31,0,31,..,16,7,20,0,20,..,87,12,102,4,104,..,20,7,25,0,25,..,42,9,50,0,50,..,15,3,19,0,19,..,32,3,38,0,38,..,54,5,54,0,54,..,102,26,125,0,125,..,82
POA3174,6487,..,..,..,..,6487,..,3,0,3,0,3,..,224,22,252,5,255,..,0,0,0,0,0,..,241,115,351,0,352,..,270,147,425,3,423,..,71,37,108,0,111,..,579,301,882,6,887,..,63,27,88,0,89,..,96,4,107,6,106,..,17,0,17,0,17,..,373,104,480,4,486,..,153,4,155,0,155,..,120,9,128,3,133,..,277,13,293,4,295,..,78,9,87,0,93,..,946,82,1026,13,1039,..,571,23,596,0,593,..,281,13,293,8,299,..,37,0,39,0,40,..,2468,162,2623,28,2652,..,170,33,204,4,208,..,15,3,21,0,21,..,865,458,1319,6,1324,..,56,24,79,0,84,..,37,5,35,0,35,..,64,9,71,0,71,..,59,22,81,5,80,..,65,20,93,0,93,..,20,0,15,0,15,..,38,8,40,0,40,..,39,5,45,0,45,..,127,50,178,3,181,..,132
POA3175,8346,..,..,..,..,8346,..,11,0,11,0,11,..,639,117,754,0,754,..,4,0,4,0,4,..,139,53,192,0,195,..,400,257,663,7,665,..,50,18,66,0,66,..,589,333,922,8,925,..,107,32,143,3,144,..,103,0,104,0,104,..,18,4,24,0,24,..,476,106,576,3,579,..,112,3,116,0,121,..,139,6,141,3,149,..,463,19,486,0,486,..,37,0,40,0,41,..,876,79,953,10,961,..,860,47,904,13,910,..,377,33,409,3,417,..,64,3,70,0,70,..,2928,184,3113,30,3140,..,294,70,360,3,370,..,15,0,16,0,16,..,194,52,248,0,250,..,46,18,68,4,67,..,66,17,81,0,81,..,297,19,318,0,318,..,236,80,318,0,321,..,111,25,131,0,133,..,25,3,29,0,25,..,69,21,87,0,87,..,99,18,117,0,117,..,443,177,621,4,624,..,124
POA3177,1990,..,..,..,..,1990,..,0,0,0,0,0,..,111,9,118,0,117,..,0,0,0,0,0,..,28,10,38,0,42,..,51,17,75,0,75,..,5,0,3,0,3,..,83,32,118,0,116,..,23,3,25,0,31,..,30,5,35,0,37,..,6,0,6,0,6,..,44,3,45,0,45,..,33,0,34,4,35,..,14,0,14,0,14,..,52,0,54,0,57,..,0,0,0,0,0,..,131,10,142,0,141,..,126,6,132,0,130,..,78,7,87,0,87,..,9,0,13,0,13,..,448,26,470,4,474,..,17,9,21,3,21,..,4,0,4,0,4,..,28,20,45,6,50,..,3,3,4,0,4,..,9,0,9,0,9,..,55,0,53,0,53,..,79,23,98,0,98,..,31,3,38,0,38,..,6,5,10,0,10,..,12,0,9,0,9,..,52,7,59,0,62,..,174,90,265,8,272,..,26
POA3178,11070,..,..,..,..,11070,..,24,0,24,0,24,..,238,15,254,3,253,..,0,0,0,0,0,..,369,86,459,0,461,..,784,238,1022,15,1037,..,92,15,105,0,105,..,1241,342,1585,15,1597,..,40,3,42,0,42,..,52,0,53,0,53,..,44,0,45,0,45,..,242,22,266,0,266,..,23,0,23,0,23,..,44,0,44,0,48,..,181,4,180,0,180,..,8,0,10,0,10,..,123,5,127,0,127,..,346,18,360,5,364,..,53,0,53,0,53,..,40,0,40,0,40,..,811,26,839,0,844,..,227,13,244,5,248,..,17,0,17,0,17,..,52,12,63,0,65,..,60,16,75,0,75,..,22,3,26,0,26,..,65,5,64,0,64,..,102,40,143,4,144,..,82,3,84,0,84,..,17,0,17,0,17,..,25,3,30,0,30,..,7,0,5,0,5,..,35,8,39,0,39,..,36
POA3179,1835,..,..,..,..,1835,..,8,0,8,0,8,..,16,4,14,0,17,..,0,0,0,0,0,..,105,24,135,0,135,..,197,66,256,6,265,..,34,0,34,0,34,..,334,87,421,6,427,..,3,0,3,0,3,..,7,0,7,0,7,..,10,0,10,0,10,..,35,8,41,0,41,..,7,0,7,0,7,..,23,0,23,0,23,..,33,0,33,0,37,..,5,0,5,0,5,..,34,0,34,0,34,..,115,0,113,0,113,..,11,0,11,0,11,..,26,0,28,0,28,..,258,4,261,0,262,..,20,4,21,0,21,..,4,0,4,0,4,..,18,4,20,0,20,..,22,7,32,0,32,..,0,0,0,0,0,..,16,0,16,0,16,..,35,6,39,0,39,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0
POA3180,2416,..,..,..,..,2416,..,0,0,0,0,0,..,25,5,33,0,31,..,0,0,0,0,0,..,127,30,155,0,156,..,281,82,363,6,370,..,13,0,13,0,13,..,419,109,533,3,535,..,4,0,4,0,4,..,9,0,9,0,9,..,15,0,15,0,15,..,38,0,40,0,39,..,4,0,4,0,4,..,30,3,38,0,38,..,34,0,33,0,33,..,5,0,5,0,5,..,18,0,18,0,18,..,66,0,66,0,66,..,8,0,7,0,7,..,12,0,12,0,12,..,169,3,177,0,177,..,21,0,23,0,23,..,5,0,5,0,5,..,7,4,11,0,11,..,31,5,33,0,33,..,0,0,0,0,0,..,21,0,21,0,21,..,36,4,36,0,39,..,8,0,8,0,8,..,3,0,3,0,3,..,4,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,27
POA3181,7235,..,..,..,..,7235,..,12,0,12,0,12,..,34,4,39,0,39,..,0,0,0,0,0,..,58,11,74,0,74,..,117,24,142,0,141,..,9,0,8,0,8,..,182,38,218,0,223,..,6,0,8,0,8,..,79,5,82,4,88,..,35,0,35,0,35,..,317,100,417,8,423,..,0,0,0,0,0,..,20,0,20,0,20,..,43,0,43,0,43,..,13,0,13,0,13,..,10,0,10,0,10,..,14,0,16,0,16,..,24,0,23,0,23,..,13,0,13,0,13,..,140,0,138,0,138,..,91,3,90,0,92,..,20,3,26,0,26,..,0,3,3,0,3,..,15,0,13,0,13,..,5,0,9,0,9,..,10,0,10,0,10,..,21,0,21,0,21,..,10,0,10,0,10,..,23,0,29,0,29,..,47,33,79,0,79,..,0,0,0,0,0,..,8,0,8,0,9,..,12
POA3182,8201,..,..,..,..,8201,..,3,0,3,0,3,..,24,4,23,0,23,..,0,0,0,0,4,..,33,9,41,0,41,..,117,17,129,0,135,..,7,0,10,0,10,..,154,24,182,0,181,..,16,0,16,0,16,..,126,5,128,3,133,..,60,0,66,0,66,..,108,13,117,0,120,..,14,0,14,0,14,..,41,0,44,0,44,..,96,3,101,0,101,..,34,0,34,0,34,..,45,0,44,0,44,..,18,0,18,0,18,..,21,0,21,0,21,..,18,0,21,0,21,..,287,7,296,0,296,..,139,14,153,0,155,..,28,0,31,0,31,..,4,0,0,0,0,..,11,5,16,0,16,..,6,0,10,0,10,..,15,0,15,0,15,..,41,0,41,0,41,..,34,0,34,0,34,..,81,3,83,0,84,..,67,23,96,0,100,..,3,0,3,0,3,..,27,0,27,0,27,..,20
POA3183,6423,..,..,..,..,6423,..,6,0,6,0,6,..,17,0,19,0,19,..,0,0,0,0,0,..,36,5,40,0,40,..,79,15,94,0,94,..,8,0,8,0,5,..,112,23,135,0,141,..,11,0,8,0,8,..,54,0,55,5,59,..,43,0,43,0,44,..,109,23,129,4,128,..,4,0,4,0,4,..,59,3,62,0,64,..,91,3,89,0,89,..,60,0,60,0,60,..,28,0,27,0,27,..,7,0,7,0,7,..,31,0,31,0,31,..,13,0,11,0,11,..,299,11,304,0,306,..,83,6,83,0,83,..,19,3,24,0,26,..,3,0,3,0,3,..,4,0,5,0,5,..,6,0,6,0,10,..,5,0,5,0,5,..,11,0,6,0,6,..,20,3,28,0,28,..,24,0,24,0,24,..,91,29,120,0,120,..,0,0,0,0,0,..,9,0,9,0,9,..,5
POA3184,5699,..,..,..,..,5699,..,5,0,5,0,5,..,16,0,16,0,16,..,0,0,0,0,0,..,9,0,9,0,9,..,33,3,34,0,34,..,0,0,0,0,0,..,41,4,45,0,45,..,11,0,11,0,11,..,80,3,81,0,79,..,64,5,63,0,64,..,88,8,100,0,100,..,0,0,0,0,0,..,5,0,5,0,5,..,24,0,24,0,24,..,9,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,54,0,58,0,58,..,103,8,107,0,106,..,10,4,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,5,3,11,0,11,..,24,3,28,0,31,..,34,0,34,0,34,..,57,13,71,0,73,..,0,0,0,0,0,..,13,0,13,0,13,..,4
POA3185,4878,..,..,..,..,4878,..,4,0,4,0,4,..,10,0,10,0,10,..,0,0,0,0,0,..,18,0,26,0,26,..,70,16,86,0,86,..,0,0,0,0,0,..,90,19,111,0,111,..,6,0,6,0,6,..,76,0,77,0,79,..,19,0,19,0,19,..,101,11,115,0,117,..,4,0,4,0,4,..,19,0,19,0,19,..,28,0,28,0,28,..,28,0,28,0,28,..,13,0,11,0,11,..,8,0,8,0,8,..,13,0,12,0,12,..,4,0,5,0,5,..,110,0,117,0,117,..,77,5,82,0,82,..,44,13,55,3,61,..,0,0,0,0,0,..,10,5,15,0,15,..,6,0,6,0,6,..,9,0,9,0,8,..,7,0,7,0,7,..,25,0,32,0,32,..,17,0,22,0,22,..,89,17,114,0,115,..,0,0,0,0,0,..,8,0,8,0,8,..,11
POA3186,8949,..,..,..,..,8949,..,14,0,12,0,12,..,33,3,32,0,32,..,0,0,0,0,0,..,49,5,56,0,56,..,301,85,390,0,393,..,11,0,14,0,14,..,366,92,454,0,459,..,22,5,23,0,23,..,46,0,47,0,50,..,48,5,52,3,56,..,192,6,199,0,205,..,3,0,3,0,3,..,3,0,3,0,3,..,37,0,37,0,39,..,8,0,8,0,8,..,5,0,5,0,5,..,10,0,10,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,63,0,63,3,63,..,107,8,113,0,113,..,24,4,35,0,35,..,0,0,0,0,0,..,16,0,15,0,15,..,11,0,11,0,11,..,4,0,4,0,4,..,16,0,16,0,18,..,25,0,31,0,31,..,20,0,20,0,20,..,121,8,130,0,131,..,3,0,3,0,7,..,11,0,11,0,11,..,4
POA3187,6115,..,..,..,..,6115,..,5,0,5,0,5,..,21,0,23,0,23,..,0,0,0,0,0,..,45,4,49,5,49,..,273,74,345,3,349,..,7,7,10,0,10,..,327,79,407,3,410,..,11,0,11,0,11,..,31,0,28,0,28,..,39,3,42,0,42,..,202,14,220,0,220,..,3,0,3,0,3,..,3,0,3,0,3,..,39,0,36,0,36,..,5,0,5,0,5,..,20,0,20,0,20,..,16,0,16,0,16,..,6,0,6,0,6,..,0,0,0,0,0,..,83,0,86,0,86,..,92,4,96,0,96,..,33,5,34,0,34,..,0,0,0,0,0,..,5,0,11,0,11,..,8,0,8,0,8,..,5,0,5,0,5,..,22,3,19,0,24,..,32,4,40,0,40,..,12,0,12,0,12,..,138,17,154,0,154,..,0,0,0,0,0,..,16,0,16,0,23,..,4
POA3188,7285,..,..,..,..,7285,..,17,0,17,0,17,..,47,3,51,0,53,..,0,0,0,0,0,..,37,5,43,0,43,..,163,26,191,0,196,..,3,4,6,0,6,..,202,37,239,0,245,..,12,0,11,0,11,..,62,0,63,0,63,..,42,0,45,0,41,..,168,22,189,0,189,..,0,0,0,0,0,..,10,0,10,0,9,..,44,0,44,0,44,..,0,0,0,0,0,..,6,0,6,0,9,..,6,0,6,0,6,..,5,0,5,0,5,..,4,0,3,0,3,..,72,0,76,4,75,..,74,0,78,0,78,..,29,0,32,0,32,..,4,0,7,0,7,..,6,0,8,0,8,..,0,0,3,0,7,..,0,0,0,0,0,..,16,0,16,0,16,..,43,0,41,0,41,..,20,0,21,0,21,..,95,28,120,0,119,..,5,0,5,0,5,..,15,0,15,0,15,..,0
POA3189,2121,..,..,..,..,2121,..,0,0,0,0,0,..,22,0,25,0,25,..,0,0,0,0,0,..,12,9,24,0,24,..,94,27,123,0,123,..,3,0,3,0,3,..,107,37,145,0,145,..,5,0,8,0,9,..,8,0,8,0,8,..,10,0,10,0,10,..,86,25,108,0,111,..,7,0,7,0,7,..,36,5,39,0,38,..,46,3,49,0,49,..,0,0,0,0,0,..,24,0,22,0,21,..,12,0,9,0,9,..,0,0,0,0,0,..,13,0,18,0,18,..,131,13,142,0,142,..,39,4,38,5,38,..,16,5,21,0,21,..,0,0,0,0,0,..,5,5,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,18,4,25,0,22,..,4,0,4,0,4,..,68,17,78,0,85,..,0,0,0,0,0,..,22,0,23,0,21,..,6
POA3190,4400,..,..,..,..,4400,..,8,0,8,0,8,..,25,0,26,0,26,..,0,0,0,0,0,..,33,5,49,0,49,..,117,33,147,0,145,..,9,3,8,0,8,..,159,44,203,0,206,..,22,0,23,0,23,..,33,0,33,0,35,..,19,0,19,0,23,..,120,25,144,0,144,..,4,0,4,0,4,..,11,0,11,0,11,..,45,0,46,0,46,..,3,0,3,0,3,..,17,0,13,0,13,..,13,0,13,0,18,..,3,0,3,0,5,..,9,0,9,0,9,..,105,3,107,4,112,..,38,4,46,0,46,..,16,5,18,0,20,..,4,0,4,0,4,..,4,4,10,0,10,..,0,0,0,0,0,..,11,0,11,0,11,..,7,4,9,0,9,..,35,13,43,0,43,..,15,0,18,0,18,..,75,16,88,0,96,..,0,0,0,0,0,..,24,6,29,0,29,..,9
POA3191,4382,..,..,..,..,4382,..,9,0,9,0,9,..,15,0,15,0,13,..,0,0,0,0,0,..,10,0,11,0,11,..,60,13,75,0,74,..,0,0,5,0,5,..,73,18,92,0,91,..,12,0,8,0,8,..,25,0,25,0,25,..,46,0,45,0,50,..,56,0,61,0,60,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,23,0,23,..,45,0,54,0,51,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,7,0,7,0,14,..,10,0,10,0,10,..,30,5,33,0,33,..,0,0,0,0,0,..,15,0,15,0,15,..,3
POA3192,8490,..,..,..,..,8490,..,22,0,22,0,22,..,52,13,62,0,62,..,0,0,0,0,0,..,68,16,88,0,88,..,287,104,384,6,391,..,5,3,12,0,12,..,358,127,485,6,490,..,22,5,28,0,28,..,73,0,75,3,77,..,57,5,58,6,65,..,387,73,460,5,460,..,15,0,15,0,15,..,16,0,20,0,20,..,119,0,121,0,118,..,25,3,26,0,26,..,48,0,50,0,53,..,19,0,19,0,23,..,24,0,25,0,25,..,20,0,18,0,18,..,286,7,289,3,293,..,103,12,114,0,119,..,58,11,66,0,62,..,10,0,10,0,10,..,15,3,21,0,21,..,3,3,6,0,6,..,16,0,16,0,16,..,21,0,21,4,26,..,27,4,30,0,31,..,36,7,47,0,47,..,168,33,196,0,193,..,0,0,0,0,0,..,36,5,41,0,41,..,10
