POA_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
POA3029,0,0,12,32,20,25,67,35,6,208,0,4,7,30,26,45,69,38,12,235,0,3,6,124,26,60,23,3,0,251,324,1715,3121,20651,1605,759,606,119,16,28917,0,14,26,302,105,36,31,5,0,524,4,12,21,141,20,14,7,0,0,221,0,13,20,68,45,20,8,7,0,183,0,9,3,39,10,26,16,5,5,108,0,9,13,44,32,150,155,143,52,605,0,9,11,40,17,3,5,0,0,83,0,6,6,120,19,11,11,0,0,182,10,27,64,437,135,103,36,11,0,831,11,106,98,345,105,89,53,13,0,815,0,0,4,24,28,115,229,114,14,523,0,7,16,134,33,23,16,12,0,248,0,20,154,495,172,59,48,19,7,975,0,19,96,661,63,22,10,0,0,882,0,0,0,11,8,15,30,21,6,95,142,881,837,1569,430,323,92,30,3,4296,0,3,8,77,69,92,88,32,11,379
POA3030,4,7,13,69,47,36,70,39,18,301,0,12,19,33,45,57,62,52,39,315,9,44,30,196,61,58,36,3,0,426,157,1412,839,9286,1061,416,370,94,21,13655,8,34,70,650,162,46,69,16,0,1055,4,25,43,290,65,20,10,0,0,460,0,4,15,65,38,22,14,3,0,159,0,16,22,115,36,17,25,15,5,254,0,16,19,84,69,155,283,223,142,994,0,7,19,76,42,11,3,3,0,157,6,38,42,303,108,27,11,11,4,562,0,9,8,85,60,37,18,6,0,224,20,144,150,751,208,152,132,25,4,1585,0,0,9,7,30,80,138,69,14,354,0,4,21,182,45,31,25,8,0,325,4,8,113,515,216,120,34,26,16,1061,0,5,31,192,28,10,14,0,0,282,6,5,10,19,11,17,43,27,14,143,78,649,685,1383,540,352,150,48,0,3882,0,6,3,87,82,76,60,20,5,344
POA3031,0,0,3,34,12,6,9,6,3,76,0,0,0,4,4,6,11,17,6,54,0,3,5,56,14,4,11,0,0,95,3,10,18,185,23,12,16,3,0,274,0,5,6,37,9,5,6,7,0,69,0,0,0,27,0,0,0,0,0,33,0,0,0,6,3,3,0,0,0,14,0,0,3,45,10,9,3,5,0,80,0,0,0,33,10,14,32,28,23,141,0,0,10,31,10,0,0,0,0,55,0,0,3,21,3,4,0,0,0,34,0,0,0,5,4,3,4,0,0,19,0,0,3,134,30,18,22,7,0,218,0,0,0,0,0,13,5,8,6,29,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,25,26,0,0,0,0,0,50,0,0,0,18,4,0,6,3,0,37,6,7,35,235,68,36,12,5,0,403,0,0,0,4,7,0,0,3,0,23
POA3032,0,6,6,41,12,10,22,14,0,99,0,0,0,11,11,37,51,74,32,218,0,0,11,95,21,16,17,0,0,167,8,27,84,548,40,28,22,3,0,753,0,4,14,100,17,0,9,7,0,152,0,8,7,109,17,9,3,0,0,151,0,0,0,8,4,7,0,0,0,26,0,3,0,48,27,16,12,3,0,114,0,3,3,40,20,78,112,138,83,481,4,7,11,40,19,10,0,0,0,83,0,0,6,84,7,5,3,0,0,111,0,0,0,3,6,8,3,6,0,27,0,4,30,231,48,22,39,8,3,394,0,0,0,0,5,17,20,18,6,66,0,0,0,21,4,5,5,0,0,35,0,0,0,10,4,3,0,0,0,24,0,0,71,74,0,0,0,0,0,148,0,5,7,13,8,7,14,6,0,58,5,13,28,238,97,51,30,9,0,466,0,0,0,16,5,17,21,3,0,65
POA3033,0,0,0,7,7,3,21,14,4,56,0,4,7,9,9,27,68,119,40,284,0,0,0,20,11,5,3,0,0,45,3,25,12,154,36,42,24,8,6,306,0,0,3,9,3,0,0,3,0,16,0,6,0,33,9,4,3,6,5,68,0,0,0,12,8,4,0,0,0,20,0,3,3,23,10,6,6,4,0,53,0,0,0,22,16,103,276,279,154,860,0,0,4,4,8,6,0,0,0,23,0,0,0,4,0,0,4,0,0,6,0,0,0,5,16,19,21,10,0,73,0,4,8,35,18,12,13,6,0,91,0,0,0,3,6,13,59,64,15,154,0,0,0,5,4,3,4,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,6,7,0,12,0,11,13,46,14,23,8,6,0,110,0,0,0,6,13,22,20,18,8,88
POA3034,0,0,0,3,0,0,19,23,7,50,0,0,4,12,5,46,73,110,39,288,0,0,0,14,9,14,3,0,0,38,0,10,23,98,29,14,18,3,0,203,0,0,0,12,7,0,4,5,0,29,0,14,5,54,12,7,4,3,0,103,0,4,6,8,0,4,5,0,0,27,0,0,0,13,0,0,0,0,0,24,0,6,6,22,18,91,314,381,243,1072,0,5,0,5,4,3,5,0,0,20,0,0,0,7,7,0,0,9,0,24,0,0,0,7,7,13,15,0,3,56,0,0,8,32,11,0,12,0,0,69,0,0,0,4,0,9,48,50,35,138,0,0,0,3,7,4,4,0,6,19,0,0,0,4,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,6,0,4,14,0,6,11,44,9,10,3,3,0,92,0,0,0,3,12,25,41,23,8,118
POA3036,0,0,0,0,0,4,26,10,4,49,0,0,0,0,4,11,11,18,4,54,0,0,0,0,7,3,3,0,0,14,0,0,0,15,5,14,9,7,8,59,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,5,9,4,0,19,0,0,0,0,0,27,79,59,24,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,15,8,5,4,38,0,0,0,3,0,0,4,0,0,11,0,0,0,0,0,7,18,16,3,54,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,16,12,3,0,4,0,49,0,0,0,3,8,13,11,7,0,46
POA3037,0,0,3,19,37,22,41,28,8,152,0,0,8,21,34,92,70,55,19,292,0,7,10,40,17,16,8,0,0,94,7,121,345,1534,504,284,178,67,18,3062,0,0,15,55,28,17,9,0,0,128,0,7,11,56,19,7,0,6,0,110,4,27,24,83,35,20,16,4,0,215,0,4,0,19,5,3,14,7,4,62,0,5,0,26,53,151,184,132,62,612,0,0,0,9,9,5,0,0,0,25,0,0,9,19,11,4,0,0,0,40,0,11,8,79,66,79,28,9,0,292,0,5,18,79,36,34,34,3,0,203,0,0,5,40,78,204,340,167,53,888,0,3,5,19,8,12,11,0,0,54,0,0,3,19,5,3,0,0,0,40,0,4,6,54,6,0,0,0,0,73,0,0,5,0,3,9,16,10,8,43,3,117,134,208,89,56,16,6,3,645,0,8,20,158,216,248,286,87,21,1050
POA3038,0,0,0,8,4,7,41,22,6,89,0,10,10,17,25,107,133,127,32,455,0,3,5,17,8,17,13,6,0,69,3,22,51,245,134,161,110,46,16,786,0,4,0,12,7,6,10,0,0,43,0,0,7,24,9,4,0,0,0,49,0,6,0,10,10,16,10,6,4,61,0,0,0,8,4,5,4,0,0,24,0,10,5,26,29,202,246,147,54,722,0,4,0,5,0,0,3,0,0,16,0,0,0,4,0,4,0,0,0,12,0,10,12,44,49,66,47,13,7,243,0,0,3,22,9,25,21,5,0,100,0,0,0,3,25,116,230,122,44,546,0,0,0,4,3,6,10,4,0,34,0,0,0,9,0,5,0,0,0,19,0,0,3,8,0,0,0,0,0,9,0,0,3,0,0,0,16,4,5,24,3,33,36,80,44,28,23,0,0,241,0,0,3,40,87,186,273,95,20,719
POA3039,0,0,3,17,5,7,9,10,0,52,0,0,0,13,9,13,43,68,29,171,0,0,13,27,7,12,3,0,0,62,8,24,20,273,26,30,22,8,6,409,0,0,4,17,7,0,4,0,0,32,0,0,4,37,0,8,0,0,0,50,0,0,4,8,3,7,4,0,0,19,3,0,0,32,14,9,6,3,0,63,0,0,3,50,15,69,146,188,118,582,0,0,0,27,10,0,4,0,0,41,4,3,9,37,4,5,0,0,0,63,0,0,0,0,9,15,0,7,0,30,0,0,12,77,16,12,8,6,0,136,0,0,0,3,5,15,15,12,11,63,0,0,0,17,4,4,9,0,0,23,0,0,0,3,0,0,0,0,0,7,0,0,74,82,0,0,0,0,0,157,0,0,0,9,0,5,5,3,5,29,3,10,21,148,61,37,20,6,0,299,0,0,0,3,12,10,5,9,0,33
POA3040,0,3,0,18,7,6,22,21,5,92,0,3,3,9,10,49,42,53,20,193,0,0,6,40,13,12,23,0,0,100,9,55,37,412,62,45,48,33,10,707,0,0,4,20,3,4,6,0,0,35,0,0,0,50,6,0,0,0,0,61,0,0,0,26,11,5,4,0,0,45,0,4,0,29,11,12,14,9,11,88,0,6,4,41,28,104,200,164,97,646,0,10,0,21,18,0,3,0,0,55,0,0,4,30,13,0,0,0,0,53,0,0,0,16,28,14,20,15,6,94,0,0,14,80,17,13,27,5,0,156,0,0,0,0,10,17,24,25,7,82,0,0,0,15,0,4,0,0,0,26,0,0,0,4,3,0,0,0,0,7,0,0,121,148,0,0,0,0,0,270,0,0,0,12,3,0,12,4,4,31,4,15,32,115,56,51,28,4,5,321,0,0,0,7,8,7,3,0,0,27
POA3041,0,0,0,5,4,4,9,12,0,42,0,0,0,3,3,19,35,20,16,97,0,4,0,8,7,4,0,0,0,22,6,33,27,212,35,17,29,15,4,374,0,0,0,13,5,0,0,0,0,13,0,0,0,14,8,0,0,0,0,29,0,0,0,14,14,7,3,0,0,36,0,0,5,15,7,9,6,0,0,49,0,3,0,19,13,49,92,83,44,310,0,0,0,14,8,4,3,0,0,23,0,0,4,14,6,0,0,0,0,25,0,0,0,9,7,10,9,5,0,40,0,6,3,36,9,5,14,0,0,76,0,0,0,0,7,5,14,12,6,45,0,0,0,6,0,5,3,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,24,31,0,0,0,0,0,52,0,0,0,0,0,0,6,0,4,11,3,11,13,49,30,16,10,3,0,136,0,0,0,5,0,0,0,0,0,6
POA3042,0,0,0,6,5,5,26,17,7,65,0,0,0,10,13,30,66,73,16,204,0,0,4,18,5,11,4,0,0,47,0,15,23,148,47,41,29,18,3,332,0,0,0,21,4,0,0,0,0,33,0,0,0,26,3,5,4,0,0,46,0,0,0,0,0,3,0,0,0,13,0,3,5,23,4,6,10,3,0,58,0,12,7,30,20,109,296,284,146,911,0,0,0,8,3,0,0,0,0,18,0,0,4,11,0,4,0,0,0,18,0,0,0,12,10,8,15,8,6,52,0,3,0,32,6,6,8,8,0,60,0,0,0,0,6,9,38,57,20,132,0,0,0,3,0,5,3,4,4,23,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,21,0,0,0,0,0,0,12,10,5,25,0,18,15,54,33,19,12,5,0,148,0,0,0,11,7,0,13,8,0,39
POA3043,0,0,0,4,0,5,27,21,0,63,0,4,5,10,12,30,79,88,25,253,0,3,0,14,4,9,3,0,0,37,0,14,29,174,71,56,66,60,15,487,0,0,4,18,8,0,0,5,0,34,0,0,0,25,10,18,18,14,8,81,0,8,21,68,31,30,10,7,9,188,0,4,0,16,4,6,0,12,0,43,0,5,5,17,18,87,208,132,50,517,0,0,0,4,4,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,4,13,61,66,82,69,27,4,319,0,0,6,22,9,7,11,7,0,65,0,0,0,3,0,19,62,55,18,157,0,0,0,9,6,7,3,3,0,27,0,0,0,0,0,0,0,0,0,4,0,0,4,10,0,0,0,0,0,12,0,0,0,3,0,0,9,13,3,28,3,26,36,66,28,29,26,10,0,217,0,0,0,6,3,0,7,0,0,28
POA3044,0,3,0,29,9,10,24,14,9,98,0,14,7,27,34,69,125,184,55,523,0,3,7,26,10,0,4,0,0,46,8,50,41,437,46,30,30,12,6,660,0,0,6,41,6,0,5,0,0,57,5,11,8,62,21,9,3,0,0,112,0,3,3,24,25,4,4,9,0,66,0,6,0,38,8,8,8,3,6,81,0,0,11,83,44,177,282,349,265,1211,0,3,4,24,14,4,5,0,0,56,0,3,0,32,10,0,0,0,0,53,0,0,7,46,79,79,40,18,7,261,0,8,8,104,16,8,12,0,0,159,0,0,0,0,5,16,28,25,30,111,0,0,0,16,3,4,5,0,0,32,0,0,0,5,0,5,0,0,0,9,0,0,98,126,8,3,0,0,0,241,0,3,0,5,4,3,5,3,0,28,3,16,28,216,60,44,10,5,6,382,0,0,0,9,9,7,9,6,6,40
POA3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA3046,0,0,3,22,7,12,28,25,19,118,0,3,9,33,19,46,89,118,56,368,0,0,0,39,7,0,0,0,0,57,15,127,159,1165,102,39,24,19,3,1656,0,0,12,48,20,5,0,3,0,89,0,21,20,130,21,12,4,0,0,202,0,11,21,82,49,34,6,8,3,209,0,3,0,40,12,5,5,7,7,77,0,5,7,70,37,130,270,389,298,1208,0,0,4,25,9,0,0,0,0,47,0,4,3,55,11,5,0,0,0,76,6,18,41,275,212,148,107,39,8,851,4,5,17,113,11,24,10,4,0,185,0,0,0,3,11,14,63,122,71,287,0,0,0,27,5,8,4,3,0,47,0,0,0,10,0,6,0,0,0,20,4,25,673,1285,30,7,4,0,0,2033,0,0,0,11,6,0,6,3,3,26,4,22,41,234,77,45,18,9,0,450,0,0,0,5,11,7,8,4,4,44
POA3047,0,0,0,10,4,0,14,11,3,38,0,4,5,8,3,18,33,30,20,118,0,0,0,17,6,0,0,0,0,21,3,30,107,447,51,23,14,12,3,691,0,3,7,27,3,6,4,0,0,50,0,15,13,111,17,12,0,0,0,176,0,100,98,309,217,140,69,30,3,974,0,0,0,0,0,0,3,7,0,17,0,0,5,0,3,26,44,46,19,140,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,6,0,0,0,10,0,47,49,413,173,145,75,26,0,937,0,0,7,32,4,0,0,0,0,49,0,0,0,4,0,0,41,34,8,95,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,3,0,0,21,8,15,207,536,13,3,0,0,0,793,0,0,0,4,0,4,5,0,0,12,0,34,45,96,32,21,7,4,0,244,0,0,0,4,0,6,5,5,0,25
POA3048,0,0,0,5,5,0,6,7,0,24,0,0,7,4,6,18,23,21,6,77,0,0,0,6,0,0,0,0,0,9,3,14,34,124,29,20,12,11,4,253,0,4,3,22,3,6,0,0,0,45,3,0,8,28,6,9,3,0,0,59,0,86,137,450,250,204,120,36,21,1311,0,0,0,0,0,3,0,0,0,5,0,0,0,3,4,24,24,30,10,96,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,31,33,299,184,120,52,29,5,765,0,7,0,8,0,0,7,6,0,31,0,0,0,0,9,16,39,24,14,101,0,0,0,4,0,0,7,3,3,21,0,0,0,5,0,0,5,0,0,11,0,11,43,100,3,4,0,0,0,163,0,0,0,0,0,3,7,0,0,12,4,16,52,64,17,14,3,0,5,178,0,0,3,5,4,14,9,3,0,31
POA3049,0,0,0,5,3,3,14,7,5,33,0,0,0,6,8,13,18,10,3,68,0,0,0,9,0,0,0,0,0,12,0,6,12,49,11,17,15,5,0,125,0,0,0,4,0,4,0,0,0,15,0,5,9,24,11,10,6,0,0,55,0,5,4,23,14,16,0,3,0,61,0,0,0,6,0,8,0,0,0,14,0,3,6,5,8,73,115,55,32,302,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,3,20,25,22,16,7,4,105,0,0,0,25,3,5,5,0,0,38,0,0,0,0,0,11,37,35,10,89,0,0,0,0,0,4,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,3,7,4,0,16,0,10,9,24,20,14,6,5,0,89,0,0,0,0,6,4,0,0,0,8
POA3051,0,4,8,35,7,10,0,0,0,72,0,0,0,3,6,0,5,3,0,24,0,3,28,65,16,14,9,0,0,137,5,32,65,230,34,12,4,7,0,387,0,8,32,67,3,3,3,0,0,115,0,5,6,49,5,3,0,0,0,71,0,0,3,6,0,0,0,0,0,15,0,5,0,33,8,7,3,0,0,56,0,0,0,42,0,9,12,17,12,94,0,0,15,51,7,5,3,0,0,82,0,0,17,79,22,0,0,0,0,118,0,0,0,9,3,0,4,0,0,20,0,10,87,217,33,10,18,8,0,391,0,0,0,0,0,0,8,5,0,11,0,0,8,8,0,0,3,0,0,16,0,0,12,10,3,4,0,0,0,28,0,0,12,19,3,0,0,0,0,31,0,5,6,7,0,0,4,0,0,24,3,12,52,174,37,32,14,4,0,320,0,0,0,6,0,0,0,0,0,6
POA3052,0,0,6,11,0,0,0,6,4,29,0,0,0,0,5,0,3,0,0,15,0,5,41,18,12,3,6,0,0,85,4,0,28,136,5,13,3,3,0,204,0,0,27,26,0,0,3,0,0,58,0,0,8,37,3,0,0,0,0,51,0,0,0,5,0,0,0,0,0,6,0,0,5,12,4,0,3,0,0,30,0,0,3,9,0,4,6,11,7,44,0,0,17,15,0,0,0,0,0,34,0,6,13,22,5,0,0,0,0,49,0,0,0,0,4,0,0,0,0,8,0,6,41,87,11,18,13,4,0,181,0,0,0,0,0,3,4,0,3,9,0,0,5,4,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,3,0,9,4,0,63,66,21,6,5,5,0,167,0,0,0,5,0,0,0,0,0,9
POA3053,0,0,10,25,4,3,9,7,0,61,0,0,0,6,0,0,11,5,3,32,0,4,79,99,8,7,3,3,0,208,9,29,229,489,18,8,9,4,0,798,0,0,185,111,10,7,4,3,0,318,0,0,10,86,0,5,0,0,0,100,0,0,0,16,4,4,0,0,0,22,0,0,3,33,3,0,0,0,0,40,0,0,14,71,11,10,24,24,58,213,0,0,25,53,12,0,0,0,0,106,0,0,31,101,4,5,0,0,0,145,0,0,5,4,0,0,4,4,0,14,0,8,216,326,28,17,15,4,0,620,0,0,0,0,0,0,0,0,0,3,0,0,13,18,0,0,0,0,0,33,0,0,25,17,5,0,0,0,0,48,0,0,78,40,0,0,0,0,0,120,0,0,6,7,0,0,7,7,0,32,0,8,83,159,30,16,3,6,4,305,0,0,3,9,7,0,0,0,0,22
POA3054,0,0,0,20,6,3,11,3,0,57,0,0,0,7,0,8,11,17,15,61,0,0,5,15,5,0,0,4,3,25,0,0,7,29,5,0,3,3,0,53,0,0,0,13,0,0,3,0,0,14,0,0,0,3,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,8,0,0,0,32,0,4,7,3,0,46,0,5,0,10,0,17,27,32,48,145,0,0,0,13,3,0,0,0,0,17,0,0,0,4,7,0,0,0,0,20,0,0,0,4,0,5,0,4,0,14,0,0,5,21,3,15,8,3,0,58,0,0,0,0,0,0,9,0,0,9,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,18,0,0,0,3,4,0,3,5,0,17,0,0,15,113,18,19,12,8,0,191,0,0,0,0,0,0,0,0,0,7
POA3055,0,0,0,23,11,3,6,3,0,56,0,0,4,10,14,32,70,139,57,326,0,0,9,27,10,6,0,0,0,39,4,18,25,193,13,7,4,4,0,266,0,13,8,41,3,0,0,0,0,73,0,0,0,26,4,5,0,0,0,34,0,0,0,5,0,3,3,0,0,16,0,0,5,44,10,0,0,4,3,59,0,4,0,49,5,52,97,121,97,435,0,5,5,24,4,0,6,0,0,45,0,0,4,28,0,0,0,0,0,33,0,0,0,13,23,30,23,14,4,102,0,7,13,69,21,19,16,3,0,146,0,0,0,0,0,3,4,13,4,27,0,0,4,10,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,24,71,0,0,0,0,0,100,0,0,0,10,6,4,0,0,0,28,5,4,28,210,50,25,5,4,0,322,0,0,0,0,3,6,4,0,0,10
POA3056,0,4,8,72,20,8,5,11,0,130,0,5,4,15,15,36,122,294,126,612,0,3,7,46,9,3,0,0,0,70,0,3,30,178,11,18,9,4,0,256,3,13,22,77,7,0,0,3,0,122,0,0,0,41,0,7,6,0,0,53,0,0,0,8,5,0,8,0,0,22,0,3,3,76,20,3,0,0,0,110,0,0,7,85,27,67,130,169,169,651,0,3,5,62,7,0,3,0,0,88,0,0,0,42,3,0,0,0,0,47,0,0,4,20,31,61,63,29,7,216,0,0,29,134,26,20,8,10,0,229,0,0,0,0,0,3,12,17,6,41,0,0,0,13,6,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,97,156,3,0,0,0,0,261,4,0,6,29,5,4,6,5,0,54,4,0,47,534,78,37,36,7,0,740,0,0,0,5,0,0,0,0,0,8
POA3057,0,0,4,55,13,0,3,0,0,77,0,0,0,7,12,23,36,69,28,174,0,0,6,27,5,3,0,0,0,46,0,3,15,101,10,4,3,3,0,131,0,0,3,33,0,4,5,0,0,55,0,0,0,40,0,4,0,0,0,47,0,0,0,5,0,0,4,0,0,9,0,0,0,60,4,3,0,0,0,68,0,0,9,69,7,28,64,105,79,363,0,0,11,38,10,5,0,0,0,66,0,0,0,28,0,0,0,0,0,27,0,0,0,6,9,19,26,12,4,84,0,3,14,83,11,4,19,5,0,138,0,0,0,3,0,6,6,8,6,31,0,0,0,6,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,24,27,4,0,0,0,0,50,0,0,0,14,0,4,0,0,0,20,0,6,23,276,54,16,18,3,0,393,0,0,0,10,3,0,3,0,0,20
POA3058,0,5,6,53,24,6,12,13,0,125,0,0,8,23,38,103,190,324,136,822,0,0,0,54,11,8,5,0,0,70,0,7,19,282,35,26,10,9,0,387,0,8,14,66,15,4,3,0,0,120,0,0,3,52,10,3,5,6,0,76,0,0,0,22,15,10,18,3,0,74,0,4,3,62,22,16,7,3,3,124,0,3,0,81,57,159,367,520,406,1593,0,0,5,43,19,4,0,3,0,78,0,3,3,25,5,0,0,0,0,37,0,3,13,92,128,217,203,74,18,755,0,8,15,123,29,22,19,0,0,222,0,0,0,0,0,14,18,21,16,69,0,0,4,21,7,10,5,0,0,43,0,0,0,4,0,4,5,0,0,9,0,0,206,276,16,0,10,0,0,512,0,0,0,14,3,13,12,0,0,45,0,10,32,366,111,48,22,10,3,594,0,0,0,4,7,7,5,18,4,41
