POA_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
POA3174,0,0,0,3,8,1357,37,27,0,4,3,5,4,0,42,1490,138,3,0,0,0,0,0,0,0,10,152,171,0,0,0,0,0,0,0,0,11,179,272,5,8,0,0,0,0,0,0,5,287,0,0,0,0,0,0,0,0,0,6,0,441,5,8,0,0,0,0,0,0,21,476,4,0,0,0,0,0,0,0,0,10,11,587,9,8,0,0,0,0,0,0,40,641,2475,379,309,74,93,81,87,13,17,99,3628,5249,2342,2439,727,787,995,998,305,49,284,14174,2634,682,747,217,227,262,280,111,51,175,5393,20,5,12,0,0,0,12,0,0,14,76,7899,3031,3198,946,1021,1260,1293,421,93,473,19642,22,8,0,0,7,0,3,0,0,47,92,10403,3420,3506,1018,1118,1341,1389,437,117,619,23362
POA3175,0,0,0,26,33,1754,59,45,10,4,10,11,0,0,118,2006,218,0,0,0,0,0,0,0,0,16,244,218,5,4,0,0,0,0,0,0,23,247,251,11,11,0,0,0,0,0,0,39,313,0,0,0,0,0,0,0,0,0,5,8,470,14,17,0,0,0,0,0,0,69,575,0,0,0,0,0,0,0,0,0,14,22,691,21,16,0,0,0,0,0,0,99,838,3005,456,309,59,94,107,83,38,8,162,4308,6913,3642,4128,881,933,1111,1219,375,130,342,19683,2428,716,1209,180,217,223,357,148,120,212,5809,19,8,13,5,0,0,3,4,0,18,80,9369,4370,5352,1066,1156,1337,1574,528,243,571,25569,19,3,7,0,5,3,3,0,0,92,133,12390,4829,5668,1122,1252,1440,1661,565,259,828,30013
POA3177,0,0,0,7,7,281,10,6,0,0,0,4,5,0,25,329,39,0,0,0,0,0,0,0,0,3,46,41,0,3,0,0,0,0,0,0,7,50,34,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,5,5,74,7,3,0,0,0,0,0,0,7,88,0,0,0,0,0,0,0,0,0,0,5,116,7,3,0,0,0,0,0,0,13,133,663,93,75,20,30,11,25,8,4,53,978,1227,838,1080,159,226,230,268,70,29,60,4185,467,192,342,41,37,41,66,35,31,28,1290,3,0,3,0,0,0,0,0,0,14,31,1699,1027,1432,195,268,271,335,105,53,109,5500,0,0,4,0,3,0,0,0,0,15,26,2365,1126,1513,220,298,279,366,111,60,173,6504
POA3178,0,0,0,3,8,822,28,13,0,3,0,8,3,0,21,910,112,0,0,0,0,0,0,0,0,5,121,62,0,0,0,3,0,0,0,0,6,72,50,4,3,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,113,4,5,0,3,0,0,0,0,6,129,0,0,0,0,0,0,0,0,0,0,6,229,8,5,0,0,0,0,0,0,10,254,2970,442,191,51,44,32,32,8,3,69,3854,3829,1308,826,136,173,143,118,44,4,61,6636,617,193,162,48,39,30,110,22,8,18,1243,4,6,0,0,0,0,0,0,0,0,6,4451,1500,987,190,212,174,225,64,10,82,7892,7,0,0,0,0,0,0,0,0,11,25,7432,1937,1174,243,257,205,262,76,18,157,11763
POA3179,0,0,0,0,0,130,7,12,0,0,0,4,0,0,3,158,16,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,40,468,101,53,4,0,6,9,3,0,5,649,637,409,247,38,62,35,45,7,0,4,1494,129,66,40,13,16,0,20,0,0,4,288,5,0,0,0,0,0,0,0,0,0,0,774,478,282,57,73,43,61,8,5,9,1792,0,0,3,0,0,0,0,0,0,4,6,1236,580,338,54,77,41,75,18,7,18,2442
POA3180,0,0,0,0,0,184,0,8,0,0,0,12,0,0,9,214,24,0,0,0,0,0,0,0,0,0,24,18,0,0,0,0,0,0,0,0,0,22,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,53,647,71,59,7,5,4,9,0,0,15,827,593,475,342,44,57,49,55,21,3,4,1635,98,44,82,13,13,14,27,14,0,5,298,0,0,0,0,0,0,0,0,0,0,0,691,515,420,54,69,61,82,33,4,6,1940,0,0,0,0,0,0,0,0,0,0,0,1338,595,478,64,82,65,91,36,3,24,2770
POA3181,0,0,0,28,29,460,11,4,0,0,0,0,0,0,50,529,19,3,0,0,0,0,0,0,0,8,31,53,0,0,0,0,0,0,0,0,4,55,161,0,0,0,0,0,0,0,0,15,184,3,0,0,0,0,0,0,0,0,0,5,218,0,0,0,0,0,0,0,0,24,242,0,0,0,0,0,0,0,0,0,41,39,236,5,0,0,0,0,0,0,0,67,315,1422,426,592,141,160,211,233,88,40,44,3356,870,239,380,122,164,182,186,72,18,33,2271,466,25,24,10,14,5,7,4,0,38,594,12,0,0,0,0,0,0,0,0,3,17,1349,261,403,137,176,186,199,74,20,66,2877,0,0,0,0,0,0,0,0,0,85,95,2774,688,997,278,338,394,429,165,64,204,6326
POA3182,0,0,0,0,0,278,9,4,0,0,0,0,0,0,13,306,39,0,0,0,0,0,0,0,0,4,37,17,0,0,0,0,0,0,0,0,0,17,35,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,3,3,86,0,0,0,0,0,0,0,0,5,97,1938,567,720,235,234,298,372,127,40,53,4581,817,454,632,217,260,305,333,116,14,44,3189,139,17,31,11,9,10,40,5,0,4,269,5,0,0,0,0,0,0,0,0,0,3,959,469,660,224,271,311,374,121,22,55,3463,3,0,0,5,0,0,0,0,0,8,13,2902,1043,1384,457,506,605,746,250,56,110,8065
POA3183,0,0,0,0,0,312,8,0,0,0,0,0,0,0,4,326,52,0,0,0,0,0,0,0,0,0,52,46,0,0,0,0,0,0,0,0,0,46,44,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,146,1577,387,454,115,135,136,161,46,13,50,3085,823,284,372,123,183,184,227,69,7,49,2318,157,18,18,3,6,3,17,8,0,3,237,0,0,0,0,0,0,0,0,0,0,3,987,303,388,124,187,189,247,77,12,47,2558,0,0,3,0,0,0,0,0,0,9,16,2563,696,847,240,327,327,403,121,25,105,5658
POA3184,0,0,0,0,0,190,0,3,3,5,0,0,0,0,0,198,20,0,0,0,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,0,0,31,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,73,1271,330,388,88,91,100,138,32,26,37,2499,550,166,263,72,100,94,115,46,9,13,1418,59,11,12,0,0,9,9,3,0,4,108,6,0,0,0,0,0,0,0,0,0,4,614,172,277,68,101,98,123,51,9,20,1535,4,0,0,0,0,0,0,0,0,0,6,1890,498,667,154,196,199,259,87,32,54,4037
POA3185,0,0,0,0,0,292,5,6,0,0,0,0,0,0,8,309,43,0,0,0,0,0,0,0,0,9,56,55,0,0,0,0,0,0,0,0,0,57,25,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,3,90,4,0,0,0,0,0,0,0,0,0,4,129,0,5,0,0,0,0,0,0,13,153,1218,277,287,62,65,110,79,36,13,37,2178,768,191,245,64,89,81,96,34,12,14,1605,102,9,21,7,6,6,11,11,0,4,182,0,0,0,0,0,0,0,0,0,0,5,873,203,266,77,95,89,109,39,20,20,1794,4,0,0,0,0,0,0,0,0,0,4,2098,480,553,141,159,196,188,76,30,53,3974
POA3186,0,0,0,0,3,535,12,5,0,0,0,7,0,0,16,588,138,0,0,0,0,0,0,0,0,15,156,64,0,0,0,0,0,0,0,0,11,73,37,0,0,0,0,0,0,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,13,114,0,0,0,0,0,0,0,0,0,5,5,234,0,3,0,0,0,0,0,0,35,274,2448,432,367,71,89,82,95,68,18,79,3756,1110,266,270,82,91,136,146,61,21,46,2228,110,33,58,17,24,22,44,35,12,19,366,3,0,0,0,0,0,0,0,0,0,8,1221,300,327,102,116,158,187,97,27,67,2602,5,0,0,0,0,0,0,0,0,12,18,3674,732,697,176,207,245,277,163,42,159,6369
POA3187,0,0,0,11,8,455,9,0,3,0,0,3,0,0,29,500,116,4,5,0,0,0,0,0,0,17,136,63,0,0,0,0,0,0,0,0,15,74,36,0,0,0,0,0,3,0,0,6,45,0,0,0,0,0,0,0,0,0,4,4,102,4,0,0,0,0,3,0,0,21,124,0,0,0,0,0,0,0,0,0,10,10,214,4,5,0,0,0,3,0,0,49,269,1657,312,239,47,61,35,68,27,7,61,2521,1129,290,253,72,89,82,92,67,13,31,2121,122,22,44,24,15,17,34,21,0,11,317,0,0,0,0,0,0,0,0,0,4,3,1251,318,296,94,104,99,124,87,17,45,2433,0,0,0,0,0,0,0,0,0,23,26,2904,633,535,140,165,133,195,118,20,130,4982
POA3188,0,0,0,0,0,383,15,6,0,4,0,0,0,0,6,408,59,0,0,0,0,0,0,0,0,0,69,53,0,0,0,0,0,0,0,0,0,59,46,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,6,101,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,3,169,1856,502,406,65,71,51,83,34,8,53,3125,893,243,256,64,80,64,77,40,5,18,1745,191,22,24,3,8,5,16,11,5,9,300,0,0,0,0,0,0,0,3,0,0,3,1082,268,277,62,84,71,94,59,9,31,2046,0,0,0,0,0,0,0,0,0,4,9,2946,769,692,136,160,124,176,85,22,89,5190
POA3189,0,0,0,0,3,181,0,3,0,0,0,0,0,0,5,201,26,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,26,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,68,513,136,116,8,5,12,10,4,0,7,814,517,193,169,51,54,58,38,10,0,19,1114,102,32,14,6,12,13,9,11,0,8,198,0,0,0,0,0,0,0,0,0,0,0,614,223,187,54,65,74,45,18,5,28,1313,0,0,0,0,0,0,0,0,0,3,6,1128,358,304,64,77,85,55,27,5,37,2137
POA3190,0,0,0,0,0,284,5,8,0,0,0,0,0,0,14,311,39,0,0,0,0,0,0,0,0,5,38,29,0,0,0,0,0,0,0,0,0,29,29,3,3,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,61,3,3,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,5,5,97,3,3,0,0,0,0,0,0,7,111,1074,245,279,66,33,38,21,15,3,33,1805,759,284,251,66,46,46,45,15,3,9,1527,184,23,37,3,6,5,16,6,6,5,294,0,0,0,0,0,0,0,0,0,0,0,943,311,283,67,47,46,65,24,7,18,1818,0,0,0,0,0,0,0,0,0,4,9,2019,550,567,135,83,82,84,34,16,58,3629
POA3191,0,0,0,0,0,201,3,0,4,0,0,0,0,0,10,220,64,0,0,0,0,0,0,0,0,4,78,35,0,0,0,0,0,0,0,0,7,41,15,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,9,58,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,15,137,1104,282,288,41,44,48,43,21,12,35,1915,397,114,155,26,40,27,30,15,6,16,819,38,6,15,3,0,5,4,3,0,9,90,5,0,0,0,0,0,0,0,0,0,3,441,117,173,31,42,31,32,17,8,23,919,3,0,0,0,0,0,0,0,0,0,8,1551,401,457,66,87,74,74,34,19,56,2835
POA3192,0,0,0,0,0,604,11,15,7,0,0,5,0,0,16,652,135,0,0,0,0,0,0,0,0,7,147,105,0,0,0,0,0,0,0,0,4,108,75,5,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,183,5,0,0,0,0,0,0,0,4,181,3,0,0,0,0,0,0,0,0,0,4,317,5,0,0,0,0,0,0,0,8,335,1944,453,377,74,85,72,56,21,18,37,3129,1577,654,602,133,137,142,122,48,27,47,3497,361,59,79,20,28,31,38,15,0,15,647,3,0,0,0,0,0,0,0,0,0,10,1945,719,684,148,165,168,160,68,26,65,4152,5,0,0,0,0,0,0,0,0,0,9,3894,1167,1067,220,249,234,215,86,45,114,7296
POA3193,0,0,0,0,0,449,8,4,8,0,3,0,0,0,7,478,99,0,0,0,0,0,0,0,0,0,101,32,0,0,0,0,0,0,0,0,4,35,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,3,144,2246,487,384,73,78,67,56,42,6,67,3507,762,176,122,33,23,37,43,11,15,21,1244,50,15,18,8,3,4,10,8,3,7,123,0,0,0,0,0,0,0,0,0,0,0,813,189,141,40,26,40,53,23,13,27,1363,0,0,0,0,0,0,0,0,0,3,8,3057,676,521,113,103,111,112,66,17,96,4870
POA3194,0,0,0,0,0,375,13,10,3,0,0,0,0,0,8,415,38,0,0,0,0,0,0,0,0,9,51,37,0,0,0,0,0,0,0,0,0,38,37,0,0,0,0,0,0,0,0,6,46,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,7,89,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,20,137,1188,263,213,52,38,63,34,13,6,39,1905,723,281,271,61,56,69,92,21,3,21,1605,158,22,44,16,4,13,17,4,0,10,290,6,0,0,0,0,0,0,0,0,0,7,883,310,321,72,64,82,113,29,3,28,1905,0,0,0,0,0,0,0,0,0,6,10,2073,572,530,129,92,146,147,44,12,72,3819
POA3195,0,0,0,3,0,704,17,13,7,4,0,3,3,0,30,779,111,0,0,0,0,0,0,0,0,17,124,98,4,0,0,0,0,0,0,0,3,107,68,3,0,0,0,0,0,0,0,4,79,0,0,0,0,0,0,0,0,0,0,0,172,4,0,0,0,0,0,0,0,8,181,0,0,0,0,0,0,0,0,0,0,0,282,7,0,0,0,0,4,0,0,19,309,3188,760,635,100,91,83,61,15,9,97,5041,2423,607,455,147,95,86,110,25,17,40,4001,383,65,75,24,15,14,32,12,3,16,634,0,0,0,0,0,0,5,0,0,0,10,2813,670,535,170,109,95,140,41,18,60,4641,0,0,0,3,0,0,0,0,0,3,12,6000,1431,1166,273,198,180,202,54,31,162,9696
POA3196,0,0,0,7,7,543,10,6,3,0,4,0,5,0,30,601,133,0,0,0,0,0,0,0,0,18,151,39,0,0,0,0,0,0,0,0,12,54,19,0,0,0,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,53,3,0,0,0,0,0,0,0,20,74,0,0,0,0,0,0,0,0,0,9,3,192,3,3,0,0,0,0,0,0,41,231,2480,446,476,62,61,72,48,10,7,94,3764,1226,350,309,63,67,44,40,28,0,31,2161,147,23,40,9,9,6,13,9,0,12,257,0,0,0,0,0,0,0,0,0,0,5,1374,367,344,75,73,51,51,33,3,43,2417,3,0,0,0,0,0,0,0,0,20,20,3857,820,826,134,138,122,104,43,11,156,6207
POA3197,0,0,0,0,5,260,3,0,0,0,0,5,0,0,9,280,54,0,0,0,0,0,0,0,0,0,58,21,0,0,0,0,0,0,0,0,0,22,10,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,32,0,4,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,91,0,4,0,0,0,0,0,0,3,97,1245,182,134,22,39,22,16,8,3,26,1690,700,136,125,28,18,37,21,10,0,15,1086,99,23,30,13,5,8,19,3,0,3,204,8,0,0,0,0,0,0,0,0,0,3,799,158,152,36,26,42,39,14,0,20,1293,0,0,0,0,0,0,0,0,0,4,6,2046,341,289,59,56,66,55,25,5,45,2991
POA3198,0,0,0,0,4,351,5,5,0,0,0,0,0,0,4,371,104,0,0,0,0,0,0,0,0,7,117,18,0,0,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,4,140,0,0,0,0,0,0,0,0,11,147,1623,239,218,37,27,31,16,13,3,50,2269,519,156,160,49,26,24,25,17,0,11,998,69,13,21,13,4,0,13,0,0,7,134,4,0,0,0,0,0,0,0,0,0,3,598,173,186,57,30,28,39,20,0,13,1137,9,0,0,0,0,0,0,0,0,5,14,2225,408,405,92,63,53,54,37,10,76,3419
POA3199,0,0,0,15,19,1304,25,11,4,0,0,12,0,0,60,1421,361,4,0,0,0,0,0,0,0,43,410,108,0,0,0,0,0,0,0,0,3,112,27,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,133,4,0,0,0,0,0,0,0,4,146,0,0,0,0,0,0,0,0,0,34,32,499,4,0,0,0,0,0,0,0,84,589,5694,836,716,87,87,60,95,23,15,208,7832,1787,719,581,176,149,183,179,66,26,70,3938,223,97,101,30,33,31,60,23,8,25,623,6,0,0,0,0,0,0,0,0,0,11,2014,817,680,206,186,213,242,87,26,93,4577,10,0,4,0,0,0,0,0,0,62,73,7722,1660,1400,295,278,273,339,116,41,363,12483
POA3200,0,0,0,0,0,107,0,0,0,0,0,0,0,0,4,118,53,0,0,0,0,0,0,0,0,0,56,19,0,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,3,83,482,57,40,11,4,8,3,0,0,20,628,178,94,38,10,9,9,21,3,4,13,379,53,11,7,3,0,0,4,3,0,0,88,0,3,0,0,0,0,0,0,0,0,8,229,101,47,12,10,14,22,8,4,15,471,0,0,0,0,0,0,0,0,0,3,3,717,158,91,24,11,18,29,4,4,44,1104
POA3201,0,0,0,0,3,315,14,4,3,0,0,6,0,0,13,359,99,0,0,0,0,0,0,0,0,25,127,36,0,0,0,0,0,0,0,0,5,38,17,3,0,0,0,0,0,0,0,8,34,0,0,0,0,0,0,0,0,0,0,0,54,3,0,0,0,0,0,0,0,13,71,0,0,0,0,0,0,0,0,0,3,6,153,4,0,0,0,0,0,0,0,36,202,1859,296,268,46,40,29,18,4,5,76,2640,1067,622,396,80,58,76,77,26,12,26,2429,155,60,48,14,8,17,16,4,3,19,355,3,0,0,0,0,0,0,0,0,3,9,1224,685,443,94,69,91,98,34,17,47,2792,0,0,0,0,0,0,0,0,0,13,17,3088,980,709,141,105,116,109,36,21,133,5451
POA3202,0,0,0,16,16,44,3,10,0,0,0,0,0,0,19,81,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,4,13,0,0,0,0,0,0,0,0,7,18,230,74,40,12,9,0,17,0,0,5,392,260,114,108,18,8,24,16,7,0,3,547,41,9,13,0,0,0,5,3,0,4,74,0,0,0,0,0,0,0,0,0,0,0,301,116,122,20,7,24,19,8,0,5,627,3,0,0,0,0,0,0,0,0,40,43,529,187,160,34,21,21,34,9,0,55,1056
POA3204,0,0,0,0,0,750,31,16,6,0,6,8,4,4,20,829,119,5,0,0,0,0,0,0,0,6,126,96,0,0,0,0,0,0,0,0,0,97,85,3,3,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,181,3,3,0,0,0,0,0,0,3,193,0,0,0,0,0,0,0,0,0,0,0,300,11,6,0,0,0,0,0,0,5,319,2755,561,491,101,135,111,105,45,36,59,4409,2753,1120,1176,274,308,408,400,131,35,80,6690,483,159,189,41,59,83,121,42,18,37,1229,4,0,0,0,4,0,0,0,0,4,18,3242,1276,1365,316,373,490,529,167,55,121,7936,0,0,0,0,5,0,0,0,0,8,17,6002,1835,1857,416,514,600,636,211,92,194,12360
POA3205,0,0,0,3,3,207,6,0,0,0,0,0,0,0,8,230,14,0,0,0,0,0,0,0,0,3,17,21,0,0,0,0,0,0,0,0,5,23,65,3,0,0,0,0,0,0,0,11,77,0,0,0,0,0,0,0,0,0,0,0,79,4,0,0,0,0,0,0,0,8,97,0,0,0,0,0,0,0,0,0,3,3,99,4,0,0,0,0,0,0,0,16,118,950,293,288,62,74,91,96,41,18,37,1946,571,285,372,101,107,124,129,50,18,20,1770,204,29,26,6,10,8,13,9,3,24,336,3,0,0,0,0,0,0,5,0,5,19,785,316,401,104,121,126,143,61,19,49,2117,0,0,0,0,0,0,0,0,0,9,8,1736,609,686,162,191,221,241,96,37,94,4073
POA3206,0,0,0,0,3,312,0,0,0,0,0,0,0,0,6,321,17,0,0,0,0,4,0,0,0,0,21,27,0,0,0,0,0,0,0,0,0,28,46,0,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,3,80,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,4,0,0,0,7,96,896,198,192,31,34,50,67,27,9,17,1524,442,120,85,24,47,21,62,29,8,20,852,174,3,5,0,0,0,3,0,4,4,197,0,0,0,0,0,0,0,0,0,0,0,612,121,88,24,53,21,67,24,10,22,1051,3,0,0,0,0,0,0,0,0,0,7,1513,328,279,55,88,72,127,54,20,43,2580
POA3207,0,0,0,0,0,349,4,0,0,0,0,0,4,0,14,368,20,0,0,0,0,0,0,0,0,3,28,36,0,0,0,0,0,0,0,0,4,42,49,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,4,87,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,5,118,1469,416,446,102,98,99,112,61,18,52,2880,942,283,365,91,81,95,102,33,7,43,2046,247,22,23,10,16,11,10,5,3,5,358,5,0,0,0,0,0,0,0,0,0,8,1192,311,388,101,93,113,114,41,11,46,2408,0,0,0,0,0,0,0,0,0,0,5,2659,728,836,207,193,211,228,103,27,97,5290
