POA_CODE_2021,A25_34_UOLSE_T_11_15,A25_34_UOLSE_T_16,A25_34_UOLSE_T_17,A25_34_UOLSE_T_18,A25_34_UOLSE_T_19,A25_34_UOLSE_T_20,A25_34_UOLSE_T_21,A25_34_UOLSE_T_YNS,A25_34_UOLSE_T_T,A25_34_L_PinE_NS_B_05,A25_34_L_PinE_NS_05_10,A25_34_L_PinE_NS_11_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_17,A25_34_L_PinE_NS_18,A25_34_L_PinE_NS_19,A25_34_L_PinE_NS_20,A25_34_L_PinE_NS_21,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B_05,A25_34_T_05_10,A25_34_T_11_15,A25_34_T_16,A25_34_T_17,A25_34_T_18,A25_34_T_19,A25_34_T_20,A25_34_T_21,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B_05,A35_44_SEO_05_10,A35_44_SEO_11_15,A35_44_SEO_16,A35_44_SEO_17,A35_44_SEO_18,A35_44_SEO_19,A35_44_SEO_20,A35_44_SEO_21,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_UOLSE_VWW_B_05,A35_44_UOLSE_VWW_05_10,A35_44_UOLSE_VWW_11_15,A35_44_UOLSE_VWW_16,A35_44_UOLSE_VWW_17,A35_44_UOLSE_VWW_18,A35_44_UOLSE_VWW_19,A35_44_UOLSE_VWW_20,A35_44_UOLSE_VWW_21,A35_44_UOLSE_VWW_YNS,A35_44_UOLSE_VWW_T,A35_44_UOLSE_NWNAA_B_05,A35_44_UOLSE_NWNAA_05_10,A35_44_UOLSE_NWNAA_11_15,A35_44_UOLSE_NWNAA_16,A35_44_UOLSE_NWNAA_17,A35_44_UOLSE_NWNAA_18,A35_44_UOLSE_NWNAA_19,A35_44_UOLSE_NWNAA_20,A35_44_UOLSE_NWNAA_21,A35_44_UOLSE_NWNAA_YNS,A35_44_UOLSE_NWNAA_T,A35_44_UOLSE_PinE_NS_B_05,A35_44_UOLSE_PinE_NS_05_10,A35_44_UOLSE_PinE_NS_11_15,A35_44_UOLSE_PinE_NS_16,A35_44_UOLSE_PinE_NS_17,A35_44_UOLSE_PinE_NS_18,A35_44_UOLSE_PinE_NS_19,A35_44_UOLSE_PinE_NS_20,A35_44_UOLSE_PinE_NS_21,A35_44_UOLSE_PinE_NS_YNS,A35_44_UOLSE_PinE_NS_T,A35_44_UOLSE_T_B_05,A35_44_UOLSE_T_05_10,A35_44_UOLSE_T_11_15,A35_44_UOLSE_T_16,A35_44_UOLSE_T_17,A35_44_UOLSE_T_18,A35_44_UOLSE_T_19,A35_44_UOLSE_T_20,A35_44_UOLSE_T_21,A35_44_UOLSE_T_YNS,A35_44_UOLSE_T_T,A35_44_L_PinE_NS_B_05,A35_44_L_PinE_NS_05_10,A35_44_L_PinE_NS_11_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_17,A35_44_L_PinE_NS_18,A35_44_L_PinE_NS_19,A35_44_L_PinE_NS_20,A35_44_L_PinE_NS_21,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B_05,A35_44_T_05_10,A35_44_T_11_15,A35_44_T_16,A35_44_T_17,A35_44_T_18,A35_44_T_19,A35_44_T_20,A35_44_T_21,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B_05,A45_54_SEO_05_10,A45_54_SEO_11_15,A45_54_SEO_16,A45_54_SEO_17,A45_54_SEO_18,A45_54_SEO_19,A45_54_SEO_20,A45_54_SEO_21,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_UOLSE_VWW_B_05,A45_54_UOLSE_VWW_05_10,A45_54_UOLSE_VWW_11_15,A45_54_UOLSE_VWW_16,A45_54_UOLSE_VWW_17,A45_54_UOLSE_VWW_18,A45_54_UOLSE_VWW_19,A45_54_UOLSE_VWW_20,A45_54_UOLSE_VWW_21,A45_54_UOLSE_VWW_YNS,A45_54_UOLSE_VWW_T,A45_54_UOLSE_NWNAA_B_05,A45_54_UOLSE_NWNAA_05_10,A45_54_UOLSE_NWNAA_11_15,A45_54_UOLSE_NWNAA_16,A45_54_UOLSE_NWNAA_17,A45_54_UOLSE_NWNAA_18,A45_54_UOLSE_NWNAA_19,A45_54_UOLSE_NWNAA_20,A45_54_UOLSE_NWNAA_21,A45_54_UOLSE_NWNAA_YNS,A45_54_UOLSE_NWNAA_T,A45_54_UOLSE_PinE_NS_B_05,A45_54_UOLSE_PinE_NS_05_10,A45_54_UOLSE_PinE_NS_11_15,A45_54_UOLSE_PinE_NS_16,A45_54_UOLSE_PinE_NS_17,A45_54_UOLSE_PinE_NS_18,A45_54_UOLSE_PinE_NS_19,A45_54_UOLSE_PinE_NS_20,A45_54_UOLSE_PinE_NS_21,A45_54_UOLSE_PinE_NS_YNS,A45_54_UOLSE_PinE_NS_T,A45_54_UOLSE_T_B_05,A45_54_UOLSE_T_05_10,A45_54_UOLSE_T_11_15,A45_54_UOLSE_T_16,A45_54_UOLSE_T_17,A45_54_UOLSE_T_18,A45_54_UOLSE_T_19,A45_54_UOLSE_T_20,A45_54_UOLSE_T_21,A45_54_UOLSE_T_YNS,A45_54_UOLSE_T_T,A45_54_L_PinE_NS_B_05,A45_54_L_PinE_NS_05_10,A45_54_L_PinE_NS_11_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_17,A45_54_L_PinE_NS_18,A45_54_L_PinE_NS_19,A45_54_L_PinE_NS_20,A45_54_L_PinE_NS_21,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B_05,A45_54_T_05_10,A45_54_T_11_15,A45_54_T_16,A45_54_T_17,A45_54_T_18,A45_54_T_19,A45_54_T_20,A45_54_T_21,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B_05,A55_64_SEO_05_10,A55_64_SEO_11_15,A55_64_SEO_16,A55_64_SEO_17,A55_64_SEO_18,A55_64_SEO_19,A55_64_SEO_20,A55_64_SEO_21,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_UOLSE_VWW_B_05,A55_64_UOLSE_VWW_05_10,A55_64_UOLSE_VWW_11_15,A55_64_UOLSE_VWW_16
POA3134,376,98,122,129,99,18,4,12,1306,0,0,0,0,0,0,0,0,0,0,0,289,362,428,108,135,149,117,26,4,15,1636,273,97,65,9,10,5,4,0,0,7,470,379,440,301,71,69,51,48,14,3,5,1399,14,43,67,20,23,40,19,4,0,0,233,0,0,0,0,0,0,0,0,0,0,0,397,481,374,93,92,94,70,20,5,9,1632,0,0,0,0,0,0,0,0,0,0,4,668,578,439,104,99,103,72,22,6,15,2104,399,86,41,6,9,4,4,0,0,9,555,347,208,105,19,19,11,0,5,0,0,707,29,49,58,11,13,20,13,3,0,0,187,0,0,0,0,0,0,0,0,0,0,0,374,254,162,27,30,30,17,7,0,0,903,0,0,0,0,0,0,0,0,0,0,0,778,344,200,40,34,26,19,7,0,12,1460,574,31,7,0,5,3,0,0,0,10,631,318,54,10,0
POA3135,207,51,35,49,29,16,0,8,601,0,0,0,0,0,0,0,0,0,0,0,143,180,235,60,46,59,32,23,0,5,787,176,77,46,3,5,0,3,0,0,3,312,181,277,199,22,29,22,21,5,0,5,761,7,31,33,7,3,11,19,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,190,304,231,32,37,38,39,10,0,5,878,0,0,0,0,0,0,0,0,0,0,0,360,381,285,29,40,38,45,10,0,7,1187,251,47,11,0,0,0,0,0,0,4,311,158,125,55,0,9,3,7,0,0,4,352,12,28,29,4,14,13,0,9,0,0,106,0,0,0,0,0,0,0,0,0,0,0,168,151,85,9,17,16,8,8,4,4,457,0,0,0,0,0,0,0,0,0,0,0,416,197,98,8,19,16,7,8,4,4,769,305,19,9,0,0,0,0,0,0,5,344,140,31,11,0
POA3136,337,93,68,79,78,16,3,8,1080,0,0,0,0,0,0,0,0,0,0,3,282,367,410,100,73,91,86,21,5,21,1461,287,122,77,3,7,14,10,0,0,5,539,325,519,374,57,52,47,24,14,8,5,1425,12,58,76,18,21,22,12,0,0,4,225,0,0,0,0,0,0,0,0,0,0,0,334,579,447,78,72,68,36,16,8,11,1645,0,0,0,0,0,0,0,0,0,0,0,625,706,526,86,84,77,45,16,5,13,2183,529,83,33,3,5,0,6,0,0,11,670,297,211,106,7,14,5,8,3,0,7,665,18,58,53,7,8,13,7,0,0,3,183,0,0,0,0,0,0,0,0,0,0,0,319,272,158,17,18,18,15,11,0,10,839,0,0,0,0,0,0,0,0,0,0,0,844,352,194,22,24,22,21,4,0,17,1510,879,27,11,3,0,0,0,4,0,11,948,244,78,21,7
POA3137,91,21,12,9,14,7,6,5,252,0,0,0,0,0,0,0,0,0,0,0,54,103,115,26,15,13,10,4,6,8,347,81,37,25,6,0,0,7,0,0,0,155,61,94,75,16,12,12,6,3,0,0,267,0,26,23,3,0,10,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,61,122,101,19,12,18,6,6,0,0,336,0,0,0,0,0,0,0,0,0,0,0,135,161,126,23,16,18,6,6,0,0,491,165,23,11,0,0,0,0,0,0,0,197,57,40,18,0,5,3,0,0,0,0,113,0,25,19,0,0,0,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,57,65,38,6,7,3,3,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,218,84,46,3,7,4,3,0,0,0,366,294,10,7,0,0,3,0,0,0,6,313,84,15,3,0
POA3138,157,23,29,45,38,7,0,8,492,0,0,0,0,0,0,0,0,0,0,0,148,161,195,31,42,50,49,7,3,13,688,141,66,22,4,3,6,0,4,0,4,251,106,227,154,25,11,14,0,6,0,0,542,0,39,55,8,12,15,11,0,0,4,146,0,0,0,0,0,0,0,0,0,0,0,109,261,208,31,24,33,15,4,0,5,693,0,0,0,0,0,0,0,0,0,0,0,246,329,234,37,26,32,16,6,0,12,945,284,31,21,0,6,4,0,0,0,4,347,92,85,44,11,3,6,0,0,0,3,251,7,44,28,6,8,10,4,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,99,134,78,17,13,12,7,3,0,4,371,0,0,0,0,0,0,0,0,0,0,0,386,164,95,19,16,18,7,3,0,11,713,409,21,7,0,0,0,0,0,0,3,438,119,27,3,0
POA3139,8,0,0,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,43,21,23,0,0,8,6,0,0,3,110,49,23,13,5,0,0,0,0,0,4,104,11,14,9,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,17,12,0,0,3,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,59,40,29,0,4,3,0,0,0,4,145,170,22,4,0,0,0,0,0,0,5,202,32,3,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,205,28,12,4,0,0,0,0,0,5,251,306,15,5,0,0,0,0,0,0,12,334,38,0,0,0
POA3140,42,11,13,17,16,5,0,0,161,0,0,0,0,0,0,0,0,0,0,0,70,55,66,17,15,18,21,9,0,7,279,90,28,25,0,4,0,0,0,0,0,166,39,54,55,16,6,6,10,0,0,0,192,0,8,0,0,3,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,39,63,60,16,6,5,10,0,0,4,208,0,0,0,0,0,0,0,0,0,0,0,132,98,92,19,10,6,9,0,4,4,373,237,30,27,0,6,0,3,0,0,11,305,59,37,26,3,3,0,0,0,0,0,138,0,3,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,62,44,36,9,3,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,296,72,60,12,4,0,4,0,0,11,464,388,20,6,0,0,0,0,0,0,7,428,71,21,3,0
POA3141,430,173,196,169,285,86,22,5,1748,0,0,0,0,0,0,0,0,0,0,4,474,353,769,305,375,400,569,200,56,27,3523,281,193,213,32,35,28,41,9,10,9,856,235,195,246,77,52,62,63,29,11,12,985,9,12,14,3,3,6,11,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,241,204,254,79,59,75,73,32,16,15,1051,0,0,0,0,0,0,0,0,0,0,5,523,401,462,115,94,108,112,44,18,24,1912,283,62,43,12,12,8,11,4,7,4,446,179,72,51,18,10,13,10,3,3,4,359,18,8,19,0,6,10,3,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,196,74,70,18,18,21,16,10,3,0,428,0,0,0,0,0,0,0,0,0,0,0,485,137,117,30,27,27,26,12,3,7,877,327,25,17,4,3,8,9,4,0,0,398,184,14,8,0
POA3142,66,14,24,27,47,16,0,8,283,0,0,0,0,0,0,0,0,0,0,0,111,78,122,34,53,52,68,16,7,10,554,100,52,48,4,6,17,8,0,0,0,227,131,63,70,12,19,9,19,10,3,5,341,0,0,8,0,3,0,5,8,0,0,23,0,0,0,0,0,0,0,0,0,0,0,136,63,79,12,22,10,21,12,3,3,367,0,0,0,0,0,0,0,0,0,0,0,228,114,129,20,26,28,28,16,3,4,592,183,28,9,3,0,5,6,6,0,3,247,141,39,28,3,3,7,0,0,0,0,232,3,7,21,9,3,4,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,145,50,47,13,9,10,0,7,0,6,285,0,0,0,0,0,0,0,0,0,0,0,327,78,59,10,12,19,9,7,5,9,530,268,12,8,0,3,0,0,5,0,3,308,190,14,4,0
POA3143,92,37,28,57,40,13,3,3,368,0,0,0,0,0,0,0,0,0,0,0,141,74,149,54,44,68,53,16,11,7,623,84,42,55,4,13,9,9,5,0,0,222,88,76,69,23,23,8,18,3,0,4,301,5,0,4,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,85,76,70,23,18,7,18,4,3,4,310,0,0,0,0,0,0,0,0,0,0,0,175,118,124,29,31,13,24,11,3,8,534,138,15,5,3,3,4,0,0,0,9,178,74,17,13,3,0,5,5,0,0,0,123,3,0,3,3,0,3,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,78,20,17,5,0,11,3,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,220,41,18,9,10,15,9,0,0,6,329,146,4,6,0,0,4,0,0,0,4,156,71,0,0,0
POA3144,60,19,22,30,37,8,4,0,228,0,0,0,0,0,0,0,0,0,0,0,68,44,92,22,33,51,56,8,5,0,380,96,36,33,0,4,0,8,0,4,5,181,79,57,45,8,12,14,19,7,0,0,239,0,0,0,3,0,6,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,80,59,43,10,13,20,20,9,0,0,260,0,0,0,0,0,0,0,0,0,0,0,180,92,76,10,18,21,25,11,8,3,441,170,22,12,0,0,6,0,0,0,4,213,86,15,12,0,0,0,4,5,0,0,128,3,4,4,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,89,20,24,6,0,0,0,4,0,0,147,0,0,0,0,0,0,0,0,0,0,0,257,39,34,6,0,4,0,4,0,4,359,201,6,5,0,4,0,0,0,0,5,216,100,5,4,0
POA3145,273,93,152,183,204,55,4,9,1243,0,0,0,0,0,0,3,0,0,0,3,239,196,350,120,178,217,247,78,5,18,1651,261,86,62,12,4,8,14,4,0,3,447,258,180,129,32,26,33,34,8,7,0,715,4,4,9,0,6,4,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,5,269,183,141,32,29,32,39,8,7,0,746,0,0,0,0,0,0,0,0,0,0,0,528,269,202,42,37,40,51,11,10,4,1191,335,31,14,0,0,0,0,0,0,12,399,238,59,31,8,4,0,7,0,0,4,344,8,4,15,3,11,8,3,4,0,0,58,0,0,0,0,0,0,0,0,0,0,0,242,67,40,7,11,11,10,6,0,3,400,0,0,0,0,0,0,0,0,0,0,0,577,101,59,8,17,14,14,6,0,14,803,342,11,8,0,0,0,0,0,0,3,371,297,12,15,0
POA3146,205,46,72,76,60,15,8,7,725,0,0,0,0,0,0,0,0,0,4,3,214,197,301,72,86,98,83,19,14,17,1092,261,89,79,4,14,11,8,0,0,12,483,367,256,128,35,43,30,28,8,5,5,909,0,4,17,7,6,5,8,0,5,3,54,0,0,0,0,0,0,0,0,0,0,0,375,261,148,41,45,40,29,10,10,11,963,0,0,0,0,0,0,0,0,0,0,3,639,350,227,51,60,46,37,9,13,17,1449,448,74,31,0,4,0,4,0,0,9,581,317,75,48,9,12,5,7,7,0,5,468,13,19,23,4,0,9,0,4,0,0,88,0,0,0,0,0,0,0,0,0,0,0,337,92,71,13,13,13,8,11,6,0,555,0,0,0,0,0,0,0,0,0,0,0,785,168,102,14,19,18,14,10,4,15,1135,487,18,12,0,0,0,0,0,0,7,525,376,21,22,0
POA3147,133,50,37,51,27,8,3,6,535,0,0,0,0,0,0,0,0,0,0,0,168,176,171,59,51,53,28,10,3,12,729,173,61,46,12,5,6,4,0,5,3,309,253,166,95,19,22,23,21,8,0,3,610,5,5,10,3,0,11,4,4,0,3,49,0,0,0,0,0,0,0,0,0,0,0,256,175,109,20,22,35,26,11,0,7,657,0,0,0,0,0,0,0,0,0,0,0,434,230,159,29,27,38,33,11,3,9,970,233,27,29,0,0,5,0,0,0,3,298,275,61,44,6,5,3,5,3,0,0,404,19,7,31,4,7,6,4,0,0,3,83,0,0,0,0,0,0,0,0,0,0,0,296,71,74,14,9,10,10,3,0,3,493,0,0,0,0,0,0,0,0,0,0,0,524,101,97,11,9,13,10,6,0,7,789,273,10,9,0,0,0,0,0,0,6,297,300,26,3,0
POA3148,228,58,76,101,76,28,7,21,901,0,0,0,0,0,0,0,0,0,0,3,180,224,272,67,94,118,86,26,6,24,1106,119,50,36,3,6,0,0,0,0,4,220,255,235,91,27,15,19,21,9,0,6,674,8,10,18,7,0,7,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,258,246,107,32,12,25,24,10,0,7,724,0,0,0,0,0,0,0,0,0,0,0,378,291,138,34,25,30,21,11,0,19,948,92,24,3,0,0,0,3,0,0,3,135,216,70,28,0,4,0,0,0,0,0,331,9,19,18,0,0,3,0,4,0,0,54,0,0,0,0,0,0,0,0,0,0,0,226,90,45,0,5,7,6,4,0,0,386,0,0,0,0,0,0,0,0,0,0,0,319,112,58,0,5,7,9,0,0,6,520,105,3,7,0,0,0,0,0,0,0,118,266,20,12,0
POA3149,543,127,158,150,184,51,9,30,2042,0,0,0,0,0,0,0,0,0,4,7,390,586,605,140,177,172,204,62,13,43,2401,288,86,63,15,11,11,12,5,0,8,504,984,834,460,116,113,95,98,57,11,20,2806,18,52,49,15,29,32,25,12,4,9,239,0,0,0,0,0,0,0,0,0,0,0,1003,889,516,131,142,123,120,75,22,28,3045,0,0,0,0,0,0,0,0,0,3,6,1295,973,576,150,153,133,134,82,19,36,3556,357,58,45,13,6,3,4,6,0,8,502,957,392,184,48,44,22,45,14,3,20,1716,61,89,114,18,29,24,16,12,4,0,378,0,0,0,0,0,0,0,0,0,0,0,1012,479,293,70,72,52,63,24,8,20,2094,0,0,0,0,0,0,0,0,0,0,0,1375,546,339,82,79,53,70,28,6,30,2603,505,31,10,6,0,0,0,0,0,10,563,1021,112,36,7
POA3150,811,264,272,306,269,81,14,52,3518,0,0,0,0,0,0,0,0,0,8,10,759,1011,890,280,291,330,289,93,10,74,4020,393,101,81,11,14,13,23,5,0,13,663,1742,1550,824,201,177,187,195,94,44,36,5054,55,103,150,62,68,62,72,27,15,21,637,0,0,0,0,0,0,0,0,0,3,5,1796,1653,980,272,247,246,262,120,62,62,5697,0,0,0,0,0,0,0,0,0,0,0,2188,1748,1060,281,264,265,283,121,62,74,6355,626,131,69,5,8,6,5,4,0,9,865,1977,835,486,72,58,61,63,32,16,29,3624,178,194,282,65,86,76,77,30,10,14,1005,0,0,0,0,0,0,0,0,0,0,5,2152,1032,768,129,141,141,135,59,24,39,4636,0,0,0,0,0,0,0,0,0,0,7,2786,1157,836,144,149,152,136,66,27,53,5508,919,53,22,3,0,0,4,4,0,13,1017,2527,249,91,12
POA3151,250,70,74,86,93,20,10,14,891,0,0,0,0,0,0,0,0,0,0,4,118,220,273,82,85,102,99,21,10,19,1022,67,28,19,6,3,0,0,0,0,0,128,256,224,133,25,25,31,35,14,0,9,744,7,9,31,12,14,14,14,5,0,3,107,0,0,0,0,0,0,0,0,0,0,3,260,237,161,34,41,42,50,16,0,7,853,0,0,0,0,0,0,0,0,0,0,0,330,264,185,45,42,45,49,16,0,11,985,77,9,12,0,0,0,3,0,0,3,108,270,84,32,11,10,3,10,3,3,0,429,30,38,37,10,17,12,11,3,0,5,156,0,0,0,0,0,0,0,0,0,0,0,300,119,64,22,25,17,20,9,3,6,578,0,0,0,0,0,0,0,0,0,0,0,378,125,78,23,25,11,21,9,3,9,690,104,3,0,0,0,0,0,0,0,5,113,362,21,15,0
POA3152,394,68,71,81,63,21,3,0,1424,0,0,0,0,0,0,0,0,0,0,3,377,574,439,78,83,96,67,21,5,8,1745,272,78,52,9,4,5,5,3,5,5,421,910,791,441,76,61,64,38,14,9,12,2408,20,75,65,14,19,18,18,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,928,864,505,88,87,81,51,12,4,12,2628,0,0,0,0,0,0,0,0,0,0,0,1196,943,550,95,88,81,58,15,8,16,3055,394,85,36,0,3,0,3,0,0,0,518,835,438,184,15,18,20,19,0,4,7,1540,66,62,73,12,4,20,6,3,0,0,264,0,0,0,0,0,0,0,0,0,0,0,906,499,253,32,21,37,28,9,5,9,1805,0,0,0,0,0,0,0,0,0,0,0,1300,585,286,30,29,40,28,9,5,11,2323,577,41,8,0,0,0,0,3,0,5,634,1017,147,62,4
POA3153,225,62,64,71,62,21,8,4,838,0,0,0,0,0,0,0,0,0,0,5,213,265,280,76,74,78,71,23,7,9,1096,179,56,41,9,6,0,4,0,0,5,297,248,390,259,45,47,32,26,9,6,8,1064,6,25,30,3,0,12,11,0,0,0,89,0,5,4,0,0,0,0,0,0,0,3,255,418,288,46,50,45,32,12,6,8,1151,0,0,0,0,0,0,0,0,0,3,4,431,473,333,58,54,45,36,12,6,15,1452,213,30,18,3,0,0,0,0,0,7,272,255,137,51,5,3,5,0,6,4,6,480,29,45,31,5,6,5,6,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,278,186,82,14,4,14,9,6,4,6,601,0,0,0,0,0,0,0,0,0,0,0,490,215,100,13,10,18,8,0,4,17,873,316,14,7,0,0,0,0,0,0,3,349,228,38,20,5
POA3154,16,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,23,11,23,4,5,3,0,0,0,0,65,28,5,9,0,0,0,0,0,0,0,45,8,26,14,0,0,0,0,0,0,0,52,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,28,15,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,41,29,22,0,0,0,0,0,0,0,105,73,7,0,3,0,0,0,0,0,0,91,17,9,5,0,0,0,0,0,0,0,29,6,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,10,9,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,93,21,9,0,0,0,0,0,0,0,131,111,3,0,0,0,0,0,0,0,0,115,15,0,0,0
POA3155,220,42,51,51,53,10,7,7,752,0,5,0,0,0,0,0,0,0,0,5,196,285,273,52,63,66,61,16,7,11,1028,190,74,40,12,0,10,8,0,0,0,327,231,372,242,53,28,20,19,8,3,3,975,9,18,15,7,4,4,6,4,0,0,70,0,0,0,0,0,0,0,0,0,0,0,239,390,256,66,36,25,26,7,3,3,1049,0,0,0,0,0,0,0,0,0,0,0,434,466,297,72,36,35,26,10,3,9,1375,255,39,18,3,0,6,0,0,0,9,333,182,162,76,9,8,5,12,6,0,0,451,30,33,16,11,3,5,9,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,207,194,96,20,7,6,15,10,0,3,560,0,0,0,0,0,0,0,0,0,0,0,467,229,105,23,12,11,14,10,0,18,887,405,23,0,0,0,0,0,0,0,11,447,198,38,9,0
POA3156,209,34,34,38,50,9,6,6,723,0,0,0,0,0,0,0,0,0,0,0,279,292,248,46,46,51,63,9,4,10,1046,311,130,70,10,7,8,0,0,0,15,552,323,400,260,40,41,28,18,6,0,10,1128,10,13,23,3,3,4,4,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,337,411,285,42,45,36,22,6,0,10,1192,0,0,0,0,0,0,0,0,0,0,0,643,543,358,54,53,38,24,10,0,18,1745,552,58,43,4,5,0,0,0,0,7,667,379,214,122,10,10,0,5,5,0,0,751,22,24,34,6,7,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,398,239,161,22,16,0,14,7,0,6,856,0,0,4,0,0,0,0,0,0,0,0,949,291,209,25,17,0,15,7,0,10,1526,837,22,14,0,0,0,0,0,0,14,881,434,78,23,4
POA3158,12,3,0,5,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,17,20,21,5,3,5,3,0,0,4,75,63,39,23,7,4,0,0,0,0,0,126,30,23,26,4,5,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,26,4,5,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,88,58,47,4,5,0,0,0,0,0,208,120,31,10,0,0,0,0,0,0,7,171,32,17,3,0,0,0,0,0,0,0,54,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,17,5,4,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,157,50,18,6,0,0,0,0,0,4,234,170,11,0,0,0,0,0,0,0,3,192,31,4,3,0
POA3159,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,23,26,14,4,0,0,0,0,0,0,0,48,7,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,37,20,5,0,0,3,0,0,0,0,62,45,8,0,0,0,0,0,0,0,0,59,18,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,66,14,3,0,0,0,0,0,0,0,76,53,8,0,0,0,0,0,0,0,4,65,11,0,0,0
POA3160,12,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,45,14,28,9,4,4,5,5,0,3,119,99,51,48,8,0,0,3,0,0,4,214,29,35,17,4,0,7,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,29,34,17,4,0,7,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,124,86,65,14,3,7,4,0,0,4,305,165,48,20,0,0,0,0,0,0,4,242,38,13,0,0,5,0,0,0,0,0,60,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,38,21,0,0,5,0,4,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,209,66,27,0,5,0,4,0,0,5,305,234,18,3,0,0,0,0,0,0,0,251,44,3,0,0
