POA_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
POA3191,7,0,280,15,20,0,0,20,0,34,0,0,0,0,3,0,3,0,0,0,0,0,0,0,15,23,0,0,22,0,35,0,0,0,0,0,0,0,287,31,0,0,32,0,317,191,0,0,0,0,0,194,0,12,0,0,12,0,12,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,12,5,0,12,0,17,0,0,0,0,0,0,0,194,13,5,0,16,0,208,105,0,0,0,0,0,108,6,9,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,12,0,15,0,0,0,0,0,0,0,111,17,0,0,14,0,120,1816,46,0,0,46,0,1868,88,175,0,0,175,0,260,0,6,6,0,9,0,9,0,0,0,0,0,0,0,88,178,6,0,185,0,268,0,0,0,0,0,0,0,1903,230,6,0,236,0,2139
POA3192,10,0,408,17,84,5,0,89,0,109,0,0,4,0,6,0,5,0,0,0,0,0,0,0,20,89,8,0,101,0,114,0,0,0,0,0,0,0,412,104,8,0,112,0,524,224,4,0,0,4,0,228,14,55,3,0,59,0,76,0,0,3,0,7,0,7,0,0,0,0,0,0,0,17,52,7,0,62,0,81,0,0,0,0,0,0,0,236,64,7,0,76,0,310,102,0,0,0,0,0,104,0,36,0,0,32,0,40,0,3,0,0,6,0,10,0,0,0,0,0,0,0,9,38,0,0,39,0,44,0,0,0,0,0,0,0,109,38,0,0,36,0,150,3115,139,0,0,139,0,3254,230,994,35,0,1035,0,1265,4,46,27,0,76,0,84,0,0,0,0,0,0,0,237,1046,61,0,1108,0,1347,0,0,0,0,0,5,8,3353,1181,61,0,1247,3,4605
POA3193,5,0,650,28,72,3,0,78,0,100,0,0,3,0,3,0,7,0,0,0,0,0,0,0,28,72,4,0,80,0,107,0,0,0,0,0,0,0,671,82,4,0,85,0,755,420,7,0,0,7,0,427,19,40,0,0,40,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,40,0,0,43,0,60,0,0,0,0,0,0,0,441,43,0,0,43,0,488,205,0,0,0,0,0,205,9,18,0,0,19,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,16,0,22,0,0,0,0,0,0,0,213,19,0,0,19,0,232,3735,98,0,0,98,5,3838,201,399,10,0,407,0,612,0,9,7,0,14,0,18,0,0,0,0,0,0,0,210,407,16,0,422,0,632,4,0,0,0,0,0,4,3943,507,16,0,521,5,4467
POA3194,16,0,260,5,46,0,0,48,0,52,0,0,7,0,3,0,3,0,0,0,0,0,0,0,5,47,3,0,46,0,60,0,0,0,0,0,0,0,252,59,3,0,64,0,317,141,3,0,0,3,0,144,11,29,0,0,29,0,44,0,5,3,0,6,0,6,0,0,0,0,0,0,0,11,34,3,0,39,0,49,0,0,0,0,0,0,0,150,34,3,0,38,0,191,68,0,0,0,0,0,72,3,16,0,0,16,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,21,0,26,0,0,0,0,0,0,0,78,14,0,0,19,0,94,1644,59,0,0,59,0,1702,127,396,11,0,401,0,528,0,13,11,0,27,0,27,0,0,0,0,0,0,0,127,413,22,0,430,0,556,0,0,0,0,0,0,0,1769,472,22,0,490,0,2264
POA3195,26,0,991,57,194,8,0,203,0,256,3,4,3,0,9,0,11,0,0,0,0,0,0,0,58,199,16,0,212,0,272,0,0,0,0,0,0,0,1023,231,16,0,240,0,1260,491,8,0,0,8,0,505,29,112,5,0,122,0,144,0,6,0,0,13,0,13,0,0,0,0,0,0,0,29,119,3,0,130,0,154,0,0,0,0,0,0,0,520,132,3,0,137,0,658,230,3,0,0,3,0,236,11,87,3,0,91,0,101,0,0,6,0,8,0,8,0,0,0,0,0,0,0,11,86,8,0,96,0,105,0,0,0,0,0,0,0,240,91,8,0,101,0,340,6191,228,0,0,233,0,6422,401,1217,34,0,1255,10,1662,5,54,30,0,84,0,87,0,0,0,0,0,0,0,410,1270,67,0,1337,10,1752,0,0,0,0,0,0,7,6599,1500,67,0,1565,8,8173
POA3196,7,0,403,31,56,0,0,51,0,88,0,0,0,0,0,0,3,0,0,0,0,0,0,0,34,54,0,0,60,0,86,0,0,0,0,0,0,0,424,60,0,0,62,0,489,151,10,0,0,10,0,159,9,39,0,0,39,0,48,0,4,0,0,4,0,8,0,0,0,0,0,0,0,15,41,0,0,39,0,55,0,0,0,0,0,0,0,161,48,0,0,53,0,218,101,3,0,0,3,0,102,5,17,3,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,3,0,12,0,19,0,0,0,0,0,0,0,106,15,3,0,15,0,125,3767,135,0,0,135,0,3906,222,564,18,0,588,0,808,10,11,6,0,11,3,21,0,0,0,0,0,0,0,227,576,22,0,599,3,828,3,0,0,0,0,3,9,4001,714,22,0,738,3,4745
POA3197,6,0,226,8,30,4,0,27,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,4,0,35,0,41,0,0,0,0,0,0,0,220,42,4,0,40,0,267,110,0,0,0,0,0,111,3,20,4,0,23,0,28,0,0,4,0,4,0,4,0,0,0,0,0,0,0,3,20,3,0,25,0,28,0,0,0,0,0,0,0,117,21,3,0,25,0,144,53,0,0,0,0,0,56,0,16,0,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,19,0,17,0,0,0,0,0,0,0,54,19,0,0,23,0,72,1561,40,0,0,40,0,1599,92,270,18,0,283,0,382,0,16,24,0,34,0,32,0,3,0,0,3,0,3,93,285,36,0,323,0,421,4,3,0,0,3,0,7,1658,332,36,0,364,0,2027
POA3198,7,0,210,12,20,0,0,18,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,22,0,37,0,0,0,0,0,0,0,219,26,0,0,26,0,241,87,0,0,0,0,0,89,0,11,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,13,0,0,0,0,0,0,0,92,13,0,0,9,0,102,37,0,0,0,0,0,37,0,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,0,0,0,0,0,41,5,0,0,5,0,47,2167,68,0,0,70,0,2232,126,185,0,0,189,0,314,3,13,0,0,13,0,13,0,0,0,0,0,0,0,124,196,0,0,197,0,327,0,0,0,0,0,0,0,2294,264,10,0,272,0,2564
POA3199,32,0,886,46,108,9,0,116,0,163,0,6,3,0,13,0,13,0,0,0,0,0,0,0,44,112,17,0,130,0,171,0,0,0,0,0,0,0,901,145,17,0,159,0,1060,339,14,0,0,14,0,352,18,73,7,0,80,0,100,0,9,3,0,12,0,12,0,0,0,0,0,0,0,18,86,7,0,90,0,115,0,0,0,0,0,0,0,360,95,7,0,105,0,464,165,3,0,0,3,0,170,14,29,7,0,36,0,44,0,0,0,0,3,0,4,0,0,0,0,0,0,0,14,33,6,0,34,0,54,0,0,0,0,0,0,0,177,40,6,0,39,0,219,6936,214,6,0,216,3,7157,409,849,45,6,894,3,1308,3,58,25,0,79,0,88,0,0,0,0,0,0,0,416,901,69,6,980,3,1400,15,0,0,0,0,10,22,7371,1116,75,8,1193,15,8580
POA3200,0,0,36,7,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,8,0,9,0,0,0,0,0,0,0,41,8,0,0,8,0,46,12,0,0,0,0,0,12,0,3,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,6,0,6,0,0,0,0,0,0,0,12,4,0,0,6,0,15,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,404,19,0,0,19,0,425,33,86,0,4,84,0,122,0,9,0,0,10,0,10,0,0,0,0,0,0,0,33,95,0,3,94,0,134,0,0,0,0,0,0,0,442,109,0,3,115,0,561
POA3201,8,0,296,20,80,0,0,87,0,106,0,4,0,0,4,0,4,0,0,0,0,0,0,0,20,87,0,0,91,0,112,0,0,0,0,0,0,0,309,99,0,0,103,0,408,77,4,0,0,3,0,82,6,51,0,0,53,0,63,0,6,0,0,6,0,6,0,0,0,0,0,0,0,6,59,0,0,61,0,69,0,0,0,0,0,0,0,79,61,4,0,65,0,148,44,0,0,0,0,0,44,3,34,0,0,33,0,38,0,6,0,0,6,0,6,0,0,0,0,0,0,0,3,39,0,0,36,0,43,0,0,0,0,0,0,0,48,39,0,0,36,0,88,2493,116,3,0,120,0,2612,168,735,26,0,755,4,927,9,61,12,0,75,0,77,0,0,0,0,0,0,0,175,799,36,0,832,4,1006,0,0,0,0,0,4,7,2664,916,38,0,957,5,3624
POA3202,5,0,64,5,21,0,0,21,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,24,0,29,0,0,0,0,0,0,0,64,27,0,0,27,0,95,32,3,0,0,3,0,34,6,19,0,0,19,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,19,0,25,0,0,0,0,0,0,0,41,23,0,0,23,0,62,8,0,0,0,0,0,8,0,6,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,13,0,0,0,0,0,0,0,11,6,0,0,6,0,22,392,25,0,0,25,0,419,40,198,5,0,197,0,244,0,10,0,0,16,0,16,0,0,0,0,0,0,0,40,210,4,0,211,0,253,0,0,0,0,0,0,0,431,234,4,0,237,0,674
POA3204,29,0,677,43,260,17,0,275,0,320,0,15,12,0,33,0,33,0,0,0,0,0,0,0,46,276,32,0,307,0,350,0,0,0,0,0,0,0,695,302,30,0,338,0,1030,437,10,0,0,10,0,446,23,174,10,0,177,0,198,0,8,14,0,24,0,24,0,0,0,0,0,0,0,23,181,20,0,206,0,222,0,0,0,0,0,0,0,455,193,20,0,218,0,669,212,7,0,0,7,0,214,11,96,9,0,103,0,114,0,7,7,0,14,0,12,0,0,0,0,0,0,0,19,104,10,0,116,0,132,0,0,0,0,0,0,0,230,108,10,0,121,0,347,4156,169,6,0,176,0,4333,395,2079,101,0,2183,0,2582,5,114,80,0,191,0,199,0,0,0,0,0,0,0,402,2190,177,0,2372,0,2774,0,4,0,0,4,0,4,4555,2363,180,0,2548,0,7108
POA3205,0,0,90,8,23,0,0,20,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,3,0,22,0,29,0,0,0,0,0,0,0,90,22,3,0,26,0,114,56,0,0,0,0,0,53,0,9,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,0,14,0,0,0,0,0,0,0,60,16,0,0,15,0,75,28,3,0,0,3,0,29,0,6,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,7,0,0,0,0,0,0,0,30,7,0,0,11,0,41,800,42,0,0,42,0,842,116,208,4,5,209,0,330,0,9,11,0,20,0,24,0,0,0,0,0,0,0,118,216,12,5,235,0,355,0,3,0,0,3,0,5,918,266,12,5,282,0,1197
POA3206,10,0,206,18,30,0,0,30,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,0,0,30,0,49,0,0,0,0,0,0,0,220,36,0,0,35,0,259,104,3,0,0,3,0,106,9,24,0,0,26,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,0,0,26,0,34,0,0,0,0,0,0,0,112,28,0,0,29,0,141,47,0,0,0,0,0,47,0,12,0,0,12,0,12,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,13,0,0,13,0,13,0,0,0,0,0,0,0,47,13,0,0,13,0,59,1401,59,0,0,59,0,1459,128,266,5,0,269,0,401,0,7,0,0,7,0,7,0,0,0,0,0,0,0,128,280,3,0,284,0,404,0,3,0,0,3,0,3,1530,333,3,0,345,0,1872
POA3207,10,0,208,16,42,0,0,39,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,38,0,0,38,0,52,0,0,0,0,0,0,0,209,50,0,0,51,0,264,91,4,0,0,4,0,97,8,29,4,0,36,0,37,0,0,5,0,8,0,8,0,0,0,0,0,0,0,8,30,5,0,39,0,45,0,0,0,0,0,0,0,103,38,5,0,44,0,146,47,0,0,0,0,0,46,4,22,5,0,20,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,5,0,20,0,23,0,0,0,0,0,0,0,50,19,5,0,23,0,72,1619,90,0,0,90,0,1711,165,419,11,0,428,0,595,0,20,5,0,24,0,26,0,0,0,0,0,0,0,169,432,19,0,453,0,623,0,0,0,0,0,3,3,1789,526,19,0,548,3,2339
POA3211,0,0,29,3,7,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,13,0,0,0,0,0,0,0,34,14,0,0,14,0,42,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,16,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,14,188,11,0,0,11,0,203,5,43,0,0,43,0,48,0,7,0,0,3,0,3,0,0,0,0,0,0,0,5,47,0,0,50,0,50,0,0,0,0,0,0,0,197,59,0,0,61,0,258
POA3212,3,0,362,12,28,3,0,34,0,45,0,9,4,0,12,0,12,0,0,0,0,0,0,0,12,37,7,0,39,0,56,0,0,0,0,0,0,0,370,44,7,0,45,0,414,135,4,0,0,4,0,138,5,22,0,0,22,0,25,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,22,0,0,25,0,30,0,0,0,0,0,0,0,144,28,0,0,28,0,170,57,0,0,0,0,0,62,8,21,0,0,23,0,28,0,0,3,0,3,0,3,0,0,0,0,0,0,0,8,21,4,0,20,0,25,0,0,0,0,0,0,0,63,21,4,0,26,0,88,2928,65,0,0,65,0,2994,127,405,19,0,419,0,547,3,27,23,0,53,0,55,0,0,0,0,0,0,0,130,427,42,0,471,0,600,0,0,0,0,0,3,9,3052,499,42,0,539,3,3595
POA3213,0,0,134,0,24,0,0,29,0,25,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,24,6,0,26,0,28,0,0,0,0,0,0,0,130,24,6,0,33,0,158,51,0,0,0,0,0,54,0,14,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,16,0,16,0,0,0,0,0,0,0,51,17,0,0,14,0,65,16,0,0,0,0,0,20,0,12,0,0,12,0,12,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,19,0,0,19,0,19,0,0,0,0,0,0,0,16,16,0,0,23,0,35,773,22,0,0,22,0,792,30,159,7,0,170,0,199,0,27,18,0,39,0,39,0,0,0,0,0,0,0,30,186,24,0,213,0,241,0,0,0,0,0,0,0,795,205,24,0,230,0,1032
POA3214,3,0,204,5,57,6,0,61,0,70,0,20,62,0,85,0,85,0,0,0,0,0,0,0,5,76,73,0,152,0,152,0,0,0,0,0,0,0,204,86,73,0,157,4,362,49,0,0,0,0,0,49,3,23,6,0,27,0,28,0,18,38,0,56,0,56,0,0,0,0,0,0,0,3,44,43,0,83,0,87,0,0,0,0,0,0,0,58,44,43,0,83,0,143,17,0,0,0,0,0,17,0,7,3,0,12,0,12,0,0,13,0,17,0,17,0,0,0,0,0,0,0,0,14,15,0,27,0,27,0,0,0,0,0,0,0,17,14,15,0,27,0,42,1482,45,0,0,43,0,1532,76,457,61,0,520,0,594,5,138,349,0,493,0,498,0,0,0,0,0,0,0,81,597,412,0,1006,0,1091,4,0,0,0,0,3,15,1573,644,411,0,1054,9,2632
POA3215,3,0,298,4,58,4,0,60,0,65,0,4,5,0,16,0,16,0,0,0,0,0,0,0,4,64,12,0,72,0,78,0,0,0,0,0,0,0,300,68,12,0,80,0,378,116,4,0,0,4,0,115,5,43,0,0,45,0,50,0,6,7,0,13,0,13,0,0,0,0,0,0,0,5,47,9,0,59,0,65,0,0,0,0,0,0,0,117,51,9,0,62,0,182,64,0,0,0,0,0,64,3,16,3,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,5,0,23,0,23,0,0,0,0,0,0,0,71,16,5,0,23,0,90,2257,70,0,0,70,0,2337,112,626,23,0,648,0,767,3,61,52,0,113,0,118,0,3,0,4,10,0,7,119,700,71,4,767,0,888,6,0,0,0,0,0,3,2381,768,71,4,840,10,3229
POA3216,17,0,1192,32,118,0,0,114,0,151,0,8,7,0,7,0,7,0,0,0,0,0,0,0,32,117,6,0,127,0,160,0,0,0,0,0,0,0,1201,142,6,0,148,0,1350,547,13,0,0,13,0,558,17,87,6,0,92,0,107,0,0,4,0,6,0,7,0,0,0,0,0,0,0,16,85,8,0,100,0,114,0,0,0,0,0,0,0,563,101,8,0,111,0,678,224,6,0,0,6,0,224,10,30,0,0,38,0,44,0,0,5,0,7,0,7,0,0,0,0,0,0,0,10,34,4,0,38,0,52,0,0,0,0,0,0,0,234,35,4,0,38,0,278,8725,218,3,0,225,3,8949,309,1191,48,0,1236,0,1538,6,58,34,0,89,0,92,0,0,0,0,0,0,0,312,1243,79,0,1329,0,1636,5,0,0,0,0,3,10,9043,1463,82,0,1547,5,10597
POA3217,4,0,261,10,35,0,0,40,0,55,0,3,0,0,3,0,3,0,0,0,0,0,0,0,10,43,0,0,42,0,59,0,0,0,0,0,0,0,266,40,0,0,49,0,314,72,0,0,0,0,0,79,3,7,0,0,7,0,11,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,9,0,0,11,0,14,0,0,0,0,0,0,0,74,15,0,0,15,0,95,30,0,0,0,0,0,30,0,11,0,0,11,0,10,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,33,12,0,0,12,0,47,3500,60,0,0,64,4,3565,141,681,8,0,686,0,832,0,52,5,0,59,0,59,0,0,0,0,0,0,0,142,732,11,0,740,0,888,0,0,0,0,0,0,4,3643,792,11,0,805,8,4458
POA3218,5,0,240,8,18,0,0,18,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,0,21,0,27,0,0,0,0,0,0,0,243,23,0,0,24,0,272,102,0,0,0,0,0,103,5,6,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,13,0,13,0,0,0,0,0,0,0,106,11,0,0,8,0,115,54,0,0,0,0,0,53,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,7,0,0,0,0,0,0,0,48,6,0,0,7,0,59,2308,66,0,0,66,0,2374,83,203,3,0,207,0,291,0,19,9,0,30,0,29,0,0,0,0,0,0,0,79,229,15,0,240,0,326,0,4,0,0,4,0,4,2389,294,15,0,310,0,2701
POA3219,4,0,258,4,19,0,0,19,0,24,0,0,5,0,6,0,6,0,0,0,0,0,0,0,4,19,6,0,27,0,31,0,0,0,0,0,0,0,262,18,6,0,26,0,294,109,0,0,0,0,0,115,5,7,0,0,7,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,6,0,13,0,0,0,0,0,0,0,120,4,3,0,10,0,123,29,0,0,0,0,0,29,5,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,7,0,11,0,0,0,0,0,0,0,37,7,0,0,7,0,37,2025,37,0,0,37,5,2067,46,183,7,0,192,0,241,3,19,27,0,44,0,46,0,0,0,0,0,0,0,53,194,38,0,233,0,290,0,0,0,0,0,7,7,2076,236,38,0,271,9,2355
POA3220,7,0,371,14,15,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,18,0,24,0,0,0,0,0,0,0,369,22,0,0,17,0,389,166,3,0,0,3,0,174,3,12,3,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,14,0,21,0,0,0,0,0,0,0,169,12,3,0,17,0,192,89,0,0,0,0,0,94,0,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,0,0,0,0,0,0,0,96,4,0,0,6,0,103,2501,40,0,0,47,3,2548,101,224,11,0,239,0,343,0,10,0,0,14,0,14,0,0,0,0,0,0,0,101,240,11,0,255,0,355,0,0,0,0,0,0,0,2606,282,15,0,296,3,2912
